"","mz","rt","1405_Fish1_F1","1405_Fish1_F2","1405_Fish1_F3","1405_Fish2_F1","1405_Fish2_F2","1405_Fish2_F3","1405_Fish3_F1","1405_Fish3_F2","1405_Fish3_F3"
"group","mz","rt","fish1","fish1","fish1","fish2","fish2","fish2","fish3","fish3","fish3"
"M397.1907T613.8","397.19072758764","613.7705","1406.34727368421","1278.54323782972","1561.72577813331","1438.29629841257","1353.03086213143","808.521220472438","985.915292929296","826.490816666665","1203.88560283688"
"M398.2762T492.2","398.276221089101","492.222","958.318758620692","586.515224062163","107.678999999993","421.086494182718","1009.79999831627","317.371162650603","832.329062499998","1054.12998809524","966.461896551727"
"M399.1231T527.9","399.123144198587","527.902","658.268159999996","543.86328813559","607.322563305236","677.983463414635","548.993900000004","575.779316666665","694.295257731961","761.375599999996","651.436923076918"
"M399.2514T551.4","399.251384493125","551.41","14421.6885555556","14105.8747741936","20286.6461199438","14322.3079999999","19889.5705806451","13463.0038064516","15486.5473225806","19900.0593870968","24230.6600655737"
"M399.3274T582.5","399.327378926743","582.481","8016.08096969692","3885.82707692308","4834.47529411764","2134.09878846154","11058.269114754","4742.81843749997","10584.5792586207","8484.57895081969","6273.27765151511"
"M399.394T595","399.393995024295","595.0195","456.01482926829","942.357045454529","2579.17199999999","501.01342475705","2789.83465789475","657.665047994474","755.174652631577","6669.85714285714","4478.91860465118"
"M400.2536T551.4","400.253641645391","551.41","2363.72900000001","2619.1995945946","3475.91148936166","2558.19787096773","3402.81433962263","2435.93503999999","2655.39129999999","3117.51516666665","3691.38825000002"
"M400.3301T582.4","400.330107556776","582.375","2451.92525","1191.01345762711","1469.10849122808","884.791989361703","3144.51591666666","1536.0128","2907.05617391305","1276.28571428571","1828.48495061728"
"M400.3982T594.6","400.398217322167","594.5915","305.579916666665","673.189257303874","955.556251038896","350.365161895752","767.172941176477","374.367932637533","613.73133333333","1771.12062499999","1364.16034615384"
"M400.9174T145.1","400.917366714645","145.109","1361.36957534247","1080","1438.86184615384","861","1482.01353424658","1144.27768421053","1593.29296296296","1717.36633802817","1518.01533333333"
"M401.342T672.1","401.342017598748","672.102","7192.15995789472","7381.82268852459","7805.24552284264","411.734333333352","16764.2632702703","11831.9324651163","1707.80800000008","25887.0762083334","19679.7616981132"
"M401.3421T632.8","401.342059224534","632.841","10931.359092437","4601.65324137933","12243.82896","2596.01749999999","13326.7452203391","5590.01449180328","11956.2119491526","10966.5760344828","10085.5216864407"
"M402.3458T633.1","402.345765751515","633.0545","1067.79777966102","1339.96786885246","2989.67058064516","1047.8062962963","3917.90916666668","707.985250000003","3084.78141818183","4269.04012184582","3300.31708403361"
"M403.2332T601.3","403.23324622146","601.34","2246.36022580646","1951.58531147541","3072.4946451613","1486.2692","2918.043","1824.46780645161","2169.45308474575","3007.70050000001","3242.74492452829"
"M403.2859T570.1","403.285924284676","570.054","13184.2906229508","4490.62216949154","6258.64184615379","2604.98601639345","15316.2444915255","9955.11410169492","4111.66123529411","4899.1921176471","8168.7142295082"
"M403.3582T645.9","403.358161193384","645.905","10259.195915493","6653.20361643837","9507.49952702704","3476.11645945945","16882.3260833334","7510.1365357143","12055.6373943662","16533","11987.2770422535"
"M403.3586T585.8","403.358577659011","585.804","2374.46158730158","1244.584","1591.55809200511","806.17903585995","4316.638875","933.692579381606","2107.18532432432","3857.23404255318","2310"
"M404.236T601.4","404.235996118734","601.448","589.535727272726","494.593049180328","673.285714285714","417.021135296738","589.306034482757","465.232529411768","516.446379310344","811.746117647057","765.846043478267"
"M404.2889T570.3","404.288924792661","570.267","3114.68278846155","1240.05583018869","1708.76175000001","744.866692307694","3651.89840677964","2323.60744827586","1080.87315555556","1300.90633333335","2141.75467391306"
"M404.3619T646","404.361884942255","645.956","3053.14285714286","2012.65035294117","2040.14668503853","1211.16378491545","2960.69224778761","2251.23007228916","3521.85376811593","4506.96195348837","3110.94773437498"
"M405.2616T547.3","405.261573324174","547.338","2457.82983333334","1894.05089999999","3666.36360000002","1707.74766101695","3218.88266666666","1968.85767272728","2278.6756779661","2962.34528070175","2922.07650000002"
"M405.8957T144.9","405.895689853333","144.87","872.365954545455","655.469309417295","995.877916666665","591.38700471101","767.357142857143","745.717371160334","470.357142857143","1113.05225352112","953.622972972973"
"M406.2651T547.4","406.265112451825","547.446","714.266237288135","655.46845592152","1040.36951793324","243.117120689656","786.678750000003","486.545000000001","579.633173076924","838.101417824074","720.83828037383"
"M406.2928T611","406.292770405043","610.984","254.1005","373.9818246024","639.818363636363","343.555908203125","431.152129032258","342.912946428571","391.489560000006","532.060343749998","596.598545454544"
"M406.8545T145.1","406.854520484277","145.088","1161.46430769231","793.516201524849","993.501150684932","780.173606954595","921.068222222223","851.785714285714","1439.60632727273","1378.54482926829","1192.74516504854"
"M407.3384T557","407.338385445731","556.984","643.956721311476","556.974637391137","793.47300545114","479.20557047526","770.987451171875","560.147035725911","928.314276923075","556.519189655171","1310.81390322581"
"M408.308T611.4","408.307983338249","611.413","5424.4013275862","4616.0915666667","9054.75653333331","2683.07142857143","7455.85714285714","3115.49339999999","5131.12940677967","9023.67338983053","9091.81701694917"
"M409.1624T482.4","409.162426985796","482.4185","920.171169230767","489.004939393938","1202.79930508474","374.791266666668","1155.5056","557.155289188508","860.828222222222","1397.58554545455","1036.51535555555"
"M409.2673T493.1","409.267271084312","493.079","426.642857142857","535.521","1566.01769491526","516.891668701172","834.679344262295","655.115187072754","382.516105263157","1082.43731746032","1030.76796875"
"M409.3125T611.4","409.312524501839","611.414","1318.03266176471","1039.96935294117","1975.67857627119","745.682553191491","1871.164","799.995232142856","1425.44296969697","2044.12098181819","2238.83226666668"
"M410.2585T633.9","410.258537356285","633.913","337.405590156251","313.606857142859","749.580196650913","391.364368785511","520.090637207031","242.486647727273","275.939692826705","388.912769664418","463.140727683237"
"M410.8485T218.3","410.848528908394","218.313","829.778604651163","250.490722222222","1416.68109311741","192.481052313911","348.257006131686","311.023658303653","369.782094955444","494.597187499999","496.944731707317"
"M411.0941T563.2","411.094096561526","563.197","953.132266666665","1026.86362641433","1076.4102962963","881.04947261487","1161.53355932202","822.912000000004","832.705033333331","1189.3552631579","1356.439875"
"M411.1725T621.2","411.172489276069","621.1625","697.748740740739","825.462158203125","872.830435293692","831.635754997348","761.622199999999","689.996533805941","697.939783132532","824.79705154639","582.857142857143"
"M411.2067T504.7","411.206741353006","504.654","1548.63502857144","214.090065179869","612.076500000002","282.857142857143","1969.82075675676","162.851363780887","900.690717391304","381.029534883722","548.613953488374"
"M412.8751T144.3","412.875097159107","144.254","857.588","597.428917131926","870.492573529411","440.417002360026","811.729971014493","501.019647058824","842.557025641026","925.714285714286","469.507542168675"
"M413.266T665","413.265958160642","665.029","7192.98174193544","6580.19984375002","8746.14156097561","6429.12054687501","10114.392015873","6280.42077419358","7205.76373770493","8917.5","9710.64782539681"
"M413.2687T512.8","413.268703311148","512.751","3033.57965625","209.403666666676","2542.92857142857","972.932483303931","2390.53420634921","1550.69150863155","1194.51284002489","1871.16175757575","2030.61509677419"
"M414.2705T665","414.270523696817","665.028","1869.12459999999","1442.54137499999","2165.71579999998","1512.44566101695","2294.14285714286","1574.87780701755","1545.01745762712","1979.78571428571","2243.80153846154"
"M415.0377T762.6","415.037736608689","762.575","4503.6974328358","2527.96602222222","6220.9147","2353.38479999999","5122.66331343287","2691.30708620689","4113.07947826085","3798.14894117647","4575.82229411765"
"M415.2132T507.9","415.213196917013","507.865","2782.07142857143","2363.009625","2865.19100000001","2666.84306451614","2823.27499999999","2450.520375","2897.72234375001","2937.89033898304","2501.28912280701"
"M416.0377T762.6","416.037697707168","762.575","1722.2286375","974.372795180726","2259.56346268658","920.148930693071","1952.9159","1146.86527659575","1664.35714285714","1492.07142857143","1843.47951666666"
"M416.2862T169.8","416.286242900271","169.832","873.018774193548","545.460486240074","1146.45636363636","967.381509433961","1145.6478","838.752409090909","842.806145454544","972.625023076924","1030.25524752475"
"M416.3062T503.2","416.306185976102","503.151","1762.5554245283","761.391750000002","2549.9557","765.010149253731","1006.08907894737","956.608941176468","1645.48517567568","1050.04487179487","1007.18235294118"
"M416.8073T503.2","416.807326003119","503.1515","985.331971830984","573.241850617644","1324.52323684211","369.639179104478","1000.96227272727","594.673351648351","882.650917808221","1099.96768","1123.95470930233"
"M417.035T762.7","417.034977179204","762.682","1207.54735294118","671.394938429741","1773.01790909091","669.477479452055","1468.09718421052","472.505675675675","1170.41802702702","1086.90816901408","1171.561015625"
"M417.2462T444.6","417.246216868127","444.6075","949.318448275862","882.014402690687","1530.02684210526","861.394211618524","1456.96904166666","1139.16145886873","1268.76188732394","1517.31195238095","921.857142857143"
"M417.3359T582.3","417.335932577497","582.268","16856.7196451612","8297.14285714286","10168.2900967742","5042.0073515625","25303.6155806451","9953.1493770491","22846.9858870969","19802.1401290322","14509.5977419355"
"M417.3364T603.5","417.336417027296","603.4845","7987.54364754099","3653.71470588237","3493.59044660194","2498.61835186298","7895.23769369367","3654.72615384615","6251.91074999999","8123.96041935484","3429"
"M418.3398T582.3","418.339756420456","582.268","4621.28571428571","3122.66498876405","2766.48806451614","1686.2406328125","6522","2752.71428571429","6416.78571428571","5487.92188983049","3742.56292063491"
"M418.9952T819.2","418.995175928309","819.192","780.245730769231","607.499956043959","1038.2964278991","541.571492022779","965.788129411765","620.335580110497","766.084531645572","704.668363636363","1140.0943"
"M419.3165T688","419.31653916975","687.957","4899.17189473684","5258.36756410254","9420.62799999994","4036.28855999999","7359.41870833332","4614.57863414634","4901.10251851854","6880.40642105261","8709.7533986014"
"M419.3519T656","419.351922776964","656.029","5489.35714285714","4138.30621276596","3889.05","1760.73875999999","10855.3931851852","3748.01710869564","6391.29181034481","11886.6804117647","8125.74672340426"
"M420.3193T687.8","420.319328129341","687.8085","1109.18229333333","1414.11070833334","2628.10305882352","1143.57159649884","2148.51282352942","1230.84701234568","1419.68229166667","1939.58288461539","2115.92838383839"
"M420.3568T655.9","420.35678228189","655.9035","2465.40039473684","1466.65719298246","1674.44749152542","860.950468918373","3134.27986885246","1416.52299999999","2011.37363934426","3239.68313793103","2290.67286792452"
"M421.2323T551.2","421.232268050832","551.197","2752.61927510834","3015.42857142857","3976.80944710219","2977.88842105264","4334.4639047619","2533.39645901639","3170.71361904762","4084.06761290321","5055.26286956523"
"M421.2521T634.3","421.252146195871","634.3425","3588.25983999999","3065.83723636365","5700.63861818184","3326.68401515152","3542.12826923077","2248.67958823528","2073.02205548968","1763.87810344828","3139.16918965516"
"M422.2366T551.4","422.236570520378","551.41","581.395900000003","659.385967213115","789.428571428571","679.369020000002","1014.4793258427","714.140105263155","673.747555555556","542.676315789475","886.879733333338"
"M422.2952T639.5","422.295170707695","639.529","1099.05230769231","673.990972222225","490.07490425532","763.809749999994","1243.48197826088","642.942857142865","895.535117647066","1128.25190196079","760.714285714286"
"M424.0815T584","424.081476942898","583.983","420.646698630138","321.853940298507","365.790403846155","246.009647058824","407.601619047618","331.723284040179","428.551724137935","399.21879661017","424.950703125001"
"M424.897T213.7","424.896993841388","213.713","1503.12525","1311.31593023256","1469.57142857143","1043.78571428571","1786.34067692308","1246.88238888889","1692.26635384615","1798.75789090909","1604.63435294118"
"M425.2153T601.3","425.215253738395","601.339","1525.91701136364","413.984999999975","2575.8268852459","1757.82351612904","2930.48825503356","1852.22498360656","2209.33322580644","2876.91147540984","2796.06012903225"
"M425.312T404.7","425.312036284428","404.748","8729.14955696203","4165.83000000001","10460.7549473684","3108","8951.28665060241","4786.39702325581","7922.77654368932","9466.52536708859","9054.37920765027"
"M426.2189T601.1","426.218888342171","601.1275","577.512419354841","493.064740862165","685.506924242426","451.722290039062","672.606363932292","457.316725957961","535.087892307691","667.5","594.012774193551"
"M426.3146T404.5","426.314593630952","404.533","1127.59567741935","507.651763157897","2489.64721461187","835.493123456791","2017.5656097561","1222.96254166667","1810.33154430379","1988.6217721519","1854.89424"
"M427.1184T519","427.118416711056","519.009","733.308276923075","630.412137985229","579.642857142857","617.797652173913","612.89013671875","602.606666666668","595.529407407408","757.743999999997","640.285714285717"
"M428.3378T547.1","428.337794151201","547.124","969.435452631579","485.139181818181","1460.4615","88.9483333333374","1094.80096551724","383.644327868853","952.568052910055","978.421999999995","1118.60013265306"
"M429.0892T717.1","429.089213437843","717.102","2928.36679687501","1408.54333846154","3962.08394117647","1320.61534375001","3866.35714285714","2494.42227272727","3150.01650406503","2256.32021126761","1735.119625"
"M429.2404T665","429.2403537753","665.027","1058.6265625","805.541953125002","846.857142857143","936.504242424243","1298.81720000001","820.285714285714","1019.38850769231","845.104","894"
"M429.3192T557.2","429.319243563745","557.197","890.833864864868","378.457132075474","849.428571428571","606.624046511628","132.252000000011","490.493830188678","751.907436974789","733.268561403512","1981.80091803279"
"M429.3733T704.7","429.373316810289","704.674","8925.19193548391","1813.34150769232","7276.07142857143","1313.40243103448","10391.9125714286","2546.86407692307","7204.60065573771","3801.81489999999","2080.11616129031"
"M429.3692T613.1","429.369171733138","613.127","1365.42072413793","1453.21333007812","2624.60768115942","910.29118970788","2231.18200000001","1007.15140964674","1391.55889189189","2757.07914832536","2680.77538461539"
"M429.8709T145.2","429.870862971545","145.217","534.235235294118","589.527669270833","830.203506849314","477.228969230769","852.428571428571","714.68552238806","1015.31141772152","987.857142857143","1170.24265454545"
"M430.0895T717.1","430.089462340976","717.101","1239.2268030303","591.883016393443","1672.07142857143","616.941838709675","1550.37280303031","423.0141","1355.8628125","1356.12326556017","763.293035971225"
"M430.3765T704.9","430.376531478901","704.888","2604.58087719299","758.836300000002","2225.04445312499","558.924564830044","3045.63159999999","862.723000000002","2179.76116129031","1317.19965","811.541130199767"
"M430.8888T549.7","430.888755370054","549.698","621.974626865669","633.287785714284","625.101387096771","683.541076923079","714.740864197532","630.559349206347","668.808775862074","771.741999999999","702.684125"
"M430.9137T213.7","430.913744518097","213.727","43685.47788","18172.2114","43769.2395306123","12241.19925","51412.62896","18009.0844186046","46334.2695102041","54119.3833818182","52465.9975"
"M431.0687T762.4","431.068721949656","762.363","3042.82725974026","2049.73988165681","4214.72360869566","1451.15751515152","3846.35543119266","2017.79876328503","2743.83622857143","2746.66645454545","3303.11744"
"M431.1792T684","431.179208317896","683.994","1199.69924324324","607.557857142856","1389.66067307693","471.041999979222","1176.67138181818","582.848695652172","919.278749999999","1429.89044000001","1421.81065789472"
"M431.2614T446.3","431.26140173693","446.323","750.387452054794","419.151870967742","658.097235294118","387.343004862467","447.971893939392","548.176503499349","814.85658045977","66.1259999999996","864.52405479452"
"M431.3847T612.5","431.38465217996","612.484","6236.36458666667","6978.97957894734","18502.5463098591","3154.36268656716","13721.6620945946","4428.72055263159","6363.81962499999","17544.81784","15875.4930133333"
"M431.9177T213.8","431.917689666437","213.772","1726.413675","780.845826086956","1842.1228","668.34321875","1974.75489361702","918.263918918919","1893.37808","2168.77795918367","2057.98169387755"
"M432.069T762.4","432.068966389573","762.361","1347.2255125","835.764594927226","1835.6109032258","593.178268656719","1477.52855072463","908.603733333333","1153.10690769231","1123.37439473684","1322.62924590164"
"M432.3878T612.5","432.387812601539","612.4845","1753.05335227273","1813.69623880597","2252.41416455696","875.810956319173","3300.93237606838","1112.61505882353","1689.84032835821","4005.75412499999","3809.5359859155"
"M432.886T549.9","432.886047548747","549.911","538.727965517244","575.291555555555","545.400896551722","470.148884615386","565.187516129034","475.525587301586","86.5570000000085","307.079958333333","566.143267401333"
"M432.9177T213.9","432.917691956672","213.942","708.4758","320.310206213663","781.741241379311","263.800932692308","841.948981818182","357.412137931034","705.612829787234","817.057461538462","813.654911111111"
"M433.2781T382.7","433.278125301545","382.676","1242.87555555556","358.426993233817","735.227509429489","552.867826086957","1611.85089534884","2266.95146969696","650.159921259842","424.28371263587","848.955691130265"
"M435.3471T581.9","435.347074655034","581.9475","1139.81737500001","785.990862165179","951.241701761882","471.402994791667","1856.54807547171","766.996185302734","1148.78571428571","1626.7977755102","1263.1605319149"
"M436.3425T664.8","436.342535648331","664.816","574.980542372882","1003.98850746269","1672.54054545454","605.549293647378","1867.10418421052","643.056385964915","610.928571428571","1765.90895","1651.00117021277"
"M437.1936T507.4","437.193602445296","507.437","1196.78571428571","1481.612","1552.89224561403","1407.74712698412","1353.07046875","1569.69570707071","1116.52565217391","1384.62819444444","1179.5072"
"M437.2355T170.9","437.235450893505","170.9435","367.730360655738","264.959974016462","514.702245614035","464.353523809524","521.051264150943","368.410777777778","306.681692349709","372.881889968622","397.699461139616"
"M437.3747T483.1","437.374721874136","483.125","583.520120689657","482.140831325365","657.192737704917","419.780051521633","665.636238429857","439.714285714286","571.08965425532","364.716872340425","934.519022900763"
"M437.8672T145","437.867204854984","145.033","596.771754385965","724.967756756757","1285.84090909091","359.798120689655","1298.58328767123","806.16525","1398.47254716981","1329.45426086957","1431.69472826087"
"M438.2669T639.3","438.266917716382","639.314","4024.77133333331","2662.81033870968","3849.50289473685","1919.24100000001","3956.35377358488","2563.28693548388","3043.77283636362","4137.57162499997","4203.15258064517"
"M439.2698T639.3","439.269782421221","639.313","1090.78180487805","804.533051724135","1128.56740740741","657.396380952379","1017.73708333332","726.033477777778","1014.81841628959","1085.95968181818","1131.11424324325"
"M440.8696T214.8","440.869608233261","214.808","1163.156","796.291816091954","966.476296296296","710.370420560748","519.432","818.374741935484","1110.68641176471","1130.99069135802","1198.74072794118"
"M441.2976T688.2","441.297576153092","688.1715","1804.58911111111","1364.87670000001","2498.65471428571","1506.36589291221","2110.39978378379","1475.38399947317","1760.12837037038","1696.63071160567","1861.92857142857"
"M441.333T656","441.333008746981","656.028","3411.65599999997","2204.91080851064","1756.75687272728","1379.59951145038","4918.55557627115","2158.78161403509","3428.29272131148","4930.34892307694","2793.07758333333"
"M442.3376T656.2","442.337621230653","656.243","1087.985234375","647.179574468085","530.340697674422","723.889673944729","1395.64285714286","373.721760000001","1120.30536842106","1411.5941","1227.28391489362"
"M442.3373T404.5","442.337284216138","404.534","3321.72010465116","1407.229296","4414.82130909091","1099.76591549296","2843.61147887324","844.086951724138","2512.3326728972","2690.97961363636","2998.45296470588"
"M442.8446T643.4","442.844616657029","643.384","399.870931034482","232.080871582031","213.221914357152","213.652599466258","630.433401639344","310.295292295259","348.663245614033","214.285714285714","279.269379310345"
"M444.3844T582.5","444.384401683111","582.4815","8693.73718032787","3051.79355555556","1798.52108609474","1525.37491228071","6073.07142857143","2362.74098305085","6975.26782258069","6790.79101694911","5786.0075087719"
"M445.1198T717.1","445.119842529297","717.101","37919.1428571429","17675.4174687499","64180.2674117647","14216.9180937501","54992.7875238099","22638.1006741573","43362.1801941747","29662.7142857143","31816.2857142857"
"M445.2767T421.9","445.276721781773","421.8915","1391.20367213115","546.428571428571","893.577326732672","514.51805263158","1251.23623684211","785.202231353184","488.796225806451","1206.01005","700.523585858585"
"M445.3268T513.2","445.326809864294","513.223","1711.22233333333","1015.1432920354","2190.23428767123","888.945243639824","1693.48474324324","1060.82523052509","1582.306","1665.78769565218","2313.52204329004"
"M445.368T682.8","445.36804637366","682.815","3538.60887692307","1261.99678378379","2730.24186363637","909.08876953125","3914.95025806453","1354.32738461539","2739.29856923076","2217.79191176471","1345.04740835337"
"M445.3874T582.5","445.387432095341","582.4825","2721.70138709679","1059.40378947369","598.921666463216","572.182434082031","1702.7471884058","870.539627333819","1966.52222033899","2052.13827777778","1770.40890000001"
"M445.8289T513.2","445.828923290749","513.225","912.609055555552","476.617548387096","1066.97041176471","357.009916666666","832.545","513.027729729728","451.967869565217","444.223838709679","535.092411764705"
"M446.1216T717.1","446.121623044815","717.102","13617.4285714286","6491.43618749997","21660.4208235294","5386.60206250002","19360.8626031747","8183.94499999997","14386.1351304348","10963.9795301205","11397.0308064516"
"M446.8878T215.6","446.887800119109","215.632","6676.28571428571","2726.09625641026","8057.38294736842","1877.0917826087","4330.28525925926","2837.94672340426","4072.23449056604","6337.75956","6110.71956363636"
"M447.1173T716.9","447.117348098312","716.889","8879.84464615383","3957.98896874998","13563.2916774193","3445.7490909091","12399.5363098591","4950.68640624997","9123.85714285714","6701.00324999997","7498.89054687502"
"M447.2935T404.5","447.293528684857","404.534","29792.7735466667","12558.73652","41921.836608108","10031.3366956522","28212.2391891892","14776.3365492958","25968.3949505703","29054.5330133333","29916.8493866667"
"M447.3469T711.4","447.34692222187","711.424","1739.84570689655","1981.26525878906","2230.16891803279","1897.09953333333","3176.56889999999","1925.65371794872","1703.17948387096","2139.89468421052","3082.47222972972"
"M447.4055T639.3","447.405537560894","639.315","1025.59527906977","1461.0222","2086.19597014925","1019.80595652174","1924.74280000001","1170.33341463414","1788.38733870968","2074.72780851064","2166.84347222223"
"M447.991T212.7","447.990954435136","212.657","1523.65787234043","561.22635483871","1764.13674418605","228.498658921983","494.34997826087","260.38125","145.719024390244","687.889436619718","331.58109375"
"M448.1186T717.1","448.118585484422","717.102","2582.15106666667","1328.52786885246","3420.97510344827","1052.41195312499","3340.96174603177","1712.15138181818","2535.40039999999","1018.92003174603","2003.87331147541"
"M448.2959T404.7","448.295884611485","404.748","5789.85733333333","2719.81672316384","8076.83515816326","2235.91925","5421.83562666667","3028.58412500001","5034.81570370371","5524.55587096774","5988.57374545454"
"M448.8862T215.9","448.88615529515","215.865","622.088708333333","326.571309056775","643.936826923077","323.925920374253","559.054093023256","202.510384615385","189.4412","621.435593220339","630.873700787402"
"M449.1148T717.1","449.114818433267","717.102","991.092741935488","536.142857142857","1217.87843478261","494.139506022135","1010.88454666667","753.480688476562","899.347149999998","664.335849056601","875.569647216797"
"M449.2874T543.9","449.287385658121","543.865","2510.48333333332","1467.85875409836","3644.063953125","1578.525421875","2585.70711111111","1779.60506024097","2015.66902816902","2300.93803636364","2816.48590163934"
"M449.2989T403.9","449.298938263946","403.8915","1126.73405263158","554.822567491646","1339.77808163265","392.575393939393","708.876833333333","607.734542857144","968.409486486487","943.5","1170.22325287357"
"M451.3633T553.6","451.363312823702","553.554","622.755800000003","480.061428931452","663.642857142857","378.250887096775","597.006030303031","452.332600911458","443.571428571429","522.623500000001","966.428905511807"
"M452.2768T482.4","452.276763857453","482.365","1575.69409756098","623.170552380953","412.928571428571","419.58085809752","1772.21235294118","1273.55906086957","667.548253012047","808.720715752963","1317.66402409639"
"M453.3436T170.5","453.343612019169","170.5045","962.194864864863","57.0730045542997","1051.32694117647","70.4418306350708","1263.04952941176","109.031090807559","1030.969","803.713235294117","1135.95732911392"
"M454.2924T504","454.2924066861","504.009","4035.84981318682","1573.01846153846","3284.65646601942","655.47850819672","4057.79113636364","2141.80734848484","1985.435","1942.51962121213","2874.23224242424"
"M454.4255T628.6","454.425460565682","628.554","2691.24232258065","687.629943661969","2796.91206666667","1525.61849999999","4405.22283870969","803.300520833333","993.684521484375","3951.2623529412","1513.29505555556"
"M456.8437T217.2","456.843711566744","217.2465","662.790414893617","413.661563305145","492.22573255814","470.599006744752","580.444890340169","466.310842996115","325.293404255319","421.2769375","443.586363636364"
"M457.3299T582.1","457.329902487049","582.053","1597.90705050505","1078.74043636364","1031.20136170213","655.72169491525","2356.97916666669","1173.02843636364","2090.26144680851","2050.55381889764","1575.14237288136"
"M460.3112T170","460.311180732978","169.967","425.700510638298","422.2515","815.162618181818","977.938676923078","1064.4533559322","664.500499999999","618.214285714286","713.022523255813","754.730516129032"
"M462.1467T717.1","462.146657196135","717.101","1856.31846874999","1303.78504347826","3142.43247826087","1051.85801075269","2948.23356923076","1278.47870588235","2164.95090000001","1887.44763636362","1981.4802835821"
"M462.394T582.4","462.393992024831","582.3755","10226.5770645162","4421.55042622951","2517.95959472656","1933.73613559322","8705.54435483867","3204.21428571429","8223.15895081969","10530.2264516129","8610.21428571428"
"M462.8615T217.2","462.861458866829","217.155","2575.53097959184","855.009661016949","3042.46757692308","486.005491525424","1262.53227906977","857.169230769231","968.408277227723","1839.79616071429","1901.55215384615"
"M463.1472T717.1","463.147150843338","717.0775","926.385646153844","760.326801300049","1343.21971875","593.174911499023","839.595941605838","742.111531257629","1011.01770786517","743.84769642857","875.391470588233"
"M463.3975T582.4","463.397493241115","582.3755","2872.64960937501","1553.44110810811","886.536071777344","843.685063596632","2750.88056896551","1119.74069564069","2484.26770967741","3080.00323636362","2725.13003225808"
"M466.8208T144.3","466.82082778668","144.254","1127.36743835616","719.550913030451","406.539746666666","692.176097324916","948.457753846154","798.662218181818","947.98025","864.831705882355","1018.34650746269"
"M467.1031T717.1","467.103137363319","717.103","4895.57142857143","2246.11006060606","6352.52876865672","2287.30283950618","6659.70398437502","2603.03064705882","5145.60669879518","3408.10486153846","3381.57240625001"
"M468.1028T717.1","468.102843681347","717.101","2189.40422580644","1014.47291803279","2504.03803278689","869.806799999996","2575.74030303031","827.814759398496","2131.92857142857","1450.80089552239","1716.07021782178"
"M468.3078T491.2","468.307816684767","491.151","3043.16260674157","771.694300000002","2531.87744565217","648.849933333335","2949.81439130435","1842.69404166667","2065.11583870968","1570.99017647059","3200.02919811321"
"M469.1008T717.3","469.100766889284","717.317","751.470040816325","386.300148148151","1693.61290000001","689.364106060602","921.769245283015","895.458649181929","737.495888888881","1095.29300970874","1146.9473258427"
"M469.1857T600.3","469.185671918682","600.27","325.084176470587","267.649263269761","415.088317871094","231.221111222809","370.706595626532","277.509741689645","259.289038461537","345.457357142856","369.004730769228"
"M470.101T717.1","470.101013442217","717.102","526.089568965516","366.665104380825","470.154254545452","282.002868652344","646.513903225809","288.229296874998","490.280835820895","212.301355932205","78.4154999999973"
"M471.3317T540.9","471.331688926503","540.866","2161.97440677966","1170.44339130434","2601.8870392157","1058.46212244898","2034.22755000001","1436.86514018691","1628.48166666667","1656.08102127659","2289.43687500001"
"M472.9023T213.7","472.902295949224","213.727","1230.8937029703","674.571428571429","891.233451612903","633.175909090909","1105.12165909091","721.086935483871","1080.072","1085.731425","1052.6416"
"M473.3445T553.4","473.344483595292","553.447","777.676852459017","411.730461538461","157.749333333313","689.364880792026","1026.83860526316","719.333423482961","1215.42857142857","945.169193662446","2234.48780701755"
"M477.2934T705.3","477.293381652412","705.316","1825.94701515152","2033.80869491526","2121.98382089551","2155.90711940298","2118.04092753624","2055.7061076923","1968.97468656717","2212.55601265822","2402.00247692307"
"M478.294T494.4","478.293959287411","494.365","3936.95364473684","666.502619047619","2574.033","1014.42857142857","3709.3195890411","2963.39062711864","1658.81776811594","1749.91936","3557.07898880597"
"M478.8354T218.1","478.835395920092","218.101","1283.42651351351","269.781102564103","1722.02551111111","334.955017089844","451.700279069767","373.511191011236","369.035142857143","609.007472392638","835.1704"
"M479.2613T557.4","479.261303364225","557.411","848.571428571429","657.221711864408","1011.65784444444","684.747536399148","917.154615384618","660.241149902344","848.604705882353","1074.29535849057","1240.31238709677"
"M480.31T513.7","480.309972119832","513.651","14009.2572162162","3712.51070129871","6815.46281690142","1899","16209.3929454545","10080.5726933333","5390.74673170732","2416.62760396039","9012.44244303799"
"M481.312T513.5","481.312010762871","513.5445","3241.95558750001","1171.20415","1678.24096","805.807175409226","4178.15440540541","1236.2513258427","826.32327272728","1424.39915929203","2419.12768604651"
"M483.3545T423","483.354540704792","422.964","15418.426520548","6972.89077333333","29541.5297183099","5643.42857142857","15261.7822328767","7962.58809859157","12882.1761971831","15173.7912820513","15772.1229680365"
"M484.3557T423","484.355673196325","422.963","4154.34067346939","1813.025","6790.98516249999","1638.7197887324","3733.17512500001","2017.15635789474","3186.51708333334","3584.48458666667","3861.12556097561"
"M485.2901T582.7","485.29008538206","582.697","843.408842105267","570.223710743801","870.391531914896","450.430862426758","385.74915254237","511.735107421875","767.402017543855","820.332255319149","1056.66558064516"
"M485.3584T422.5","485.358382033335","422.536","858.428571428571","638.835646779914","1480.27353086419","555.899551391602","949.995278252496","684.910676655016","763.318333333332","460.081322580645","875.816853333333"
