"","mz","rt","1405_Fish1_F1","1405_Fish1_F2","1405_Fish1_F3","1405_Fish2_F1","1405_Fish2_F2","1405_Fish2_F3","1405_Fish3_F1","1405_Fish3_F2","1405_Fish3_F3"
"group","mz","rt","fish1","fish1","fish1","fish2","fish2","fish2","fish3","fish3","fish3"
"M254.25T639.1","254.249954680716","639.1","18481.874117647","10997.1713461539","20674.0259183674","9096.23365573771","18221.59075","10935.1238431372","16989.4769999999","19591.3889803923","20798.7772352942"
"M255.1591T482.6","255.159070268546","482.579","11916.2142857143","3063.53749333333","4846.5","4676.88629032258","14655.1008709677","2471.7362","7703.90819672131","3829.84878125","7113.52688888891"
"M255.2077T439.2","255.207675169847","439.249","5023.01490476192","2427.14956","4862.73910344827","1939.47040816327","5102.20050847457","2391.08244827586","4760.0243095238","5595.76319354839","5409.57489999998"
"M255.2511T639.1","255.251060635282","639.1","3229.25416666666","2022.12242253521","3494.96902564102","1383.07846808511","2939.16153846152","1758.20096296298","1587.24885714285","2934.85675675676","3124.92857142857"
"M255.2694T656.9","255.269440686469","656.886","1519.56642622951","1150.91578333333","2621.62479389313","952.744154633069","2171.37907575758","1144.73890322581","1441.2697","2268.21948387097","2588.82406666666"
"M255.9443T76.7","255.944312947381","76.706","5497.92857142857","5287.49866666667","5835.85714285714","5516.41286363636","5726.14285714286","6511.42337837838","6086.03534210526","7042.89957446808","7406.14153846154"
"M256.2645T588.1","256.264495849609","588.053","4570480.45696851","67795.0714285714","109119.690615385","1524253.51629114","108126.426896552","131849.680557143","709851.676760455","142032.26867742","157065.61111111"
"M257.2676T587.8","257.267639160156","587.842","1248919.14508889","9138.18060000003","15153.8815999999","91225.1527000005","14955.9644838708","20767.2779141104","34083.3043870966","18821.3571428571","21157.8711842106"
"M257.9694T146.4","257.969352088098","146.397","1381.07142857143","2586.57226190476","3178.73371323529","2494.73340229885","2794.11631325301","2857.54590361446","3250.697","2895.68937349398","3196.6331875"
"M258.1107T144","258.110735038927","144.039","44182.229609375","3808.91265625","67276.5423076922","1314.85714285714","3640.261015625","1567.54823076923","1545.26183076923","4725.53019354838","4426.39479452055"
"M258.8998T217.2","258.89975558516","217.201","3721.56656603774","1492.71428571429","5361.93657777778","669.221847457627","1666.38025531915","1334.35714285714","1469.33202564103","2925.60045652174","2679.18451666667"
"M258.9254T144.7","258.925375612905","144.669","2405.00256923077","1722.45408888889","2733.67566101695","1576.3908","2427.06741666667","1893.23157534247","2522.7606119403","2849.75735820895","2575.98396774194"
"M259.1148T144","259.114751952581","144.038","3095.5069375","426.44962962963","4665.80557575757","192.859174516466","384.797534942627","254.492358834403","206.095084450462","592.079019230769","255.870972972973"
"M259.181T891","259.181033116936","890.979","5487.69297260275","1181.38903515155","921.440828763522","1678.60507436899","5936.47586999999","1470.66644815298","1261.81624242424","1047.66673504274","5214.99215533981"
"M259.9651T146","259.965078253854","145.966","9918.21428571428","8465.41814634146","11085.9564489796","7967.71121052632","9534.07945","8903.56419767442","10574.7988387097","10607.0237777778","10765.3501359223"
"M261.1317T169.8","261.131749643395","169.759","867.455261538462","480.758699186992","1051.16644067797","546.367220622737","907.969840909091","780.405818181817","752.407299999999","1294.8520212766","1916.01372380952"
"M261.1542T422.7","261.154180801097","422.748","906.682491803279","747","1737.86511058539","657.498839472381","1000.33511111111","799.33937726702","1160.17508333334","592.746324324322","1062.45808333333"
"M261.2214T556.8","261.221441243597","556.766","9870.00288524582","5220.60858620693","5917.78115254233","3544.32576271184","10908.8571428571","4974.37330000003","7575.8759538462","17997.0143166668","17407.8032999999"
"M261.2591T639.1","261.259064324444","639.101","1653.81962962963","829.903659574467","1747.17055319149","687.760724637682","1543.7364102564","858.233018867928","1557.24459259259","1477.87383333334","1759.11566666667"
"M262.1453T588.9","262.145324148929","588.91","2800.10732692308","1783.83320000001","2348.5979661017","2278.43760000001","2783.05160655738","2228.64571428571","2339.45940983607","2689.19754098361","2643.81910000001"
"M262.1453T491.2","262.145258852655","491.151","3041.79673015873","1612.10257971015","2436.39474603174","1005.91421276596","3412.61767241379","1543.10124637681","2391.96170491803","2529.26315942029","2413.84000000001"
"M262.1656T408.4","262.165615615802","408.3895","872.76753125","1281.46101265823","3704.75522222223","654.939241976351","804.680633802816","986.776490082612","418.065106778531","627.303783107448","1196.01837158203"
"M262.1791T464","262.179120533127","464.043","928.545851851852","682.518958333333","708.635805970151","648.858792986189","1417.33180487805","713.599411764704","1311.67465454545","2343.7978677686","1711.71428571429"
"M262.2258T556.8","262.225806747874","556.767","1983.34649999999","1085.17624615384","1129.65521568629","380.148963855421","1018.74258333334","981.485964912274","1456.63166101695","3292.28571428571","2946.31944444442"
"M263.2015T593","263.201490669913","592.981","12200.5378888889","3446.04244897958","4206.83406818181","2917.6945","9405.35120930227","2835.98604545454","8685.21428571428","13411.9186190476","5831.27985000002"
"M263.2382T602.2","263.238218900869","602.197","2124.51188235294","1071.892","1696.1143670886","877.274679245281","1949.81071153847","1063.27233962264","1104.81622222222","1173.16919962565","2112.16487719297"
"M264.1944T473.1","264.194389037527","473.1445","769.541594594595","498.028889424092","704.98676056338","523.958964992214","811.158409324852","543.243707192911","554.368230000001","598.497719298246","691.285714285714"
"M264.2049T593","264.204874350886","592.983","1994.78571428571","389.161126760564","896.990033333331","542.364096153848","1602.4491153846","335.589917355373","1647.24074698796","2412.38733333334","1012.32541176471"
"M265.2539T618.3","265.2538725749","618.27","4238.22207476635","1806.03883870967","4164.3724848485","1640.66607692307","4108.66111764705","2210.88236065574","2110.17190816326","2658.49131103516","4152.0743359375"
"M265.4216T145.8","265.421627087971","145.8285","366.886787878788","339.221580645161","840.490825396824","477.233","818.372956521739","613.273305257161","944.179882352941","1053.24094936709","981.892053333333"
"M266.1741T416.1","266.174060962769","416.105","5402.71729999999","4526.34072131148","4943.0018","2851.41036065574","8713.53255813954","4543.33705084747","5263.17610389611","7877.61313432836","7138.71188059702"
"M266.1739T612.7","266.173878432399","612.6975","806.791436170214","620.996201834862","2003.61451612904","993.221135543565","1812.48919470836","913.795575675318","1473.48635294117","1933.71428571429","1077.13664864865"
"M267.0639T568.8","267.06393457267","568.768","57435.5790526315","97614.7561076231","54462.4631272727","45385.6983139537","47616.9197111113","38819.0982162161","59301.2837477476","48034.8935049505","76057.3617791411"
"M267.1772T416.1","267.177228401917","416.105","758.150515151517","727.731927272727","791.384431034481","502.757796982587","1303.5316","740.558769230772","755.815352941179","1244.82029166667","984.214285714286"
"M267.2693T633.4","267.269322149901","633.3765","1136.98783542481","1065.75159329087","2578.35452631579","1080.81190712365","1434.40884848485","1017.51763784355","794.349648546817","827.202469769646","1403.39673913044"
"M267.9535T146.4","267.953516180379","146.395","6974.27111724138","6103.35902702703","7034.12901219511","6207.02911764706","6880.72375609756","7073.81534482759","7202.11089873418","7351.16978494623","7673.58349557522"
"M268.1893T452.5","268.189347644327","452.5345","1282.27731578947","1173.40045348837","2178.31741538462","1013.78055148655","2054.52938709678","1230.50570491803","1290.57365625","2113.62822580645","1144.0801954023"
"M268.2639T639.1","268.263873788493","639.1","23308.0491290321","12711.4586304347","26612.481892857","10882.1335245902","22766.2454154652","13068.2681379311","21176.2248387096","24580.4087586206","26488.007631579"
"M268.9123T146.2","268.91231178636","146.181","6061.85525581395","4188","4643.2381","4495.07142857143","4701.71838554217","5047.92460714286","5970.06998979592","5040.78287499999","5819.65764444445"
"M269.0888T161.4","269.088775634766","161.396","6261.21428571429","3647.14629850746","10040.703362069","1625.83573846154","4798.55422033898","2710.04131666667","960.653711864407","3649.57848387097","6577.70238461539"
"M269.2687T639.1","269.26872508904","639.101","3913.32717460316","1982.60789743589","4018.10633333331","1783.42830188678","3676.28563636365","2225.58385714287","3481.93541379309","3721.89441509436","4147.54050000002"
"M269.9189T144.7","269.918888501133","144.681","3240.42857142857","1887.91523076923","2311.938","2230.07759292404","2804.1155","2284.356","3337.866","2958.91431884058","2931.21428571429"
"M270.3185T538.1","270.318450927734","538.0815","1240655.04265625","395283.439515152","1465974.59390479","1343086.25792","423224.412755557","663458.594270274","805187.888689659","1077089.0289917","499193.016627905"
"M270.3185T880.4","270.318450927734","880.372","2923514.15776","3121302.89792248","7803275.78452944","5143486.6035","3914731.62832787","2236025.49363759","3366606.80158504","5608154.705584","2018057.09390476"
"M270.3185T501.6","270.318450927734","501.65","978971.277308822","339652.631621622","72453.2399999969","892559.52371831","591750.296967741","471737.163194031","861204.204988235","894968.905971429","367108.115100001"
"M270.3172T4.1","270.317155974466","4.061","560.231666666667","423.842653256876","831.129","688.405066666667","429.145079365079","248.378739130435","705.460810165405","466.718619076711","295.514602407261"
"M270.3185T572.8","270.318450927734","572.84","1592814.0174394","36543.5069999978","160017.111750016","377288.705294123","197781.815258789","170263.803393555","77936.4370000077","329704.992773437","381196.662588234"
"M270.3185T447.4","270.318450927734","447.3925","432272.437772726","50415.9718333331","241197.052827586","251562.19971795","112537.297890111","134827.774417877","168846.339437499","208815.126013184","94234.3532999998"
"M270.3185T895.9","270.318450927734","895.9095","563861.841684211","350416.682038927","2947026.24662947","1182254.45431858","1180488.7430625","578812.907910449","762595.535538332","1885245.26995559","610673.978279235"
"M270.3185T604.8","270.318450927734","604.769","2674567.8094706","242026.030172415","1824380.47439999","951865.382536592","893215.760262295","80599.621333337","771213.207906979","920245.10848999","50100.7776000001"
"M270.3185T838.9","270.318450927734","838.907","120333.055999999","310529.331225586","261147.162666678","2312484.75626088","517429.884937496","847237.928571429","801492.857142857","1154749.5671285","61739.1453333252"
"M270.3185T781.4","270.318450927734","781.432","228051.243000006","59078.151999998","2185110.85714286","1880548.81906666","953113.935550465","61486.0176666694","1211361.67451852","1338156.23321533","631591.85677778"
"M270.3185T564.9","270.318450927734","564.911","91383.3743333375","63659.6530914307","838125.65777779","668198.364624997","58694.215999998","281385.424730765","136354.418182373","157082.142857143","62679.3016662598"
"M270.3185T699.3","270.318450927734","699.316","2936926.21858973","70626.5760000002","2638278.55915908","132425.849999983","2178623.33716092","755641.942297873","1158081.64285714","1904010.93216378","92985.3016666709"
"M270.3185T767.5","270.318450927734","767.505","1837302.42857143","285895.298458335","1914999.89619356","1300957.40191799","1117290.54775609","1122035.04060274","398244.83111765","1657784.2852478","55278.7100000025"
"M270.3185T823.9","270.318450927734","823.906","1675453.79638636","46399.5229999939","264099.540000022","864298.729506272","760132.882923077","513860.793470592","625433.598370364","1191691.23518254","384298.24991549"
"M270.3185T670.2","270.318450927734","670.2425","6581786.55611017","67595.6032000002","1966642.47735293","503123.231201172","765685.619312497","233504.914550781","6345779.28705882","571560.274902344","74722.8132000018"
"M270.3185T681.3","270.318450927734","681.3155","2102936.51582142","358381.604799999","3736074.59206248","1394297.856","1347100.07142857","1400545.944","1301882.22453962","2137740.11070469","362553.20117857"
"M270.3185T802.2","270.318450927734","802.22","371359.077333328","392817.025939388","190225.455999999","249984","747035.102769234","106542.776666664","217539.837890625","401389.189371745","137264.928588867"
"M270.3184T465","270.318369736257","465.007","36380.9399999984","63982.3344999995","43453.2969999981","32468.2850000015","14603.6016666673","324843.859584415","19830.9519999999","47593.26365153","91591.7077894741"
"M271.3217T880.8","271.321719633381","880.8005","550007.790999998","65039.5021249997","1082131.8733077","721472.737058815","733345.700855172","322052.947972075","849622.868904544","1092224.51335761","683577.128352584"
"M271.3217T669.5","271.321673404361","669.493","35505.5778000009","138944.848961039","490191.954581821","50702.161702474","22466.1527999982","14393.744","18446.7107499994","56924.9392835829","12246.5279999987"
"M271.3216T715.2","271.321598838708","715.172","577747.764741937","50049.8470769231","691033.986687551","371218.065730504","231410.782484894","90095.1428571429","221399.705637931","448155.147424316","254883.708444444"
"M271.3217T841.1","271.321716754626","841.051","44222.5393333353","97514.3281199995","39878.8599999948","106937.713687294","194724.619666668","49138.7281860352","92629.7469599991","155236.221328735","9988.87800000082"
"M271.3217T744.1","271.321746826172","744.146","43554.0336666686","7567.89566666567","223529.951909094","81971.1254679362","330003.003710525","39724.7606689453","22323.0672000006","100073.069254557","83474.7690810811"
"M271.3216T895.8","271.32163170017","895.802","204878.334258622","56688.6545925925","363578.893645159","154803.656240191","155936.320483128","67927.5251933507","109437.751490543","244830.592206682","79311.1835828509"
"M271.3217T700","271.321665863295","699.958","482902.119899997","9207.41250000065","65645.0816666708","52451.1237250434","42825.0691000006","24752.6735026042","69734.988555555","66998.5117797852","20993.7799886068"
"M271.3216T781","271.321629160418","781.004","23841.5826666677","7244.25233333366","857863.703011236","83952.4045715332","17299.0576666644","40264.3644561768","17790.6300000013","106489.381278992","51889.2974347835"
"M271.3217T858.8","271.321746826172","858.835","379394.855883336","9780.51249999967","456221.571428571","79999.7695835659","69078.9166259766","34755.0857543945","54028.257912772","115036.285714286","38271.5643354143"
"M271.9179T76.2","271.917864985729","76.171","3299.51204225352","3781.10040229885","3501.42331343284","3436.68008955224","3166.26044776119","3774.204","3829.574","3411.24773698695","3574.45352112676"
"M272.0665T141","272.066544951766","141.04","636.681441558442","762.464366197183","1673.10898529412","1747.78897435897","1623.52549253731","1486.98144","479.567481481481","1572.351","1674.0465"
"M272.323T785.9","272.323044807796","785.9345","13846.4173714287","3959.48893749998","8692.5","4775.06567818778","1319.13724999996","589.20233333336","3569.02793782552","14586.9219444445","581.223999999945"
"M272.3234T742.6","272.323438065958","742.645","1202.05799999993","13183.9607102804","2439.32766666678","3950.86350319602","8819.17340624996","1678.00266666666","2811.1830888228","3930.65899999995","1037.85166666664"
"M272.9318T145.8","272.931773398706","145.754","1890.01575","1733.85980769231","1837.6225","1543.36913513514","1910.60212048193","1904.22423076923","2077.33830379747","2114.436","2036.43092391304"
"M273.1685T336.6","273.168452500693","336.562","10203.4616363636","11561.2497083333","12396.3631891892","6821.50383870969","13109.751628866","17993.3986391752","19606.7483181818","21651.0379716981","26917.7671442307"
"M273.1854T581.2","273.18544965921","581.195","3031.46983582089","2654.22452307692","3103.68340298507","2612.5131044776","3255.92005797103","2719.36938461538","3022.19682352942","3228.21428571429","3302.55429850745"
"M273.8902T146","273.890159995787","145.968","2359.76503225806","1782.44484931507","1021.56041129032","1898.0551","1868.15518811881","2120.38432692308","2209.98451898734","2050.11243","2081.91188311688"
"M274.8744T218.6","274.87435044464","218.554","1757.65822222222","534.908081632653","2722.71428571429","277.062262217204","413.824027777778","429.677575757576","399.214285714286","1057.27039130435","1000.96227272727"
"M274.9319T144.3","274.931855302064","144.253","1663.05295","925.928571428571","1919.73341772152","675.46375","1695.87427272727","996.464","1788.68132258065","2025.94244210526","1942.87127272727"
"M276.1944T482.5","276.194418670125","482.472","461.392906976746","394.709430073583","581.764166666668","271.714285714286","499.488315789474","366.214285714286","416.181388888891","94.8090000000067","332.575692307692"
"M277.097T169.5","277.0970425381","169.55","642.91304347826","66.2609808622901","688.47669850225","65.7597973163311","976.70581517075","167.212449258833","989.581424242422","1399.2693","1492.577734375"
"M277.1418T482.6","277.141843728711","482.579","5086.83910000001","835.959531746031","2041.15147058823","2168.27683333333","7708.80229411767","1082.55292307692","3597.69504761906","1847.82215976331","3307.1516"
"M277.1815T588.7","277.181491944651","588.696","6328.92190000003","3855.17144999999","5442.23790163935","4685.99055737705","6430.42855000004","4408.3554590164","5054.57809836066","6074.37226229509","6217.77180327869"
"M277.1817T491.2","277.18165639707","491.151","7706.0273653846","3095.59075471698","5547.67108196721","3623.18930769232","8485.76109230768","3377.08265454546","5366.26461538462","5463.42857142857","5522.41555555556"
"M277.1896T439.7","277.189575960271","439.678","3730.90801851851","1951.04688679246","3814.23816393443","342.371499999988","5218.47803238866","580.696200000014","3749.47259574468","6008.98226582279","4636.44558620689"
"M278.2482T559.6","278.248151197062","559.555","831.239861538467","559.539928260216","887.814057804988","521.434043884277","821.190887451172","557.205200195312","620.142857142857","1609.96759999999","2175.89918840581"
"M279.161T583.8","279.160981362769","583.769","5374.9201219512","5541.77720000003","9770.66065753426","3270.32705172413","9679.93939534888","4410.47950000001","6604.54470588234","9257.89032203392","10173.6428571429"
"M279.1604T664.9","279.160375902443","664.922","1149.49719402985","1266.82750877194","1705.14893181818","937.543596540179","1956.70306153846","1007.81014545455","949.5","1829.27929787235","1919.09167999999"
"M279.2697T639.1","279.269718853818","639.1","2099.90386787209","1057.97683636364","2127.37918604652","1019.19110169492","1902.5365106383","1158.12301639344","1771.59201449276","2213.01664705882","2291.80189391344"
"M280.163T583.8","280.162975466313","583.77","918.828651162785","959.345075471705","1465.93980459769","755.967428768382","1590.52352238805","723.392400000002","1109.10846511627","1425.81911999999","1396.00030769231"
"M280.2641T576.7","280.264098371727","576.695","1942.09104545455","1240.04559374999","1949.1212","853.978508771932","2006.24573626373","942.663129032262","1855.62896551724","11400.6428571429","19185.4484067797"
"M281.052T617.4","281.051957410994","617.414","7404.72652542368","2319.52996721312","4527.37826666666","2145.03924444444","5045.45213793104","2915.48459016394","4425.62203278689","4776.26825423726","6873.3004590164"
"M281.0519T762.6","281.051943145512","762.575","8289.70488571428","3939.93327536233","10988.6353291139","4399.11160273972","10267.2515526316","4765.90117647059","7023.27541176471","3634.98242222221","8301.09397826089"
"M282.0525T762.8","282.052539284943","762.789","1898.60811594204","1115.8633573228","2791.66508870968","1228.73956790123","2156.83209677418","1184.633125","1747.08907575757","1870.38162637362","2030.19925"
"M282.0531T617.8","282.053133197453","617.84","1864.38648648648","745.794189453125","1087.29965384616","704.563305664062","1313.26155932203","458.774982456142","1122.89245283019","1185.28359649122","1753.57665573771"
"M282.2811T639.1","282.281141983733","639.1","27317.1378360655","15100.5256584192","29088.3987540863","13375.1548895324","25397.6490000001","15151.6657065617","25191.1199032257","26252.4906229508","28913.9903361246"
"M282.2811T594.9","282.281079364013","594.91","23505.6684927536","12002.8818360656","15721.1952258065","14242.78485","14935.3926129033","8639.75722580642","13227.713032258","202947.300196721","348183.220459017"
"M282.9806T146.1","282.980631440208","146.098","1288.92857142857","881.362234348204","1346.80315092012","955.053492957746","1171.96463076923","978.652236081241","1245.867525","690.234966292134","1252.55352564103"
"M283.176T170.4","283.17597883432","170.391","693.866680412371","334.336363636363","639.453647058824","492.896687499999","731.941161074881","517.700225806452","619.071428571429","769.105049180328","1134.73454545455"
"M283.2249T552.3","283.224890552941","552.267","1891.23101265823","1915.51646659744","2113.1656600859","1703.67732947981","2152.17246478874","1701.90441666666","1886.40954166668","2199.46673611111","2249.03149295775"
"M283.2838T595.2","283.283767632755","595.2325","2961.92083870969","2126.18858064517","2861.25505882353","1585.03011035919","2487.50753741496","1608.03005607476","2311.40609375001","28441.8959999999","52893.2107999998"
"M283.2841T639.3","283.284105141286","639.312","4327.6377142857","2358.43920000001","4468.38012500002","2334.13005000001","3809.69531707315","2412.28566666667","3911.67217241381","4254.43372373228","4742.08495030138"
"M283.3T679.6","283.300011031107","679.601","1004.18223529413","819.67868852459","1002.3974883721","868.385005556304","1770.23216666667","641.562130434781","558.877013333333","874.105705882354","2230.30608219179"
"M284.2955T613.8","284.295501708984","613.77","4611862.0189674","3681918.13004348","252626.10246582","5625569.17890805","518037.586221852","4067122.71428571","5324118.02662649","84032.1494736843","861338.858943401"
"M284.2956T4","284.295597233849","3.9535","887.120298507463","896.405594594595","517.532327192671","1551.16618604651","846.895436218262","2267.70575342466","2204.69720077981","514.523022791919","1319.38290480427"
"M285.3002T614.2","285.300201416016","614.197","633295.926328768","484912.723186813","36693.9427061339","918084.549555553","65861.3405409832","669190.396986303","956902.22881928","12935.2309999998","273677.665148515"
"M285.3002T631.9","285.300201467988","631.8765","288195.188413795","313587.47944643","3046.61590576172","48084.6116666688","46917.3398235298","37937.2143333351","46333.9370000021","3418.12307739258","13380.899887085"
"M285.3002T504.4","285.300201416016","504.437","442710.260650001","347611.540416666","19631.0427475917","530808.004499999","73639.5194285716","575387.302435898","764415.610222222","26168.5622355143","244907.796102564"
"M285.3002T670.6","285.300201416016","670.601","62152.2330000044","41813.1456000001","15604.5510996943","1300919.07668354","60298.0278367346","77582.1690000019","1729216.23330189","19614.9981954823","23918.1333333327"
"M285.3002T564.8","285.300201416016","564.8035","2219792.94305263","318412.063666667","29386.9683822632","797884.162833332","122316.082235294","656578.466690142","484726.928571429","36881.7643981161","92175.3764848485"
"M285.3002T716.8","285.300201416016","716.78","934524.939926333","858804.727672131","39864.5135077115","984851.737472464","3493.34699999979","638566.457000001","910574.288830184","51905.5623572398","202432.808064089"
"M285.963T147.5","285.962985402835","147.499","676.063916666667","1227.31784810126","1539.50126666667","1071.68168478261","748.310048780488","702.236367924528","840.448439716312","799.953184615385","1665.72321710526"
"M286.3101T631.9","286.310119630455","631.877","45800.4050847461","75910.6253125004","84110.6823606563","33395.8003448276","151174.818284891","91674.1293056245","68123.8355207772","128168.196580644","239274.829590362"
"M286.3101T613.6","286.310119628906","613.5555","61606.7730000001","205874.85890099","107753.595435294","67730.7857142857","173255.909461127","104129.948488871","78912.3457870483","73817.0613243241","159577.002465517"
"M286.3101T672.5","286.310119628906","672.529","6207.52320000002","132279.226704545","72832.5986976749","20837.5146135603","51597.3019670759","13247.4132000003","24578.5714285714","30770.4207272723","23704.8714000006"
"M286.3101T732","286.310119628906","732.0395","60688.1651886797","12703.7510000006","103863.676095238","71893.0569375002","190282.737944445","117205.899832589","85739.6314697266","81311.8489999997","196209.145169005"
"M286.3101T895.7","286.310119628906","895.696","2729.72699999983","18413.9591471354","5345.12550000038","11980.592","130336.859366248","8019.28166666703","10001.5658671061","12055.8322041829","10769.3926666672"
"M286.3101T878.6","286.310119628906","878.552","319490.367358209","1533881.4518317","187862.218128","106238.585746268","14338.471333334","721558.245213237","545825.782994606","709375.663208877","1041286.06666667"
"M286.3101T755.1","286.310119628906","755.0755","67360.016","80025.9371666671","44403.9069629634","41239.3012484037","186167.049283018","63922.8733943059","47377.6464139498","29347.5277999988","59812.2857142857"
"M286.3104T697","286.310374146638","696.9585","47887.5","144681.365608697","6540.16733333363","26619.0637566062","56089.987874349","37816.2310791016","28371.8784332275","10901.2076666672","267799.621014925"
"M286.9218T146.5","286.921836736105","146.517","11471.8813125","8556.70682926829","8589.76136942675","9572.38518987342","9753.28475912409","9548.91397297297","11118.7901463415","10329.5189823009","10038.1793529412"
"M288.2546T486.4","288.254620615951","486.408","1290.02774193548","1333.76459757487","812.611555555556","683.160519917806","1427.48721631368","132.243666666661","1100.45661016949","1005.68229411765","817.4782"
"M288.9232T213.5","288.923198417976","213.548","3974.70290625","3529.5","3679.43","2096.415375","4241.95205882353","3478.24196226415","4095.17739189189","4331.3684375","4054.07142857143"
"M291.0712T161.4","291.071202589923","161.396","2867.20451612903","2738.25023529411","3584.60763636364","1488.96742857143","2744.35714285714","2213.2904","675.880448275862","2522.917109375","3702.91712698413"
"M293.1755T553.6","293.175488691913","553.554","367.303851851856","510.891199999996","716.532552083333","651.817636363635","401.393567547466","761.564137178309","613.293576923078","672.677351648351","576.652973684212"
"M293.2853T618.3","293.285296070859","618.271","5272.61338709675","2777.04996721312","4947.00196721312","1929.52385185185","4300.00541379313","2116.44247619049","4354.40928125002","5098.82393548385","5272.54140983608"
"M294.2054T452","294.20541518465","452.0005","567.879709090908","375.76328346946","620.934016557173","367.276748934659","72.9739999999995","404.513854980469","322.515635294117","573.089803571429","544.090999999999"
"M294.2875T618.6","294.287506677679","618.5915","1176.24280000001","616.285714285714","1137.92368421053","555.244297297295","905.187555555556","620.159543929562","1048.10367692308","1096.1445","1205.6518"
"M294.9076T144.7","294.907604243462","144.682","5688.90992957747","2246.01664705882","5078.44938461538","1808.14285714286","5183.46861290323","2572.86788059702","5550.931953125","6274.61249999999","6395.690234375"
"M294.9392T213.8","294.939179393733","213.772","2210.41854166667","1149.73197674419","2231.67286363636","954.69","2717.17355932203","1263","2664.11561111111","2813.35714285714","2683.09966101695"
"M295.191T518.2","295.190988242933","518.152","674.804458333332","565.278603773583","669.642857142857","488.168281250001","726.874763636367","501.857142857141","363.65938636364","761.142857142857","782.785714285714"
"M295.9069T145","295.906931889788","145.003","1281.88191304348","632.390078125","1217.05338461538","566.689576760317","1163.96576470588","763.063835820896","1091.36947457627","1467.89791666667","1434.05623529412"
"M296.2961T639.1","296.296057569222","639.1","16260.571147541","9029.40734426228","18203.6701666667","6985.28459999997","16375.3727586206","8448.58665000004","14615.9742950819","16699.899637931","18164.0582295082"
"M296.9066T145.1","296.906562657177","145.109","2479.38294117647","1659.44128735632","2130.34146268656","1695.871275","2106.09887323944","1828.1617037037","2490.71748314607","2205.27554166666","2355.02150684932"
"M297.2408T568.8","297.240818731303","568.767","1887.71688235294","2883.64285714286","3269.52742187501","2461.09628787879","3441.10587692307","2678.01096923076","2975.49238636363","4540.38335483871","4684.51688108108"
"M297.2985T639.3","297.298519800205","639.313","2687.63613043478","1507.45325581394","3299.63885714285","1393.26552173913","2546.0730212766","1626.96425000001","2426.13836734694","2857.60728","3279.92301301737"
"M299.1113T447.6","299.111279008065","447.606","18762.6818082812","13231.8617058823","17387.4063113207","12290.7252873563","21843.7427368421","13435.8690285714","15129.5573333333","18207.2564732143","21508.0058986175"
"M299.9249T146.3","299.924938708583","146.278","474.657078651685","953.832814814814","503.809704081632","747.653933333333","1239.2605034965","948.877548387097","1055.38961538462","1163.0061","642.657504273504"
"M300.1148T447.6","300.114755720414","447.606","1692.47954867257","1421.86869565217","1901.84890697674","1440.2203442623","1112.31148623853","1354.89770833333","1661.20013793104","1935.41710619469","2233.87528712871"
"M300.2046T172.2","300.20458416694","172.223","1495.00620224719","222.313456868016","1378.76330666667","177.326823406909","1115.28577777778","199.129300873855","891.350444444444","1588.62459","1608.24012048193"
"M301.1419T583.8","301.141865327231","583.769","20025.0020645162","15146.3763934426","24853.9436065574","10868.5908709678","26089.4181935483","13113.2819999999","22083.7759180328","24657.5302580644","28324.8948387096"
"M301.2899T594.9","301.289893414016","594.912","349.363333333349","1300.15809999999","2286.89494214876","2877.05098010648","2691.56148148148","1817.17505670363","6004.56065151516","7364.71243283581","5230.07142857143"
"M301.9077T144.1","301.907713621739","144.125","719.563433333333","442.925791740417","768.021223958333","376.470024661741","608.149728813559","408.276197291132","581.159","516.845052631579","695.164246153846"
"M302.1454T584","302.14542451836","583.981","3040.10577966102","2141.23645901639","3279.61022388062","1785.46696774194","3628.09899999999","1954.5","3153.29072727273","3518.14285714286","3773.86687096773"
"M303.2325T586.1","303.232474084932","586.124","4883.3699661017","2392.8501147541","4592.6257017544","1240.15409999999","5755.97962499999","3101.43232727271","4188.93408196722","4184.61871186442","10297.187779661"
"M303.3062T639.1","303.306182861328","639.1","120283.477166667","50281.6474999998","128547.854999999","37645.0946999999","109645.6869","49203.3370500002","103704.956166667","115657.744999999","131334.713666667"
"M303.6476T510.2","303.647591015903","510.223","404.559529411764","702.892158703926","1065.83892307692","325.921781250001","1416.71281481481","822.214285714286","655.31931868132","978.038352941178","1576.09674698795"
"M304.3081T639.1","304.308069870906","639.1","22285.5383333334","10706.07495","25201.2570168177","8303.96699999997","21084.5568716399","10445.3194915254","19751.5053333334","22589.9066666665","25987.6935820896"
"M304.8958T215.9","304.8957631615","215.865","1955.12524324324","1581.4128358209","1950.92650666667","1530.0100990099","1702.74415789474","1539.22983333333","1141.97335294118","1922.1604109589","1845.32611688312"
"M304.9038T145.5","304.90381668686","145.496","2766.26281578947","2093.53564102564","2580.89518666666","2059.75858064516","2658.47521052632","2291.89330985916","2918.009625","1389.42857142857","2832.13295774648"
"M305.1578T169.8","305.157817593765","169.8415","771.285694444443","385.472982758621","862.315448275862","299.104957264957","802.091734177215","684.944470588234","639.857142857143","838.543671874998","1264.94134848485"
"M305.248T599.8","305.248031868323","599.84","3772.20712499998","1913.76445000001","3177.56747540984","802.728368421056","5170.74475739645","2251.02387301587","2494.16536723164","2371.5","6100.45516666666"
