"","GD_012_matrix_RPN_RRHD_B1.mzML","GD_014_matrix_RPN_RRHD_B1.mzML","GD_015_matrix_RPN_RRHD_B1.mzML","GD_017_matrix_RPN_RRHD_B1.mzML","GD_018_matrix_RPN_RRHD_B1.mzML","GD_020_matrix_RPN_RRHD_B1.mzML","GD_010_NIST_RPN_RRHD_B1.mzML","GD_011_NIST_RPN_RRHD_B1.mzML","GD_013_NIST_RPN_RRHD_B1.mzML","GD_016_NIST_RPN_RRHD_B1.mzML","GD_019_NIST_RPN_RRHD_B1.mzML"
"group","MN","MN","MN","MN","MN","MN","SN","SN","SN","SN","SN"
"M474.9624T276.914","15441.2050420288","14296.9895284201","13752.4854315552","12725.8790683427","12138.4946344272","11729.788299315","14468.3414195643","14075.5482898532","11864.0860558219","11806.5646528363","11663.2370117889"
"M474.9821T374.4192","5513.78911089566","5254.43297876588","5988.43432292312","5321.84157819271","4325.28531047821","3934.0502364518","7154.15897633871","6921.9220958948","5920.94069592394","4876.53757152711","5528.70662824771"
"M475.0717T557.3139","0","0","0","0","69.2116546630859","0","4997.97291286471","2686.01481852839","3434.50281420991","2452.47701133653","2896.85062527963"
"M475.1729T503.418","2557.04981637884","3187.90615977757","2035.86777070843","3400.47242122701","2395.82624702346","2862.23207557745","867.986790349796","1213.22892415843","358.677849067925","236.623687819176","834.006617388222"
"M475.1955T631.8089","5287.03959585408","5020.36560282387","4221.51730935025","4533.17394882199","4211.29540831878","3812.7238363088","6003.50167199703","4652.74319970128","4227.78630292968","4449.48515598148","4044.30150698855"
"M475.2651T453.1508","128.472785484791","75.4929606669582","0","0","0","99.3153383839996","11746.3825385137","11577.7017329693","9322.84213843273","9418.02142656212","8400.81864401754"
"M475.2882T562.769","2600.04257281495","2115.29969110107","2705.52065216066","2633.04251676588","2632.98334424107","2111.05024682032","3481.33182137491","1924.14498236537","3045.97593723725","3027.41211862871","2529.03924931906"
"M475.3052T435.5871","0","0","0","113.385304405735","146.332043955399","66.944955985464","27383.1170388429","26799.7596068444","22451.9959220124","20111.8791429403","17867.7761161215"
"M475.3264T409.5457","0","0","0","0","103.958566375123","0","8579.53602185336","9544.88459402189","6997.43907005529","7266.48174644689","5901.6912975417"
"M475.3591T680.8679","0","0","0","125.548966599396","0","0","10403.5010290146","7523.94234549232","7655.56003040962","8099.36118769164","7297.92796371245"
"M475.3778T625.1467","0","0","0","0","0","0","141193.565756434","139087.443204255","120436.756930197","115767.063969908","135255.388392232"
"M475.6507T25.5206","0","0","0","0","0","0","2304.4657235438","2536.4945640564","2574.48320493571","1994.58435253143","2380.89936010742"
"M475.7536T26.6966","0","0","0","0","0","0","4499.92560146166","4192.46626374381","2628.46204517619","2666.17642513899","2681.47021610436"
"M475.7625T949.743","6809.18482077018","7074.19536701648","7485.37171577457","6261.90372960064","5380.73964321905","7150.79684594729","8237.03621793327","8238.27822180179","6490.38487166254","5953.66424434665","5886.1592008917"
"M475.8847T942.5","28458.7594409083","27196.9511298429","27153.6312033738","25630.9756801977","25229.3019306887","24548.2732062144","33654.2134082262","31053.7414619433","28693.1610913087","23629.1457118237","27302.5875380497"
"M476.066T556.713","0","0","0","0","0","0","12829.900034041","12916.0457826862","9730.45436031487","9386.48882930968","6806.16407376707"
"M476.0846T590.0215","12607.6263439029","11906.4475573396","11097.9003046472","10962.223607386","9485.03731861578","10172.8645184492","34891.0703393387","33708.1903876217","27507.3288302421","25013.307235738","21708.0270782944"
"M476.198T600.9211","87.8001300478354","171.139842656603","0","0","87.4308520966493","0","8787.48039496452","9404.5281028853","7296.60725802846","6354.23082033496","5275.70448242833"
"M476.2699T370.1801","39614.427901641","34427.6764382028","35233.1248253075","33212.5849992905","34329.4909206471","31071.7881495405","39775.4520011597","36621.7244075935","29782.4572591633","29035.3616604843","24747.6116718578"
"M476.2774T475.5587","16365.9239865996","12763.4730884089","5950.63273693665","12065.9232807223","3848.01351065651","11133.6051022878","1355476.32365156","1321703.07902703","1135759.98780856","960820.931085473","854227.379252977"
"M476.3085T435.5871","0","0","64.3503465800546","0","0","0","8673.35903370498","7707.91731518555","7011.37186692238","6619.82736867676","5933.37338567734"
"M476.3304T409.5265","0","0","0","0","0","0","2456.21794896025","2114.24075205172","2414.34202891213","1854.64063871385","1299.81630896551"
"M476.3814T624.5423","0","0","0","0","0","0","46675.4767798037","45062.5196050025","56258.5324001385","45877.9621681896","42192.2388253499"
"M476.6228T26.1207","0","0","0","0","0","0","6385.7711836792","7594.87968228876","6405.06103513184","5650.97089914322","4093.11994152597"
"M476.8329T947.345","37910.8279383103","36190.5913756599","35993.1962190297","34764.2764142356","32771.0833452455","33065.3987062258","44130.3081258782","39673.2544578294","34823.9591146117","32650.2188958987","33927.0889055528"
"M476.9782T370.181","6790.05981574734","11524.7757591675","8727.40715833459","8205.3590358065","10725.369432978","8725.3488428823","13544.5156957275","11431.2923311188","12269.9411743616","8818.7822958178","8800.43388811112"
"M477.0685T557.3177","0","0","0","0","0","0","2921.72192781697","2782.46283422851","2581.4500852262","1838.43511798097","1780.17397856793"
"M477.0875T590.0201","3591.85089858053","2863.41377879649","2484.46215919779","2831.87067247972","2745.28682636673","2406.75983428278","8758.74268756101","7162.99401668321","7329.57475251363","5651.35244875698","4104.23401737215"
"M477.1177T550.051","2570.71676371976","1954.8419584751","1417.73409001351","1683.91705706659","1970.39800860004","1510.1877723583","6001.44536691277","5193.02445331048","3997.6849135996","3514.85363240405","3428.82774336244"
"M477.1774T573.67","0","0","115.0023533622","0","0","106.420876313834","8997.91499008321","8064.58589127394","8098.18606231361","5673.33102605321","6106.38043049176"
"M477.2627T501.4347","401.002941250441","77.8529920597053","70.0986754353666","191.708534151337","0","68.4279914867472","18277.2801975345","18504.1920544164","14240.7199962616","12567.2044287945","12413.831042709"
"M477.2733T370.1801","11015.6399764121","9411.4800848304","9545.21588326673","8540.66920832472","9375.18601026613","8524.41474969864","9734.98419200647","10102.4797337392","8088.24590601289","7610.56895453609","7286.24094502259"
"M477.2807T475.5584","5007.55042162629","4037.69256605654","1611.00543951126","2479.66682360229","142.014445138816","3196.11141910299","336180.989363379","329063.424901257","279608.653024705","247453.265647005","222518.117793752"
"M477.3205T435.0229","0","139.074593355044","0","0","0","90.0272656711589","13258.0789285704","13194.9977800267","11320.3583540943","11442.274393206","9555.82503619196"
"M477.3241T641.8025","4879.74446334987","4431.01037575279","5071.13042967223","4169.29448179847","4667.71274941736","4282.36034576942","1181.84609840263","899.768689923301","1122.99363001625","838.179486009999","82.637699069475"
"M477.3933T634.838","76.6146709202225","0","0","0","0","0","127115.960734126","123476.15084061","110327.265563748","97533.6182208753","72194.3085887685"
