"","mz","rt","GD_010_NIST_RPP_RRHD_B1.mzXML","GD_011_NIST_RPP_RRHD_B1.mzXML","GD_013_NIST_RPP_RRHD_B1.mzXML","GD_016_NIST_RPP_RRHD_B1.mzXML","GD_019_NIST_RPP_RRHD_B1.mzXML"
"group","mz","rt","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M157.0835T772","157.083542960031","771.970391806473","89376131.7867101","84200735.9104667","111473312.319314","95060998.2815331","82223507.3541982"
"M157.8902T933.7","157.890174865723","933.732991126991","138228.012356559","176398.966608652","147620.074904343","126388.513900656","101671.025101509"
"M157.9671T941.7","157.967057800293","941.669242597395","639504.943560158","864159.260241314","730510.817943406","608045.915576144","473823.547892571"
"M157.9906T838.8","157.990576171875","838.825092725423","1060040.46598799","1185547.55064228","833533.01633528","587344.977932216","529171.790274194"
"M158.0021T89.4","158.002130126953","89.4263059766583","6199630.15131108","4555970.07397284","4314841.80929051","3244918.72406449","2847884.84257625"
"M158.0022T1081.7","158.002203369141","1081.71601723922","6474882.91584684","5790323.18162115","4976644.4250602","3907667.22484772","3268047.429618"
"M158.0867T56.7","158.086676025391","56.6541556943824","122127.758537029","94467.1537982072","96641.6924645657","71536.6087726812","61195.1383511701"
"M158.0872T437.5","158.087217712402","437.496801802411","588642.677528581","548793.915020243","420419.871196736","344961.476180406","294229.746280324"
"M158.087T794.7","158.086987495422","794.653756950619","9264301.96455497","8642117.39224939","7330592.70485199","6207005.63358615","5397607.78860807"
"M158.1173T56.7","158.117273966471","56.6751402690332","83408.4569339924","82074.3676197165","76368.7594622395","73903.1013797312","37640.6259690347"
"M158.154T445.2","158.154017521785","445.167922838842","154290.794466109","156532.398683292","168461.659001761","152463.286344905","28747.5514795706"
"M158.1543T893.7","158.154251098633","893.693358719544","314510.868983958","257775.858857477","201169.234814519","153333.749875618","214934.749926875"
"M158.4633T945.4","158.463330078125","945.398077089493","42945.908350684","38962.1943703037","29862.3911411446","30394.5901040044","22317.9369855881"
"M158.9642T27.1","158.96423034668","27.0649264591773","457104.6783835","431522.588924863","398311.290989994","320315.125980293","273078.513179195"
"M158.9727T911.8","158.972653706868","911.757511493926","2045257.64889711","1886355.31000314","1625255.59320578","1466928.22235811","1072122.59364794"
"M159.0046T150.7","159.00463104248","150.708511159706","249191.641524065","231002.304901885","168641.458263939","144738.765367364","128168.267814196"
"M159.0193T930.3","159.019311523437","930.279225791965","562472.355221463","494354.108049264","416327.268238284","326305.214133515","256922.970806849"
"M159.0255T875.4","159.025503794352","875.406330100055","1282391.72147513","1289418.18639199","1081676.62123556","1008300.32832958","1107514.36152641"
"M159.1162T278.9","159.11619758606","278.859520128309","208907.736420866","259552.534191838","250702.286709526","130465.089009453","189122.469714138"
"M159.8541T945.6","159.854077148438","945.635264739408","241863.905779865","228349.119527992","351946.022350286","209256.176917585","196135.225429794"
"M159.946T835.3","159.946005249023","835.282227092729","1873479.76383686","1771365.72965384","1542124.78511111","1258403.74590191","1090462.59314416"
"M159.969T949.1","159.969026184082","949.088327413071","7535534.15023062","6851682.70442475","5685365.98280551","4527282.18373541","3878695.23793472"
"M160.0054T907.1","160.005407714844","907.132659971686","103168.197755358","223362.799942598","233721.037849854","155415.846414238","172219.651841127"
"M160.1006T570.2","160.100564575195","570.211330675484","38944.4476077111","37501.5207635756","38905.1697182313","49410.7325228918","23099.5557115535"
"M160.1331T86.1","160.133103264703","86.1119390423755","357331.610629091","329326.824559265","285733.674224316","152218.53799504","200048.884722409"
"M160.9706T979.5","160.970558166504","979.475817376654","433896.395185569","454219.207343637","322354.983645588","261278.700424013","216896.630890694"
"M160.9742T819.5","160.97422281901","819.535886314032","318965.386028975","317941.494061338","270194.401616504","243534.735770112","169947.190830677"
"M161.0117T403.4","161.011650417162","403.388953420562","4252409.90204993","3785543.6990658","3718812.6793404","2910212.25524236","2452529.45908067"
"M161.0115T1048","161.011535644531","1048.02218333905","1731466.20116239","1573634.30407945","1417412.89457287","1129098.93327054","912284.422350376"
"M161.0137T846.9","161.013732147217","846.942365158642","1540867.60079831","1381474.2346864","1078324.71953476","895593.079079458","750061.556488261"
"M161.076T492.5","161.075965881348","492.547929984869","482467.58285697","652068.729431973","681995.193105629","201495.403063698","498372.924150688"
"M161.0954T431.3","161.095376586914","431.33896437655","141261.872752707","65501.8588912195","113631.674577859","261406.5509578","346117.073091914"
"M161.132T498.1","161.131992540861","498.132217373105","381666.851806186","368302.222865843","297246.278390383","213122.394794426","91467.2170345646"
"M161.8691T946.5","161.869119262695","946.533016378698","334905.252266786","305292.640252737","379939.189307616","212288.272124433","180634.022328786"
"M161.9942T945.9","161.994195556641","945.915478308149","84137.3035857823","54439.0593641051","43117.0475274541","49045.2159957982","45326.0807188063"
"M162.014T1039.4","162.014035542806","1039.37717422717","120115.402891783","100557.569911288","53542.7157931302","52481.8195009168","60101.4136728913"
"M162.0502T30.3","162.05018157959","30.3065142656971","220828.121551091","182752.441848499","188660.485478105","152528.412956264","125454.998753842"
"M162.0702T1027.2","162.070172119141","1027.1750370457","223104.189029619","214732.414624856","183874.431123552","155267.37680122","140259.033640297"
"M162.1124T37.5","162.112412346734","37.4730098890161","12812730.8798843","11220779.9623454","4550140.35173137","8361020.3285677","7386525.48176678"
"M162.877T973.6","162.876961844308","973.611338299824","163252.322411766","146885.705922891","124216.170941095","95920.3457798423","85710.7801724692"
"M162.9074T863.5","162.907386779785","863.536513060894","208660.547972448","182838.107992987","344291.128555938","284415.758749149","235311.838675202"
"M162.9733T562.4","162.973288726807","562.433432129509","731864.118443461","536709.181283666","623287.246110354","384557.42351192","124630.967694539"
"M162.9735T933.2","162.973473685128","933.21326996435","181472.195722612","150313.614248998","136225.681099837","167204.888890013","135139.159355179"
"M163.0749T379.8","163.074927775065","379.849105299385","655240.361091124","640538.709035926","508932.883521963","440617.631361597","348019.646672556"
"M163.0746T908.2","163.074612426758","908.238262910928","483917.77858562","460321.889688632","389271.227993583","347629.795964608","273366.311843633"
"M163.0975T381.6","163.09746497018","381.560605200875","129744.109967228","1421417.02465201","1052174.63844583","779923.763106361","622559.521930133"
"M163.0976T808.2","163.097563849555","808.216809392263","446520.654002907","531460.484071393","912916.396156952","367725.442502516","308075.320244791"
"M163.1057T556.6","163.105697631836","556.573125298367","456164.185132144","423853.282864583","401104.307684926","374016.527960843","301363.977135211"
"M163.1112T319.1","163.111181640625","319.143687910116","482131.681061417","189099.105055666","169316.764124331","200615.250880928","104031.334631614"
"M163.116T31.1","163.116017150879","31.118608049661","2178255.09646836","1271057.41547371","1180306.87700746","917975.18289797","790527.449362441"
"M163.8727T941.8","163.872744750977","941.817814098409","15919.1034022697","13639.2264220715","13934.0152075992","10429.1613333366","8542.6423380959"
"M163.9898T1037.8","163.989807128906","1037.80561573708","28001.579536003","54679.1902846492","37231.8578128613","37080.0010179132","7652.94844460515"
"M164.0294T29.7","164.029443359375","29.690936478598","165775.34521541","148122.379399869","140079.172222251","119501.246823673","100356.461376893"
"M164.1178T30.7","164.117764282227","30.7115164600981","98010.6478818676","91149.548989771","84319.8702685455","61868.4573548409","53743.5352472832"
"M164.128T924.5","164.127969360352","924.513101649644","8520.2400546106","7887.66472633828","7158.91321314639","4954.25806494637","6207.21330085999"
"M164.9204T35.8","164.920449829102","35.8170868274361","529676.195616018","476182.603350732","461431.99850909","400525.422572666","347082.602650291"
"M164.926T745.9","164.925984518869","745.881252477251","367284.584063891","340397.406109885","366208.866329507","216364.863371316","154605.172694053"
"M165.0332T454.9","165.033213297526","454.902791159106","635467.666017269","526367.584260809","399675.270951911","413937.376152243","362036.554332406"
"M165.0331T957.6","165.033064524333","957.649773484409","70920.5409490394","75334.4066242764","78823.0151426951","66790.4177228985","28230.5342806282"
"M165.0547T39.2","165.054653930664","39.1688387535056","185786.183475015","205146.950476716","180739.948804261","138480.991205222","106127.344717269"
"M165.0757T711.7","165.075688448819","711.746799338048","100911.650879827","183939.257312327","399792.548949929","395445.464707312","104761.418364755"
"M165.1135T985.2","165.113534715441","985.247402656641","586968.709643457","584888.314216788","482336.99095875","105633.149871773","395508.709740034"
"M165.1261T445.6","165.126065063477","445.56616454923","192645.273196929","62042.2099417394","326496.11357355","140610.10431212","276734.271238773"
"M165.1628T456.5","165.162838328968","456.458821470463","134058.103241351","143310.762892847","125742.294236067","101068.554915034","83667.295761547"
"M165.4321T947.7","165.432064819336","947.69741818065","23840.1509696248","18889.948413863","15588.0697054243","20418.5187964784","17566.5498975879"
"M165.9817T629.9","165.981721576891","629.908625039075","831170.431487938","965621.879554991","846810.591793452","625040.548437895","139533.728951013"
"M166.0769T345.5","166.07688293457","345.525144764629","35802.0830919423","104356.393882205","75324.6284015339","61885.1030105268","23501.8350554863"
"M166.0861T43.3","166.086090087891","43.2627316048744","5846276.34471661","1572692.51613367","1522091.38779736","960567.35972993","1066717.30241347"
"M166.8985T354.4","166.8985206604","354.410065858282","64186.5650749262","57133.9176960246","108856.545297256","114346.085835575","2130.64133492282"
"M166.9573T283.1","166.957308959961","283.14490549745","867243.885253945","843264.08842284","779503.230261432","637026.647304972","574981.681795382"
"M166.9577T1038.1","166.957650756836","1038.09600955599","547716.689935726","526211.129922579","478950.282495697","423834.70233914","364717.887444347"
"M167.0337T525.2","167.033662796021","525.200008131801","153181.765963427","133157.666806407","57804.7484319028","126784.692535017","17861.6282080629"
"M167.085T353.1","167.085034179688","353.0931557879","415338.548145099","371665.483812441","355197.936834408","283689.798314543","233717.184427327"
"M167.0896T43","167.089556884766","42.9566754978248","581355.730514688","529786.661592911","459349.19789919","368189.083404333","302691.79733863"
"M167.1044T344.9","167.104389735631","344.899234230169","319137.464926726","266409.38376137","208948.137321938","196296.971697844","115724.12221726"
"M167.1055T875.7","167.105474853516","875.668812325756","365360.818461294","354354.609814563","311015.024682807","240614.914840586","304315.371636164"
"M167.1426T351","167.142639160156","350.964587786458","235365.136811528","208951.949701522","140513.62379186","139881.512369689","100583.744237604"
"M167.1428T731.8","167.142819213867","731.767644682754","505666.796398199","377388.085262738","448610.53322426","71038.1869371384","291463.786445516"
"M167.86T783.1","167.859968566895","783.086156790435","109175.00797574","56507.9683602847","76102.2689876013","56742.0256739438","67741.0875421248"
"M167.9732T784.8","167.973246487704","784.769510880401","307429.076717089","223039.775759883","299915.383639995","246346.058613322","2601.96363725557"
"M168.1012T106.9","168.101177978516","106.902258308868","46419.3448785113","41471.8527015338","38636.7100330632","30027.7498841696","27936.0498518488"
"M168.1393T885.4","168.139331817627","885.416137908278","62803.7997675397","3791.49411234812","37539.0342628431","2474.42458293798","3849.24711579054"
