Row.names	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	X1	X10	X11	X12	X13	X14	X15	X2	X3	X4	X5	X6	X7	X8	X9	GD_050_NIST_dda_targeted1_RPP_RRHD_B1.mzML	GD_051_NIST_dda_targeted2_RPP_RRHD_B1.mzML	GD_052_NIST_dda_targeted3_RPP_RRHD_B1.mzML	GD_053_NIST_dda_targeted4_RPP_RRHD_B1.mzML	GD_054_NIST_dda_targeted5_RPP_RRHD_B1.mzML	GD_055_NIST_dda_targeted6_RPP_RRHD_B1.mzML	GD_056_NIST_dda_targeted7_RPP_RRHD_B1.mzML	GD_057_NIST_dda_targeted8_RPP_RRHD_B1.mzML	GD_058_NIST_dda_targeted9_RPP_RRHD_B1.mzML	GD_059_NIST_dda_targeted10_RPP_RRHD_B1.mzML	GD_060_NIST_dda_targeted11_RPP_RRHD_B1.mzML	GD_061_NIST_dda_targeted12_RPP_RRHD_B1.mzML	GD_062_NIST_dda_targeted13_RPP_RRHD_B1.mzML	GD_063_NIST_dda_targeted14_RPP_RRHD_B1.mzML	GD_064_NIST_dda_targeted15_RPP_RRHD_B1.mzML
FT0001	40.4934162192925	40.4933228748317	40.4936177589105	955.155	933.813998657227	1006.53699047852	7	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	4333.76378897264	NA	NA	NA	NA	NA	7199.04989114304	6405.33389556801	NA	NA	3343.99341067395	NA	8402.90751401	8111.60712240605	1509.64755217813
FT0002	40.4934863468123	40.493045946324	40.4936929829313	1057.48400054932	1051.62299047852	1114.22300009918	5	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	NA	NA	227.862453460693	1186.11652069088	1726.85492665743	NA	NA	NA	NA	1958.01480898914	NA	319.173829442806	NA	NA	NA
FT0003	40.493636883335	40.4933951574537	40.4937457942969	78.455000202179	21.7175846099854	104.795999671936	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1014.41176772461	NA	NA	NA	NA	NA	NA	NA	347.069905334472	416.002770441692	NA	NA	NA	NA	NA
FT0004	40.4931342775336	40.4931342775336	40.4931342775336	274.730499267578	274.730499267578	274.730499267578	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	372.983447341912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0005	40.4931919841631	40.4931919841631	40.4931919841631	635.890990478516	635.890990478516	635.890990478516	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1435.68753206178	NA	NA
FT0006	40.9688823818634	40.9686928922366	40.9694857855226	952.610495239258	933.813998657227	1005.74099047852	16	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	2715.74216341912	9223.86405840914	8145.27593977755	NA	9921.89358078004	NA	6035.70339223564	6088.46699852534	2171.01251663512	10000.1831454835	2584.78332051334	5532.9280227896	7177.38021848789	3455.99239453127	NA
FT0007	40.9599915578935	40.9599915578935	40.9599915578935	27.2335071563721	27.2335071563721	27.2335071563721	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.969460038272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0008	40.9685063703879	40.9683390976776	41.0376847523041	622.847490478516	547.290998657227	648.695999671936	4	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	NA	NA	NA	1876.25906591266	NA	171.971423339841	NA	NA	NA	389.051747250368	1265.46179500326	NA	NA	NA	NA
FT0009	41.0378137040491	40.9688486923789	41.0382302244421	279.925990478516	218.251000137329	306.085000137329	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	NA	886.972540374758	172.712005691529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0010	41.0368772603155	41.0368772603155	41.0368772603155	431.212990478516	431.212990478516	431.212990478516	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	165.051689257621	NA	NA
FT0011	41.0377665255928	41.0368866681998	41.0380893083291	956.852999898911	892.062	981.158002441406	4	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	330.275179046632	NA	NA	NA	NA	NA	NA	2998.17999811196	NA	NA	NA	NA	NA	1124.27028401184	NA
FT0012	42.0332188487912	42.0326786628107	42.0333339055488	1043.23300009918	919.628003540039	1163.20299047852	83	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	27202.4772836539	7971.42356770843	516281.173324421	99749.8918070479	28929.4243548178	31596.9471695965	55032.3278993058	8948.50805664062	32879.8346337891	26750.1001784106	53394.7950470705	44498.0717888851	37438.3566659547	54827.1574131947
FT0013	42.0332456698724	42.0331867725888	42.03330541882	20.6510066986084	-16.3549999523163	23.6569480895996	7	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	27430.9135659251	NA	NA	70899.4207876099	NA	25479.3041301198	90978.7293546583	25066.2509940147	NA	NA	NA	166727.671514644	37690.3077507227	NA	NA
FT0014	43.0533859541184	43.0163393374574	43.0536784366865	505.732000030518	398.919990478516	706.252000137329	153	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	NA	1830.8601829773	72305.7237641059	34381.2427670068	NA	27629.9263752237	14303.8762231968	8170.28543111159	6866.99738347836	65309.2222914664	NA	NA	72212.1758215332	13186.3533443509	NA
FT0015	43.0533906826036	43.0369453094373	43.0534897022134	316.632495254517	252.791000030518	396.176999797821	86	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	NA	NA	7490.19381638014	11681.9858939413	NA	16543.1447686298	48111.3245785756	NA	NA	44152.7072540006	NA	128910.044097904	NA	6892.26381084195	NA
FT0016	43.0268690321966	43.0166225157618	43.0534859100826	966.330495340347	925.990003540039	1055.48899047852	14	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	NA	83308.3256834214	NA	85402.9241642303	5576.26229490967	88669.9777927102	3516.53285792759	974.550853189086	2213.03655744936	92447.7168534546	NA	NA	731.739422378543	2740.78196319578	91855.7596119509
FT0017	44.048734615562	44.0483734744263	44.0492565254024	31.5470005493164	-48.4849999523163	48.2060661315918	11	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	7919.10449251516	NA	10309.6123649743	NA	7371.17326324463	6722.56825372653	8083.12094989014	11057.5072808228	8377.30988970337	NA	NA	NA	6688.04826243336	NA	NA
FT0018	44.0529334110436	44.0484810917024	44.0572437257621	488.892000101089	476.404990478516	554.162999671936	4	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	NA	NA	NA	NA	NA	369.235755157472	NA	344.320699523199	338.050677175901	382.057106735241	NA	NA	NA	NA	NA
FT0019	44.0571537360456	44.0571537360456	44.0571537360456	958.339	958.339	958.339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	1101.1826492157	NA	NA	NA	NA	NA	NA	NA
FT0020	45.0329323586949	45.0326013489191	45.033088332727	446.541990478516	430.626998657227	500.454990478516	9	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	6204.87383674719	NA	NA	3427.37300118	2266.2268989563	5381.48652886899	NA	3009.0840619812	897.122980585101	NA	1730.84598583982	3291.97784738112	8031.73676549977	NA	NA
FT0021	45.03296306251	45.0327605961781	45.0331655288419	49.1550841579437	48.963999797821	49.3461685180664	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	807.210383008172	NA	NA	410.540778900147	NA
FT0022	45.0328033583632	45.0325605899758	45.0330461267505	760.835500150681	757.664000099182	764.007000202179	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	2715.83325789133	NA	NA	1327.73676808385	NA	NA	NA
FT0023	45.0333407564659	45.0333407564659	45.0333407564659	902.532000137329	902.532000137329	902.532000137329	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	270.065822393245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0024	46.0642627578753	46.0637838314602	46.0647416842904	898.688500015259	881.352	916.025000030518	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	NA	NA	NA	NA	NA	269.127402569576	492.617434295656	NA	NA	NA	NA	NA	NA	NA
FT0025	46.0633857510056	46.0633857510056	46.0633857510056	737.983990478516	737.983990478516	737.983990478516	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	1341.63550856933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0026	46.0647615248811	46.0647615248811	46.0647615248811	629.792002441406	629.792002441406	629.792002441406	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.447055320741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0027	46.06358660857	46.06358660857	46.06358660857	481.963990478516	481.963990478516	481.963990478516	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	231.767885802268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0028	49.0008736631959	49.0008736631959	49.0008736631959	1003.35399047852	1003.35399047852	1003.35399047852	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1462.46857167434	NA	NA
FT0029	49.9873454155529	49.9872259930707	49.9874648380351	20.2339601516724	18.6124076843262	21.8555126190186	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	821.737960876465	NA	512.710732836914	NA	NA
FT0030	51.9391340905866	51.9388446430765	51.9392998364849	955.637990478516	955.434000202179	959.134	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	NA	NA	1984.42920108031	NA	NA	NA	NA	913.738175631436	1843.63495917764	NA	NA	NA	NA	NA	NA
FT0031	53.0184151478993	53.0182110028683	53.0185888090668	16.8652801513672	-63.4289999523163	22.8011436462402	5	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1121.66712718099	NA	619.665246551513	NA	1080.79155175781	1193.47468095144	NA	1087.19134727412	NA	NA	NA	NA	NA	NA	NA
FT0032	53.9386129905827	53.9384913348665	53.9387218964063	964.847499948502	948.591998657227	1017.63099047852	8	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	NA	6205.85349489267	2130.14469821347	4470.25177549122	NA	NA	NA	NA	NA	5195.63417383575	2461.75447400282	909.008331851406	3872.11664212472	4432.39121446513	NA
FT0033	55.0535404679586	55.0531003319199	55.0538627064108	784.807000099182	645.203000137329	909.506000137329	103	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	NA	37564.0912534872	37019.8959008016	53884.3138266231	34303.0808747395	NA	NA	151948.987019729	8087.21337011672	27011.4287806577	152061.215172906	29821.2683755217	NA	NA	26706.339646559
FT0034	55.0538553880187	55.0537987284501	55.0539772444465	951.603000150681	917.093003540039	1005.74099047852	16	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	41823.9025595891	86815.4876901341	62658.3282101806	81089.4062032228	89214.037926678	NA	75345.1162661032	64823.3042597911	67724.0961648159	90066.0016199707	41404.9656353759	85205.6052173068	77676.5052974448	69942.8829764909	85991.5694354859
FT0035	55.9338581901369	55.933165683402	55.9738052211537	984.67950010109	925.990003540039	1085.33300009918	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57871.9268875491	9773.80283292178	7334.41900209442	7777.7764237061	4166.10744877416	101191.78035618	4068.70176413798	9326.6240811716	17650.3776742339	102369.818305825	66953.2122441403	5909.88310990769	993.654158561716	90821.2582587547	93701.3707807578
FT0036	55.9963050131121	55.9338126499522	56.0495404904769	20.9070718231201	-43.5029999523163	49.4337463378906	10	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	804.401425292969	NA	517.196670100911	897.436810900878	1121.64531793213	1576.66213854703	NA	916.872347167971	NA	NA	NA	NA	643.195481888991	NA	1276.18391123744
FT0037	55.9338520935141	55.9332667840443	56.0574952416696	312.139	282.237003540039	342.922000030518	5	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	NA	NA	NA	NA	NA	245.705370117188	2546.33177707958	130.039347633362	NA	NA	NA	NA	NA	585.888243422077	398.963844268806
FT0038	55.94559586534	55.9334826420457	56.0574282356012	530.453000137329	464.115000030518	556.010990478516	5	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	NA	967.880230210541	472.891752371643	NA	NA	NA	773.202056167632	NA	NA	NA	NA	NA	NA	NA	NA
FT0039	56.0570914828041	56.05621966451	56.0574105201216	935.854998657227	915.484000137329	975.429002441406	5	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1375.71848347656	1458.12308979032	281.113218749998	NA	NA	NA	NA	2179.09488841757	NA	NA	2003.68355260327	NA	NA	NA	NA
FT0040	56.9643548843026	56.9414177498749	56.9646884023834	961.623000549316	914.559003540039	1114.21299047852	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3430.68146893673	33615.6755672035	33980.446639278	17062.0115419404	33869.7214598083	30731.1666072673	29610.8816541366	29253.1271176551	32753.7741818431	31153.1965661047	26451.1310788491	23252.8914901805	17834.4651794046	13831.2951600821	2158.25788171267
FT0041	56.9645194752691	56.9643652862495	56.9645914040186	519.187	515.7	530.778	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	5130.03764100139	NA	NA	NA	NA	NA	NA	NA
FT0042	56.9643675023288	56.9638101010628	56.9645941743896	272.784484863281	252.267000549316	283.950000549316	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	NA	NA	NA	NA	1935.67379586307	713.483496643069	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0043	56.9635591654477	56.9414198642644	57.0562721109955	16.8652801513672	-65.9199999523163	47.8334503173828	5	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	250.533582550049	NA	151.079488586426	NA	519.480163421631	NA	NA	NA	237.953474706014	NA	NA	NA	257.939003494263	NA	NA
FT0044	57.0692914750216	57.0690501193779	57.0695328306654	438.459994567871	430.377998657227	446.541990478516	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	5442.77907014914	NA	NA	NA	NA	1080.57415227577	NA	NA	NA	NA
FT0045	57.0694028775569	57.0688323853489	57.0695299196145	612.173000030518	572.138003540039	640.636990478516	15	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	3404.54511940916	15107.4667499634	12633.507036548	13355.7282011053	NA	8801.0299523653	8069.73541325795	22526.6501766137	14628.0864201236	8295.8288388914	11476.5841092911	9520.16318002322	NA	10566.3986051247	9380.27750716142
FT0046	57.0510913900435	57.0325377608073	57.0694474416799	957.689995138168	952.766	1008.92399047852	4	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	NA	NA	879.238738370024	NA	NA	NA	NA	1401.65636639404	NA	NA	NA	NA	1242.97721154213	1921.32655982463	NA
FT0047	57.4849532901464	57.4849532901464	57.4849532901464	1086.56299047852	1086.56299047852	1086.56299047852	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	199.06167895508	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0048	57.4853614069009	57.4853614069009	57.4853614069009	1001.31099047852	1001.31099047852	1001.31099047852	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	955.128216648097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0049	57.9342940951189	57.9341840057838	57.9348587165833	819.506990478516	747.718990478516	854.046990478516	27	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	NA	NA	2868.94714855958	9815.63197466071	NA	2749.38968225102	NA	NA	NA	NA	NA	NA	884.490667846678	NA	NA
FT0050	57.9343296229561	57.933883757684	57.9344566076337	948.318000202179	909.738003540039	1001.76199047852	15	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	98496.9698128308	120670.884885202	147921.121619876	111488.61233269	147040.787817946	NA	117194.86492944	105253.324757813	117525.680738494	116846.234107407	94714.3749540824	107920.347177712	108048.539640908	117153.51198821	113749.547368872
FT0051	57.9346176477283	57.9345099213502	57.9348685283048	18.0297810974121	-63.1799999523163	22.8011436462402	6	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1451.91560307962	NA	892.090610389712	NA	1110.51026559448	1243.44014587402	NA	1471.01492125321	NA	NA	NA	NA	1422.84626767646	NA	NA
FT0052	58.0645507543894	58.0645507543894	58.0645507543894	21.7175846099854	21.7175846099854	21.7175846099854	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355.508393600463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0053	59.0486951556708	58.9416346170876	59.0591394492685	955.434000202179	919.628003540039	1000.16899047852	15	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	294.850443809522	9882.92456911976	517.081007926936	8526.9471682082	NA	12731.1917068405	6434.84052774046	8902.92169645373	6677.33996451825	NA	NA	7969.44121983337	932.086835577407	6404.99409025764	6804.94055538176
FT0054	59.0540437048416	59.0484920549204	59.0595953547627	842.846002990723	829.220002441406	856.472003540039	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	533.16501782027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	263.486465344234
FT0055	59.048745346953	59.0482564442839	59.049234249622	565.442001056671	546.249002441406	584.634999671936	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	212.298017028809	NA	NA	NA	NA	NA	NA	NA	NA	1369.9551187683	NA	NA	NA	NA	NA
FT0056	59.0724460262573	59.0724460262573	59.0724460262573	21.6196346282959	21.6196346282959	21.6196346282959	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	875.670277038575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0057	59.9295996691858	59.9291811541299	59.9303131103516	948.355500116348	907.949003540039	1003.35399047852	18	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	36445.8329375635	47682.9344801876	47228.5969111524	42566.1572579711	24602.4924811401	NA	42003.1153617134	38093.3212217626	42880.8795256352	45290.1334168702	32822.0375202286	39368.1829754164	30528.8161106645	39726.280287557	39312.7923702622
FT0058	60.0802952270369	59.929410653781	60.080918281103	22.3755	-13.3659999523163	67.7150001373291	12	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	NA	1617.68999550629	NA	1034.84475253061	1630.67801914215	660.574573814392	NA	640.509686334783	NA	NA	1495.59303358154	1293.90262333679	363.486964868882	567.267073114569	NA
FT0059	60.0432892320643	60.0429739740692	60.0436044900594	187.086897346497	169.123794555664	205.050000137329	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	NA	180.649232139588	NA	NA	NA	258.880979278565	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0060	60.0804323321414	60.0800708086154	60.0807938556674	870.603995239258	864.415	876.792990478516	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	NA	NA	435.829791803346	NA	NA	NA	NA	316.333006576539	NA	NA	NA	NA	NA	NA	NA
FT0061	60.9860623480707	60.9293188053016	60.9861896808849	1057.41849551392	922.163003540039	1191.48899047852	642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29576.6487778609	63082.8389978868	97331.9725126011	42769.7648871096	21317.7812246094	21641.3013406809	25000.3081726793	38273.7723642204	24999.9819354249	39169.3979538576	28230.5154687501	23624.2732287598	21471.1633007814	25813.76422132	21654.2460513467
FT0062	61.0643379448875	61.0059733966899	61.0645516793313	515.164000099182	416.216000099182	761.180990478516	153	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	6557.69581621092	5372.25709371944	41624.4436080976	20276.8177398742	17786.0548795165	4364.97192318222	3252.97912512215	5164.13678929035	12318.819762792	5515.12965865648	22009.6407405967	19692.5544451058	43883.0647789307	NA	NA
FT0063	61.0643579513981	61.0070229846619	61.0645153652894	348.889490478516	235.579000549316	410.645000099182	74	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	NA	14308.5170264282	8101.32686317624	4750.85326286311	40406.7047293946	13865.2465306396	53858.5068136248	NA	3521.67486481934	22452.4030545044	NA	5496.61252910155	NA	NA	6487.19112892232
FT0064	61.0394957044795	61.0075003637565	61.0396953401541	24.7285184860229	-57.2019999523163	105.162483215332	10	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	2636.72922849956	2882.14115208083	558.875435734885	1544.66006010246	1727.31351599121	1801.56271556377	NA	NA	NA	NA	NA	NA	2766.45883920491	NA	2626.6082786967
FT0065	61.0358945315635	61.00687939001	61.0646367893655	954.203495075226	927.282003540039	961.182003540039	6	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	NA	NA	4858.28774264251	NA	37390.7070844726	NA	NA	NA	NA	32766.4253667832	NA	2837.83220562741	NA	NA	1146.7229796753
FT0066	61.9271159420452	61.9264426515362	61.9275490561889	948.645499898911	907.949003540039	1002.55799047852	16	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	3737.18445194641	NA	4391.80363454182	6552.03074575151	4536.73189058832	NA	2711.38629030497	5931.57278906247	5994.07251223279	NA	4844.22535537845	NA	2967.28054452897	4982.46894602745	5267.60135828246
FT0067	61.9263121856814	61.9256988152955	61.9269255560673	758.988995239258	746.167990478516	771.81	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	NA	NA	NA	NA	NA	922.631761322021	NA	409.737214623774	NA	NA	NA	NA	NA	NA	NA
FT0068	62.0599100671849	62.0598726989226	62.0599474354472	475.318000101089	474.603	476.033000202179	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	209.006529281617	296.701635815425	NA	NA	NA	NA	NA	NA
FT0069	62.0676266665388	62.0676266665388	62.0676266665388	598.062003540039	598.062003540039	598.062003540039	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	209.91195175171
FT0070	62.0242622913434	62.0242622913434	62.0242622913434	22.4387531280518	22.4387531280518	22.4387531280518	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.179427114868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0071	62.4832639163191	62.4831173275479	62.4834105050902	19.742657661438	17.0465621948242	22.4387531280518	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	580.885429199219	NA	NA	NA	406.790535552978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0072	62.4831806266069	62.4831806266069	62.4831806266069	-63.4289999523163	-63.4289999523163	-63.4289999523163	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	868.954972732545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0073	62.4839248351423	62.4839248351423	62.4839248351423	979.161990478516	979.161990478516	979.161990478516	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	568.276034948724	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0074	62.9552029977307	62.9284247862449	62.9819351654488	956.464495254517	917.093003540039	1008.12799047852	10	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	394.830592293411	NA	792.913726060866	NA	NA	NA	3930.0715481491	NA	NA	4437.75781444803	2758.88735528562	NA	818.140576846322	NA	3650.05488931274
FT0075	62.9896384577511	62.9896384577511	62.9896384577511	372.235000202179	372.235000202179	372.235000202179	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	134.3655782547	NA	NA	NA	NA	NA	NA
FT0076	63.0026230428326	63.0026230428326	63.0026230428326	1088.11899047852	1088.11899047852	1088.11899047852	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.899816513062	NA	NA
FT0077	63.9266809598848	63.9261829827908	63.9271565119509	948.525990478516	942.339000549316	972.690002441406	4	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	926.055485538735	NA	601.733323631289	NA	1505.57060980224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0078	64.0149978813729	64.0146275079082	64.0153263463141	947.584000116348	871.373000549316	1000.96599047852	16	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	10180.6857349157	NA	12198.3052635589	6096.4846540289	10675.0617028808	NA	11322.8746678647	13151.3418892518	12279.9490100278	NA	11745.0864400209	10970.3437496991	11203.1759661102	10151.428933899	NA
FT0079	66.0182816066578	66.0175139188501	66.0191321838908	948.257995239258	931.073998657227	1033.71600244141	16	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1677.00579016116	NA	10182.149583866	3871.32589994511	11380.9069945623	NA	2799.36488099368	5762.01567956544	4361.41026049804	NA	2857.23155806184	5829.17751822239	3702.52230243941	3635.15990581258	NA
FT0080	66.0186310252771	66.0184788490705	66.0188981540986	17.0465621948242	-63.1799999523163	21.8555126190186	5	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	NA	NA	1044.2390690918	NA	1889.51171246338	1364.44853533597	NA	1153.39297791936	NA	NA	NA	NA	1227.63385749163	NA	NA
FT0081	66.0175786726132	66.0175786726132	66.0175786726132	737.398	737.398	737.398	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	2261.69761030579	NA	NA	NA	NA	NA	NA	NA
FT0082	66.9960906952776	66.995874424482	67.0290229405415	957.291000030518	866.065998657226	1009.71999047852	11	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	6820.56123830831	NA	7425.12996945525	NA	NA	NA	11787.6212053268	8906.32530862547	9458.91815280341	NA	5723.44264379882	7626.64466326905	7677.30999631918	8029.30233625974	11434.4631615838
FT0083	66.9960359409452	66.9959424358017	66.996065368367	-16.3549999523163	-63.9269999523163	16.4993190765381	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	NA	NA	480.92484475708	NA	369.701446792602	617.092019112723	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0084	67.9337402302239	67.9334935374393	67.9339869230085	807.851996459961	804.313990478516	811.390002441406	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	686.941952624519	NA	213.112158428952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT0085	67.9346430712352	67.9340345814312	68.0157809339544	949.546490478516	939.038998657227	979.664002441406	8	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	2708.54012166627	NA	1308.68021363449	NA	NA	NA	2930.38939657035	2437.04041775748	681.059674129141	5335.62448171728	2687.65278463626	NA	NA	NA	NA
FT0086	67.9959587142097	67.9955973014272	68.0161988973252	20.8699073791504	-63.6779999523163	80.1980002021789	9	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	2631.39886385155	NA	1833.5463086407	NA	1572.73368145752	1100.1834526062	NA	2748.30818378092	297.9889034729	NA	NA	NA	1801.45321370376	NA	NA
FT0087	68.4953977405308	68.4951017398841	68.4957034820774	20.1450453109741	16.8652801513672	22.8011436462402	4	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1002.08489865723	NA	NA	NA	997.422859313966	NA	NA	1185.36489098182	NA	NA	NA	NA	1209.94724688721	NA	NA
FT0088	68.4940062303266	68.4940062303266	68.4940062303266	1065.19799047852	1065.19799047852	1065.19799047852	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	262.140281677246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
