"","GD_012_matrix_RPP_RRHD_B1","GD_014_matrix_RPP_RRHD_B1","GD_015_matrix_RPP_RRHD_B1","GD_017_matrix_RPP_RRHD_B1","GD_018_matrix_RPP_RRHD_B1","GD_020_matrix_RPP_RRHD_B1","GD_010_NIST_RPP_RRHD_B1","GD_011_NIST_RPP_RRHD_B1","GD_013_NIST_RPP_RRHD_B1","GD_016_NIST_RPP_RRHD_B1","GD_019_NIST_RPP_RRHD_B1"
"group","matrix","matrix","matrix","matrix","matrix","matrix","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M232.254T354.913","18326.5725465088","14930.6275331199","15064.0611373026","12081.2016741816","11726.7768991359","9528.35673344418","6420.62032082109","6926.87786438943","6108.55112811983","5019.07223012699","4200.96324879457"
"M232.6589T549.433","2377.23394777995","1780.66915716045","1642.6794949157","1826.97520041766","1734.53588167129","1695.93615283202","2905.17639885252","2974.2121495565","2994.07338022766","2409.53088661195","2768.57965745962"
"M232.8909T949.155","224756.55558252","204886.504270478","199601.153350017","191403.478254762","183980.855331362","155644.474036944","249294.962642265","232589.750736696","214097.296827013","194734.866108888","162668.10800068"
"M232.891T21.2565","32495.256603185","37911.9427088623","35688.6644332954","31317.2269932429","34756.6662417934","27121.6963007808","122972.198333855","104097.951483141","105411.585278663","86694.2926297254","81812.1445336534"
"M232.8969T22.438","28415.2778740801","28530.4048705337","27235.577976782","22867.2954216376","29488.342378833","17134.0008676305","116928.729462681","99463.6361922455","100967.648273592","83281.8189908225","77495.8413783483"
"M232.9423T952.784","51642.9516632077","45508.1542951836","42575.7740998533","33139.3166953577","35108.2877368136","33271.6199046051","53154.9597166442","49147.5566867068","41980.0251495117","39116.425689697","36312.2470550781"
"M232.9853T107.332","20427.4739031317","18157.8885558843","17006.3318815168","10911.2031933489","14392.9700016091","12590.1202394355","17650.0408464146","16939.3684610346","17496.9089055115","19618.382352572","13040.5257501643"
"M233.0472T964.293","908730.602269973","781917.690381776","740313.197642808","665535.381063811","632982.750040337","580251.973996404","1053842.82324828","996054.88030096","875297.219682869","705080.288685076","612379.558114142"
"M233.0778T240.568","253675.792537101","269555.265409359","213563.083454511","215281.141018502","140648.659731912","175964.915102912","261422.006507876","228801.405838177","210898.893471043","163124.150713273","144858.951496932"
"M233.1328T958.235","45531.5463442737","42102.7544108844","36945.1556115675","36810.8502222222","36678.7975458818","30189.4962509767","44623.3996004554","45649.6097662574","38639.1910706021","34615.0413042534","31630.819119337"
"M233.1576T36.803","539.877466663014","671.115103077057","736.923404554237","233.935772474268","97.4952639567253","383.47288224163","33893.3665191331","31917.7795086263","28652.3596596069","23491.9005847113","20514.3465551625"
"M233.8549T964.2935","89918.9657293503","94161.3942786203","85644.2178696343","86330.15806341","85400.5475402055","83346.1769282292","86267.5754846387","84897.2598467853","94763.2918686788","86936.5085357457","85126.3197021617"
"M233.9845T234.51","12348.9036158331","11031.7193731806","10324.0734463746","8108.50144974861","8774.22039113706","7507.0566293881","73266.8208594299","56018.233431921","58326.0455861236","44253.233072339","39977.9674255815"
"M234.0186T50.1775","21402.6404290357","21243.1532345197","21510.8925659591","13893.9744927717","17357.4245627502","14705.1586727422","12538.1505393981","10688.1815751413","9362.39425716839","8503.44122255532","6175.59029140949"
"M234.0501T965.5","250461.563741101","224006.973409451","102789.149635246","203871.802597331","193645.94834885","78630.7877391815","149869.120579618","133769.077880859","119268.745067726","92150.6295104493","79481.0796528005"
"M234.0649T952.789","133350.181406077","115025.097868222","112840.907582921","93730.2702346807","95401.6960487461","87519.0850413609","153767.2713739","151094.082418429","129403.323911995","102984.92734467","93870.5571769306"
"M234.0912T962.479","302251.916703297","259330.095592346","252300.766790773","246444.536852826","236114.819741413","225151.475405575","336493.966806461","321831.833901568","285123.750287081","246442.406804828","227925.531440487"
"M234.8842T20.943","17869.5412929649","22900.3301477994","22402.7590235138","19970.1471708984","21229.5684774902","16770.0536047987","46913.3623837547","41897.9958140503","40430.5536323552","34950.7211455352","32043.6277263365"
"M234.8866T949.1555","92857.1832596198","81374.3877237386","81404.9155215459","73586.6197086431","67504.1046030672","64564.5538041008","96049.4606048589","95312.7552511738","88377.0954730458","75497.435497803","64839.1233032215"
"M234.9114T963.082","79562.7987277088","75394.922875647","60802.5756699761","75926.2625081587","65136.0397541844","68399.5481801082","71820.5131633538","72080.3738360597","65812.0134094936","76152.6367751311","69096.6655621513"
"M234.9389T672.978","331918.313122656","311573.705341535","298205.202949414","279495.301816707","271949.985283691","246570.868932851","308879.63872959","298275.720356548","290341.961235343","251413.33461893","206867.873018058"
"M234.9393T597.887","78020.466410068","72548.4302969343","72011.1068290922","69431.0966495746","53370.8796253499","51561.9012632308","85025.30005652","59736.4370558341","77891.3202425767","76996.9002682094","58524.9211130157"
"M234.9877T234.508","24074.1734574333","20722.5939232602","21823.9426753385","16759.7535040215","18990.5491423333","16953.9472899126","9074.4714343341","6797.20423339394","5404.42668743133","5223.81830459675","4404.00045775349"
"M235.0184T212.102","86042.0469958345","77988.1685014381","73237.4127508447","69312.6296838139","73219.9586324534","72642.8049048843","38333.9111454202","31156.2025702796","28448.8245135498","21770.3996633391","22530.4317576833"
"M235.0247T964.292","179762.776920166","149913.12765625","131530.805903357","121620.589429258","187888.018383571","110062.708676896","220222.813799345","188331.307376228","143599.658340339","143844.60340469","111799.851336523"
"M235.026T49.285","66013.4890987406","65018.8948670148","64177.2906369575","39464.0236419631","57043.8298040781","43899.2586434306","13216.2857233621","11582.6452099969","11083.0361442804","8922.16733915858","7653.07327461504"
"M235.1686T425.287","77512.1862982811","67058.1530581265","65917.0936261353","71956.8586695525","56337.4210853313","50690.6530863637","101673.943571655","93525.8077336425","85855.2442161037","78122.3642149168","57630.0098934461"
"M235.6329T613.2485","2723.43819308887","1945.06847608123","2190.96208459854","1674.27493386343","1427.86597635656","883.496483935424","54415.5408077695","53651.0936912322","41672.670582409","35497.468473358","27868.9014026665"
"M235.8695T965.504","72275.4642188556","68596.8668935467","72380.2536601491","71129.5422304969","73074.9252591637","65480.0019345691","76554.9397564996","77364.0522069478","69086.5080594694","67083.2943270538","62012.3623911265"
"M235.9385T672.978","46483.2172038179","39801.925501034","43409.6780510045","41888.7564616667","39657.8908529541","33493.3503571325","45323.1357676351","42795.7855058309","40311.2814712426","37399.2518313382","32262.2029829958"
"M236.0341T964.293","420297.926458113","363531.077579956","325145.391015281","300463.746692871","276442.8609892","264853.038019426","466248.417524903","444509.034006863","388467.257990804","304518.485208631","270510.868320629"
"M236.0497T948.551","76990.2746298527","77222.6725722567","66922.4585544209","63076.0920520201","56281.7708412722","64567.9028329714","101923.344147513","82185.7717792134","76112.9934045225","63293.9022880225","64503.9761889249"
"M236.0731T418.0145","14079.3926218964","16651.117920227","17605.4972859545","18937.5737890534","17627.2300274658","17581.2035670398","7987.91470940286","6327.96047223765","9528.49939651997","8442.7070803711","9883.80657289636"
"M236.0724T31.626","11548.5691337299","8982.44001538823","7345.68780442731","8130.68912626122","7791.07319916019","8159.7180319696","93744.6042591477","87570.2893831454","88973.7082682107","77735.8133139697","68475.7935402542"
"M236.1535T558.504","8162.64359732524","8050.72041153979","7067.48860952468","6097.61525119967","5813.94485719869","4668.57715796192","19972.8078608165","21680.0492178759","11195.2147861094","15718.5009622497","14076.054222103"
"M236.1614T570.635","28352.4887384031","27224.8905525624","24542.0791244786","21580.3771617509","21023.0904998115","17838.5933351074","11548.7506647227","7761.61652195234","10080.4828222442","7032.86027696403","6001.95815626217"
"M236.237T409.545","4399.43965535737","4209.54631913143","3635.2922478","3409.78279438892","3241.28093987243","2621.14208862806","9209.48136072926","7692.4722914988","8002.69985873544","6601.19897058186","5246.59774692384"
"M236.8337T21.5385","28896.6573714594","45518.6669752563","38074.4532057154","42547.8327539988","37089.6219747009","37185.7149859672","5090.06860065633","4665.80009030803","4110.680116919","5116.93396131251","5428.99821968503"
"M236.8842T949.754","19656.6045081991","18228.2325635936","16991.278398154","28082.1692706517","30143.2369369939","13287.8743338622","21301.6957184079","21721.3838058473","19714.7598347979","16732.1798549107","14362.0955780408"
"M236.9375T672.978","30975.9118212183","30472.8011432755","31644.1180561065","28083.7174921876","27225.2909783995","25869.4194315683","30036.735744667","33957.8523918162","32185.6717160644","28388.4316535789","23070.7683265838"
"M236.9474T950.363","49396.3010162319","42868.4000812248","40012.4628438666","37899.2454060693","30135.131567273","34678.7499307635","60551.7795520109","58588.5606343677","47985.6579191331","43446.3317696556","47483.0589727832"
"M236.9982T32.836","8930.49431909032","9235.79204119861","8409.50808426132","7260.56820841692","7980.54053726574","6848.20474843408","64765.8370799628","63429.8429647493","63206.569998436","52132.8678208475","45274.2659022177"
"M237.0159T211.498","26481.4702670642","25343.7906703921","25171.0714966576","22458.9833252568","23811.7644347862","25300.9909660645","12005.9261958452","9802.37093929514","9428.54153048441","5754.10200033145","7359.9675038574"
"M237.109T38.306","7988.88813081055","8280.88598888328","7383.05260918681","6202.16758864746","8050.59053524017","6856.38827555084","10944.7822515158","8917.35884060518","7321.0684350786","6625.84508515108","6451.98885608066"
"M237.8367T949.756","41916.4925189644","40798.8471713055","38622.6810627932","35996.136649675","33885.9281556323","34171.6653185082","40204.1293462271","39808.262656744","42526.8292183683","35514.834449082","36398.9385342108"
"M237.9556T234.51","7550.8766571289","6576.19799482308","6999.051911336","6609.35177202593","5335.03139074023","5216.81255822971","12459.3933250443","11795.6791921091","10838.0535446777","7679.7129323101","7162.03982494043"
"M237.9684T951.579","31471.9991265698","26348.4890865813","24201.0479452515","24015.58509982","14499.215320117","21102.9372072752","37261.0218992504","32900.3163477394","26567.4647696142","25185.1420434186","21330.2075055745"
"M238.0514T39.4955","7706.53790286021","7898.57118503909","5447.84320468609","4823.65221150716","4533.93670681485","5945.9806682539","3494.16158877449","3240.23932746681","2708.3819475539","3131.75919009653","2518.00832094575"
"M238.0989T180.613","4276.39845469874","3972.49554806785","3625.00989429278","2976.0775357843","2655.82469938472","2814.96381256147","116509.355208646","111105.637526183","106527.078957682","84435.3714497215","71331.4326088256"
"M238.1691T631.8005","11794.3571077148","8086.67632939728","9644.8968489476","8156.65966957859","5588.19285000723","6746.30240826963","8729.90477534979","10102.2992866908","9947.52040918469","9205.14790615377","6371.20189883964"
"M238.3735T966.715","46590.7066495637","42700.8215692926","45966.5470153652","46855.4412446904","45472.7852499104","46245.7213911001","42672.6149469727","45851.2931012923","48369.667179889","43381.4114564043","44365.2704144386"
"M238.64T344.1285","6717.0670631131","4809.67857581329","6282.54290563968","5341.25241923937","5062.66106257414","4624.30465648323","7003.69749051255","5902.17289222081","6237.97599910585","5229.74359319687","3562.31259059145"
"M238.8319T21.327","14376.3548670298","21703.9153270945","16161.0050695465","20511.1892507462","15602.4413559209","14936.0581994209","3860.34246761173","4744.73414630038","4386.2459636437","4327.49093184527","3737.75270419923"
"M238.8872T956.3255","31111.48101951","28713.6274281248","28044.1959976378","28383.1816874203","13307.205697707","17888.2682866068","31173.3798060708","36498.5050696268","33760.4184388701","27559.3461690026","22461.0473912111"
"M238.9073T945.52","77455.6744239475","64924.6979258084","63621.2337224993","61614.031700659","55305.6140173182","53775.2630829105","89742.6696769108","82572.5647388463","70600.722710831","63856.2348262158","55812.7597059163"
"M238.9426T950.365","33935.3514941677","21008.4214617398","20684.7023169724","21710.5523503644","17263.2715720932","19650.7007167427","31053.4405235481","29420.1599322131","24347.2331896253","18389.3657989884","16669.2568644859"
"M239.0276T952.787","75988.9600409631","54351.3999722904","59107.520795741","52130.42729269","63740.8577408712","52353.0585703122","82182.7988109477","71707.6008090418","68236.2618180217","54768.3120522594","47381.4604449466"
"M239.0491T234.506","19600.435311227","17130.0482181974","16566.0745338911","15960.4980943884","15561.3754504557","12748.4791883036","59309.4152053142","47272.8016989294","43742.6198903274","37599.0075998483","35132.2041697772"
