"","mz","rt","","","","","","","",""
"group","mz","rt","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:Yes","Cell line:T24S | Treatment:Yes","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:Yes","Cell line:T24R | Treatment:Yes"
"M1044.99T733.8","1044.99","733.8","4679.1","3777.3","3387.6","3756.7","7724","6256.2","4083.6","3268.8"
"M1042.98T730.8","1042.98","730.8","5565.4","6243","4793.8","4176.5","14461.8","10616.2","6823.3","4528.2"
"M1040.96T727.2","1040.96","727.2","8520.8","8656.9","5492.8","6424.8","14811.2","8848.8","6096","5347.3"
"M1038.94T723.6","1038.94","723.6","12249.1","11133.3","7660.7","5082.9","16180.1","13027.8","8870","1896.8"
"M1036.93T717","1036.93","717","20604.2","19201.3","11662.3","13065","30786.9","26703","17597.5","15606.7"
"M1034.91T706.8","1034.91","706.8","2838.5","1070","2184.1","799.8","2621.4","4719","1366.1","3169"
"M1032.9T690","1032.9","690","1716.7","1801.3","1325.1","882","5052.7","3688","2184.3","2959.1"
"M1073.02T737.4","1073.02","737.4","1971.4","2407.4","1839.7","1530.7","2982.7","3013","2100.8","2083.6"
"M1071T733.8","1071","733.8","2306.4","2506.7","1780.9","2108.3","5846.5","3936.6","2815.8","1832.8"
"M1069T730.2","1069","730.2","2475.6","2703","2125.4","1837.2","6609.4","4433.6","3722.5","2408.7"
"M1066.98T728.4","1066.98","728.4","4911.2","4027.5","3383.6","3678.9","10305.1","5572","6152.5","3744.9"
"M1064.96T723","1064.96","723","4539.6","5226.9","4159.6","3907.7","14540.2","6704.1","4091","5395.9"
"M1062.94T717.6","1062.94","717.6","5019.3","5170.8","2913.5","4423.1","17812.8","13488","9889.7","8787.6"
"M1060.93T708.6","1060.93","708.6","1346.9","1413","830.7","930.8","3852.5","3694.2","2833","2416.4"
"M837.55T306.6","837.55","306.6","89709.4","104311.6","98531.6","112691.1","116286.1","114314","94542.9","109382.7"
"M797.51T307.8","797.51","307.8","29625.7","34931.6","17078","12947.3","20688.6","29780.5","22516.5","45437.9"
"M771.52T329.4","771.52","329.4","129293.6","119394.8","134401.7","135073.3","103328.7","104691.9","105980.5","107662.6"
"M890.86T717","890.86","717","17121.9","16925.4","9986.7","12758.4","39026.6","9321.4","7167.3","7313.2"
"M885.55T309.6","885.55","309.6","9789.2","17331","13660","18050.2","13363.8","15703.3","16393.5","17150.2"
"M814.54T352.2","814.54","352.2","36689.8","41002","23938.4","42876.2","41417.5","44118.4","24406","43436.2"
"M845.8T702.6","845.8","702.6","553.1","351.6","581.5","777.5","1399.8",NA,"550.4","773"
"M894.76T660.6","894.76","660.6","27565.3","32418.5","5904.1","4638.6","12672.2","5611.8","5041.9","4745.8"
"M411.09T45","411.09","45","1071.2","1057","426183.3","441735.8","1606.6","2138.6","466213.1","479904.9"
"M700.57T316.2","700.57","316.2","134189","135049.7","120604","114186.2","90944.1","93146.1","44713.6","68452.5"
"M778.59T333.6","778.59","333.6","2913.5","2916.5","2415.1",NA,"3256","3230.9","2923.9","2582.8"
"M891.59T346.8","891.59","346.8","3238.1","3811.8","4591.2","3985.5","2647.6","5768.3","5960.8","1927.5"
"M917.61T360.6","917.61","360.6",NA,"675.2","1367.6","1244.1","3403.3","3092.8","1437.4","2682.6"
"M566.55T399","566.55","399","8222.5","6066.1","8529.9","5978.2","4525.1","5486","9037.1","3576"
"M594.58T441","594.58","441","2573.3","4081.4","4052.2","4016.6","4137.7","4985.9","4245.8","4725.3"
"M765.73T679.8","765.73","679.8","1451.5","724.8","1462.8","1617.3","3496","1488.1","1213.8","1366.9"
"M817.76T681.6","817.76","681.6","2271.5","2042.9","1501.3","1779.5","6176.9","1877.8","479.1","1512.8"
"M899.84T717.6","899.84","717.6","4691.3","4942.2","3772.6","3452.3","10110.2","3313.7","3277.7","2413.8"
"M875.84T724.2","875.84","724.2","13969.3","11733","9431.5","9070.6","12099.4","5078","4255.6","3473.6"
"M903.89T729.6","903.89","729.6","27870.6","25644.9","22291.2","20220.7","11607.5","9441","8059.2","5639.1"
"M913.58T307.8","913.58","307.8","31522.2","35934.7","37466.8","37144.5","36457.5","42998.5","39630","39816.7"
"M768.71T618","768.71","618","11498.9","6847","2569.1","3030.2","4073.5","5710","3447.3","4031.6"
"M752.73T727.2","752.73","727.2","3131.6","3058.9","3114.1","3343.5","5594.6","7198.1","4005","3197.1"
"M749.61T403.2","749.61","403.2","3505","3063.2","3618.6","2828.1","2588.1","2104.8","3680.7","1807.2"
"M370.36T307.2","370.36","307.2","9333.8","20396.4","43289.8","48036.9","53704.7","69333.4","19560.7","59565.1"
"M537.52T703.2","537.52","703.2",NA,NA,NA,NA,"14266.9",NA,NA,NA
"M535.51T704.4","535.51","704.4","847.9","716.2","1041.4","810.9","964.9","1307.1","695.3","542.7"
"M535.51T681","535.51","681","795.6","910.3","925.9","902","1751.6","984.9","1147.4","936.9"
"M539.52T354.6","539.52","354.6","8417.9","9660","6439","13422.7","10157.7","11806.6","6196.7","9325.1"
"M563.54T681.6","563.54","681.6","739.7","515.6",NA,"1268.5","1238.2","868.3","692.9","440.3"
"M561.52T681.6","561.52","681.6","598.4",NA,"605.8",NA,"960.2","994.1","835.4","703.9"
"M565.56T724.2","565.56","724.2","1280.6","1689.1","1468.9","1544","3327.3","3209.4","2312.1","2585.3"
"M563.54T724.2","563.54","724.2","799","878","996.8","964.2","1378.4","1469.7","1098.3","760.2"
"M565.56T717","565.56","717","12216","12716.7","9719.2","9599.4","13100","3356.7","3508.7","4082.8"
"M563.54T716.4","563.54","716.4","1481.2","1061.3","1314.9","1579.5","2236.4","1580.2","1009.9","1223.6"
"M576.51T649.2","576.51","649.2",NA,NA,"2210.5",NA,"2699.9",NA,NA,NA
"M575.5T649.2","575.5","649.2","2620.5","3058.9","1730.3","2297.1","2455.1","1451.3","1486.5","1607.5"
"M579.53T693.6","579.53","693.6","2868.2","2834.6","1671.5","1644","1937","1595.5","1272.8","1218.4"
"M577.52T694.2","577.52","694.2","1074.7","2698.7","2036.2","2206","3324.9","2163.1","2039.4","1953.1"
"M633.58T711.6","633.58","711.6","704.8","571.7","654.4","570.9","1026.7","1000.3","641.3","811.4"
"M631.57T712.2","631.57","712.2","636.8","716.2","632.1","1148.5","1147.9","1055.5","914","1190.3"
"M653.55T307.8","653.55","307.8","43813.2","49026.8","50364.9","56741","49783.2","60576.6","55016.1","54642.7"
"M671.61T479.4","671.61","479.4","7946.8","6747.7","18484.2","7939.9","10654.4","18480.1","22327.3","22464.3"
"M673.63T520.2","673.63","520.2","17373.1","10889.6","17408.3","13338.3","12082.8","16660.6","34516.8","35805.6"
"M674.63T519.6","674.63","519.6","2742.6","8989.1","4854.5","6489.2","4335","5467.6","9169.8","6693.7"
"M693.56T333","693.56","333","20267.5","10039.6","21099.9","20234","8506","11545.8","6275.3","19395.1"
"M705.81T304.2","705.81","304.2","13046.4","14151.3","13653.9","13116.1","19469.3","18655","18990.6","17662.2"
"M721.58T375.6","721.58","375.6","94990.4","94444.6","95763.9","91066.3","72867.4","79093.5","69092.6","77834"
"M735.57T349.2","735.57","349.2","1696216.3","2036136.2","1603385.3","1931874.2","1000418.2","867892.7","1487130.6","2108896.9"
"M743.57T339.6","743.57","339.6","15005.7","14820","14093.6","15966.4","15067.8","14126.2","11250.9","15189.5"
"M745.59T346.2","745.59","346.2","9000.6","24410.9","9480.1","7748.8","7336.7","18510.8","5326.9","9130.6"
"M763.6T390","763.6","390","157745.2","486721.5","218438.5","236900.9","565915.8","606327","237625.1","354749"
"M769.57T346.8","769.57","346.8","93350.5","95477.9","99550.7","103413.8","95633.2","102350.8","102597.2","99773.5"
"M775.55T347.4","775.55","347.4","10125.9","10574.6","9956.3","4114.3","11664.5","11156.2","10995.4","10709.9"
"M773.55T347.4","773.55","347.4","64092.9","65404.3","62973.4","68142","70431.4","67280.7","68070.5","67170.1"
"M775.55T333","775.55","333","25492.7","23983.8","24663.8","25183.6","30425.6","20953.1","31983.6","27937"
"M775.57T336","775.57","336","16867.2","17387.1","22826.1","18810","19704.6","19348.4","16855.5","20319.2"
"M775.6T372.6","775.6","372.6","194742","71397","57190.9","201553.6","49614.5","65998.2","180333.8","66179.5"
"M785.57T313.8","785.57","313.8","32420.7","34017","20573.1","29913.4","36904.3","26089.4","24324.9","50631.6"
"M788.84T355.8","788.84","355.8","17141.1","16867.2","20575.1","17017.2","14395.2","13788.7","14236.2","15151.1"
"M786.84T356.4","786.84","356.4","187020.2",NA,NA,NA,NA,NA,NA,NA
"M791.55T315.6","791.55","315.6","12409.6","35440.7","14987.1","22895.4","46579.6","45944","23607.5","26644.3"
"M791.56T361.8","791.56","361.8","48975.5","13312.1","54435.4","13651.5","49056","17268.1","15398.4","18258.6"
"M796.07T355.8","796.07","355.8","43706.7","46716.4","46414","43942.5","38967.2","39595.8","38666.8","39266.4"
"M793.06T355.2","793.06","355.2","4387.8","4666","3934.7","5182.9","3916.7","5341.8","3562.7","4297.8"
"M797.53T321","797.53","321","29503.6","8341.9","32063.1","6844.6","29952.7","30750","31986.1","30015.5"
"M797.6T392.4","797.6","392.4","30157.9","62556.8","64940.7","28229.4","38995.7","66740.7","64620.8","69635.1"
"M797.61T370.8","797.61","370.8","3337.5","27411.6","28726.1","8046.5","4784.2","6510.8","25418.3","26864.5"
"M799.56T350.4","799.56","350.4","53637.2","40618","60716.3","43869.2","44763.8","74214.9","63923","66479"
"M803.64T414","803.64","414","5364.8","16041","5691.3","4865.2","15790.3","14660.1","5651.2","15128.1"
"M811.6T354.6","811.6","354.6","118351.2","128925.4","409994.7","180122.2","156137.4","181263.3","178751.4","390526.5"
"M812.53T317.4","812.53","317.4","30606.2","27730.9","34737.6","30608.7","34432.6","29795.8","36298.2","33018.1"
"M815.54T350.4","815.54","350.4","18486.2","18316.8","21813.1","21595.8","19559.7","20996.1","22172.5","21826.9"
"M814.54T349.8","814.54","349.8","36677.6","43113.9","42937.2","43869.2","42182.8","46484.1","43104.3","44019.8"
"M817.65T433.8","817.65","433.8","22696","22588.1","19100.1","6538.1","9081.1","6587.5","21401","15698.9"
"M826.56T355.8","826.56","355.8","4021.4","2793.6","3185","4345.4","14516.4","20078.7","5356.4","2738.9"
"M835.6T343.2","835.6","343.2","33286","39051.9","36901.5","61626.2","37988","46929","76923.3","60476.4"
"M837.62T394.8","837.62","394.8","12851","12326.3","14508.9","12707.3","13779.7","12214.7","12091.2","11285.9"
"M837.77T657.6","837.77","657.6","8548.7","21692.9","3774.6","2996.9","3802.6","4593.2","1543","3645.1"
"M840.71T634.2","840.71","634.2","8266.1","4023.2","3671.3","1815","1958.3","4455.1","2245.8","1953.1"
"M841.54T353.4","841.54","353.4","12762","19628.4","13471.6","20425.1","24776.4","39230.7","20749.9","35101.7"
"M840.54T352.8","840.54","352.8","24765.2","63801.5","36854.9","36442.5","60435.3","71855.5","32489.8","43464.4"
"M843.53T351","843.53","351","11167.4","12598.1","11968.2","11989.8","11158.3","11282","11287.8","11127.2"
"M844.54T351","844.54","351","16780","18331.9","5904.1","12251.9","17030.9","13985.1","16469.7","12053.8"
"M845.55T354","845.55","354","8580.1","9534.8","8793.3","11336.6","10019.9","5179.2","10076.4","10894.2"
"M847.76T624","847.76","624","6607","17361.2","2323.9","3014.7","12040","3319.9","1324.4","1282.4"
"M850.54T320.4","850.54","320.4","14365.4","15782.1","5648.8","9539.4","5528","12791.6","15757.2","12153.6"
"M849.54T320.4","849.54","320.4","14138.6","22182.5","48699.5","49192.1","45826.2","23966.1","45863.6","22584.6"
"M854.73T646.8","854.73","646.8","79599.2","37641.1","30788.7","32279.3","51145.1","28611.5","6231.1","7518"
"M856.74T645.6","856.74","645.6","6818.1","7036.8","3085.8","3125.7","4211.4","3052.9","1658.5","1983.8"
"M867.67T414","867.67","414","8381.3","9556.4","8860.2","4207.6","5057.5","26865.6","27484.7","28011.2"
"M870.7T647.4","870.7","647.4","14311.3","18398.8","8327.3","22526.7","34910.3","21806.1","5943.6","5836.2"
"M869.7T647.4","869.7","647.4","80335.5","81233.9","38090.8","38533","58517.4","37521.7","17936.6","16748.4"
"M879.59T393","879.59","393","23039.7","10475.4","21476.7","20818.3","9102.5","10462.7","15712.9","14580.3"
"M881.75T650.4","881.75","650.4","13074.3","24773.3","7044.8","6151.5","17311.4","5378.7","4636.5","5419"
"M882.76T671.4","882.76","671.4","65275.7","60429.8","59298","59595.7","49583.6","23281.9","12177.2","23652"
"M884.78T693","884.78","693","89944.9","58123.7","16585.7","36691.3","29040","17041.1","5904.3","12430.1"
"M887.79T640.8","887.79","640.8","5261.8","3181.9","1501.3","3676.7","3322.5","3473.3","1963.2","1779"
"M891.68T613.2","891.68","613.2","21377.1","19943.4","10604.6","3221.3","12439.3","6501.6","2543.1","3192"
"M891.84T705","891.84","705","410","828.4","551.1","471",NA,"711.8","371","496.6"
"M896.72T651","896.72","651","27251.3","53431.8","12902.2","15759.8","37203.8","16172.8","9757","12535"
"M898.73T669","898.73","669","65036.7","52262.6","31591","40185.9","66139.2","36997","17828.5","15568.3"
"M899.79T640.2","899.79","640.2","82713.4","44065.2","12632.8","13029.5","31609.2","20765.9","4260.5","12007.7"
"M900.75T691.8","900.75","691.8","45205.4","50027.7","20684.5","28998.1","29995.4","23613.3","8648.9","9983"
"M901.8T651","901.8","651","57124.8","47421.8","16648.5","7171.2","31305","5587.3","3002.5","3919"
"M905.08T672","905.08","672","2168.6","1639.5","1302.8","1315.2","2112.8","1027.9","656","519.6"
"M903.07T672.6","903.07","672.6",NA,"4411.5","2105.1","2372.6","3303.5","1880.8","997.6","993.2"
"M910.79T692.4","910.79","692.4","64363.3","46272","14638.6","14413.5","39932.1","24248.4","11791.4","8547"
"M920.72T640.2","920.72","640.2","15775","40803.5","24434.8","8573","23980.2","8907.1","5267.9","6345.6"
"M919.72T639.6","919.72","639.6","65509.5","63855.4","37809.2","37255.6","36833","30035.1","16467.2","17268"
"M923.79T630.6","923.79","630.6","15640.7","33292.1","15783.4","13838.1","12356.1","9974.9","5167.2","4671.5"
"M924.75T673.2","924.75","673.2","9398.4","39759.4","21800.9","8655.2","40034.3","25211.8","13309.9","13822.6"
"M923.75T673.2","923.75","673.2","58304.1","60542","32561.5","33636.7","63009.2","39488.4","20037.4","19469.4"
"M929.84T714.6","929.84","714.6","1008.4","1391.4","727.4","857.5","926.9","1034",NA,NA
"M932.78T660","932.78","660","9859","16358.1","4009.7","4505.3","11576.6","4786.5","2982.9","11818.3"
"M938.83T710.4","938.83","710.4","16568.9","8178","8527.9","8310.9","23264.8","6210.1","4997.7","5577.7"
"M942.71T606.6","942.71","606.6","18679.9","17393.5","9498.4","9459.4","6592.8","6056.7","2604.5","3076.8"
"M941.7T607.2","941.7","607.2","27980.5","25575.8","14825","14280.2","22782.4","17823.5","4570.1","9995.8"
"M944.72T633","944.72","633","38682.2","30936.5","20342.1","18901.1","23899.4","21723.2","12140.4","11058.1"
"M943.72T633","943.72","633","67212.3","64032.3","33908.9","33683.4","43150.1","39178.5","19039.8","19052.1"
"M944.85T673.8","944.85","673.8","4536.1","3408.4","1158.9","1113","2811.6","1601.6","511.1","767.9"
"M943.84T674.4","943.84","674.4","4174.9","4113.8","1580.4","1412.9","3127.6","1580.2","918.9","453.1"
"M949.8T631.8","949.8","631.8","6736.1","15771.3","2249","8155.4","15120.1","4163.6","1810.9","3519.6"
"M954.9T727.8","954.9","727.8","612.4","1432.4","536.9",NA,"945.9","638.2","1063.9","663"
"M951.89T729","951.89","729","8698.8","8460.6","6963.7","8182","6374.1","5292.7","4216.3","2925.8"
"M957.87T697.8","957.87","697.8","6294.7","1283.5","1266.3","3052.4","11412.6","3292.2","2513.6","2395.9"
"M960.81T682.2","960.81","682.2","21989.4","19071.8","10065.7","10612.4","21629.7","4019.4","2887.1","3962.5"
"M964.84T711.6","964.84","711.6","4511.6","9985.7","3272.2","3239","20016","8815.1","2194.2","4420.7"
"M974.77T663","974.77","663","25360.1","23474.7","5545.5","14886.7","22459.1","18731.7","9386","3839.6"
"M973.76T663","973.76","663","38157","35643.5","22593.1","20887.1","30748.8","27592.8","13484.4","14160.5"
"M973.94T729.6","973.94","729.6","8901.2","8203.9","7113.7","7320.1","6495.3","4163.6","4666","2518.8"
"M976.78T682.2","976.78","682.2","8086.4","15622.5","9893.5","10921.2","6704.5","2638.7","2145","4090.5"
"M975.78T682.2","975.78","682.2","24526.2","23300","4281.2","3590","24270.1","17347.9","10445","3783.3"
"M979.85T666.6","979.85","666.6","7662.5","1553.2","1827.5","1566.2","4572.6","4433.6","4189.3","3688.6"
"M981.28T526.8","981.28","526.8","7959.1","3785.9","4410.8","4463.1","8860.1","5473.8","12204.2","76303.2"
"M980.28T526.8","980.28","526.8","8095.1","3442.9","7853.2","3076.9","8814.9","11490.6","19268.3","111366.5"
"M999.9T711.6","999.9","711.6","1141","1141.2","751.7","575.4","1483","1043.2",NA,"847.3"
"M1029.97T727.8","1029.97","727.8","2636.2","2062.3",NA,"1361.8","4929.1","3890.5","2506.2","1686.9"
"M1033.89T690","1033.89","690","903.7","1777.5","1235.9","1259.6","4090.2","2939.4","1941.1","1950.5"
"M1054.3T553.2","1054.3","553.2","6416.8","2120.5","2739.3","3068","3429.5","5986.2","14870.2","176127.9"
"M1056.3T553.2","1056.3","553.2","2990.3","2120.5","2301.7","2439.3","4646.3","5179.2","13334.5","106802.5"
"M1061.92T709.8","1061.92","709.8","1132.3","1734.4","1029.3","1266.3","4755.6","3267.7","1911.6","2500.9"
"M1128.32T577.2","1128.32","577.2","2541.9","1965.2","2469.8","2070.5","3075.4","5943.2","12784.1","226429.4"
"M1159.85T351.6","1159.85","351.6","1962.7","1697.7","3839.5","3725.6","2966","2295.1","3078.7","2933.5"
"M1162.35T351.6","1162.35","351.6","12074.7","9987.9","11390.8","10257","7990.2","8069.5","7928.9","7351.6"
"M1176.36T353.4","1176.36","353.4","7268.2","6978.6","6548.4","6513.6","4686.7","4289.4","4769.2","5081.1"
"M1175.36T354","1175.36","354","7116.4","3511.9","6892.8","7075.7","5178.7","4715.9","5412.9","4699.7"
"M1185.35T351.6","1185.35","351.6","4394.7","3943.4","3298.5","3827.8","3353.4","2730.7","3481.7","3673.2"
"M1193.84T351.6","1193.84","351.6","3405.5","3867.9","2670.4","5629.4","4037.9","4062.4","4626.7","4474.4"
"M1191.83T351.6","1191.83","351.6","3260.7","3611.2","5057.2","4436.5","2816.3","2454.6","3430.1","3614.4"
"M1192.33T351.6","1192.33","351.6","2885.6","4517.2","2115.3","3978.8","3115.8","2730.7","3791.2","2751.7"
"M951.82T657.6","951.82","657.6","16164.1","13361.7","4129.2","7146.8","10072.2","6964.9","3953.4","3550.4"
"M951.82T652.2","951.82","652.2","7606.6","5910.7","3505.2","3181.3","2740.3","6964.9","3953.4","3115.2"
"M815.65T621.6","815.65","621.6","11823.4","12451.4","3736.1","5878.3","10849.3","6707.2","3285.1","3128"
"M733.58T344.4","733.58","344.4","17141.1","21328.3","18301.8","21007.1","18117","16568.6","12570.3","17114.4"
"M883.1T45","883.1","45",NA,NA,"30101.9","37497.8",NA,NA,"35966.5","40835.5"
"M449.05T45","449.05","45",NA,NA,"34559.3","35347.3","240","233.2","38244.2","39366.2"
"M843.16T45","843.16","45",NA,NA,"108757.3","106706.2","194.9",NA,"111486.8","114950.2"
"M398.33T81","398.33","81","13505.3","11642.4","9407.2","8653","12871.8","13089.2","9965.9","9279.1"
"M300.29T88.2","300.29","88.2","21968.5","8745.3","8349.6","9157.3","8541.6","6274.6","7064.1","7100.7"
"M369.13T97.8","369.13","97.8","2592.5","2961.8","3977.2","3998.8","2954.1","3059.1","3238.4","3412.1"
"M332.33T102.6","332.33","102.6","2006.3","2454.9","1691.8","2543.7","6550","61972.6","2602","5232.1"
"M400.34T109.8","400.34","109.8","54800.9","56930.8","27630","27038.7","70374.4","80532.5","46327.9","38946.4"
"M426.36T120","426.36","120","27104.7","25631.9","17612.9","16241.9","27972.9","29578","22189.7","20708.3"
"M529.36T140.4","529.36","140.4","760.7","1264.1","1215.7","1226.3","1390.3","1785.7","1442.3","1328.5"
"M360.36T148.8","360.36","148.8","1254.4","830.5","1353.4","2608.1","2540.6","30808.3","2009.9","2488.1"
"M428.37T162","428.37","162","13862.9","13555.9","2178.1","3052.4","17527.6","17194.5","10231.2","4686.9"
"M470.21T162.6","470.21","162.6","15475","17535.9","13978.1","16059.7","17404.1","16835.5","15415.6","16392.6"
"M533.28T189.6","533.28","189.6","755.4","19151.7",NA,NA,"1090.9","1574","34851","18578.6"
"M599.5T270.6","599.5","270.6","18299.5","21000.4","26430.6","26330","13582.4","16608.5","16312.4","16712.5"
"M625.52T273.6","625.52","273.6","24011.5","25733.3","28600.5","30839.8","25308.7","28194.2","27777.1","30322.7"
"M885.55T274.2","885.55","274.2","11148.3","11189.4","13481.7","13518.2","10858.8","12607.5","13010.2","12760.3"
"M856.58T285","856.58","285","9906.1","10738.6","15771.2","15864.2","19735.5","21563.7","26393.8","28725.4"
"M832.58T291.6","832.58","291.6","17697.6","8083","23209","23166.5","26974.7","28804.8","33322.7","32150.3"
"M1024.68T292.2","1024.68","292.2","17551.1","17928.5","18725.3","17739.2","10671.1","11499.8","10086.2","8454.8"
"M339.29T292.8","339.29","292.8","2922.3","2864.8","3557.8","1319.6","2129.5","1463.6","1710.1","1689.4"
"M750.56T295.2","750.56","295.2","1148","1270.6","1420.3",NA,"2954.1","1116.8","2081.1",NA
"M601.52T295.8","601.52","295.8","3067.1","4064.2","3460.6","3114.6","2649.9","1871.6",NA,"1958.2"
"M783.57T298.2","783.57","298.2","18386.8","21498.7","27234.9","80445.1","19096.2","19860.8","21678.7","20925.9"
"M795.57T300.6","795.57","300.6","9485.6","19071.8","26408.3","27043.1","28201.1","25920.6","30715.8","32490.8"
"M855.52T303","855.52","303",NA,"2303.9",NA,NA,NA,"4047",NA,"3637.4"
"M861.53T303","861.53","303","5357.8","4579.7","6056","6944.6","7415.1","9661.9","7877.3","5984.7"
"M371.77T303.6","371.77","303.6","2426.8","3496.8","4374.4","2992.4","2920.9","3936.6","4454.7","2557.2"
"M793.55T303.6","793.55","303.6","40972.9","39189.9","43194.6","44044.7","55237.6","56569.4","55438.7","55520.7"
"M741.53T304.2","741.53","304.2","32343.9","32761.5","35643.3","34731.9","44973","47453.6","46662.1","44140.1"
"M371.27T304.2","371.27","304.2","12905.1","6478.1","14342.8","15926.4","12643.7","26077.1","20533.7","12957.4"
"M844.53T304.8","844.53","304.8","9007.6","8557.6","13092.7","12340.8","11025.2","12889.7","13518.8","13681.8"
"M685.56T304.8","685.56","304.8","3782.4","4547.4","3266.1","5318.4","5238.1","5765.3","5670.9","5475.3"
"M365.3T304.8","365.3","304.8","929.9","1615.7","1547.9","1284.1","1632.7","1822.5","1538.1","1174.9"
"M339.29T304.8","339.29","304.8","2346.5","2245.7","1096.1","2217.1","1328.5","1613.9","1710.1","1077.6"
"M184.07T305.4","184.07","305.4","26045.7","25047.3","28187.2","27056.4","36276.9","35432.2","28013","27645.2"
"M925.51T306","925.51","306","12720.2","15685","14379.3","15013.3","15174.8","18526.1","14833.3","16070"
"M931.54T306","931.54","306","18259.4","19833.3","19663.4","18881.1","19034.4","24067.4","20342","20206.6"
"M762.59T307.2","762.59","307.2","952.6",NA,NA,NA,NA,"2246",NA,NA
"M708.77T308.4","708.77","308.4","17708.1","25256.6","13579","20867.1","22487.7","27077.3","21654.1","26367.9"
"M630.55T309","630.55","309","18737.4","20193.6","18538.9","20265.1","19032","22103.7","21020.2","24069.2"
"M751.57T309","751.57","309","8616.8","7658.1","7770.1","9470.5","10618.8","9993.3","11717.7","10674.1"
"M551.5T309.6","551.5","309.6","31860.6","30446.8","30527.3","33361.2","45037.1","53854","77173.9","73198.3"
"M603.53T309.6","603.53","309.6","36592.1","27601.4","47483.8","47745.9","56830","57149.3","66318.6","65695.7"
"M742.03T310.8","742.03","310.8","14410.7","15106.9","13593.1","14657.9","14421.4","14313.4","14356.6","14078.6"
"M532.47T311.4","532.47","311.4","5853.3","5714.4","6426.8","6875.7","6849.4","6934.3","6511.2","6399.3"
"M805.56T312","805.56","312","110324.1","103358.2","149816.4","12982.8","118693.6","32842.6","16486.9","20398.6"
"M779.54T313.8","779.54","313.8","18615.3","17557.5","24001.3","22211.2","18292.9","9729.4","22175","21977.9"
"M862.51T314.4","862.51","314.4","8013.1","7681.8","10092","9275","9504.1","9530","11698.1","10228.7"
"M734.79T314.4","734.79","314.4","25665.4","17057","12063.4","22644.4","26349.7","25623","25632.1","18588.8"
"M780.04T315","780.04","315","16530.5","14461.9","20925.6","21156","16427.3","15068.2","19229","20531.7"
"M820.53T315","820.53","315","23552.6","24730.2","34362.8","31435.1","28094.1","30676.4","34914.9","32111.9"
"M823.53T316.2","823.53","316.2","20335.5","22631.2","22540.4","46290.7","24365.2","21913.5","48426.3","17111.9"
"M732.78T316.2","732.78","316.2","241679.8","251506.4","264181.9","263966.2","234050.4",NA,"250008.7","247833.9"
"M890.52T316.8","890.52","316.8","9429.8","9629.8","10438.5","11190","10307.4","11717.7","11648.9","11864.4"
"M898.55T317.4","898.55","317.4","23022.3","22521.2","29455.5","31035.2","28198.7","27184.7","32487.3","32012.1"
"M793.05T317.4","793.05","317.4","14440.4","13797.5","19169","15526.5","14055.4","13730.4","16695.7","16218.5"
"M763.53T317.4","763.53","317.4","3351.5","6232.2","11747.4","13042.8","3462.7","11288.1","2874.8","11682.6"
"M755.03T318","755.03","318",NA,NA,NA,NA,NA,"5814.3",NA,NA
"M846.54T318","846.54","318","16413.6","17249","22072.4","20718.3","17682.1","15706.4","23079.2","23554.7"
"M805.56T318.6","805.56","318.6","83036.2","83209.9","95648.4","109765.3","99383.5","26209","26865.5","120627.7"
"M558.49T319.2","558.49","319.2","2104","2232.7","4735","2328.2","4900.6","5120.9","5454.7","4331.1"
"M768.04T319.2","768.04","319.2","16769.5","16677.4","18267.4","18547.8","15749.9","13574","16165","16597.3"
"M806.06T319.8","806.06","319.8","10424.2","7938.5","8600.8","10608","10084","8928.6","10152.6","12253.5"
"M916.53T320.4","916.53","320.4","9436.8","10770.9","10618.8","9084","10074.5","5875.7","8100.9","3837"
"M842.53T321","842.53","321","7786.3","7852.2","8388.1","9012.9","8681.8","9217","7894.5","8813.2"
"M760.81T321.6","760.81","321.6","21255","28110.5","31293.2","14095.8","20978.5","18154.9","23381.4","26324.4"
"M398.76T321.6","398.76","321.6","8806.9","9987.9","4619.5","9663.8","8731.7","5078","9607.1","3742.3"
"M889.58T322.2","889.58","322.2","3100.2","7308.6","7701.2","7077.9","5100.2","5872.6","5319.5","5314"
"M629.55T322.2","629.55","322.2","17298.1","17568.3","18492.3","16777.3","11129.8","7296.3","5580","4274.8"
"M885.54T323.4","885.54","323.4","1367.8","2068.8","1973.4","1981.6",NA,"1755",NA,NA
"M794.06T324.6","794.06","324.6","11240.7","13001.5","10051.5","16406.2","10554.6","4599.3","8496.5","11301.2"
"M367.32T325.8","367.32","325.8","1214.3","1512.2","1568.2","1486.2","1906.1","1531.1","1891.9","1423.2"
"M788.54T325.8","788.54","325.8","46742.4","47191","51848.1","48325.7","45210.6","46603.7","45470.4","45970.3"
"M717.57T328.8","717.57","328.8","33629.7","36700.5","38729","36815.8","34653.6","34134.3","42362.2","38890.1"
"M767.57T330.6","767.57","330.6","48761","48804.6","56244.7","51013.8","46154.1","50359.3","46541.7","43495.1"
"M769.56T331.2","769.56","331.2","78843.8","74732.1","41304.2","80207.3","70951.9","67811.5","29575.7","51722.1"
"M655.57T332.4","655.57","332.4","13742.5","13579.6","14515","13604.9","13969.8","15721.7","14427.9","15025.7"
