"","mz","rt","","","","","","","",""
"group","mz","rt","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:Yes","Cell line:T24S | Treatment:Yes","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:Yes","Cell line:T24R | Treatment:Yes"
"M832.58T334.8","832.58","334.8","39866.8","37865.4","57675.1","179180.2","58362.9","63157","112324.7","64963.6"
"M810.6T344.4","810.6","344.4","329724.9","325908.4","417906.6","413930.7","433806.1","439447.7","517177.6","518114.1"
"M828.65T415.8","828.65","415.8","2479.1","9429.1","2869","9201.7","4907.7","2957.8","5086.1","10594.8"
"M822.6T336.6","822.6","336.6","30056.7","30891.2","39361.2","39348.3","35616.2","37205.7","42745.5","43234"
"M820.58T323.4","820.58","323.4","10863.9","11288.7","14604.2","14198","13782.1","14058.7","16455","15663"
"M844.68T474","844.68","474","10965.1","3835.5","11402.9","11401.1","16781.4","17004.3","15376.3","17093.9"
"M842.66T436.2","842.66","436.2","18660.7","19233.6","19448.6","19827.5","25087.7","26031.1","25752.5","26152.8"
"M840.65T408.6","840.65","408.6","19676.1","9884.3","17240.1","18896.6","26421","27583.6","28435.6","27535.1"
"M838.62T394.2","838.62","394.2","7369.4","6762.8","6813.8","11205.6","26142.9","31164.3","26806.6","34489.9"
"M834.6T363.6","834.6","363.6","46103.9","43950.9","51706.2","47734.7","47577.7","45692.5","51011.1","49943.1"
"M834.6T319.8","834.6","319.8","134288.5","133764","175622.9","172659.9","179074.2","182499.8","214113.5","217856.8"
"M828.55T307.8","828.55","307.8","66027.7","53056.5","98722","30897.5","72520.5","62715.1","104486.6","82953.4"
"M854.57T273","854.57","273","7625.8","4005.9","11009.9","10494.7","12879","14095.6","17865.3","15977.9"
"M870.69T474.6","870.69","474.6","9066.9","9640.5","4554.7","10881.2","20134.8","23395.4","10476.9","22374.7"
"M868.68T441","868.68","441","1629.5","1389.2","2542.8","2441.5","16455.8","17685.4","17826","6499.2"
"M866.66T414.6","866.66","414.6","14110.7","15801.5","13641.8","15753.1","43378.2","44324","47441","49387.6"
"M864.64T402","864.64","402","7003","7051.9","7364.9","9130.6","11350.8","12969.5","11189.5","15791"
"M860.61T345","860.61","345","13779.2","13424.3","16533","17006.1","18787.3","20677","22310.1","21210"
"M880.58T309.6","880.58","309.6","6727.3","7058.4","9703","9206.2","12391.7","12561.4","14452.5","16456.6"
"M692.56T333","692.56","333","54645.6","56950.2","56801.9","51566.9","37828.8","43225.6","46195.3","44626.5"
"M692.53T356.4","692.53","356.4","9387.9","9526.2","9682.8","10541.3","11795.2","12220.9","11499.1","11250.1"
"M720.59T375.6","720.59","375.6","191681.9","192875.7","183804.3","185005.2","133176.8","144057.6","143286.1","144333.4"
"M720.58T362.4","720.58","362.4","17666.2",NA,"18078.9",NA,NA,NA,"17209.3",NA
"M718.58T344.4","718.58","344.4","59530.6","63320.4","63340.1","60486.5","26276","45664.8","48812","47992.5"
"M718.54T361.8","718.54","361.8","224045","231017.2","240831.1","234275","223514.8","227204.3","217757.3","222576.9"
"M714.54T306.6","714.54","306.6","4745.4","5503",NA,"5984.9","5433","6112","6108.3","5785"
"M732.57T350.4","732.57","350.4","22856.5","27554","24408.5","15655.4","24156.1","29571.8","25489.6","28011.2"
"M732.58T357.6","732.58","357.6","27818.3","29864.3","28957.1","31390.7","28236.7","30971","9570.3","32605.9"
"M748.62T418.8","748.62","418.8","51753","53183.7","50713.4","52289","31542.6","35499.7","35922.3","37318.4"
"M748.59T402.6","748.59","402.6","30751","30839.4","31108.8","32099.4","29691.2","29798.9","29487.2","32222"
"M746.61T379.2","746.61","379.2","204445.7","207238.4","213182.8","193451.6","210526.5","198058.9","213799","218819.2"
"M744.58T372.6","744.58","372.6","122543.6","114508.8","107997.5","117509.6","149981.9","103799.1","95675.6","98808.5"
"M744.56T364.8","744.56","364.8","205975.8","213692.7","215036.7","211448.5","230725.5","232782.4","232634.8","238626.5"
"M744.58T358.8","744.58","358.8","13398.8","13603.3","13672.2","13811.5","12023.4","14025","13221.5","16192.9"
"M742.54T330","742.54","330","88357.3","88059.3","99299.5","96467","94211.9","97113.3","101054.1","102061.9"
"M740.53T322.8","740.53","322.8","70148.5","73444.2","83996.3","84421.7","68915.1","79661.1","81387.8","78328"
"M740.54T307.2","740.54","307.2","18873.5","19900.2","6137.1","23079.8","24595.7","28025.4","27381.5","28551.3"
"M758.57T358.2","758.57","358.2","27155.3","29225.8","29729.1","36189.3","30675.2","29087.1","33320.2","31305.6"
"M754.58T345.6","754.58","345.6","19988.3","15784.3","18018.2","22060.1","20488.9","19606.1","24069.4","18867.8"
"M752.52T303","752.52","303","8730.2","22812.4","24827.9","7582.2","27630.7","27249.2","28160.4","12340.5"
"M776.65T461.4","776.65","461.4","16439.7","16280.4","18958.3","17523.7","15928.2","18225.4","19025","19766.3"
"M774.64T422.4","774.64","422.4","24897.8","23742.2","23395.4","23553","3415.2","17565.8","17319.8","4164.7"
"M772.59T403.8","772.59","403.8","6519.7","8119.7","8748.7","6156","8689","8032.7","12152.6","6752.6"
"M772.62T382.8","772.62","382.8","33880.9","35391.1","36638.1","15277.7","36257.9","35548.8","38335.1","42125.6"
"M770.6T378.6","770.6","378.6","28099.2","27931.5","29297.5","27916.2","4518","23177.6","20769.6","21888.3"
"M770.58T393.6","770.58","393.6","4119.1","3309.2","4376.4","3008","3130","8189.2","4481.7","3872.9"
"M770.57T364.8","770.57","364.8","91171.4","89077.5","51453","85825.7","78150.7","86454.2","76979.8","76710.2"
"M768.57T351","768.57","351","51227.9","57754.8","60483.3","63092.4","50752.9","64203.2","63802.6","54112.9"
"M768.57T369.6","768.57","369.6","178659.9","241082.8","145079.3","223247.2","226043.6","276477.4","61920.5","151557"
"M768.59T339.6","768.59","339.6","135785.4","144284.7","162925.3","157384.5","92177.6","97426.3","114332.1","113601.2"
"M766.55T327","766.55","327","146261.9","150212.7","161393.5","160034.8","151251","157435.2","162910.7","161785.7"
"M766.54T304.2","766.54","304.2","29332.6","29051.1","32401.5","30682","32374.4","31023.1","33796.9","33000.1"
"M788.67T430.2","788.67","430.2","49308.8","50096.8","56803.9","57203","24110.9","32468.3","72675","73021.7"
"M788.65T426","788.65","426","36004.1","34245.6","29787.8","34161","52599.6","51816.7","57812.3","56997.7"
"M788.66T441","788.66","441","16602","21151.4","21053.3","23959.6","14699.5","15451.7","19550.9","17293.6"
"M784.58T379.2","784.58","379.2","2751.3","2974.8","4267","4474.2","3046.8","3783.2","9774.2","3041"
"M804.68T501","804.68","501","14668.9","15232","17173.3","17130.5","12791","5013.5","16528.7","15824.3"
"M800.62T443.4","800.62","443.4","2449.5","4832.1","5531.3","6184.8","2652.3","6253.1","2356.3","5971.9"
"M800.65T427.2","800.65","427.2","2290.7","2506.7","2737.3","1948.3","1922.7","1426.7","2285.1","2900.2"
"M798.64T400.8","798.64","400.8","8808.7","8467",NA,NA,NA,NA,NA,"6570.8"
"M796.61T370.8","796.61","370.8","57107.3","55498.4","58181.7","57998.4","47848.7","10956.7","51669.6","52047.2"
"M796.62T381.6","796.62","381.6","56442.6","58011.6","62819.4","60364.3","6091.3","34579.2","11693.2","7963.3"
"M796.6T393","796.6","393","115905.2","111277.3","121442.8","119920","122681.6","125479.3","123383.9","128593.6"
"M796.6T403.8","796.6","403.8","4918.1","5479.3","10379.7","5720.5","11514.8","11088.7","10508.9","12629.7"
"M794.58T353.4","794.58","353.4","61179.3","64133.7","68486.4","69099.5","80646.2","84441.4","84967.7","87494.4"
"M794.58T364.8","794.58","364.8","114631.6","116948.6","124022","127109","112081.8","115878.8","120504.2","123850.4"
"M792.56T356.4","792.56","356.4","169132.4","168136.9","186768.5","183578.9","167946.9","172230.3","181095.4","188401.9"
"M792.57T348","792.57","348","21242.7","72126.1","61405.2","48159.1","36219.8","64138.8","35556.2","81476.5"
"M792.57T328.2","792.57","328.2","51234.9","52310.1","58593","61610.6","53638.1","56587.8","57185.7","59506.2"
"M790.55T304.2","790.55","304.2","7229.8","7673.2","8619.1","8268.7","6069.9","6885.2","5353.9","6317.4"
"M790.57T319.8","790.57","319.8","31508.2","30149.1","35693.9","34656.4","29154.1","33919.6","37394.1","30801.3"
"M790.56T324.6","790.56","324.6","12835.3","16228.7","16537.1","15182.2","12056.6","23521.2","17713","20541.9"
"M790.55T316.2","790.55","316.2","67641.5","67962.7","76349.7","77261.6","91754.5","93857.9","92660.8","93840"
"M806.55T363","806.55","363","6676.7","6732.6","7464.2","7366.7","7484","7219.6","7213.9","7809.8"
"M824.65T423.6","824.65","423.6","17245.8","15607.4","16995","19183.2","6462.1","15215.5","15391","5349.9"
"M822.61T403.8","822.61","403.8","7816","4562.5",NA,NA,"6604.7","8201.4",NA,"6394.2"
"M820.62T369","820.62","369","17620.9","18534.7","17874.3","18812.2","2740.3","3893.6","5019.8","2910.4"
"M818.58T354.6","818.58","354.6",NA,NA,"8823.7",NA,"7127.5",NA,NA,"12565.8"
"M816.52T315.6","816.52","315.6","7275.2","8143.4","9494.3","7575.5","8265.9","9029.9","8636.6","8874.6"
"M814.51T316.8","814.51","316.8","9220.4","11398.7","9840.8","10239.2","11681.1","9342.8","8843","9839.6"
"M840.54T320.4","840.54","320.4","10790.6","4307.9","13366.2","12156.4","11196.3","10837.1","9845.5","11326.8"
"M840.56T348","840.56","348","60757.1","66582.1","65147.4","68832.9","66134.5","71576.2","68343.2","69834.8"
"M855.57T307.2","855.57","307.2","39861.5","34124.8","50391.3","51851.3","45398.4","64043.7","58962.2","47526.7"
"M838.55T320.4","838.55","320.4","54954.4","47710.9","60134.8","45928.6","50798.1","45756.9","54121.7","49333.8"
"M836.54T309.6","836.54","309.6","203128.5","207775.5","239210.2","226812.8","229185.5","243410.8","34946.8","220772.3"
"M842.55T348","842.55","348","11598.4","13957.1","13886.9","13695.9","14319.2","14712.3","15332.1","12760.3"
"M842.53T351","842.53","351","22968.2","25722.5","26977.6","24477.2","26219","28531.7","26298","23539.4"
"M930.76T640.2","930.76","640.2","73137.1","65136.8","32377.2","29848.9","19861.5","14647.8","5722.5","8219.3"
"M928.75T630.6","928.75","630.6","17350.5","43310.2","8722.4","20420.6","29565.3","10962.9","11791.4","5902.8"
"M688.53T306","688.53","306","2524.5","3093.4","2640","3176.8","2697.5","2985.4","2813.3","2470.1"
"M742.57T381","742.57","381","20428","20961.6","19231.8","18736.7","14143.3","14114","14813.6","14662.2"
"M738.54T335.4","738.54","335.4","3236.3","4948.6","3014.8","7364.5","5794.2","5507.5","3899.4","5595.6"
"M772.62T414","772.62","414","15065","14548.2","13534.4","5185.1","4981.4","4700.6","4589.8","13134"
"M766.57T371.4","766.57","371.4","12277",NA,"10096.1",NA,NA,NA,"8115.7",NA
"M802.64T481.2","802.64","481.2","7074.5","6969.9","4396.6","8624.1","5468.6","6237.8","5449.8","5895.1"
"M790.55T363","790.55","363","103399.6","115136.5","111213","118027.2","98418.6","107438","106938.8","113416.9"
"M790.56T355.8","790.56","355.8","133955.2","111037.8","138761.9","117411.9","100262.8","91992.4","101815.8","87827.2"
"M790.57T340.8","790.57","340.8","6429","7002.3","26071.9","24639.4","4758","5053.4","6290.1","5933.5"
"M790.56T371.4","790.56","371.4","16244.3","19990.8","14328.6","23213.1","18259.6","17780.5","20808.9","20206.6"
"M818.57T393","818.57","393","19328.9","19606.8","20248.9","19616.4","20488.9","20989.9","21233.9","19968.5"
"M676.53T378.6","676.53","378.6","9166.3","8387.2","8596.8","4089.9","9142.9","7575.5","3837.9","9847.3"
"M674.51T341.4","674.51","341.4","7044.9","3276.8","3337","2757","1898.9","2506.8","2543.1","2063.1"
"M704.56T420.6","704.56","420.6","9066.9","9787.2","9052.6","9810.4","4750.9","4424.4","5334.3","10080.3"
"M702.54T382.2","702.54","382.2","83983.5","83386.8","79457.8","79900.8","70395.8","51936.3","62787.8","58840.7"
"M700.53T349.8","700.53","349.8","19716.2","20648.8","18818.5","19067.7","14934.7","7747.3","14130.6","12921.6"
"M730.57T424.2","730.57","424.2","21279.4","18168","18480.1","15773.1","15773.7","6452.5","10924.1","14288.5"
"M728.56T385.2","728.56","385.2","6333","5114.7","7332.5","6084.9","6402.6","4989","2648.7","6235.5"
"M726.54T360","726.54","360","3093.2","3701.8","3499.1","2548.1","2771.1","1469.7","1476.7","2196.3"
"M726.54T372","726.54","372","1865","4709.2","2595.4","1919.4","2336.2","1776.5","3248.2","3386.5"
"M758.6T462.6","758.6","462.6","2842","3171.1","2176","3396.8","926.9","5424.7","4781.4","5124.6"
"M756.59T428.4","756.59","428.4","1833.6","1917.8","1067.8","1628.4","3130","3372","3086.1","2769.6"
"M754.57T413.4","754.57","413.4","2351.8","2649","2486","1628.4","2821.1","2414.7","2562.7","2083.6"
"M752.56T372","752.56","372","116648.4","120941.5","130017.2","128275.3","121925.8","129600","129445.5","136027.1"
"M750.55T356.4","750.55","356.4","37984.3","38790.9","39950.8","42794","27823.2","27635.8","25742.7","28259.5"
"M782.6T442.8","782.6","442.8","3267.7","3568","4070.4","4138.8","3225.1","3347.5","3609.4","3238.1"
"M780.59T412.8","780.59","412.8","46695.3","47447.7","53517.6","52408.9","38109.2","42090.3","44549","45133.3"
"M870.73T623.4","870.73","623.4","7205.4","8577","4106.9","2790.3","3980.9","3151.1","2019.7","2229.5"
"M792.56T315","792.56","315","32190.4","32552.2","36168","37708.8","21235.2","37168.8","35585.7","39414.9"
"M820.61T345","820.61","345","21378.8","21505.2","22473.6","7666.6","20439","21382.7","21774.5","21972.8"
"M906.61T333","906.61","333","8369","7914.8","7751.9","9010.7","5416.3","4869.3","4693","2572.5"
"M745.58T372","745.58","372","67308.2","66377.2","73768.5","69608.3","72582.2","59919.9","64011.4","62426.9"
"M767.56T366.6","767.56","366.6","13505.3","13635.7","2763.6","13113.9","14996.5","16344.6","15558.1","16146.8"
"M787.67T430.8","787.67","430.8","93338.3","87712","105799.2","104589","133504.8","131981","149726.1","143734.4"
"M779.56T352.2","779.56","352.2","12826.6","13195.6","12952.9","15086.6","10977.6","11993.8","10956","11613.5"
"M801.68T452.4","801.68","452.4","19067.2","17693.4","20508.2","21900.2","25178","28200.3","27425.7","27704.1"
"M815.7T472.2","815.7","472.2","179523.5","185631.8","207489.5","205423.6","190106.6","210212.3","217877.7","218038.5"
"M668.6T445.8","668.6","445.8","8096.9","8508","11571.1","12516.3","12764.9","13368.4","14074.1","15274"
"M698.56T306","698.56","306",NA,NA,NA,"3583.4",NA,NA,NA,NA
"M736.57T317.4","736.57","317.4","4598.9","11966","5697.4","3312.4","12261","13896.1","12341.8","4517.9"
"M736.57T370.8","736.57","370.8","10982.5","12751.2","12332.9","13713.7","12451.2","5866.5","12563","14506"
"M748.54T330.6","748.54","330.6","285149.3","289130.2","306851.7","302559.2","235947","244239.2","242635.1","240948.2"
"M754.57T380.4","754.57","380.4","27861.9","28649.8","26712.2","27320.8","15697.6","15390.4","13486.8","16162.2"
"M760.58T340.2","760.58","340.2","35669.2","24861.8","56994.4","21595.8","17420.7","10926.1","49699","14117"
"M764.59T352.2","764.59","352.2","35053.3","14783.3","39006.6","17625.9","35613.8","17814.3","38150.8","35593.2"
"M776.57T371.4","776.57","371.4","144224.2","139638","149478","145030.4","95733","100819.8","96535.6","98782.9"
"M776.56T346.8","776.56","346.8","28676.7","27808.5","30707.7","30944.2","41486.4","41409.2","42612.9","43157.2"
"M776.56T358.2","776.56","358.2","8848.8","9957.7","10177.1","10605.7","11053.7","11272.8","9248.4","4553.8"
"M774.55T332.4","774.55","332.4","46684.8","45972.2","48353","46781.7","64511.2","59692.9","58758.2","62915.8"
"M774.58T336.6","774.58","336.6","67027.3","63415.4","68885.6","67553.3","69335.8","67207.1","68601.2","68767.4"
"M772.56T348","772.56","348","108253.2","116817","50340.6","109385.4","101836.2","109662.5","111199.3","116578.2"
"M778.61T400.8","778.61","400.8","7587.4","6702.4","7597.9","7197.9","5832.2","6504.7","5132.8","5390.8"
"M778.57T373.2","778.57","373.2","13845.5","13260.3","37869.9","38135.4","48559.3","49227.1","49598.3","52774.1"
"M810.76T654","810.76","654","9100","8011.9","3841.5","3023.5","4981.4","4258.7","3545.5","3261.1"
"M802.62T374.4","802.62","374.4","16333.3","16957.8","4824.2","16557.3","15219.9","17667","16381.2","9931.8"
"M800.56T349.8","800.56","349.8","13447.7","29467.4","30006.6","28140.6","13249.7","35493.6","14936.5","32175.9"
"M798.55T351","798.55","351","109790.2","118378.8","119718.5","122079.4","125999.4","83168.1","125718.1","85244.4"
"M798.57T346.2","798.57","346.2","79447.4","63093.9","68140","63465.6","73143.1","72088.6","69333.4","70843.3"
"M796.53T321.6","796.53","321.6","58850.2","58561.6","63658.2","62015","58686.1","59714.4","63274.3","57962.7"
"M796.51T308.4","796.51","308.4","67562.9","77279.7","79275.4","81964.6","91020.1","112847.3","99154.8","97625.9"
"M838.76T658.2","838.76","658.2","7587.4","7347.4","3424.1","3125.7","3158.5","2592.7","1781.4","1610.1"
"M826.58T393.6","826.58","393.6","24871.6","21129.8","23748","23026.5","15355.4","15902.8","17813.7","16305.5"
"M824.54T347.4","824.54","347.4","117763.2","126942.9","130748.7","130068.1","127408.7","141369.8","131138.4","134857.3"
"M824.56T356.4","824.56","356.4","51850.7","55558.8","53932.9","55801.2","56093.2","65933.7","57345.4","60054"
"M824.54T334.2","824.54","334.2","5469.4",NA,NA,NA,NA,NA,NA,NA
"M822.53T313.8","822.53","313.8","89179","96903.8","99479.8","102840.6","95923.1","107935.1","103742.2","103769.2"
"M838.68T472.2","838.68","472.2","8510.4","8991.2","2486","4578.6","6122.2","5538.2","10983.1","10157"
"M866.82T702.6","866.82","702.6","9770","8080.9","4421","4154.3","3015.9","3378.1","1926.3","1914.7"
"M838.63T375.6","838.63","375.6","49743.2","20245.4","57353","24041.8","117120.3","129029.3","131760.1","138863.3"
"M836.61T345.6","836.61","345.6","141415.3","138421.4","167567.1","168476.7","234597","252462.1","271805.3","279152.3"
"M852.58T393.6","852.58","393.6","23934.7","21183.8","22345.9","23588.6","21974.3","21744.7","26767.3","25784.2"
"M848.56T355.2","848.56","355.2","11204.1","12203.3","6641.6","4858.6","14050.6","4878.5","14838.2","15581.1"
"M872.77T635.4","872.77","635.4","7737.5","4609.9","5849.4","6153.7","3534","3721.8","2471.8","2334.5"
"M870.75T615","870.75","615","39401","36420.1","14340.8","13253.9","16070.8","7732","4933.8","6304.6"
"M894.9T729.6","894.9","729.6",NA,"550.1",NA,NA,NA,NA,NA,"903.6"
"M894.85T716.4","894.85","716.4","10666.7","9703.1","4684.4","5369.5","5561.3","5255.9","4275.3","3883.1"
"M892.83T705","892.83","705","20569.3","16660.1","4966","5536.1","4489.5","5111.7","2520.9","2600.7"
"M864.64T380.4","864.64","380.4","22317.4","22618.3","23117.9","23919.6","68900.9","76657.3","77979.8","81343.4"
"M908.86T721.2","908.86","721.2","42759.4","40128.3","25259.5","26569.9","24255.9","21477.8","17214.2","13697.2"
"M906.87T726.6","906.87","726.6","5083.9","4430.9","4500","4394.3","2759.3","2549.7","2452.1","1471.8"
"M904.86T720.6","904.86","720.6","3641.1","3742.8","3440.3","3065.8","3122.9",NA,NA,NA
"M901.73T629.4","901.73","629.4","80300.6","70212.7","35191.4","34880.8","33638.8","23932.4","7882.3","8467.6"
"M894.75T604.8","894.75","604.8","30840","32888.7","14446.1","12058.6","17986.3","9223.2","3776.5","4262"
"M920.87T717","920.87","717","16260","14861","8116.6","8366.4","9157.2","8640.2","4331.8","4287.6"
"M923.85T724.2","923.85","724.2","21652.7","19680.2","14962.8","15184.4","18716","9155.7","7761.9","6194.6"
"M918.85T703.8","918.85","703.8","25091.4","21339.1","10337.2","11198.9","12879","8410.1","4946.1","4638.2"
"M916.83T682.2","916.83","682.2","12695.7","10507.7","4238.6","4720.8","3163.3","2092.5","2577.5","1963.3"
"M914.81T666","914.81","666","9297.2","3488.2","4224.4","4138.8","6122.2","4206.6","2611.9","2339.6"
"M912.8T648","912.8","648","3095","3453.7","1689.8","5062.9","1896.5","5090.2","3142.6","2500.9"
"M908.73T583.2","908.73","583.2","9316.4","9731.2","8059.8","8810.7","9254.6","10201.9","6702.9","12985.6"
"M936.89T727.2","936.89","727.2","26469.7","23526.5","14158.4","14782.3","17306.6","14264.3","10648.9","7722.7"
"M934.88T721.2","934.88","721.2","86331.8","81937.1","43780.1","45040","70070.2","33508.4","21582.8","19461.7"
"M904.6T395.4","904.6","395.4","4879.8","2103.3","1884.3","2643.7","4629.7","4132.9","4727.4","4310.6"
"M928.85T715.8","928.85","715.8","1416.6","1346.1","1633","1377.4","777.2","1914.6","771.5",NA
"M928.82T693.6","928.82","693.6","16340.3","14671.2","6710.5","6173.7",NA,NA,"874.7","1863.5"
"M926.82T660","926.82","660","75068.4","27892.7","11251","13624.9","86839.6","61997.2","30995.9","16707.4"
"M922.78T630.6","922.78","630.6","129326.7","115800.9","53154.9","51218.2","75049.2","54001.3","26789.4","27325.2"
"M948.93T733.8","948.93","733.8","34203.7","31465","27307.9","26165.6","13047.7","11254.4","9277.9","6281.6"
"M948.89T724.2","948.89","724.2","10396.3","9258.7","5523.2","6782.4","7467.4","5108.6","3781.4","2823.4"
"M946.88T716.4","946.88","716.4","20764.7","19949.8","10460.8","10930.1","14749.4","11726.9","6779","7556.3"
"M946.92T730.2","946.92","730.2","24639.6","22273.1","18441.6","19054.4","13941.3","10327.7","6489.1","4889.1"
"M944.9T724.2","944.9","724.2","8259.1","7485.5","7294","4758.6","8104.3","5943.2","4317.1","3232.9"
"M944.86T703.8","944.86","703.8","9330.3","9291.1","3695.6","4278.7","8327.7","5519.8","3005","2754.3"
"M942.88T719.4","942.88","719.4","2878.7","6260.2","5705.5","5587.2","3353.4","4390.7","4167.2","3458.2"
"M942.85T687.6","942.85","687.6","3928.9","3367.4","1373.7","2190.5","3156.2","3111.2","1813.3","1599.8"
"M940.83T668.4","940.83","668.4","9705.4","8305.2","1742.5","4198.8","6374.1","3626.7","2162.2","2306.3"
"M938.82T651.6","938.82","651.6","2929.3","8846.7","1699.9","4043.2","1839.5","5670.1","3014.8","2482.9"
"M964.93T731.4","964.93","731.4","16947.4","17186.5","10987.6","10528","10606.9","10198.9","7830.7","5275.6"
"M962.91T727.2","962.91","727.2","71739.6","63348.5","32514.9","34429.8","49552.7","31955.9","20516.5","13781.6"
"M962.92T734.4","962.92","734.4","3974.3","4038.3","3636.9","3718.9","2497.8","2193.8","2137.6","1612.6"
"M960.89T720.6","960.89","720.6","107667","102749.8","50780.3","54790.4","119221.2","53565.6","34541.4","30701.5"
"M956.83T721.2","956.83","721.2","3299.1","3481.7","2030.2","1890.6","2105.7","2292","1567.6","1141.6"
"M954.85T681","954.85","681","58065.1","38562.2","26716.2","25361.4","53783.1","33891.9","12934","13072.6"
"M952.82T641.4","952.82","641.4","10940.6","4493.5","2688.6","2881.4","4546.5","3632.8","2108.2","1343.9"
"M950.82T643.8","950.82","643.8","45004.7","37777","18842.8","17166","34363.7","21971.8","12356.6","12732.1"
"M976.95T729","976.95","729","4108.6","3589.6","3266.1","3134.6","3505.5",NA,"2147.5",NA
"M976.91T723.6","976.91","723.6","4475","4931.4","2925.7","3387.9","4439.5","2933.3","2331.8","1443.7"
"M974.91T724.2","974.91","724.2","18556","16979.4","9859","11090","15771.3","12981.8","8592.4","6939.5"
"M974.95T733.2","974.95","733.2","12981.9","12026.4","9480.1","9392.8","7560.1","6888.2","5196.7","3483.8"
"M972.9T717","972.9","717","14675.9","13469.6","7559.4","7857.7","15277","11156.2","6462.1","5943.7"
"M970.91T725.4","970.91","725.4","2002.8","2388","4348","4667.5","2352.9","1546.4","3258.1","2595.6"
"M970.88T706.2","970.88","706.2","2128.5","1784","1142.7","1135.2","2747.4","2077.2","901.7","1285"
"M968.86T690","968.86","690","2637.9","2541.2","1209.6","1250.7","2859.1","2153.9","1218.7","1525.6"
"M968.89T720.6","968.89","720.6","5139.7","6148","5912.2","7235.6","3795.5","3249.3","2122.9","3952.2"
"M990.94T731.4","990.94","731.4","43551.5","39060.5","23962.8","24821.5","32488.5","27890.4","17020.1","11196.3"
"M988.93T726.6","988.93","726.6","77298","68525.8","35835.7","38190.9","75049.2","49849.9","29416","18706.6"
"M986.91T720.6","986.91","720.6","72894.6","72436.8","35495.3","38490.8","105686.3","61659.6","18931.7","29887.5"
"M984.9T713.4","984.9","713.4","15703.5","14408","7352.7","7331.2","34320.9","13794.9","8118.1","6189.4"
"M982.88T701.4","982.88","701.4","6214.4","6061.7","4029.9","3534.5","25113.8","7293.2","7916.7","4087.9"
"M980.86T683.4","980.86","683.4","16781.7","4929.2","4173.8","2910.2","25513.1","15651.2","6145.1","6988.1"
"M978.85T666.6","978.85","666.6","1830.1","1300.8","1627","981.9","3892.9","4605.5","3970.6","3714.2"
"M976.83T655.2","976.83","655.2","5548","6918.2","3264.1","5809.4","4769.9","7020.2","8196.8","5237.2"
"M974.82T636.6","974.82","636.6","13165.1","11293","7052.9","3061.3","9661","6857.5","5086.1","3693.7"
"M1006.94T727.2","1006.94","727.2","692.6","746.4","755.7","688.7","1178.8","776.3","658.5","793.5"
"M974.75T464.4","974.75","464.4","13583.8","14237.6","13737","14238","11488.6","13540.2","13403.3","12965.1"
"M1002.93T721.8","1002.93","721.8","3279.9","3095.6","1799.2","2081.6","4080.7","3335.2","1960.7","1622.9"
"M1000.92T711.6","1000.92","711.6","739.7","677.4","666.6","655.4","1271.5","1347","555.3","506.8"
"M1000.92T723.6","1000.92","723.6","7112.9","7438","4222.4","3776.7","9729.9","7913","4951","3404.5"
"M998.91T717.6","998.91","717.6","5635.2","4873.1","3247.8","3083.5","8845.8","6774.7","4150","3522.2"
"M996.89T709.2","996.89","709.2","1542.3","1382.8","547","1235.2","2626.2","1939.1","1110.6","980.4"
"M996.92T727.2","996.92","727.2","7444.4","5019.8","5622.4","6300.4","6982.5","7560.2","6717.6","3092.2"
"M994.9T720.6","994.9","720.6","8062","7416.5","8191.5","7111.2","9551.7","7210.4","6290.1","3908.7"
"M1018.97T734.4","1018.97","734.4","10162.5","7392.7","5531.3","5660.5","9330.6","9048.3","7589.9","5316.6"
"M1016.96T731.4","1016.96","731.4","27774.7","24326.8","14547.4","13640.4","32880.7","24662.6","13253.4","11055.5"
"M1019.91T727.2","1019.91","727.2","28476","25444.2","15611.1","17701.4","47679.9","32250.4","19253.6","11772.2"
"M1012.93T721.2","1012.93","721.2","27110","25979.2","14918.2","15828.6","47889.1","34143.5","19356.7","18325.2"
"M1010.91T716.4","1010.91","716.4","23372.9","21533.2","14766.3","13369.4","31485.6","18670.3","12656.3","9852.4"
"M1008.9T704.4","1008.9","704.4","7144.3","6545","4684.4","4774.1","5943.9","4682.2","7061.6","3895.9"
"M1006.88T688.2","1006.88","688.2","1345.1","858.6","1460.8","1943.9","2671.3","3681.9","2204","2063.1"
"M1030.96T727.2","1030.96","727.2","2480.9","2014.8","1191.4","1030.8","2600","2632.6","2036.9","824.2"
"M1028.95T720.6","1028.95","720.6","1348.6","2070.9","1037.4","941.9","1792","1193.6","1629","816.6"
"M1026.94T724.2","1026.94","724.2","2538.5",NA,"1434.5","2183.8","4532.2","4065.4","2631.5","2017.1"
"M1024.92T719.4","1024.92","719.4","3328.8","3177.6","2210.5","2485.9","4905.4","4491.9","2747","2851.5"
"M1022.91T711","1022.91","711","1913.9","1466.9","1266.3","1166.3","1768.2","1905.4","1356.3","1374.6"
"M1047T737.4","1047","737.4","2196.5","2083.9","1667.5","1761.7","2792.5","2743","2029.5","1702.2"
"M1049.96T745.8","1049.96","745.8","91789","113272.7","106982.4","119580.1","132418.6","143422.5","129492.2","116803.4"
"M1044.99T711","1044.99","711","497.2","593.2","478.2","451","717.7","1018.7","592.2","824.2"
