"","mz","rt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group","mz","rt","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- "
"M492.2721T61","492.2721","60.964368","20.449","20.6067","20.4278","20.1755","19.297","20.3752","19.4182","20.4084","20.3926","20.3224","20.1165","20.2012","20.1286","19.6189","20.701","20.3233","20.1014","20.5379","19.8069","20.5197","20.2956","19.0592","20.42","20.2247","20.2175","20.2918","20.2134","19.9105","20.2374","20.0088","20.4587","20.704","20.3537","20.0215","19.2792","19.9416","20.3778","19.9853","20.22","19.8367","20.5499","19.1815","20.1621","20.2541","20.3089","19.1167","20.2619","20.0888","20.292","20.1654","20.3927","20.3441","20.6448","20.4663","20.2988","20.2122","19.0394","19.6153","20.0601","20.2544","19.8559","20.1409","20.0585","18.7498","20.209","20.0786","19.6462","19.82","19.1702","20.4975","20.4148","19.9486","20.4411","19.9057","20.4662","19.7015","20.5367","20.3784","20.3107","19.4167","20.3892","19.6577","19.4268","20.6936","19.8785","19.1127","20.3681","20.235","20.1727","20.1416","20.5396","20.3524","19.9443","20.1746","20.5773","19.9636","19.5008","19.9888","20.5502","19.5432","20.4499","20.5249","20.1803","18.3537","20.506","20.1373","20.5177","20.1861","20.4036","20.4541","20.6022","20.5691","20.3977","20.6517","19.96","20.9818","19.5563","19.6184","20.5119","19.7845","20.2781","18.7545","20.2883","20.1652","20.5474","18.5045","19.4811","20.304","20.519","19.957","20.1688"
"M493.2034T47.9","493.2034","47.908896","24.7305","24.4184","23.9694","24.8312","24.0386","24.8817","24.2738","24.4377","24.9824","24.4001","24.6141","24.5598","24.4169","24.2012","24.3787","24.0806","24.2078","24.4597","24.4384","24.4165","24.2092","24.2456","24.4046","24.0952","24.5821","24.1552","24.2498","24.5233","24.0893","24.0915","24.3774","24.1697","24.0384","23.956","24.9998","24.0669","24.1411","24.8055","24.2528","24.4275","23.7671","24.6224","23.8116","24.6347","24.4147","24.6093","24.2627","24","24.1375","24.3735","24.7931","24.4886","24.5007","24.9377","24.5158","24.7683","23.9278","24.6526","24.8209","24.7766","24.7997","24.7199","24.6163","24.4066","24.0143","24.6151","24.3986","24.665","24.0576","24.7794","24.807","24.6685","24.3529","24.3429","24.4957","24.8027","24.6235","24.6184","24.105","24.6351","22.76","23.8761","23.8931","24.657","24.3954","24.21","24.6562","24.3003","24.7196","24.6855","24.8545","24.6035","24.7833","24.6762","24.9334","24.7394","24.5784","24.5146","24.6797","24.1456","24.8394","24.6308","24.5866","24.1282","24.4793","24.6222","24.6015","24.314","24.1945","24.2032","24.0453","23.7864","24.3889","24.2075","24.1327","24.9315","24.2326","24.3542","24.5191","23.7461","24.524","24.3964","24.6103","24.8741","24.5516","24.5253","25.1645","24.9168","24.7283","25.0892","24.7287"
"M493.3159T79.1","493.3159","79.127946","26.0803","26.4073","25.8785","26.3606","25.9351","27.0309","26.8052","27.0231","26.7978","26.0894","27.2056","26.7025","26.6216","25.913","27.6891","25.8956","26.2402","26.5199","25.9612","25.6753","25.9557","26.296","26.0469","26.0591","26.9168","26.1458","26.5517","27.0488","25.4319","25.5672","25.9823","26.7508","25.7376","25.5831","27.4424","26.1682","25.8986","27.7827","27.0777","27.3555","25.4117","28.4305","25.9222","27.1484","26.5836","27.92","27.0297","25.6497","25.928","26.8413","28.8421","26.5573","26.4971","26.5043","25.497","26.6766","25.6284","26.6928","27.5654","27.8234","27.6406","27.4761","27.1681","27.3745","24.9637","26.9509","26.1635","26.6139","26.1235","26.7194","27.7723","28.2901","26.6324","26.9047","27.2284","28.2715","26.2093","26.9712","26.3865","28.2857","24.3076","25.9703","26.2348","26.5904","26.8364","26.8043","25.829","26.7002","27.3608","27.2171","26.4205","26.3764","27.5147","26.8912","26.7138","27.2228","27.0137","26.6447","25.4831","25.3782","26.6075","25.8331","26.5609","26.0858","26.5409","26.6319","26.5123","26.661","25.5978","26.0073","26.2695","25.725","27.1092","28.3225","25.7207","27.0344","26.7194","27.3213","26.4758","25.4363","27.5898","26.8362","27.1055","26.6724","26.3103","27.4721","26.9387","27.3117","26.9489","26.2913","29.2302"
"M493.3174T79.1","493.3174","79.128564","26.3329","26.6927","26.0717","26.573","26.1792","27.232","27.0608","27.2261","27.0379","26.302","27.3818","26.9402","26.8321","26.1529","27.9028","26.1574","26.4875","26.7285","26.2131","25.9064","26.1642","26.4863","26.2848","26.288","27.1215","26.3423","26.7514","27.3177","25.641","25.7814","26.1932","26.9348","25.9461","25.8089","27.6274","26.4627","26.096","27.9763","27.2778","27.5356","25.6278","28.6818","26.1601","27.3442","26.8137","28.1248","27.2735","25.8847","26.1257","27.0922","29.0164","26.766","26.7322","26.7301","25.7099","26.8611","25.8296","26.904","27.7449","28.0492","27.8558","27.6618","27.3877","27.5541","25.2568","27.1401","26.3899","26.8659","26.3477","26.9268","27.9362","28.4811","26.8643","27.0849","27.4435","28.4819","26.4171","27.1753","26.6364","28.491","24.4984","26.2184","26.479","26.7935","27.0295","27.03","26.0505","26.9404","27.5843","27.374","26.6426","26.589","27.7571","27.1197","26.9148","27.4631","27.2582","26.8953","25.7299","25.6139","26.8304","26.0561","26.7736","26.3417","26.7673","26.8308","26.71","26.8883","25.8174","26.2305","26.5296","25.9278","27.3291","28.4957","25.9428","27.2644","26.9564","27.5842","26.6935","25.6556","27.7871","27.0747","27.3341","26.8595","26.5148","27.7171","27.1188","27.5083","27.154","26.512","29.422"
"M494.2969T212","494.2969","211.98294","19.5262","20.3696","19.4165","19.2174","19.5956","19.1321","19.8222","19.3336","19.5483","19.541","19.1726","19.1275","19.2291","19.4817","18.8408","18.6919","18.577","19.5296","19.4023","18.2981","19.7487","18.3374","19.215","20.0469","18.9495","18.0716","19.1853","18.3666","19.3596","18.5919","18.4487","19.5164","17.9165","19.5015","19.4885","19.6057","18.1239","19.2442","18.5382","18.9579","18.5044","19.275","18.5165","18.8707","18.4005","19.4314","19.2219","19.4272","19.1577","19.676","18.8982","18.1878","19.1262","19.3369","18.9514","19.6834","19.6894","19.931","19.2592","19.5984","19.2921","19.4176","19.5925","19.6891","18.7926","19.2241","18.9165","19.891","18.6782","19.3962","19.5045","17.9083","20.0183","18.6383","19.1096","19.4381","18.6682","18.7522","18.2603","19.4238","20.1015","19.2524","18.7499","18.7051","19.204","19.0336","19.5149","20.7167","18.6667","19.8744","18.6256","18.8183","19.0637","18.1435","20.1607","19.3617","19.2468","18.9277","17.1485","19.509","18.9901","19.4987","20.2601","20.6554","19.1039","18.624","19.1305","18.9671","19.4692","19.9585","19.2979","19.2437","18.4805","20.0613","18.7371","19.3344","19.4274","19.2246","19.6631","17.9834","19.8655","19.4733","19.553","19.1398","19.1433","19.2464","19.2066","18.5315","19.4336","20.2742","19.4201"
"M494.385T174.3","494.385","174.269856","22.0265","19.0249","19.8017","19.9931","20.6373","18.8102","21.8317","20.8448","23.8187","20.8888","24.8471","19.5954","21.7635","22.1058","18.4349","18.166","21.7582","20.0769","22.3302","23.8991","23.8997","19.253","20.8752","21.3542","23.1724","19.8439","23.2501","21.2325","22.3432","19.8858","19.622","24.0959","22.6838","23.7494","20.7764","17.5281","19.5626","24.2948","19.8391","20.6552","21.527","21.4039","23.1405","20.7237","19.8726","23.0696","19.4402","24.0606","21.3468","19.3664","20.436","20.9668","22.5101","20.3295","24.4903","21.6618","18.5149","18.0978","22.4706","19.6881","20.8064","18.062","21.9695","19.3207","20.8709","20.606","22.7894","21.0586","21.4678","19.8146","20.9908","20.6254","20.2641","21.4365","23.9697","20.3014","20.6346","21.5449","21.2692","21.3689","21.5949","21.7929","21.9746","25.9696","21.6922","21.4055","24.2539","22.0631","20.9475","20.7485","18.9116","19.0912","19.6702","17.8782","21.8326","20.9297","19.3491","21.3923","24.121","19.1448","19.1102","21.2289","23.1143","21.3904","23.0637","19.4902","24.3809","23.5172","18.5962","23.1522","22.082","23.5938","21.6853","23.6477","20.0629","20.2801","22.6877","17.0492","21.2044","23.4349","21.4984","22.1058","22.8499","18.2355","18.0269","18.8686","19.9915","23.7102","23.8328","20.4068","22.0875"
"M494.3893T174.2","494.3893","174.242118","23.5104","22.3311","22.4467","21.1741","22.5875","22.8515","22.7403","21.046","19.8152","23.1105","21.5039","23.3238","22.8026","22.3429","21.1842","21.6644","23.1003","22.4142","22.701","19.972","20.9336","22.4145","22.8592","22.5461","19.2362","21.2974","18.1458","23.116","19.8914","19.9081","22.9515","20.0669","18.5507","19.174","23.4443","23.7751","22.1056","21.1427","19.009","21.9638","24.3816","22.4448","20.9139","22.7844","21.2395","17.9612","23.8419","20.3706","22.7638","22.6316","21.6738","24.3107","22.9084","23.901","20.2889","24.3507","22.9161","19.8456","19.6106","18.5436","22.3479","23.1781","24.2661","22.1768","21.0994","21.7878","22.0985","23.0929","23.1725","21.8466","22.2582","23.9903","23.6062","22.9085","20.3225","20.1621","22.9788","22.2585","22.9331","23.5488","23.423","22.6218","22.9683","20.4127","22.3748","23.7565","20.5961","22.6845","22.2897","22.7997","22.4534","22.072","23.6383","23.6868","22.0318","23.0036","22.4164","19.0923","23.8295","21.913","23.3048","21.9279","20.2816","22.6578","18.7865","23.1425","19.1262","19.6768","19.3352","21.003","23.1695","17.9126","23.9686","21.0703","22.8936","18.4263","20.168","22.4928","22.8852","20.5454","21.1962","24.5154","21.0495","22.6112","19.2457","24.5158","23.0164","24.0967","20.8512","22.9383","22.7239"
"M495.1853T40","495.1853","40.016649","22.0163","22.0909","22.5235","20.4998","21.2462","21.6823","19.2763","23.5434","21.6036","22.3645","22.502","21.9077","21.2725","21.4935","22.8709","21.8502","19.9616","22.1369","21.9647","21.3277","21.7639","20.9469","21.8083","22.4252","22.4319","22.1222","22.9914","20.7282","21.2477","22.2321","22.1596","22.2319","21.8523","21.3418","21.0661","22.3664","21.5607","22.7569","21.4097","21.61","21.4737","20.7744","20.9008","21.6532","21.6357","21.2269","20.9536","22.4891","21.9222","22.3424","21.4725","21.978","22.0969","22.8331","21.5446","22.7808","21.5604","20.9592","22.2445","21.639","23.3336","22.7137","21.0901","21.0298","21.1518","21.4229","21.5256","21.1093","22.1866","21.6502","22.0838","21.6888","21.981","21.5136","21.9708","22.0442","22.0243","21.8029","22.2131","22.4759","21.637","21.1762","21.1835","22.5537","22.3771","22.2524","23.027","22.2936","21.7793","22.2939","23.443","23.0136","22.601","22.7518","23.0372","22.1007","21.9343","22.1744","23.9455","22.8542","22.7988","24.3815","22.6465","21.907","22.5248","23.02","22.9461","22.3687","22.3715","22.7333","22.1449","22.6791","22.3519","22.2805","22.3686","23.063","21.631","21.6486","21.6953","22.4273","23.2003","22.933","22.2917","22.4993","22.8549","22.4109","22.3563","22.7887","22.7926","22.7915","22.5772"
"M495.3332T92.4","495.3332","92.4303","34.0838","33.8805","33.0058","34.3522","33.7096","34.4885","34.2024","33.6399","34.7646","33.7395","34.361","33.9882","34.3196","34.0064","33.926","33.3304","34.2359","33.7018","34.3384","33.6072","33.2932","33.7135","33.8833","33.3794","34.343","33.1698","33.6166","34.3355","33.4835","33.067","33.7821","33.4059","33.5631","33.1729","34.5847","33.61","33.3588","34.5794","33.3968","33.7436","32.5555","34.7582","33.2664","34.206","33.6803","34.7736","33.8044","33.3964","33.4765","33.8359","34.6467","33.964","34.0638","34.5403","33.8966","34.253","33.6902","34.2603","34.8993","34.493","34.5019","34.4038","34.364","34.8276","33.1731","34.2535","34.1031","34.6036","33.1295","34.2651","34.4514","35.0263","33.67","34.3382","33.9379","35.0369","33.816","34.2336","33.4156","34.8203","32.0606","33.4575","33.6843","34.0133","33.9387","34.3375","34.0622","34.3408","34.2835","34.2997","34.3847","34.2416","34.5672","34.4945","34.4258","34.9358","34.7484","34.3696","34.0905","33.4829","34.406","33.8366","34.0692","34.0173","34.0726","34.3968","34.0594","33.8889","33.3024","33.1372","33.3294","32.7712","33.7733","33.7023","33.2797","34.3208","34.1131","34.4124","33.8663","32.9867","34.2077","34.2321","34.0154","34.3693","33.9177","34.8896","34.8596","34.7946","34.3895","34.805","35.0358"
"M495.3334T92.4","495.3334","92.432772","34.1817","33.9229","33.3784","34.2195","33.9508","34.2661","33.942","33.5609","34.4158","33.8985","34.0464","33.7823","34.2225","33.7839","33.7349","33.5718","34.0059","33.9434","34.1084","33.8513","33.6355","33.7825","33.6445","33.6206","33.9609","33.5261","33.8015","34.1644","33.6432","33.4214","33.7575","33.6473","33.6357","33.4855","34.3644","33.7111","33.6959","34.3431","33.7466","33.5966","33.1282","34.4984","33.3661","33.9439","33.9096","34.492","33.9966","33.5384","33.6477","34.0061","34.2593","34.1643","34.0675","34.1839","33.8525","34.1117","33.9627","34.0113","34.3461","34.2344","34.4565","34.1226","34.1924","34.4393","33.4607","33.9313","33.9789","34.3783","33.4111","34.0841","34.1956","34.7734","33.9173","34.0847","33.8882","34.8366","33.9195","33.9436","33.6708","34.4962","32.3681","33.8161","33.7894","33.783","33.7236","34.0755","33.8118","34.2108","34.1556","34.2811","34.1461","33.9921","34.0757","34.1786","34.2657","34.8262","34.5681","34.2404","33.9067","33.7122","34.1587","34.0664","33.7821","33.942","33.8009","34.0676","33.9037","33.8752","33.6368","33.5311","33.5939","33.2268","33.9866","33.8474","33.5841","34.1661","34.0151","34.156","34.0975","33.2428","34.09","34.2088","34.1829","34.1297","33.7802","34.538","34.6051","34.4058","34.0559","34.4427","34.864"
"M495.5241T92.4","495.5241","92.43279","27.6242","27.3504","26.5281","27.7023","27.2934","27.8327","27.5529","26.9931","28.0574","27.227","27.6473","27.3323","27.802","27.3534","27.2594","26.8321","27.6552","27.2796","27.7152","27.1458","26.8275","27.113","27.1427","26.9153","27.5764","26.7148","27.1342","27.767","26.9237","26.6137","27.1581","26.9466","27.0027","26.6692","27.9908","27.0743","26.8882","27.9769","26.9699","27.0704","26.1683","28.145","26.6385","27.5437","27.2338","28.1529","27.3369","26.8256","26.9626","27.3632","27.9765","27.532","27.5287","27.8842","27.2866","27.6763","27.3128","27.5457","28.1283","27.8737","28.0149","27.7049","27.7325","28.1592","26.6586","27.536","27.5082","27.9923","26.6341","27.6072","27.8136","28.4358","27.2141","27.7339","27.3389","28.482","27.2851","27.5273","26.9292","28.1929","25.3384","27.0962","27.2107","27.3344","27.2493","27.7114","27.371","27.7987","27.7126","27.7685","27.7619","27.54","27.8025","27.7991","27.8682","28.357","28.1836","27.8005","27.3973","27.0183","27.6958","27.4292","27.3615","27.4668","27.3213","27.6471","27.3916","27.3098","26.8307","26.689","26.8666","26.3325","27.3246","27.1801","26.7988","27.6836","27.5412","27.788","27.4677","26.3989","27.5919","27.7236","27.5924","27.7269","27.2534","28.2543","28.2129","28.0691","27.6787","28.1391","28.4249"
"M496.0167T92.6","496.0167","92.614308","22.3162","21.4325","20.1669","22.7996","22.1206","22.7156","22.4149","21.3845","23.4624","22.0878","22.2385","21.4254","22.3913","21.7117","21.3228","22.2656","22.3054","21.846","22.2946","20.3567","20.8854","21.9198","21.9884","21.2572","22.2895","20.1547","21.8711","22.4441","21.1861","21.1836","22.1355","22.731","21.5433","20.1539","23.222","20.2437","20.9836","22.8659","20.9577","21.6018","20.0452","23.4265","20.18","21.549","21.4953","23.3609","22.0385","22.2366","20.8412","22.0565","22.779","22.5948","23.1558","22.5662","21.7077","22.6678","22.1492","22.3862","23.6644","22.7453","22.7994","22.3077","22.7971","23.5184","20.8618","22.296","22.4416","22.9693","20.8272","22.5457","22.7078","23.0494","22.0957","22.9236","21.8078","24.2622","21.6583","22.3857","20.7005","23.578","22.1385","21.7032","21.5727","22.1558","21.9514","22.5095","21.9779","23.1684","22.444","22.5653","21.9328","22.6316","22.8773","23.0179","22.611","24.0666","23.3442","22.955","22.2459","21.4688","22.1913","22.3444","22.5433","21.5383","21.4483","22.8162","22.6563","21.94","20.6219","21.6654","21.354","21.4126","22.174","21.4748","21.5481","22.5961","22.7571","22.6138","22.5655","20.4755","22.1658","22.2544","22.0394","22.1367","22.0145","23.8266","23.6031","22.8672","22.3943","23.3662","24.0917"
"M496.3427T213.1","496.3427","213.1161","21.1001","20.7917","20.34","21.0885","20.3627","21.1076","20.3256","21.0244","21.1466","20.6471","20.6211","20.8615","20.3574","20.2947","20.6455","20.2786","19.9946","20.6542","20.5281","20.7333","20.5104","20.5143","20.6842","20.5102","20.75","20.6357","20.5667","20.573","20.2962","20.5139","20.8374","20.4884","20.1432","20.2745","21.0968","20.4113","20.4954","21.1056","20.5721","20.8083","20.1156","20.8221","20.0442","20.9642","20.7531","20.9955","20.4998","20.1131","20.4205","20.6541","21.0256","20.874","20.6007","21.3668","20.8741","21.2452","20.1125","20.9406","20.8081","21.1738","21.2991","20.982","20.8349","20.5672","20.0853","20.8613","20.6074","20.6586","20.2341","20.9987","21.0915","20.8853","20.1912","20.7884","20.6943","21.0757","20.8272","20.8937","20.3304","20.7272","18.5276","19.8053","19.6922","20.9467","20.2858","20.4901","20.9485","20.2264","21.0919","20.9996","21.2942","21.1053","21.1044","20.9354","21.3272","20.5809","20.8983","20.3619","21.0598","20.594","21.1759","21.0283","20.8288","19.992","20.8487","20.843","21.1064","20.6611","20.5841","20.5461","20.2589","20.2432","20.7701","20.4885","20.3831","21.2792","20.528","20.2519","20.8985","19.9659","20.6151","20.8875","20.6503","21.1514","21.0418","20.7497","21.2569","21.1363","20.9223","21.4573","20.5748"
"M496.5293T92.4","496.5293","92.442834","24.9371","24.6504","23.6784","25.0466","24.5689","25.1666","24.9114","24.205","25.4604","24.4681","24.9519","24.6168","25.195","24.6927","24.5154","24.0274","25.0341","24.5255","25.1022","24.3987","24.0079","24.3598","24.4061","24.0949","24.8841","23.8129","24.4028","25.1338","24.1433","23.7196","24.4088","24.145","24.1938","23.8215","25.3242","24.3315","24.0732","25.3422","24.1826","24.2924","23.2224","25.5683","23.8328","24.8226","24.5078","25.5837","24.6434","24.007","24.198","24.6596","25.376","24.8689","24.8193","25.2221","24.4923","25.0101","24.558","24.8451","25.5047","25.2375","25.3697","25.0241","25.0845","25.5891","23.8565","24.8465","24.8512","25.418","23.7901","24.9453","25.1665","25.88","24.4845","25.067","24.6076","25.9074","24.574","24.838","24.144","25.617","22.314","24.3541","24.5159","24.5832","24.5075","25.0369","24.6385","25.1818","25.0367","25.1331","25.088","24.8086","25.1377","25.1557","25.2091","25.832","25.6194","25.194","24.6604","24.2494","25.0263","24.6938","24.632","24.8337","24.5764","24.994","24.6235","24.613","24.0295","23.8547","24.0886","23.397","24.6229","24.4278","23.9963","24.9985","24.8332","25.1987","24.7146","23.5355","24.9276","25.0344","24.9038","25.0242","24.504","25.674","25.6172","25.4783","25.0046","25.5145","25.9316"
"M496.7409T92.5","496.7409","92.489334","21.8455","21.6573","20.3729","22.3935","21.4024","22.4681","22.1553","20.9317","22.7197","20.9038","21.6727","21.2169","22.5784","21.9394","21.0002","21.8347","22.5186","21.7753","22.4982","21.4457","20.8161","21.3741","21.0411","21.9821","22.0603","19.0837","20.9737","22.5559","20.8443","20.7528","21.5493","20.3131","21.0371","20.1065","22.3577","20.8017","20.6798","22.6377","21.0341","21.0205","20.1606","22.8419","20.4797","21.68","21.756","23.028","21.7872","20.4432","21.7091","21.5983","22.7646","22.1404","21.5122","22.5348","21.4877","21.9811","21.7536","21.9094","22.881","22.4889","22.3589","22.3127","22.4214","23.2266","19.9502","21.9428","22.2394","22.8952","20.5708","22.0477","22.3646","23.565","21.8494","22.2832","21.6642","23.2534","21.3156","22.0475","20.7514","22.8651","18.2072","21.4616","21.7592","21.6682","21.2906","22.4439","21.6388","22.3032","22.15","22.5136","21.0273","21.2188","22.2603","22.3195","22.3896","23.433","23.1034","22.7721","21.0344","21.2042","22.1027","21.7488","21.2141","22.2692","21.6525","22.008","21.796","21.8446","21.0507","21.3726","21.1275","20.1568","22.0116","20.9639","21.066","22.0274","22.0181","22.5966","22.0279","20.0773","22.3552","22.1133","22.078","22.273","21.4004","22.9942","22.8837","22.7615","22.1444","22.6785","23.2401"
"M497.0743T92.7","497.0743","92.66484","21.2997","21.1292","19.3028","21.1597","21.079","21.3794","21.5122","19.8464","22.0002","20.4996","21.3325","20.7211","22.599","20.3714","20.5228","20.143","22.3078","20.9898","21.1045","20.4759","19.5971","20.5342","20.6995","20.0636","21.2483","19.9264","20.147","21.5803","20.3095","19.6348","20.2303","20.3435","20.7701","19.4474","21.7075","20.6405","19.3072","21.3638","19.844","20.267","19.2065","21.7172","20.3431","19.2384","20.3987","21.899","20.4826","19.639","20.5652","20.6274","21.914","21.0091","20.9744","21.4416","20.8302","21.0444","21.1319","21.0505","21.7326","21.4769","21.7141","21.0264","21.7715","22.1271","19.7599","20.998","20.8201","22.1313","19.5793","20.9839","21.2738","22.2469","20.4203","21.4023","21.2812","22.1687","20.5013","20.9684","20.3022","21.7509","17.6613","20.4671","21.2516","20.5795","20.2779","21.219","21.1798","22.9366","21.1286","21.4609","21.4247","20.4234","21.2244","21.2682","21.5633","22.46","22.1844","21.3368","19.9487","20.5759","21.0293","20.5576","20.7993","21.6918","20.7049","21.1683","20.3814","21.0092","19.9655","20.1817","19.7815","19.405","20.8589","20.6126","19.637","21.4203","21.1347","21.8028","20.6631","19.5597","21.3758","21.2161","21.2716","21.4141","20.5022","21.621","21.9612","21.7336","21.1842","21.9104","21.383"
"M497.5312T92.5","497.5312","92.49339","21.3861","21.0428","19.8742","21.5285","21.0291","21.7433","21.0404","20.8088","22.0704","20.968","21.6253","20.9907","21.6751","21.0859","21.0284","20.2918","21.7116","20.8087","21.8058","20.6994","20.4494","20.9073","20.9329","20.4861","21.5084","20.1681","20.7557","21.2584","20.6985","19.8106","20.9071","21.636","20.5595","20.1269","21.6863","20.7847","20.4207","22.0474","20.4861","20.7754","19.6361","22.1911","19.9457","21.3432","21.007","22.2739","21.1187","20.4491","20.5173","21.0536","21.9753","21.3876","21.3321","21.8763","21.0092","21.595","20.9712","21.195","22.1686","21.8324","21.9678","21.4498","21.4514","22.2374","20.3238","21.3927","21.3098","21.9761","20.1343","21.5244","21.6928","22.6936","20.8262","21.5422","20.9454","22.7001","21.0171","21.2788","20.6442","22.2111","17.6996","20.9434","21.54","20.8571","20.9645","21.6433","21.0651","21.4996","21.4163","21.4018","21.7791","21.3755","21.6378","21.6081","21.5639","22.5386","22.3321","21.7777","21.1453","20.6661","21.5821","21.0674","21.1199","21.2379","21.0533","21.4312","21.0958","21.0805","20.4826","20.006","20.3038","19.665","21.0628","20.893","20.3822","21.4924","21.3176","21.5151","21.1132","19.9098","21.3196","21.5762","21.3283","21.5483","20.7669","22.3764","22.2843","22.0811","21.5979","22.1927","22.528"
"M498.0726T92.5","498.0726","92.53089","20.6056","20.2558","18.5368","20.3338","20.3092","20.8699","20.6446","19.2577","21.1903","19.9366","20.8502","19.949","22.3828","19.9384","20.079","19.5719","22.1191","20.466","20.9793","19.8691","19.2436","19.8184","19.9399","19.5312","20.6273","18.6679","19.8101","20.8607","19.4937","18.7675","19.6983","19.7412","19.6925","19.4385","21.2807","19.6142","19.1954","21.1943","18.9773","19.3071","18.2052","21.2782","18.7476","20.42","19.7924","21.3754","20.1546","19.3651","19.642","20.0926","21.2953","20.4168","20.2466","20.8187","20.0536","20.6229","20.5657","20.2571","21.2698","21.1402","21.0863","20.5836","20.8355","21.7538","19.1636","20.4836","19.9934","20.9956","19.2191","20.4519","20.7957","21.7107","19.7773","20.868","19.868","21.8123","20.1934","20.478","19.1913","21.6141","16.4371","20.2782","20.6694","20.109","19.9421","20.8902","20.1715","21.8889","20.5218","20.631","20.5345","20.1585","20.7678","20.9914","20.7516","21.9787","21.6768","20.8448","20.1658","19.6869","20.5385","20.4056","19.7901","20.9965","19.9321","20.5709","19.7485","20.2357","19.489","18.8009","19.3017","18.3053","20.2847","19.9461","19.1351","20.4287","20.6713","21.589","20.1666","18.5236","20.7366","20.7712","20.5453","20.8158","19.8021","21.7352","21.3658","21.1853","20.703","21.3583","21.3283"
