"","mz","rt","afb.13","afb.14","afb.15","afb.16","afb.17","afb.18","afb.19","afb.20","afb.21","afb.22","afb.23","afb.24","afb.26","afb.27","afb.28","afb.29","afb.30","afb.31","afb.32","afb.33","afb.34","afb.35","afb.36","afb.37","afb.38","afb.39","afb.40","afb.41","afb.42","A5","A6","A9","A10","A13","A18","A19","A20","A22","A23","A30","A31","A33","A34","A47","A49","A50","A54","B4","B8","B9","B11","B13","B14","B17","B21","B23","B24","B30","B37","B40","B49","B55","B57","B60","B63"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M592.3259T557.3","592.32587","557.28","78.64253196","78.7739394","79.51760778","78.20636357","78.97102439","79.09570491","79.22303223","79.16955514","78.5404052","77.92584488","78.37030091","79.90601619","77.55630219","80.22147894","77.70813983","78.32051477","80.8737964","78.78135089","78.80213098","79.15172256","79.51649572","78.83750554","78.439028","79.36125156","79.70581153","79.03457808","79.83603921","78.47345534","80.00075565","1030.456519","69.07112441","669.774024","705.3335651","514.0136137","1189.814125","448.9908529","2446.579301","197.3205573","876.7925556","669.4928215","254.3584463","68.71497606","729.4034037","374.6617251","118.156084","499.7666994","1239.040569","3725.191173","4922.967976","1559.518593","4738.58895","688.2807749","217.1499179","2747.618134","408.4687984","68.03798978","1739.036198","1907.233943","97.07157859","1402.739415","377.0190027","70.47444914","403.6952449","865.9249944","12405.94464"
"M428.2228T318.7","428.22282","318.72","1496.678771","3923.038232","3455.760967","1235.873253","7854.199748","2811.386781","437.4342159","1650.737559","2431.139245","3504.684096","1330.815252","1095.312785","1146.264951","1440.536777","837.3416663","12405.59694","2031.319846","1922.081998","519.5079758","445.9499619","3934.670203","3521.832981","991.6579642","572.1200818","5952.046373","3727.63633","4121.350279","1133.191795","1720.124408","112.8670691","112.8045047","113.7361936","113.7530243","115.1961281","114.1776823","114.9910484","115.4368473","115.7072885","113.8761207","113.0485718","113.1945273","112.1114439","114.6483499","113.1063752","113.1837169","112.3101281","114.2158545","112.8454819","114.074051","114.9625629","113.8281191","112.7742486","114.745626","113.7646927","114.1601304","112.2997333","112.8079303","114.0102142","113.4640186","114.4059089","113.2730428","111.9672842","115.4288418","114.6603324","113.0820018"
"M298.1605T737.3","298.16053","737.28","196.6418712","271.4584186","200.4614073","284.8751532","196.7476882","289.0539015","246.7850431","295.2572224","326.0887254","278.4108298","198.6915799","199.0310581","326.8467367","323.3643483","234.9845807","270.2760317","201.530918","318.8286169","345.3223853","295.4967617","364.042755","283.2755451","197.3081086","315.7681015","320.1487918","294.5787631","280.5983338","343.204953","250.0124646","8672.853638","2941.116432","1934.540674","6394.485895","9334.570061","5002.185362","3634.588408","8332.169756","7924.345491","6239.822547","9526.675387","4077.297121","6673.577886","9991.967998","7046.469333","2455.35211","2635.116188","5775.351976","6986.958621","2812.307882","5695.452758","7440.341601","8804.88946","9546.321771","11151.47559","11659.97787","6476.62357","4846.528665","7327.698496","3974.809629","4227.383407","4915.590335","12373.41452","9515.473091","2969.705574","5616.523204"
"M418.3084T760.9","418.30839","760.86","82.7401568","81.14848554","82.38812546","82.36627889","82.0838022","82.51879739","82.06407606","81.021292","82.8667713","80.07220161","83.76794469","82.6344503","82.93160076","81.57427712","80.24583944","83.49130527","81.8061947","82.34099282","82.27254118","82.04350464","83.92737043","80.48061783","81.87358592","84.20249108","81.77151386","83.19636972","83.49689694","83.56120638","81.76408441","8448.54488","6065.578834","1541.289736","8702.160551","4811.570312","11784.59041","4165.971939","4907.113585","6560.067248","5999.553218","9653.167329","3746.127492","6928.970997","3267.26281","6519.794714","9080.453047","8684.721972","4417.414566","7732.90883","12350.98867","5356.333743","7967.386945","7021.069488","3211.800988","8672.31831","8848.338049","7055.369409","5535.797925","8060.332572","4631.561351","11354.44355","7112.575038","2165.970268","1523.069075","2367.645755","8279.521516"
"M322.051T431.7","322.05105","431.7","87.80002893","87.71775937","87.07321168","87.43979235","86.77428954","89.52610627","86.94865377","89.00281531","87.9427156","88.49912582","88.56751145","87.67257265","87.1901522","87.00463538","87.85487764","85.68877821","89.83771037","89.42167833","90.62530326","87.32477272","88.0762999","87.97783673","87.65463933","90.65646011","88.64466944","87.84302898","88.05609391","87.86244083","87.38576609","77.06829852","75.54936245","77.88689199","12347.88126","74.9890919","76.48504417","76.8025886","75.85018639","4083.306281","77.49830911","76.91275507","76.40980137","77.34863049","75.9833158","75.67774712","75.87827695","274.5483237","125.1608635","76.34683152","786.1264011","76.38489829","76.57514792","76.45622117","76.12672415","76.13507428","1219.809523","75.72613033","78.48084032","76.77055329","10080.72415","76.68854109","1013.183876","76.23173872","4327.379912","76.75290302","75.67285284"
"M392.2923T600.7","392.29228","600.72","12075.0546","3883.313073","6258.871087","4645.30687","7817.458843","2738.802525","4897.43831","5893.681637","6474.854318","5140.424375","5892.168949","7051.243796","3399.732081","714.0991857","2128.678129","2826.094153","7479.693419","1105.298649","2363.935838","2053.791196","5669.903227","1287.810072","1250.089109","2953.880111","3517.101539","6693.3623","12275.08075","1707.714015","4995.69946","510.2294614","87.37884526","85.12665312","95.37572426","208.1265851","85.53931836","86.81890887","87.2986699","87.4034901","86.2900267","85.94814861","84.91687784","84.41446066","217.9963733","87.93472012","315.0127105","87.75152731","133.5357637","107.6123318","87.3389147","110.6896284","87.30624428","87.68855847","87.4557352","85.40189187","122.0644476","87.45212417","87.61687288","113.9058282","86.690352","85.57540038","202.7362058","85.8154281","86.96884752","84.93129855","87.98859535"
"M296.1984T398.8","296.19841","398.82","85.89806136","174.9081647","188.4031499","84.21994876","123.0831309","115.0859736","84.4066589","85.75994353","85.34061312","85.38448932","84.12621875","128.1787399","129.3842667","84.38168296","85.65153785","86.14059254","85.35845002","85.41279878","84.68801291","84.88449147","151.8283484","84.37355025","86.92999572","84.35329259","273.8043113","200.8902654","12245.33587","85.59084592","131.7068024","75.34920697","76.01434386","74.1057602","74.24144188","73.41762926","74.88610373","74.09079105","73.90564328","73.20828939","74.22898314","74.09546921","73.7180973","74.02260008","73.94438153","72.84598371","73.3000386","74.36358984","76.24380795","74.30349796","74.72900271","73.64522851","74.56094349","74.04575767","73.69969426","74.014228","73.49040688","74.0886071","73.25333458","73.6700488","74.05029672","74.12742229","75.2344655","73.10037412","74.76706177","74.9212644","74.25454561"
"M567.3436T661.1","567.34364","661.08","125.0338651","127.4342095","132.4242991","128.3910815","125.9599779","128.1439535","125.4337587","126.2199407","128.5045849","125.8713876","127.4412048","127.0065713","123.3000079","125.8081859","124.6752152","127.477775","127.7231724","126.0290275","124.8376575","128.6335333","124.8990329","126.2343906","126.62982","129.7246523","126.9002409","127.4375116","125.4050003","127.3284824","125.8306767","8097.354809","7633.853474","3069.794477","7796.346218","8180.080129","9069.74652","11398.005","9118.21415","9152.042165","7942.001245","7871.79567","11488.59546","9057.331218","8892.425052","8248.932037","8342.788316","7630.65372","8874.537589","7917.55007","8075.192473","9737.295141","7508.605104","11204.14554","11234.46032","8319.318659","7886.992641","8971.266226","10208.19901","10590.27716","7699.390675","9989.081679","6993.08878","12240.66364","7324.000908","7272.993548","6915.243322"
"M402.961T62.8","402.96103","62.76","188.0137361","642.1856229","546.4763131","127.570303","572.1342884","132.1877168","156.4629995","619.8702435","448.6005801","720.0826134","769.1549383","286.421368","664.8559128","1779.740204","479.032754","129.2347964","229.2142711","127.3398656","127.7626454","418.7539821","253.1593181","391.1248525","127.821567","626.1786117","128.4657924","260.6204443","430.1731289","733.9057482","540.526148","4598.684691","6308.393657","5283.360249","5286.861127","8514.978365","6041.742862","10210.19903","6341.616114","12232.88019","4722.699064","8130.801748","6437.795741","8797.877385","4635.745068","7250.592387","11244.72412","8179.468917","10995.54956","7186.323798","5978.608638","3719.681152","3594.978836","4702.854733","5171.163198","8020.429958","5645.202343","5921.533037","4864.434109","5340.534454","4976.868535","5010.618384","4314.327545","7680.465568","4273.909962","8138.528901","5833.687779"
"M224.1414T583.6","224.14144","583.62","74.87224112","75.00052518","73.7370499","74.20880944","73.69376322","73.68414779","74.09646988","74.10783169","74.19609253","74.69984645","72.01022914","72.99985102","73.51974927","72.77576984","73.82586198","73.81406053","72.76360934","73.11875062","73.54209777","73.8492526","75.23946132","71.8212412","74.52971207","73.31416977","72.80635255","73.942169","74.35712792","74.8675137","72.65891187","1724.895063","4578.231356","3465.75393","5523.79996","1319.692627","4989.80198","6845.437906","3537.066328","4615.841561","12227.5144","5509.62403","4509.893203","2504.488025","5047.101186","2678.46864","5310.065298","2678.311094","3246.634895","3701.370254","5781.258047","5698.393771","3538.007929","7357.493895","5372.04246","2736.25658","8934.536703","2849.842859","9597.088023","2492.26943","3064.180388","1473.733321","2583.937761","8252.928844","3353.85058","1900.045832","3987.55429"
"M472.2496T516.4","472.24955","516.42","76.84983035","75.48587326","74.20266508","74.25304803","73.96331299","75.97188801","75.43082157","74.83430022","74.63177122","75.38266261","75.63703992","77.93106101","74.81557908","75.48024848","76.1510782","75.49689397","74.83754485","74.82410166","73.837263","75.21143312","75.28047647","75.5733458","75.45220866","74.52060396","75.37721224","74.35426612","75.13443374","75.28662673","75.21849776","12205.89068","380.2136901","1568.53654","2572.661202","356.9779827","801.7179474","342.3925972","369.6559699","1244.87637","113.0644247","99.77724946","134.9063922","342.277089","3279.745587","65.85427886","2770.309089","614.1373957","831.1473159","997.4384602","665.125304","739.0017369","5176.795509","65.47559564","564.3699795","1051.165175","5068.779049","599.5212346","2018.73463","3256.148639","1180.280516","826.9048857","1953.378106","938.1003432","2418.428577","2847.065877","1799.138196"
"M370.0985T288.4","370.09846","288.42","78.16221677","75.63093399","76.5267563","78.33425418","77.26888771","77.03383183","76.77642053","77.32195402","76.24817889","77.94084589","76.90276832","76.54794212","76.54512629","76.89513369","77.07123218","77.28694911","76.91246486","79.31784398","77.55720662","75.56567479","76.83740708","77.85545835","76.23653795","78.5738148","78.23198612","78.11937349","76.7052865","76.62137861","76.96165009","66.57042961","67.95518931","66.05272742","67.44715156","67.44611332","67.40363424","66.98731504","67.29233842","68.35943283","66.70165161","66.43885681","67.00377303","68.45494681","67.21093064","67.4396188","67.19376427","67.30671246","66.07108565","67.6603148","68.09623948","66.49245984","68.27424303","67.26068802","68.22866207","67.09456583","67.33498721","66.83454842","66.89585255","67.30937349","67.07769353","66.24372503","69.53912959","66.39111403","67.42583919","66.98707845","67.28987501"
"M184.0374T361.6","184.03739","361.62","91.80674381","92.47094008","93.53035906","92.29555874","92.51658338","92.03375245","94.32722913","94.83921385","92.84152937","91.28841519","94.24009072","92.7184545","92.49239411","92.11881253","92.45079475","91.99516562","92.02352483","93.23848239","93.49872612","92.22600288","91.74358731","93.02916909","93.43329789","90.82472439","91.14293388","92.85704339","93.39927406","93.50220757","92.03652604","2994.827607","831.1098936","714.3331801","11093.11347","4080.386693","154.4096114","316.854991","4919.911255","647.232528","12171.21035","1406.981629","5153.222376","80.94091315","9280.372651","8699.704725","1654.843812","150.9679293","2025.561671","4040.825078","908.0341034","9962.952862","3312.566186","1245.83898","5822.39495","305.2873601","1386.12727","229.501132","1197.0433","5615.065987","80.77994476","2139.47509","5610.366575","4575.228917","305.4638423","3497.455503","561.3566052"
"M300.2663T495.9","300.26631","495.9","107.8343635","105.5739852","627.2492633","104.5371157","119.6490949","151.3936686","104.4440389","105.6070732","130.4632749","261.0521109","363.0831752","102.6535368","731.3948287","103.337522","271.9198751","103.6436241","179.584873","103.7963872","144.7533239","183.474657","165.6230503","105.5100697","103.4116532","104.7544433","173.864641","107.5519728","283.4635812","137.6756092","103.4429731","93.9713598","92.48505585","90.87455455","91.39734307","92.54833423","92.63155265","92.08431439","91.7352272","89.90801979","92.04062862","91.98501903","91.45439291","91.92851629","91.87283787","92.96397857","90.99009217","90.85782098","91.32246515","91.22712055","91.43073919","92.32767007","90.76673479","90.83823416","90.89886383","92.38040734","91.46851","90.87881546","92.18688478","91.37552949","92.48890594","89.59428109","91.94358292","93.24575244","92.35648676","90.20255995","90.89635882"
"M168.0276T76.4","168.02762","76.44","6599.770343","3391.181857","564.6509092","2006.225144","2217.671579","6549.402955","395.5358674","753.4703344","8298.100209","362.9663445","3975.26707","4294.389882","6869.699344","74.49239102","2764.616327","7788.827615","1569.631287","403.8741147","5616.501527","328.7086213","4559.600736","4467.042612","189.4670111","509.6898603","1362.878134","191.3534377","1298.590777","251.4587056","2295.205295","5432.139463","2206.230237","4281.531011","6529.799043","4772.10149","5294.568425","5168.581154","2600.440955","5494.615387","5954.200154","2534.837241","3592.338216","2377.280807","4291.279095","3191.562661","2646.56949","3175.806864","1788.779885","4004.728559","2344.679227","4829.220455","5179.234736","4641.081749","9551.898239","4289.199935","6764.046717","3171.119677","4804.569799","6687.17598","5789.94216","3557.464777","52.38404661","6687.506052","2805.815205","4131.903034","7155.755298"
"M494.397T844.4","494.39696","844.38","98.62085509","98.90105626","99.39821601","99.68147371","98.1534943","99.45138597","99.81756756","98.15391538","98.39482021","98.77879476","100.0321873","99.68484752","99.56944451","98.55655142","99.53900805","97.04684532","99.42636432","99.36280166","98.15476703","98.99228051","97.55344959","97.75901441","98.3749871","98.21818861","100.2994297","99.55023366","98.15738599","96.86713247","98.62110318","9576.383114","2622.2076","587.4036834","3135.853102","5370.51101","4646.268193","2455.076979","5473.59378","4222.084989","2979.994189","3234.965042","3362.048777","12141.33784","2653.338072","2317.872304","5072.815944","3342.296344","8196.916938","7264.352166","4873.720179","4126.143644","2394.935737","1934.112671","2579.482196","1317.465876","1578.653651","1611.451399","3165.297971","3848.05727","3345.824551","648.1625067","2751.424113","2886.330432","4474.506708","1315.311656","2597.649382"
"M362.114T89.7","362.114","89.7","841.891897","778.4975306","613.0733155","613.1404837","414.1937535","525.0000198","574.4569793","354.8524269","654.6299879","705.361543","935.5855718","535.9198684","223.5088225","390.2393384","175.6570604","726.1502638","417.8075784","635.5522241","378.1754033","738.0065986","425.8541842","469.3777415","136.4456365","823.7893018","724.6713021","651.3538361","265.8397597","472.5504963","348.5839527","8240.314496","4363.700375","1315.285438","5001.140633","6918.821789","6752.576165","6018.978454","7567.394144","10620.57165","5443.685962","6402.070335","6867.861789","2971.172159","6346.550013","11286.08138","8308.937127","6225.360756","8696.942687","6804.066832","12134.31591","4772.911753","6162.657241","7921.667394","9456.333653","8910.081038","5162.323172","2201.102211","5469.508218","9695.367727","3899.643224","3498.177691","6445.344762","6857.296527","6018.371236","8592.183492","5448.338374"
"M298.0476T318.4","298.04762","318.42","86.75202052","85.98674193","86.27980679","87.40163145","198.7995962","88.82520221","86.6657397","88.78613613","89.83591287","85.82547345","87.43767505","87.9058564","87.49142451","85.02198663","87.69398774","89.71196139","12087.70507","88.37744902","145.812828","86.09671074","87.90810546","88.03268664","88.34549268","86.57659197","90.11221464","89.41187087","86.86313352","86.45546332","86.05522293","75.9633395","75.62040652","76.54828954","76.55961717","77.53087463","76.84542629","77.39284909","77.69288681","77.8749028","76.6424652","76.08549689","76.18372989","75.22210418","77.16220151","75.49667276","75.63924861","75.58849946","76.8711175","75.90886732","76.77567897","77.37367742","76.61015854","75.90086818","76.07546576","76.55429573","76.83361331","75.58150342","75.92353711","76.73271463","76.36510664","75.47789487","76.23657344","75.35775392","75.43952438","77.17026607","75.98651745"
"M219.8247T67.8","219.8247","67.8","84.58636012","86.39094717","85.15609542","87.00218269","88.26240872","85.97288504","84.56934306","85.70185808","85.22860313","85.84400119","84.80415804","85.93416749","85.59901474","84.14213943","85.56718957","85.93853556","85.27103288","84.93697357","85.43042895","85.94306931","84.77857847","84.28969808","85.91407305","84.94708293","85.62919166","84.46605306","86.61448077","85.59907973","84.71647148","683.034715","1309.943335","591.8945476","76.19327451","2743.140454","1441.781554","2742.707212","146.3231115","12085.86086","507.1387433","368.0003714","1161.037286","3174.961467","112.7522422","466.2394376","2955.252115","79.55432864","10273.99663","588.790805","641.5199967","165.6891106","376.3104187","76.13762541","76.53410538","2853.798389","159.0832","626.9133678","370.299032","844.5977337","546.3980135","76.2894716","75.75639531","1039.340303","151.7796319","4413.922985","113.0173078"
"M280.2402T628.8","280.24015","628.8","5197.654292","4002.166844","5530.900439","6036.411579","6552.763036","4557.550365","3051.294709","4875.516695","6590.373728","6024.888519","3843.869163","5727.579886","6754.714264","1367.079086","920.7863998","12063.39999","5128.508465","1035.603993","9025.450315","6301.293769","2535.480271","6321.41215","1720.354266","3720.177572","7896.363287","8040.792972","5091.601098","2393.578341","9611.293388","598.9201918","694.4570547","137.3304364","89.64854158","415.8706987","91.21758424","89.70157356","89.86710187","91.63508714","91.75206197","436.0994759","88.71521127","90.9936258","472.8918806","426.5773453","399.6600677","89.68066301","91.86357135","141.3135979","286.505262","90.83356427","89.09641579","346.4296676","674.4118589","89.69919458","571.8228592","91.41604209","89.61558516","90.74164889","92.51252491","255.893338","89.42690336","389.2482192","690.7604309","89.18354407","607.3975295"
"M394.3084T773.4","394.30836","773.4","88.74234645","88.23584567","90.46903405","89.60520232","88.98083009","88.86768829","89.71439498","89.02694928","88.54002473","90.40637788","89.27655735","88.78435492","89.17957287","88.93530365","87.77372898","87.95768593","89.79076753","88.73152378","89.67341726","88.75560162","88.51423634","89.7962806","88.49700251","87.90021363","89.08239843","87.84939986","89.1443372","88.42425328","90.44053442","7965.810771","2244.419745","1132.477564","2711.127435","8224.877949","6067.611653","1867.560305","7873.573682","2079.781395","3683.143412","4039.877502","5540.047779","5195.89007","4438.02104","3260.44573","5359.265596","5647.292142","4493.290287","5251.856455","6957.878513","5046.330445","6572.268511","2787.801193","3564.374397","11123.99971","2392.321278","4875.463399","2808.132968","7539.441951","4483.266351","2517.207462","12061.75823","4731.204713","4852.802884","1738.995166","5515.603427"
"M312.23T442.7","312.23","442.68","133.7934247","167.6054862","406.1744586","124.9410542","232.5861145","137.4559348","96.68362463","222.2410866","1286.357258","96.37691124","524.6370239","227.6714484","168.7834234","94.98105891","126.9986095","372.4626959","231.0067375","126.285572","241.010791","135.1138035","303.1919492","97.55319086","146.902235","95.67779579","307.7423983","110.6119673","121.5958334","100.438732","250.4441718","84.00283125","85.22807375","121.1376253","83.7720205","83.65374438","84.40732063","84.61077296","85.93040232","84.56906811","84.47734263","85.41317947","83.20698129","83.47081537","83.72500008","83.14787427","83.40648607","82.74145495","84.08949813","85.26400831","84.82630882","84.57400595","83.75372888","84.04230286","83.10927618","84.29074768","84.49887272","85.40104073","84.52284193","83.22091386","84.43866329","84.54097769","83.99178219","83.39742206","83.16206383","84.34957094","86.02518609"
"M231.0195T89.4","231.01954","89.4","529.5523328","660.6202659","277.0884504","387.4871027","173.0435265","304.3985919","349.7784779","231.1990061","202.2763463","348.9060193","741.2169593","209.2731912","172.8458278","247.5258385","188.6486029","170.6147422","192.2441139","308.8366225","175.4246927","430.7172906","169.5015608","170.4622807","175.4741785","303.9576886","174.1500201","173.5803956","175.942092","214.9106762","173.7539836","5461.048123","3453.907349","2657.308516","3304.620982","7255.147927","3903.277811","6072.622487","5174.529755","12018.45865","3439.990519","4352.84486","5013.542934","6558.445074","4779.878267","6848.945631","9253.2306","4483.341712","8425.757656","5667.242324","7372.09329","3114.544354","4353.778649","6484.159353","4745.069748","6871.51938","3001.055026","2891.844413","4041.693229","3955.279952","2505.653561","3255.581153","3719.040855","6376.02284","4438.045327","5858.229624","4321.483496"
"M515.2912T486.4","515.29121","486.42","78.84505745","78.08887472","79.19955493","78.82925853","78.1739924","79.82491905","77.15481731","79.74678619","80.65674736","78.76017608","79.19774701","77.81902268","78.37380795","79.07901255","77.76877537","78.00302084","79.5489431","77.55013377","77.71971869","78.21859179","78.22114311","78.28730502","78.97103267","77.90933354","76.78613195","78.38715712","77.8993491","80.82249973","78.33596086","1300.104656","1584.60811","68.69085169","1595.003354","1435.802505","985.4528942","1969.790518","3215.387059","1814.993431","657.658039","1098.473414","1417.620213","788.5293615","4761.980079","998.5644651","497.039564","3262.14741","3013.313966","390.8744322","707.4516604","3966.886005","6800.069138","276.7175032","5769.995055","4157.074327","3915.010851","553.4874019","1862.316678","11988.41084","2150.606016","2829.383647","68.1101806","694.595624","68.32157745","311.6528731","2241.217401"
"M191.9358T495.1","191.93582","495.06","405.3972128","981.1367031","31.58315218","243.8751894","277.470412","128.5177636","237.3254656","196.3274202","589.3830896","710.7078762","319.3079727","163.6132242","97.59413953","263.8697848","175.9085433","120.9970477","166.5848837","174.7496473","182.3357947","185.9879828","174.0615352","276.6626378","226.8285154","126.2123748","245.5108087","76.16500354","153.2500345","235.6543506","157.5975925","5470.660134","4278.618859","67.35136087","3115.465029","326.7691622","321.0487815","247.1464283","193.9538311","10853.37654","3451.210848","4444.156516","205.8098617","11963.82022","5378.413275","8926.730811","11243.29315","1112.058152","11271.22325","398.9451503","544.1751148","3475.110327","4081.952202","7072.283976","4560.140463","7940.666081","3793.92869","2557.616779","3753.589703","3639.624981","251.4440252","243.3240621","372.897368","8180.474469","6074.955575","6774.094044","330.9271074"
"M220.0041T211","220.00412","210.96","171.6005878","169.9436085","172.798985","168.1903733","216.7294187","168.0606022","170.0094155","169.0385156","168.2971482","167.918403","172.2780119","172.3716579","170.7112852","169.3182314","167.5022739","460.3339314","356.440388","170.2144064","168.060006","170.59205","167.8047046","172.9274703","172.8844521","171.2920877","254.2411351","168.2262807","173.9849316","168.4809197","237.4289637","148.1829781","150.795588","151.0923782","148.7363839","149.9642317","149.7947941","149.8542709","149.5695049","150.0378885","150.90413","150.4242688","148.380644","148.8227342","150.092615","148.1258906","148.6111333","151.0951044","147.9144411","148.2779827","151.8265421","148.7847451","149.1575353","148.733655","151.2555337","151.9226662","148.3683863","151.0287399","147.9576402","149.5752555","148.9180779","149.305165","147.6259698","149.0552867","147.116836","151.0692524","149.6449055"
"M467.3013T665.6","467.3013","665.58","87.55870514","91.2497861","88.67928384","86.92681888","88.84425955","86.87961085","88.8406157","89.00010721","87.86765736","86.63866788","87.48212281","89.12461297","87.26831386","86.34649038","87.20618337","87.7410931","87.53383999","88.0018863","87.7868135","121.3698979","87.69479516","86.7335102","86.12614923","85.94828786","86.48105776","86.90951341","88.35794489","87.84445412","88.41016978","4255.363901","7571.216243","2345.565395","5954.884869","5944.730013","6334.985923","5307.28539","4211.634884","7509.72768","9796.017566","7563.310344","4699.076256","4398.284853","5949.782752","3781.759692","7293.997765","3933.466352","4618.896474","8367.046874","7305.91771","5896.56985","5294.724234","8338.115763","7986.914895","6619.169386","5129.124633","5265.973729","8225.509348","5642.82643","11280.51754","5020.602645","4594.932919","5749.63411","5249.376168","11933.29816","3553.684823"
"M659.0746T62.6","659.0746","62.64","2248.558918","4808.671114","1083.187626","4334.156098","1410.525563","6105.063901","10040.83831","1560.875529","687.799451","936.046147","2328.248383","1395.004476","603.3607324","6069.398115","6839.499322","2095.754962","452.8369538","2869.475372","1444.36555","10085.18222","647.1690869","636.5775874","5839.504977","1188.172994","5513.536919","843.5955168","3176.508687","5273.370521","1123.660786","10348.60408","11063.29837","7126.119169","9612.529562","9239.138725","11287.80357","8080.130867","11165.98269","6943.775421","10032.40994","10951.84189","10949.86476","7215.221663","11447.91645","10317.16132","7666.152264","8432.296429","8031.223519","10455.60251","9557.926017","9142.754855","11921.79978","9431.947692","8918.280385","11549.12999","11053.75644","10762.56087","11186.85334","9884.172719","10064.23094","11154.5748","11025.34879","10101.2565","10615.43909","10792.11318","9979.427044"
"M388.228T335.8","388.22798","335.82","133.790125","132.8992951","135.8799668","4955.60971","11908.44072","137.9051971","1432.257719","135.1395626","137.1109587","138.3161764","133.4961566","136.5421673","133.9512163","132.0519909","135.2692285","134.6273544","132.8534772","132.2335781","134.7012185","132.155446","135.1277514","139.7023917","137.24831","137.9464807","136.6007404","135.4543094","133.5502527","132.8616678","135.00707","115.4773612","116.1528239","118.0103926","118.0731634","115.0266221","118.1071453","117.2433264","117.5613695","118.45045","116.3263141","116.4025842","115.1179268","117.1811265","116.4295637","117.9799481","116.7142115","115.0092866","118.750429","115.2317658","115.3585364","115.5623773","115.1888519","117.2919619","118.8944498","116.7834942","114.8079727","117.0462081","118.2365301","118.3181611","116.4593839","118.1738966","116.2618181","116.8426363","115.7704445","117.3283714","118.9676601"
"M209.8528T53.2","209.85282","53.16","6565.086096","7119.791053","9659.553769","5618.873198","8156.506029","7264.85271","7920.728015","9018.897796","9751.078416","7114.492158","9240.722688","8742.231601","9242.516751","5373.737222","6993.872738","6020.32092","10581.51672","3744.111675","8415.732024","5422.477921","5350.258873","7440.541266","6311.648901","7284.452959","8250.946275","11900.14187","10997.45704","5258.807244","11794.35176","4453.91679","6705.221008","3960.527374","5325.926959","6075.17211","6003.952877","7586.770926","6511.000591","6926.257588","5813.806494","6992.010764","5775.225419","5151.692991","5415.823784","6075.406543","6306.31658","6168.984067","6408.513492","5896.237767","4037.370791","5035.31407","4346.561629","5081.816309","5620.678333","5963.790205","5901.995039","5647.987168","4952.656266","6041.858092","5287.162363","4909.68415","4897.169759","5904.412703","3770.159901","6720.704113","5542.801803"
"M341.8666T1027","341.86665","1026.96","8061.31512","9026.876987","8506.867641","9352.069199","8791.400631","9340.801374","9279.801048","8650.25283","8784.388257","8408.418311","9386.463751","8891.619491","8873.610149","9683.343983","9199.629258","8608.302028","9058.716251","9578.927324","8870.663073","8768.372876","8841.492314","9475.647362","10075.19572","9635.796888","9412.707372","8762.681826","9500.159411","10438.9588","9610.534468","55.89521395","57.27312213","57.76137057","56.51864706","56.91039845","57.88386211","58.59390145","58.06644678","56.68077097","56.73329635","57.72735533","56.19248163","57.58110056","55.00662318","57.19635397","56.96954866","58.17964214","55.22531382","58.30327324","56.15917257","54.864968","57.49207633","57.28477443","55.63415752","57.64775093","55.73761734","57.84094163","58.1354081","57.86237608","56.90614511","57.64674851","57.03128131","57.2519763","54.14474246","55.08042431","58.22374153"
"M444.1628T300.3","444.16279","300.3","2706.024922","864.7058627","1193.399207","607.569013","1056.175158","1145.992365","102.0122548","1033.239317","4175.75163","673.4333951","528.0735052","1549.982043","902.3064981","316.6009743","1425.935665","1718.453278","1365.896327","1680.737529","1186.949463","354.5528039","490.1146384","1726.009104","123.5395528","518.0100843","661.5846759","2451.928493","3911.810139","363.0532143","1342.5297","67.59401109","67.37156739","67.78926799","66.99401274","67.2490741","65.94658153","67.37651461","66.4911488","67.20099451","66.89773626","65.59654916","66.90358332","65.53077756","66.84037259","67.32101807","68.09662887","67.61463941","66.40492629","66.60514267","67.33926757","65.9944498","66.30372051","66.56449638","67.76137107","66.88824974","67.20949953","66.78617706","66.19693464","68.68759205","65.3744282","66.50733549","66.55811545","67.02145121","69.36163445","66.75553902","66.02866653"
"M294.1829T359.7","294.18294","359.7","3070.085447","2748.645688","3573.810805","2741.914943","10511.05713","6656.004257","4431.621317","6013.859863","8081.335405","10124.77808","5302.812676","5082.532277","7287.532762","4324.979288","9644.318247","8243.21958","9350.672792","2051.926986","6975.889344","5578.617634","8437.950492","4259.835911","3618.25003","7299.984364","8687.655444","11861.16596","2789.141409","3323.87967","8133.247932","65.84069332","65.27611074","67.1969308","65.7030152","65.44432319","64.63157802","66.23005872","66.31715851","66.34742851","66.40328976","66.5523928","67.31718994","66.77815187","65.99631937","67.06988281","66.56383869","66.18914501","65.51948827","66.73645159","65.66340691","66.45416929","66.18792231","65.494208","65.08031595","67.58060462","66.68430795","66.35488382","65.52885989","64.50179475","66.64534917","65.91798157","64.72637808","67.54708636","66.15342557","67.9050035","65.25727613"
