"","mz","rt","pos-Exp1-Blatt_K-1_1-B,1_01_8080","pos-Exp1-Blatt_K-2_1-B,2_01_8082","pos-Exp1-Blatt_K-3_1-B,3_01_8084","pos-Exp1-Blatt_K-4_1-B,4_01_8086","pos-Exp1-Blatt_K-5_1-B,5_01_8088","pos-Exp2-Blatt_K-1_1-D,1_01_8091","pos-Exp2-Blatt_K-2_1-D,2_01_8093","pos-Exp2-Blatt_K-3_1-D,3_01_8095","pos-Exp1-Blatt_P-1_1-C,1_01_8081","pos-Exp1-Blatt_P-2_1-C,2_01_8083","pos-Exp1-Blatt_P-3_1-C,3_01_8085","pos-Exp1-Blatt_P-4_1-C,4_01_8087","pos-Exp1-Blatt_P-5_1-C,5_01_8089","pos-Exp2-Blatt_P-1_1-E,1_01_8092","pos-Exp2-Blatt_P-2_1-E,2_01_8094","pos-Exp2-Blatt_P-3_1-E,3_01_8096","pos-Exp2-Blatt_P-4_1-E,4_01_8099","pos-Exp2-Blatt_P-5_1-E,5_01_8100"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M615.1672T323.4","615.1672","323.42018","13156.5168","6927.204","6200.5605","6831.3278","4686.35977","5926.9606","6683.74209","4589.7104","27498.92","26813.77","19848.18687","17401.04019","17302.19378","12118.50165","17437.6056","18392.0563","13327.64767","15803.40276"
"M615.1624T37.6","615.1624","37.61665","1408.9434","1440.5546","1222.3797","1259.3319","1274.1538","1276.1878","1435.01094","1491.4958","1007.611","1301.163","1076.96647","727.77789","827.79104","1022.021","1217.35692","1000.8","1049.71234","1316.25178"
"M616.0852T130.8","616.0852","130.826741","5591.067","4139.8406","2183.5333","3220.7556","2241.77667","2656.3621","4297.15445","2289.7135","3054.975","3113.288","2057.9784","3256.3752","2623.95467","2893.98","3049.72626","3181.4782","2971.99011","2262.00958"
"M616.171T323.4","616.171","323.367788","4014.876","2330.7043","1527.7261","2154.8839","1300.845","1861.1017","2308.15096","1536.0095","8449.121","9020.075","6462.6174","5324.9232","5294.81872","3769.38831","5549.7696","5640.8532","4254.32211","5181.83187"
"M616.9118T27.2","616.9118","27.209943","806.1387","795.3024","648.7936","904.4574","932.12465","663.249","719.03139","1124.232","2520.021","2647.517","1883.50038","2777.1049","2585.13704","1987.36538","1859.02419","1742.8425","2140.24658","2482.88621"
"M617.1465T265.5","617.1465","265.531953","11796.2448","7312.8456","5902.6406","7827.2016","5352.01225","7452.2904","6952.745","5150.8364","15187.99","13900.44","10872.38874","6161.68461","6680.674","7023.9577","10833.35243","13265.2496","6332.05096","8291.08186"
"M617.4577T973.6","617.4577","973.619907","5579.2403","4146.142","3949.5086","4060.6299","2793.4875","3064.1051","3118.5585","3206.8699","5720.64","8316.739","5956.07636","4337.1336","3740.31378","3246.56381","4703.26014","4054.3611","4783.9725","3155.94"
"M617.6524T25.5","617.6524","25.472097","550.5073","470.6567","630.9923","747.7787","481.48375","546.2428","705.96442","571.4739","1171.554","916.0614","1027.35453","1051.77906","1001.60494","902.68941","809.00079","680.85","869.41875","873.76715"
"M618.1504T265.5","618.1504","265.502886","3242.835","2151.0528","1620.3778","2140.4973","1793.4336","2105.906","2141.84957","1678.3416","4789.422","4405.601","3422.80192","2094.17839","2252.32826","1972.05738","3364.45457","3955.0871","1970.59596","2633.88949"
"M619.272T354.8","619.272","354.822851","1764.209","1623.0909","1057.1784","1620.5459","1138.2432","1125.5664","1751.88462","1534.6855","975.5606","2771.618","2572.79191","2484.6528","2121.696","1053.58775","2519.52148","2037.0973","3440.52293","2268.99098"
"M619.6524T25.6","619.6524","25.564698","413.081","494.9463","411.3677","673.9225","405.46459","456.4547","375.40385","540.5422","813.2112","876.803","679.95461","1065.877","801.04942","883.44231","602.968","752.0494","837.25818","624.54132"
"M621.2696T933","621.2696","933.018391","14169.6116","11965.7127","14783.1225","12660.7223","9261.36281","12484.3022","12435.423","7375.0668","25635.67","18824.6","9702.672","12966.1875","9383.34271","12149.01337","8570.17084","7848.1906","4802.28542","6491.22909"
"M622.2727T933.1","622.2727","933.147918","6091.2712","4801.3792","5660.5037","5574.4072","3759.79914","5224.5096","5248.09176","3140.5104","10638.25","8266.508","4106.46","5582.56571","3730.46079","4762.93894","3264.34667","3233.9373","1998.39406","2768.1225"
"M625.3922T710.3","625.3922","710.297424","4728.9156","4530.1123","4383.7335","4581.1144","4358.484","4686.0792","4327.28671","4121.9172","4479.962","4298.62","4308.1104","4154.53179","3809.12636","4488.47503","4368.45375","4165.2952","4088.9352","4424.77378"
"M626.7949T25.5","626.7949","25.506233","1778.1097","1906.7502","1518.1048","1462.3975","1664.07266","1059.2514","1644.30933","1701.3663","1149.779","940.3832","664.6655","838.4521","627.66384","850.04808","954.0726","772.2116","1183.68457","750.744"
"M627.685T25.1","627.685","25.0715","265.4164","391.5865","145.5617","268.41","249.95628","291.6638","321.75857","265.8519","555.8942","532.7592","481.7184","585.25718","508.8315","584.0625","415.2075","540.4832","463.592","630.78897"
"M629.1933T220.8","629.1933","220.773998","1247.5459","901.8222","1070.4211","1005.7115","862.296","964.3137","1263.46279","693.2208","939.4176","1190.521","1017.76895","915.62906","810.9816","613.22167","546.6006","638.3794","662.3972","725.40945"
"M629.2721T1005.2","629.2721","1005.22079","47678.112","26322.1328","11719.0568","19671.8801","5487.98956","15141.8352","14825.84193","13666.5912","49205.41","60701.7","25418.79675","24472.90297","15936.9472","14718.7656","25328.744","21424.0043","9410.1888","10229.95123"
"M630.275T1005.2","630.275","1005.234948","19571.3112","10481.2898","5122.6157","8131.1664","2264.84222","6334.8148","6303.71524","5462.3454","20355.5","25948.64","10430.75172","10600.16721","6273.48664","6360.4176","11055.27952","9249.7672","3954.5286","4254.7344"
"M631.2775T1005.2","631.2775","1005.213757","4481.07","2555.7043","1036.6284","1543.028","395.6271","1294.4977","1538.048","1130.0862","4584.932","5552.726","2137.09044","2402.47742","1445.0555","1379.58578","2535.35207","1899.616","917.07393","971.98089"
"M633.2536T410.2","633.2536","410.162915","1049.9147","561.4947","1149.252","828.0484","637.98086","653.968","841.6728","641.1792","964.1734","914.1227","1058.00415","701.06168","1067.25259","598.812","780.9576","472.8472","695.59016","752.31632"
"M635.1536T220.6","635.1536","220.630395","525.42","662.3792","646.8504","381.381","761.42616","393.0772","657.0553","550.53","422.8137","600.7868","328.2624","390.8034","426.61045","367.015","223.1115","310.248","351.89045","267.47317"
"M635.3905T849.1","635.3905","849.090638","1624.2354","340.7977","244.5965","317.3414","118.46077","252.8153","317.75743","862.665","4958.265","8851.879","1570.44857","1017.09415","931.84717","2660.09314","2538.16875","2128.9751","1321.54711","1712.47422"
"M638.0654T131","638.0654","130.994799","9894.6503","8213.8939","4075.4612","5705.7403","4131.25398","5244.1984","7380.55733","4471.9667","6262.746","5807.189","3869.92976","5707.91312","5097.16474","5402.9856","6185.153","6226.0175","6442.88917","4253.71032"
"M639.2814T1005.2","639.2814","1005.160386","2155.8579","1571.4258","461.9484","1093.8744","443.3688","1107.7553","1030.4904","890.0448","2929.008","3279.048","1377.52962","1635.375","778.38879","991.4955","1769.0808","1324.0584","643.97736","736.7256"
"M643.2509T933.1","643.2509","933.068806","4562.0377","3578.5272","4417.9286","4351.6191","2780.12743","5036.4386","4829.72","2878.4889","6350.595","5522.361","2916.67432","4058.85213","3410.00944","5054.7072","3369.80826","2963.0822","1762.2","2350.2336"
"M644.6729T26.1","644.6729","26.105905","2990.6952","4563.3759","3630.1357","4093.5641","3669.20315","3213.025","3982.979","3867.5155","3370.596","3266.745","3206.5632","5419.50377","3944.04771","4275.7512","3000.67577","3361.212","3499.25286","3315.48999"
"M645.2586T234.9","645.2586","234.890413","9503.2632","8469.7704","3782.3568","5121.4179","3955.45434","949.7269","1831.1304","1006.9237","6604.8","6354.573","3795.04884","3186.42571","3647.86763","895.14349","663.44516","1329.396","536.82274","1059.8312"
"M646.2625T235","646.2625","234.976741","2958.3234","2380.236","1229.9832","1456.8312","1207.38888","411.1256","387.9768","322.3914","2060.931","1732.58","1248.43811","872.97459","1115.5584","317.99227","256.872","386.3088","185.85697","439.3512"
"M646.6698T26","646.6698","25.965953","1434.7082","2644.9681","1776.4413","2420.638","1968.29405","1652.6604","2089.66357","1952.4584","2186.414","2070.479","1771.42749","2767.14032","2370.072","2383.79763","1791.47264","1380.1791","1905.86477","1706.66349"
"M649.1261T283.9","649.1261","283.887267","1468.2936","1424.9256","1313.3533","1142.3932","1341.49788","1289.2622","1316.28266","1589.5556","1297.204","1024.653","716.895","1380.4368","1045.64705","1273.58022","1827.2782","1497.0427","1725.89857","1554.38953"
"M649.244T220.7","649.244","220.694633","787.8886","929.529","670.2658","748.8869","678.78879","608.4082","567.72713","659.6119","492.1968","518.4992","552.21833","593.895","326.2608","488.81653","334.6008","462.0954","458.44135","362.68842"
"M649.6373T286.5","649.6373","286.502764","804.2063","1057.1784","738.4338","719.2416","723.5784","515.0784","851.3472","508.7908","757.5083","436.7697","705.81825","414.6648","651.5208","600.57","646.7673","843.2029","967.556","583.85526"
"M651.1106T37.6","651.1106","37.634096","1565.7731","1103.7693","955.8264","809.1868","913.57933","1264.8469","1608.03463","1306.6851","912.2447","1082.898","833.15647","652.54116","611.04132","818.67894","852.71568","413.413","802.09319","900.02423"
"M655.2553T337.2","655.2553","337.21956","2428.776","3527.807","1765.2219","2165.064","2407.96774","2136.9233","2183.599","2147.0837","2380.232","2051.268","995.831","2822.82","1563.3774","1843.33545","1749.92875","1323.9318","3213.98164","1170.6024"
"M655.2755T1005.3","655.2755","1005.290797","1871.3465","1128.5474","518.9812","817.1497","305.486","900.6796","833.79678","642.6141","2434.258","2974.81","1237.76568","1170.795","913.47375","383.22529","1288.16192","1133.5728","547.01625","533.6"
"M659.3614T594.7","659.3614","594.68014","473.4635","284.8944","467.2895","264.2112","345.6096","288.2703","329.64835","370.9632","1255.224","1935.014","913.31857","623.33723","747.49003","564.60348","804.3096","844.4415","517.08","707.8992"
"M661.7746T25.6","661.7746","25.5678","641.0992","530.0162","431.3084","805.9578","588.92167","799.4589","780.2904","643.9406","391.2377","351.7577","402.23959","375.3","395.75189","723.72589","502.01156","569.0199","605.847","697.36612"
"M664.1137T37.6","664.1137","37.563704","1251.247","756.4667","734.1714","872.5405","838.50433","882.7321","953.12377","700.56","1170.836","864.8193","832.64508","836.99986","844.5599","848.18551","636.69197","1012.476","1050.98453","822.9912"
"M664.2333T234.8","664.2333","234.803097","3754.6898","3335.3937","1345.9153","2031.2904","1848.17536","342.463","300.33","476.5161","2400.172","2263.433","1020.54197","1036.962","1128.9024","206.1648","169.44535","344.2752","64.75422","220.8432"
"M664.7338T235","664.7338","234.978361","2377.7317","2104.0577","695.4568","1327.5649","998.7984","226.2389","270.83891","154.1736","1372.54","1230.65","824.52436","688.884","762.0475","102.7992","57.362","147.8291","78.08793","164.4648"
"M667.2401T234.9","667.2401","234.914496","23438.408","19490.2464","8915.0746","12072.8558","9973.49251","2781.5716","4057.38529","3303.5791","16202.39","15162.64","8847.18393","7910.9904","9283.01387","2290.164","1432.60584","3241.6189","1567.36418","3163.13249"
"M668.2431T235","668.2431","234.954587","6898.2247","6045.0265","2628.2593","4041.8976","3148.76301","819.8395","1225.071","995.2425","4647.033","4862.738","2556.95152","2408.46615","2249.37246","877.54333","539.63536","918.4008","377.9688","988.07386"
"M669.2392T234.8","669.2392","234.795529","2132.3806","2180.5368","958.9101","1355.9028","1035.7245","403.1338","349.5342","369.8334","1653.853","1748.547","1043.75104","793.14548","897.20467","343.02891","264.52101","488.3904","295.0248","387.35936"
"M669.419T709.4","669.419","709.424343","4251.0503","4318.1184","4083.8779","3581.1937","3377.80029","3901.0727","3440.69586","3566.8512","4158.658","3945.175","3895.67644","4246.46274","3647.34455","3403.3872","3682.08257","3433.56","4106.54432","3492.23979"
"M671.3227T530","671.3227","530.049327","502.3371","373.3464","261.576","248.9295","253.26312","348.5284","294.60664","394.6995","476.1983","381.0626","450.59824","330.64007","303.97033","225.54257","403.41307","444.0579","327.40875","186.928"
"M674.1885T325.1","674.1885","325.066343","420.1912","433.8184","395.9832","368.1619","471.31624","471.7603","465.16275","398.0445","338.2324","259.4135","368.2944","389.48625","390.9792","407.90108","272.41114","358.5394","300.5736","292.2993"
"M677.3736T594.7","677.3736","594.651314","1520.6731","887.2873","907.0584","761.9424","656.74026","980.7073","755.54738","1562.916","3312.648","5563.471","2759.1256","2047.3032","1973.244","1354.36341","2510.8335","1998.2122","2914.912","2196.81744"
"M678.2409T283.9","678.2409","283.867878","1441.8192","1235.2537","600.0565","968.0201","572.73397","902.902","1388.4432","702.3683","1037.726","902.388","836.23901","843.843","729.18998","894.96928","864.86922","685.409","778.49877","887.7096"
"M678.3758T594.6","678.3758","594.612293","329.235","391.7077","455.3996","348.2512","378.93862","304.553","439.3512","347.1943","1279.69","1825.793","867.8971","857.857","832.85421","370.6296","1052.9205","819.3216","962.1024","775.33293"
"M679.1172T265.7","679.1172","265.676741","875.3664","674.8278","609.3101","580.4253","499.69","664.5881","681.9368","375.375","1157.185","1033.044","819.80262","590.99312","609.96386","510.7416","902.13552","1303.8763","635.56515","539.0976"
"M681.1645T358.2","681.1645","358.242264","3729.7935","2343.7156","1506.9841","1676.1223","1558.82296","2264.8104","1846.55745","1630.4498","3972.129","3134.506","2425.6056","1425.44678","1788.35328","2249.4648","2760.40498","3150.7363","1218.49774","2435.28"
"M681.1643T284","681.1643","284.030261","48778.1038","34848.1177","26552.2459","27566.0767","24216.14132","28498.2129","27375.24569","22514.5154","60071.74","58835.92","45793.45066","41121.51437","41233.58614","35788.82586","40236.84286","42953.3302","41548.60181","43886.0808"
"M681.1642T261.3","681.1642","261.319267","2171.2326","1925.9037","987.5406","1065.064","1058.39381","1301.5901","1231.17919","1189.7259","1652.321","1378.573","855.92077","596.20627","843.83933","1152.34881","1186.2816","1464.5449","1234.89063","1241.2152"
"M682.1681T284.1","682.1681","284.07592","16228.3112","12085.4917","8832.8466","9125.628","8077.29052","9801.4422","9302.01207","7694.2473","19357.74","20015.5","14795.07672","13090.56395","14058.18395","12419.36379","13986.5136","14600.004","13188.32694","14296.7616"
"M682.1684T358.2","682.1684","358.221707","1134.6586","588.1368","483.72","492.4402","490.77205","468.8204","480.4704","570.2249","1159.125","1164.264","642.1275","459.82482","423.3384","836.748","720.96362","966.522","731.38726","786.10296"
"M683.1705T284.1","683.1705","284.068098","4564.5983","3668.5407","2313.6894","2698.3827","2122.74492","2362.5552","2436.2492","2003.5813","5621.841","5133.703","3837.89534","3712.28511","3914.05591","3373.46293","3807.0432","4134.5612","3743.57739","3863.4731"
"M683.2071T235","683.2071","234.976741","3555.373","3109.4856","1834.965","2304.0389","1900.30556","586.1528","857.07768","842.4843","2254.821","2314.646","1604.2824","1642.34835","1797.7704","567.12","510.306","750.1576","384.09916","724.72957"
"M689.3324T225.8","689.3324","225.785761","9314.112","6916.6415","4048.9032","4010.217","5353.342","4132.9226","5976.84753","4688.204","7635.757","5963.668","5190.73223","3886.44","4852.64835","4414.07633","3761.28769","5029.9997","5901.26755","6212.58129"
"M690.2231T340.4","690.2231","340.398035","1108.1694","484.1541","523.0848","518.3843","355.284","714.5177","776.78197","633.4589","892.5652","564.9067","464.3712","428.07038","528.87012","768.948","670.2024","577.61","755.70854","568.74865"
"M690.3354T225.7","690.3354","225.74882","3395.2224","2503.251","1356.8947","1422.7438","1998.00729","1432.9961","1914.1968","1583.6539","2766.983","2124.404","1763.26253","1527.79907","1662.57795","1448.34364","1465.78225","1785.9939","2060.90625","2263.60406"
"M691.3463T226.4","691.3463","226.364472","3741.324","2984.7192","1469.2579","1237.0751","1936.38023","1338.2789","2281.279","1309.9687","2504.126","1866.492","1084.32188","890.89","1110.5536","1284.6936","1414.59789","1979.2488","2010.14856","2615.99283"
"M691.3525T447.5","691.3525","447.515796","780.624","399.2814","730.1241","653.0406","365.06204","632.8991","311.21934","353.044","1584.266","1846.38","1695.88977","2598.744","1975.06268","354.02918","1123.45567","1298.9273","1007.1384","1043.1672"
"M692.1496T284.4","692.1496","284.362498","4762.4969","3925.7427","3670.2336","4017.9433","3385.3039","3001.9782","3503.1336","3408.9243","5016.01","4613.661","4344.34","4487.60007","4926.0407","4426.872","4083.85152","4288.0698","4667.26502","4733.04115"
"M692.3491T226.5","692.3491","226.478756","991.3165","886.7088","453.8248","333.4875","435.62563","349.9914","785.77674","513.5525","749.1157","670.106","473.43161","252.315","365.67257","344.3784","348.31525","707.8042","597.00556","853.09595"
"M692.6502T284.4","692.6502","284.362498","3789.2909","3281.9043","2656.9552","3105.3505","2693.68018","2895.865","2812.69523","2477.8498","3805.612","3856.262","3709.9656","3443.44","3904.06409","3510.1392","3351.59272","3001.0211","3477.53301","3715.85237"
"M693.152T284.4","693.152","284.421962","2475.8576","1987.9224","1824.2739","1997.9373","1767.26143","1844.966","1512.71594","1549.6881","2741.994","2543.149","2603.0808","2311.66043","2474.69817","1912.00488","2183.412","2273.1504","2492.41886","2672.96897"
"M693.6515T284.2","693.6515","284.202242","763.944","1104.8832","594.7419","906.3308","816.23763","542.8395","373.9656","546.8987","1216.532","1335.259","1335.9528","744.9288","1100.78571","526.13021","1213.43836","1025.1528","965.67518","1093.5408"
