"","mz","rt","POS_SF.100109.114720","POS_SF.100109.121711","POS_SF.100109.124896","POS_SF.100109.124904","POS_SF.100109.130034","POS_SF.100109.169058","POS_SF.100109.199550","POS_SF.100109.227718","POS_SF.100109.231142","POS_SF.100109.239012","POS_SF.100109.244079","POS_SF.100109.255622","POS_SF.100109.259700","POS_SF.120831.00062","POS_SF.100109.142930","POS_SF.100109.146730","POS_SF.100109.199546","POS_SF.100109.225118","POS_SF.100109.252159","POS_SF.110121.00073","POS_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M464.0828T185.8","464.0827688","185.83300002","202.8501523","581.0055453","14192.04874","26025.60131","6036.286295","1886.481584","6532.718584","158217.3592","57529.27556","18601.41444","170334.0611","31019.66179","154249.8833","91073.00732","83303.93537","85523.24731","116741.9286","286084.2429","645764.4172","203227.5918","241078.7274"
"M499.1148T193.9","499.1148271","193.94800002","230.5824211","401.1615646","178.9305144","841.7379488","76.64146194","278.2369807","246.4212272","1778.007919","2652.079799","2011.739231","1630.444514","999.2388476","1805.891431","1554.796661","634.0603354","1963.635286","920.021809","2222.261737","845.3563791","4414.391301","1772.970208"
"M365.8706T263.3","365.8706301","263.27200002","5216.875974","1558.58746","2967.822505","2616.777864","5255.373762","3025.134699","3108.088177","289.4701152","176.4228893","1042.705199","223.6126526","1694.692185","136.9343352","564.437922","532.7500178","910.4466947","527.0194703","238.9411285","133.7056897","199.2671292","427.1843732"
"M496.057T722.5","496.0569838","722.5300002","4165.669084","1806.653424","3446.958297","799.2528221","2880.375864","1837.80606","1664.80455","8688.725731","9378.812463","32589.70844","17990.07947","22013.85714","32977.52907","10241.883","27008.40343","22114.96072","3689.296927","33993.61304","40211.27593","61995.46215","8260.44052"
"M93.0692T196","93.06920666","195.97699998","1484.771339","1668.612623","1503.709356","1551.539908","1140.119901","1542.722223","1391.306012","3152.003689","2595.892523","1999.051015","2420.022298","1621.125104","2779.467799","1960.357201","2256.698848","2226.934664","2498.597982","3391.656769","3592.282224","3137.14925","2487.389068"
"M357.2157T106.2","357.2156807","106.194","4801.793747","2071.372788","3903.890252","1539.265526","6978.680269","3125.627632","1873.156709","288.180063","1086.469568","911.5345599","884.6775225","1161.546769","884.6640806","1016.332972","1173.710431","878.280623","636.4165339","283.3210947","567.151654","468.7055569","455.4961695"
"M287.1485T859.2","287.1484811","859.1689998","3784.947845","3651.724977","4403.260019","3115.274164","3150.674687","3306.949018","3540.839335","8311.969875","4505.317158","6376.059281","5737.12528","5351.787011","7490.358258","4352.865092","6098.25484","5783.017037","6500.106123","8890.212452","9506.657841","10506.99055","5773.747815"
"M91.0536T102.1","91.05363066","102.13600002","4980.846351","5339.969073","4508.794329","5269.672333","3523.222247","4006.25456","4286.843642","9291.945201","9684.043723","6157.252477","7390.762642","4903.400288","8888.547198","6587.723328","7447.233274","6920.959445","7598.244756","9761.337195","9729.88454","9266.364516","7796.460353"
"M77.0381T196","77.03812361","195.97699998","524.1668648","578.4908894","542.1700257","546.388264","396.3090934","502.4349442","483.397129","1110.490729","899.137698","716.3006015","813.665833","572.3767498","973.1853004","675.1793892","829.5887267","701.122274","885.9404055","1024.76975","1144.34786","1152.951338","831.9504174"
"M136.0749T102.1","136.0748949","102.13600002","49216.83332","54487.84207","45850.80728","54374.77164","35264.26482","42872.76771","44114.33707","98934.6361","102223.2511","61396.40873","91148.77253","53437.41666","105784.2826","70679.06799","74086.07511","74380.27591","75667.92825","104118.0783","104371.8468","97214.75454","85643.12798"
"M460.2684T753.1","460.268425","753.1339998","6522.893222","7453.691542","9831.361387","7430.570558","6889.862977","6605.891838","6759.589314","24229.31364","14331.15973","13893.64928","15149.69702","8646.74383","14121.98254","8964.32684","22477.70382","12319.59071","22441.59508","24788.57325","25102.9096","28122.5592","13236.90884"
"M221.0118T262.3","221.0118151","262.257","71.96462028","238.7053888","87.70055673","147.5630386","5.462779943","44.44527066","92.68744341","3912.917784","1258.740748","1444.403786","965.5197108","211.746403","2039.184719","299.8969662","729.4619077","1248.15153","1933.263405","2211.745714","1168.641424","946.610814","1337.645644"
"M444.0307T65.4","444.0307219","65.445","1858.262267","2117.921492","2191.147205","2011.763766","1617.012543","2366.330887","1659.707372","7209.28873","8122.047791","2725.366268","4158.647662","3281.939448","10674.45875","7474.582511","8105.475988","3807.950012","5614.08843","5503.344863","12694.95977","6595.428706","6094.980035"
"M484.1172T47","484.1171906","47.01400002","2610.918348","1744.458629","2621.347716","2115.180687","2321.603431","1518.704702","1989.755691","606.5238129","1485.517992","1685.132691","688.7515153","1957.224633","1023.433109","2002.046743","455.9495344","616.6706964","649.5366466","413.7732767","991.963023","798.9438494","545.7084655"
"M497.1456T727.6","497.1456255","727.602","35270.85101","18700.01087","35612.95764","9500.626132","28748.62185","19935.93673","24494.96168","3368.66185","2794.278496","10033.00412","3194.36954","7385.981836","6842.952515","2485.637311","3300.719188","4775.674603","6247.028689","4866.345205","4021.499103","16118.74416","4271.164982"
"M345.6041T891","345.6040835","890.9599998","594.4600137","1046.922997","1086.099522","1431.455885","728.6619887","1177.604714","928.0593808","9076.030099","8937.211234","2931.955564","3477.091831","1865.477361","4667.681794","5289.373538","1499.917804","3026.388724","4038.435266","5190.973538","4658.699986","1866.811525","4512.452702"
"M203.0522T36.9","203.0522231","36.87","14295.72727","14123.25437","16740.92402","6453.355907","14909.68214","14516.97219","14133.44354","4887.031282","6178.804214","4581.457994","3582.044538","2987.964884","5543.647721","6803.666047","5686.692525","4821.635618","6035.762906","2718.956061","5278.288358","7416.502664","6719.376664"
"M440.9636T198","440.9636411","198.006","14.37150515","210.8252353","0","395.9390793","34.69192203","0","96.53894709","2010.654395","2509.687838","397.5066286","1901.587957","711.9247813","3288.822813","2220.770093","970.4860056","2999.406655","5120.393056","12057.81055","11893.4657","4943.859396","3648.241823"
"M330.058T46","330.0580291","46.00000002","1537.116667","1655.852025","1917.579064","1776.243644","1337.238153","1640.778328","2067.387987","6469.437512","5883.165193","3024.095262","6905.802678","2290.036495","5820.125805","3403.666867","4241.634883","3631.473356","4860.866249","5434.896034","11869.92176","12312.58098","5120.766077"
"M439.9232T167.4","439.9231513","167.40199998","3835.284881","3745.84293","9590.481355","1305.839831","4069.707329","5826.671391","2360.795218","1707.040714","1578.695504","1045.711086","980.3039364","1101.178059","756.9637542","746.751367","463.3334883","1521.635324","1009.250016","1055.808553","856.6229915","746.9151943","659.0208457"
"M288.2004T168.4","288.2004162","168.41599998","2161.098204","1876.884239","1348.538205","1476.759228","3693.725644","1731.838239","2118.490739","1248.084646","1056.736447","972.9004601","841.7876296","1079.474591","742.8518565","1137.9746","1158.138524","926.0660746","759.8865001","438.9293727","330.1993749","395.2353697","586.6451642"
"M165.0542T102.1","165.0542496","102.13600002","43037.96392","47389.63714","40030.57704","43612.47509","31389.14587","37166.79021","37703.63933","79096.34458","79315.45169","51600.79007","60709.86491","42032.02618","78841.23339","54697.08415","61938.71392","58542.87212","68158.9345","84523.94019","92598.58397","81668.56358","73762.50664"
"M171.0758T74.6","171.0758149","74.57500002","1961.206921","910.6964571","1507.895045","1205.1382","2304.860772","1318.068394","1614.318053","447.6039784","512.4601676","726.726919","364.5957198","1349.588516","292.2399751","625.9114357","380.840992","594.7635672","312.0202009","449.6568037","395.6116782","717.4127833","472.6040345"
"M355.1946T153.2","355.1946479","153.19999998","3978.116121","3085.177516","3274.005477","2625.525629","6382.966567","4143.614984","3365.277961","140.3535333","592.5320589","911.7663","446.1469174","1208.485152","311.8137879","921.3340222","938.715683","924.3496243","683.3374256","261.5820294","168.3569087","46.48906134","327.9321195"
"M345.2129T196","345.2128631","195.97699998","6762.103288","5745.649134","6810.05446","5477.192698","11764.61557","7807.243875","8069.594187","1334.450722","3840.463792","2966.602434","2740.417425","3696.254581","2668.646397","4668.101909","4280.889637","3045.350086","2366.945805","1307.488604","1109.506643","1245.49061","1772.088978"
"M494.0041T289.8","494.0041109","289.818","124.3294954","319.9430061","51.10711813","490.2498073","144.500726","429.9606419","1111.66577","3788.673601","7513.746382","907.713268","4767.725657","960.4132582","14502.06664","7407.931638","1653.954605","2515.001246","5466.149797","3532.830583","3335.189881","7263.120166","1684.310302"
"M86.096T263.3","86.09596902","263.27200002","17984.41457","9666.137868","14723.1518","9911.313064","18116.33518","14801.88151","14253.66922","1810.944795","5110.656457","6328.102461","3403.890541","10315.37891","2852.5347","6701.871898","4374.038944","6537.543913","2930.274308","2207.34123","2615.682846","4759.045437","4413.5882"
"M123.0437T102.1","123.0436739","102.13600002","15194.43188","16825.36006","13805.8206","15746.19141","10633.13277","13659.99386","14479.90911","28883.36319","28271.01503","18057.30572","22084.68622","15874.12818","27555.85484","19858.17686","21978.79285","20903.64428","22632.03553","29808.8807","30560.99198","28902.57385","24719.38039"
"M256.1634T74.6","256.1634145","74.57500002","1841.057091","858.461598","1343.77573","1278.558731","2156.090583","1159.149141","1555.165861","482.1174987","515.9498367","588.1413086","432.9587187","1202.588626","457.8450122","681.5941951","453.9836183","704.5199661","490.6093776","441.0793541","297.85819","808.5147906","488.1050546"
"M235.1166T155.2","235.1165589","155.229","1571.821035","1290.462307","961.1098005","737.6951189","1764.077051","1752.464702","2069.366531","129.9386748","379.5726634","501.5320201","554.7706324","742.3395604","366.2934693","434.4186077","395.1811131","530.7662451","346.4368666","303.0602753","113.9895167","237.7467611","412.7770691"
"M463.8947T296.9","463.8946961","296.919","1239.407524","2707.14434","849.7075541","2293.92836","1733.445397","1179.806087","2308.95435","683.9960254","500.4441439","510.9580563","227.246224","681.9449372","150.6899222","358.1370672","290.0168947","547.402192","650.2938273","527.0984084","474.1416996","168.338043","488.6324755"
"M166.077T64.4","166.0770085","64.431","1587.282631","1037.874166","799.8448385","788.4709938","992.186392","615.2156385","1250.814932","2912.247702","2028.838836","1366.432644","2629.180806","816.7742717","1965.501098","1384.447997","1622.740316","6198.231023","6761.423618","4060.729352","5024.396182","3258.632695","3247.03952"
"M478.3864T868.5","478.3863976","868.4710002","986.9477543","5533.31004","1151.73606","7346.004838","1138.953847","3348.658709","2277.163305","22179.75153","19212.01118","13529.85157","7288.656372","9893.999183","17110.8976","25857.19325","5034.682773","6673.868327","8072.182657","14827.13619","10995.24766","11503.22495","11316.79628"
"M356.3612T263.3","356.3611815","263.27200002","3667.698261","753.8880714","1863.199307","1498.410187","3650.113648","1796.004938","1917.688558","0","0","387.677889","0","924.1011353","0","133.2952451","0","233.8749081","0","0","0","0","0"
"M413.2074T184.8","413.2074464","184.81900002","4098.903318","2086.562674","3837.484861","4529.99653","4396.04025","4774.388037","2583.805939","2107.883529","3132.463618","2413.528855","2286.725601","2101.56014","1840.893389","2340.827036","1708.563061","2318.632693","1863.18589","1716.328872","1350.824116","1466.826468","1512.988762"
"M484.1148T57.2","484.1147609","57.15799998","2790.127929","1705.228429","2821.690122","2132.67436","2395.233612","1481.442694","2044.312521","614.2790537","1363.594216","1373.85091","498.4501066","1967.539086","863.7753452","2089.065898","435.4135772","561.7734156","544.8190191","157.9792682","770.2807992","448.8693026","117.0583424"
"M84.0804T74.6","84.08038988","74.57500002","1919.878318","867.4537447","1356.491546","1392.369418","2538.408433","1258.989172","1671.625675","168.7359787","357.3056516","627.2589112","282.2022319","1219.606107","260.8057524","641.5532935","460.1312094","546.2620204","287.3335389","199.7425369","163.5019896","448.472072","265.8870592"
"M185.2756T263.3","185.2755718","263.27200002","4583.584911","1248.890435","2926.820372","2194.098771","4258.577343","3072.547654","3036.80765","0","0","546.2457848","0","1535.681105","0","179.5749437","0","342.7238189","0","0","0","0","0"
"M270.6324T888.8","270.6323967","888.759","388.3513545","589.6354895","457.9922813","820.73437","422.4878146","554.3618834","617.0546933","2926.64892","3244.962634","1225.500246","1515.639033","776.816838","1997.918994","2257.163143","704.9785822","1204.496496","1214.619743","1161.391337","1028.512088","742.9050926","1570.479125"
"M236.6284T291.8","236.6284356","291.84700002","1961.320148","2245.264615","1754.316178","1847.970074","2745.937417","2615.362287","1866.64317","35.66386212","104.1214167","539.2952696","258.9394897","535.2165304","99.54911876","447.6769922","285.9743084","495.3586171","510.460979","227.9771997","30.31486825","88.2254519","348.0971532"
"M333.6052T888.8","333.6052086","888.759","1361.70487","2124.165153","2085.654713","3077.506892","1541.448451","2145.0231","1960.295052","12702.62678","11719.17338","4563.871134","5534.902162","3215.765386","7273.370977","8748.014923","2607.070748","4800.662212","5015.072759","4525.792528","3326.109289","2454.802917","5809.941485"
