"","mz","rt","NEG_SF.100109.114720","NEG_SF.100109.121711","NEG_SF.100109.124896","NEG_SF.100109.124904","NEG_SF.100109.130034","NEG_SF.100109.169058","NEG_SF.100109.199550","NEG_SF.100109.231142","NEG_SF.100109.244079","NEG_SF.100109.227718","NEG_SF.120831.00062","NEG_SF.100109.255622","NEG_SF.100109.239012","NEG_SF.100109.259700","NEG_SF.100109.142930","NEG_SF.100109.146730","NEG_SF.100109.199546","NEG_SF.100109.225118","NEG_SF.100109.252159","NEG_SF.110121.00073","NEG_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M124.0144T75.6","124.01443","75.58999998","8366.893859","7026.396235","7870.503963","3937.064328","5059.764349","8827.25346","5373.621163","6050.814477","2584.621338","6849.183638","6289.66055","4888.117529","5638.373903","3314.028486","5734.091826","5150.612733","4711.106481","7559.990309","7637.292092","6706.209456","7070.394577"
"M624.0043T95","624.004267","95.03500002","1320.088741","2254.94113","710.1891223","524.988061","719.8347567","1742.33089","3966.057143","1235.228905","1542.805313","1634.740423","1099.231874","1976.122173","728.837344","1796.383436","2121.846023","1315.355306","1936.702652","2128.224255","5838.571962","2087.193104","2009.084355"
"M289.0319T38.9","289.0319128","38.89900002","2106.378511","2522.412024","1566.161138","1098.267166","1516.65116","2489.799815","3037.74906","704.8573593","1798.134404","1959.760091","1181.759447","823.1680796","2166.703269","1770.748889","1982.597791","1055.513355","3572.088606","1657.521275","2762.843602","3164.943307","1990.78544"
"M798.912T318.4","798.9120075","318.405","95.08937367","577.8584837","351.5690406","237.7621238","135.9043335","68.42375122","13.41952017","432.4121413","976.0255043","5.572224492","705.339852","89.03403939","65.04170886","498.668508","244.8796696","214.4712147","0","3.41818168","9.420150945","179.4341836","111.5396823"
"M481.2687T875.5","481.2687233","875.5489998","62.20938295","81.86079237","65.80915646","51.74044637","56.39087817","47.23952865","97.57459258","97.64725619","76.10095733","82.59332877","61.28346439","36.19051968","90.02299754","87.72411309","60.9815391","65.69445506","76.57246621","157.2930051","104.6287266","108.4898414","71.76510187"
"M823.4149T525.5","823.4149369","525.54400002","90.62505352","474.1392541","174.5787614","151.1585447","197.4625685","14.25403972","40.24591409","202.5679146","141.9465648","23.57033985","202.2507515","260.8201837","963.005583","720.231989","490.8173099","490.6229142","53.74093447","731.5629969","1257.104242","627.408253","134.0179237"
"M206.9643T97.1","206.9642645","97.06399998","277.5552003","265.7689471","301.6557045","281.8715659","186.6743922","370.4168885","231.8244887","277.8265659","219.5774888","695.9960761","411.6568758","317.6005161","441.3677341","257.1000051","249.3339592","378.9156582","302.5219585","328.6515201","529.0900819","525.2158766","359.1823197"
"M943.9871T605.2","943.9871456","605.184","1224.194269","846.6091968","555.5371731","536.4724992","665.1044857","594.6827983","930.2634577","232.0511025","114.49287","661.6535349","331.1577788","255.4496258","220.6633496","422.0356366","453.0354271","288.6115358","1045.831592","396.5069923","94.96549306","0","270.351845"
"M539.1382T46","539.1381598","46.00000002","56746.38734","98724.43234","35821.47342","63299.98585","59699.09774","38223.74055","24285.95845","12580.96125","22342.02054","12421.9528","83215.19913","44879.97952","37041.27958","17853.67894","17826.54504","32377.92617","46520.42841","18604.2462","72082.31005","6622.660438","35257.50463"
"M742.0438T76.6","742.0438397","76.60399998","1652.533171","1994.979241","1259.965653","608.867425","928.0305979","1603.198808","2269.121402","1030.354529","2044.655714","1278.429994","635.5257694","1431.67379","886.1769918","1161.203086","1609.737615","1054.538066","1458.326874","1914.584401","3717.673906","2201.474474","1608.613102"
"M743.8667T533.7","743.8666613","533.65900002","233.7486096","370.4043253","112.9683135","1070.793717","448.7987679","162.9723589","646.5646302","468.9090995","468.5431613","46.21454377","828.8786709","666.4549323","614.4627702","142.3099233","547.7326104","623.517479","175.6813143","124.5187669","39.26087555","4.123320225","121.7336932"
"M668.7878T352.1","668.7878336","352.05199998","580.902607","271.0478726","533.374","289.3818629","510.4633947","374.5361597","308.8023538","348.1117888","318.3130381","431.4873645","657.4508837","432.5142452","477.7145638","633.5652032","588.4364634","526.4695765","443.5706531","441.8236856","528.1043904","560.0636012","423.3582968"
"M533.0428T39.9","533.0428476","39.91300002","622.2531536","608.6823954","1060.509665","431.6365816","535.4253851","593.9542011","760.5525463","450.0674799","397.9234353","940.814861","349.9593101","406.6921482","466.7628261","475.217433","477.1640602","380.962895","624.9230605","486.4122546","526.9777525","836.8372899","515.6088618"
"M916.4115T621.4","916.4114953","621.414","304.8636079","549.4671524","358.4390192","617.792474","633.339091","477.8844734","368.4236402","1278.829672","592.3046815","712.5696908","838.1655348","244.1624546","292.9273914","968.7782274","743.8676583","348.0426988","480.1176655","323.7805515","218.6168817","186.637976","419.9176711"
"M643.3092T293.9","643.3092054","293.88700002","345.5618909","456.8851333","379.7114894","537.9171209","709.012986","375.2883752","360.0993202","308.4812252","185.100128","95.83055921","591.2613632","301.7136676","330.0257052","95.87458766","772.9326278","335.8814506","248.4957206","103.6470643","17.59302011","67.11843041","477.8688157"
"M727.2655T252.1","727.2655083","252.12499998","984.1084293","752.7756688","1113.270438","1022.359239","723.002203","789.5648202","1013.775077","991.2665122","1025.263023","987.4255819","1002.675784","1032.808193","1047.747102","983.25803","1169.351682","986.9499669","977.847542","738.82968","1132.340757","1399.716436","975.1849415"
"M848.3564T322.5","848.3563753","322.46200002","474.0674348","657.8897111","396.6481461","1080.781215","801.6643047","307.7456701","577.3611959","665.1858677","684.1170831","118.3874175","907.7675562","599.9680355","523.4212495","327.5437516","948.0386958","1064.610121","353.9820213","244.201435","0","0","502.9753714"
"M648.7398T531.6","648.7398026","531.63100002","575.1357042","675.1020865","959.0707438","591.8623713","671.1113206","634.1633145","428.4867777","791.5152758","676.3459593","725.460976","336.1924127","614.0092068","770.8010033","512.6866365","639.5752407","526.2994143","831.8293222","754.9488332","886.4065353","919.342485","649.7717294"
"M227.2006T852","227.2006386","852.0460002","61.66981649","101.9813715","56.86168423","162.745601","98.62904617","57.78071762","157.4995532","576.538301","296.5998346","234.9632814","286.2794088","126.7152368","137.32212","252.17359","0","314.0065607","151.5470675","170.4502953","36.98347829","50.65107731","195.9345989"
"M195.0756T92","195.0756068","91.992","820.3296078","494.5766777","436.8870566","253.2557616","584.2454868","1050.756021","372.1020625","74.16604368","191.326793","405.3382818","405.9949103","506.9489943","319.1465222","390.8578509","374.3729369","248.9249227","287.4651788","260.2828095","372.1946215","537.7591843","823.2188933"
"M660.2494T890.9","660.2494455","890.937","179.7574603","1081.707545","892.0342187","554.339077","635.2007752","766.9587254","580.6494911","1577.383301","1095.314348","1628.029466","1249.765837","416.0316074","1636.603376","1088.645793","244.319201","980.0499583","864.3456285","1825.295674","1962.009725","829.7896647","1443.526492"
"M275.0869T51.1","275.0868981","51.072","798.7302186","954.1613358","1469.807746","1018.504006","1434.281381","1098.470456","732.9124531","49.8920954","484.9839471","843.1251535","418.605876","731.1129694","1381.07234","436.3451122","97.27385234","333.1104179","1052.548493","1114.86348","177.6304103","1202.697228","464.4783651"
"M675.8475T341.9","675.8475016","341.90800002","819.7589909","1203.533522","1099.91531","419.4572919","688.373895","392.0566342","572.6103837","442.15198","507.1355637","433.5586319","331.9094507","428.6218286","485.9018285","427.3824987","1352.406396","330.4852313","269.3210561","190.6149736","644.2394703","545.718249","389.2700849"
"M818.248T160.3","818.2479648","160.31200002","26739.71693","43723.47982","23554.84294","25843.15973","33204.16664","35970.3567","47146.86297","43117.60679","36501.37048","61333.26709","36396.4596","31871.88576","49975.88746","50865.06816","20270.44522","13169.29417","75134.96962","40032.35966","17915.54693","34181.65022","27332.86755"
"M789.8711T392","789.8710814","391.95799998","907.2498704","1366.896747","1616.175542","1176.749981","1504.219789","985.0589037","1064.643416","1399.49535","873.4026615","906.1297055","1032.009017","771.452258","706.9775178","859.4392444","1263.045842","983.4844132","806.8385232","1045.892035","1697.301401","726.421126","1158.236541"
"M218.9825T82.7","218.9824775","82.69000002","2651.604634","2746.441746","2791.185448","1445.693174","1924.247284","2785.395284","2368.364647","1527.417433","1494.317461","2418.964776","1399.055245","2063.401669","2948.305265","1759.630031","2085.075657","1414.581805","3290.276033","3637.878167","2138.361012","4974.169221","2222.347208"
"M811.4091T494.9","811.4090838","494.94","2116.139736","1867.151711","2589.573685","2951.861882","3453.430922","1706.315967","1850.174067","2446.440476","2097.646893","1271.731263","3279.146205","1923.704362","19418.71068","2354.772665","3299.882751","2866.603997","1096.316637","645.8458973","1311.432577","1592.615199","1378.759804"
"M267.1169T766.3","267.1168803","766.3189998","818.6052462","1148.114307","962.6069863","1142.668836","889.9089326","718.9673025","849.4527007","351.2885579","385.7340496","1297.687024","428.8869695","1148.422587","951.2237935","218.2372916","377.7464861","685.8968004","830.1502166","687.4968261","376.4745092","824.2096844","1375.795348"
"M487.2447T171.5","487.2446787","171.471","487.8765646","491.9548378","374.9666529","765.6742035","691.530474","580.3686356","542.5763341","476.1501638","421.0926152","78.34744941","743.9316993","457.5682181","404.3531302","38.06333479","769.1297705","535.3108243","205.7259653","84.66979552","0","87.29456822","286.4437519"
"M389.9345T39.9","389.9345493","39.91300002","625.4433177","537.7703503","593.2969997","434.5219753","469.3953614","779.0893861","698.1710574","297.944886","233.1790801","721.3048245","202.4450322","700.1033629","769.3394626","311.2232624","476.4527204","357.7704608","397.099939","418.7975594","55.33177111","584.6344597","243.4472477"
"M624.2009T892","624.2008826","891.951","340.5868091","590.6316587","633.5640031","593.7663426","414.9192732","522.9465015","513.7374342","1079.240001","851.6129073","1713.580397","955.6434974","783.7774082","828.4170684","972.4659059","138.0684596","688.7084105","1015.455085","2635.15543","1696.111615","380.226108","1293.113741"
"M107.0353T156.3","107.0352722","156.255","474.3535958","573.46481","1188.968812","791.4128968","756.4254631","833.3574098","940.1878563","371.1823238","698.1326991","1448.846759","633.3243851","1357.507247","842.268314","729.9190698","727.8106603","616.7741853","1552.897175","2061.329701","1162.232836","1693.628625","954.6391663"
"M207.0134T46","207.0133743","46.00000002","2202.399268","4993.875725","1619.794678","2753.352832","2278.533073","1978.384478","1917.223044","545.6270969","1444.288878","1321.588549","1003.354377","2828.856329","3165.484685","750.4895085","630.6334165","2461.611772","2023.978982","2426.198753","1179.907491","6355.745926","4571.063312"
"M897.3787T413.3","897.3787226","413.27200002","756.1977479","843.2128815","567.679023","1165.792238","1374.22643","612.6950593","1113.202677","1261.04767","1530.111976","845.2752906","1697.035711","1306.050975","988.6422845","1317.137307","1817.885745","1252.269311","841.4455498","988.2959323","468.8073432","351.9725638","763.9928366"
"M707.7626T527.6","707.7626427","527.57299998","2324.365981","2032.464526","1114.813091","1504.247947","2839.915333","1202.979241","1212.857774","1027.838961","939.6003278","1345.169676","465.3083027","1649.406014","1984.911382","493.7522554","883.1972505","1893.950817","1626.552694","913.0880649","1344.586053","2748.043073","1136.717011"
"M780.8553T527.6","780.8552574","527.57299998","591.5278951","1051.69549","1296.576028","303.7315479","1383.331544","401.2623148","289.2551822","696.7371692","351.5318088","652.3796956","268.6711523","226.620162","438.9915312","305.6392641","861.7369278","414.3678578","191.9538401","295.2473356","151.2600303","286.1434535","595.4130844"
"M485.3071T195","485.3070917","194.97400002","450.1268724","363.8168925","434.0545929","649.5950618","757.5765309","368.234775","730.1059595","368.4259205","233.0592629","92.31327123","413.2908325","495.3692806","417.1045314","186.7480113","901.0790001","621.0813731","359.3132737","136.4337774","82.52163339","178.8521034","336.0758381"
"M679.3129T498","679.3129013","497.98300002","663.7648541","482.2078101","491.0925539","588.4773272","781.545075","461.7129546","598.7062876","825.2059819","1563.82939","255.3364872","719.9457148","1363.835262","1230.523564","1377.044494","1449.119687","1519.325859","290.1270147","1237.656518","1457.510069","2009.890476","476.9649309"
"M435.2016T405.2","435.2016376","405.15700002","2012.082612","3264.300514","0","2910.479342","5311.885417","0","6190.73664","50.11711","48.96192345","27.73090116","31.91397785","0","0","6652.012186","0","3859.050149","4106.972953","18.31679795","30.04260975","0","20.7522059"
"M519.0852T178.6","519.0852007","178.57099998","117.6450393","228.2687785","20.02353862","253.7015301","153.1545928","125.9407352","49.49690673","479.7260425","389.3336983","354.7341366","637.4336347","181.0114206","333.0371893","887.696116","0","359.9587002","169.1523332","406.5138441","218.5531569","239.9059437","281.4269868"
"M699.2764T270.6","699.2764478","270.55600002","385.2759788","301.2599453","288.0256822","560.5061681","352.7029289","490.6631773","551.9911185","886.4972477","1491.355445","343.7687166","1091.957764","579.2170401","708.0939382","1111.623774","694.6963253","739.4293246","666.1327114","457.5928771","89.84259263","14.03350933","840.6349874"
"M272.0878T155.2","272.0877612","155.23999998","155.8429886","173.6912747","216.3639358","129.7303383","161.5179878","146.2741573","164.9794937","139.5957979","275.6605845","305.3477723","1049.489793","153.1477763","290.2382729","1616.481664","70.28130497","260.759574","179.9237125","254.1551574","402.4076179","942.7743851","221.7681611"
"M273.0793T465.3","273.0793448","465.34999998","14246.34622","14605.41235","17918.66478","14289.66774","11669.32172","7810.639494","12271.20306","41.0603066","6174.789791","16288.46131","3816.571617","8161.274804","8373.891112","6046.887886","9095.797548","14011.99882","5256.59485","7390.848088","10385.32947","5503.262111","9379.929576"
"M610.9793T59.2","610.9793376","59.187","1658.192762","1472.467578","3472.779501","2033.435456","1418.151883","2297.430471","1724.361633","1860.76009","1602.009401","3116.545324","1797.370725","2385.187262","1229.380069","2722.341999","1615.852885","2107.340715","3381.402353","2827.881156","3285.596415","2665.631238","2703.121967"
"M266.9488T76.6","266.948832","76.60399998","946.2923226","887.2419681","1066.746539","682.9536197","587.3977341","1064.325436","689.5996745","753.8415893","434.5674831","1107.360533","734.5161512","792.3871306","1041.3457","740.6105196","742.7167481","787.615933","1146.923386","1477.473299","946.4732511","1776.83151","832.4575129"
"M221.9476T76.6","221.9476098","76.60399998","983.3341387","964.7036382","1250.412667","559.2458409","654.8111476","998.858613","735.1824042","590.5060174","311.8699044","856.8064328","569.6246519","739.091894","967.0752722","588.4714348","689.8297239","600.3520971","921.9248788","1106.908208","549.0523456","1273.590119","675.5547897"
"M909.9382T596.1","909.9382324","596.05399998","1350.284264","1793.844445","1414.204527","793.7198147","1314.979997","1468.300096","2440.909495","410.9631855","1329.940407","1577.390989","436.5946569","736.9340671","1030.663537","976.6729538","1715.535994","636.9459209","3185.146379","2264.54221","3694.442004","524.2797515","965.6384987"
"M892.1656T194","892.1655801","193.96000002","683.1731975","330.5193062","656.3807185","2543.328122","88.60610862","751.0770018","609.2767405","1719.256948","4021.787886","2669.111657","827.450163","2632.525418","2657.786644","1952.504761","18.03758947","1878.301005","1828.317056","4360.061472","386.6156046","2351.782649","2476.407359"
"M863.9291T461.3","863.9291021","461.29300002","2887.939733","2502.283646","1935.883038","1806.78861","3608.441495","2158.435905","2776.371003","2056.271851","2080.88697","1259.717682","2736.593684","1611.025226","1639.971319","3414.490915","1815.411945","2187.25231","2159.622113","2926.142573","1184.161234","752.632472","1496.977852"
"M862.5751T896","862.575081","896.0089998","970.1557714","967.3055698","1725.055079","698.8250581","843.8292554","970.6700572","955.1575298","418.9140406","947.0847019","1505.159381","742.1092396","1178.769856","1120.921505","1159.964846","1314.495775","625.2020222","1560.772367","1455.133871","1538.244567","2320.435116","1468.43625"
"M592.0664T99.1","592.0663565","99.093","833.1334113","762.2695059","1248.218748","776.6580512","790.6601388","741.1568992","593.5252697","163.7834774","333.852826","501.8669999","315.4137373","582.1013897","1754.226161","373.5130005","320.5578752","380.2834489","230.959962","596.8081955","800.6471452","1322.454044","522.5538706"
"M833.2566T160.3","833.256572","160.31200002","6252.226324","8049.815261","6347.414103","4537.699249","7161.154366","8070.130668","11704.37868","9365.036956","7100.745421","12571.35531","3535.249054","7105.086255","13241.86475","9777.226068","2253.306979","1646.41121","17008.94576","9390.582217","823.7298375","7925.359594","4123.256067"
"M872.9669T459.3","872.9669202","459.264","1599.512391","2289.116057","1033.926265","1925.018071","2265.53277","3963.894382","2972.596804","1091.963323","1648.296131","62.61784013","1695.75289","1630.627837","1207.335059","1158.824949","384.2111136","2021.190229","1275.915739","1345.748758","180.2592733","1940.15271","1376.312901"
"M641.2777T421.6","641.2777079","421.55899998","705.8429602","784.1508518","438.4642615","592.558558","959.0134439","388.5367653","393.3577967","210.6466763","579.3155793","487.3569298","253.7746663","533.9700795","987.583477","64.45275376","326.501299","647.8222489","481.6901279","24.95807327","0","860.4743614","115.5503741"
"M357.0886T243","357.0886266","242.99500002","870.3059416","2182.658224","477.5656319","1510.286282","2322.655735","777.8184894","6621.485101","685.4401408","3995.146158","2471.920818","2215.943137","2450.837584","1803.087156","4403.516341","2445.540691","1843.102085","7620.074121","5606.483271","4030.295612","1575.780036","3274.848125"
"M816.8647T483.8","816.8647099","483.78199998","571.752438","527.9637599","712.1640003","1072.724338","991.371299","681.4012268","624.9731926","751.9162529","1320.613537","1251.958362","778.5136137","1030.969777","827.5497658","1145.806204","502.4589309","870.4180224","741.421938","788.8247743","1391.005353","975.9470464","338.1242923"
"M397.1706T388.9","397.1706408","388.91500002","111.138759","3369.374773","50.62065518","32.55206896","0","136.2536654","37.69077521","50.9833431","56.87439881","40.50400975","10.8411108","36.28716193","55.42552416","130.8605021","23.79852949","48.97698067","0","65.46390636","11.40081667","48.22594465","39.63458849"
"M400.1618T345","400.161756","344.95099998","297.0577936","129.6340886","135.9480907","258.1710392","363.4149568","265.5701098","731.7038645","93.1731407","207.69992","12.21849743","283.0193684","396.4744709","461.7491104","170.1016781","106.2170485","295.4574194","246.756585","159.1577855","0","15.90912151","115.5147339"
"M232.0489T114.3","232.0489325","114.309","336.3127871","445.7130945","423.3113638","447.9382228","314.4529416","383.9847568","338.2224626","393.7148121","405.1403239","580.5606178","442.2668677","456.1383006","568.3322812","377.3548642","541.3102582","284.7710267","436.8214203","529.8586259","500.6273058","772.7978858","359.0223438"
"M881.433T401.1","881.4329764","401.09899998","1117.61371","1396.664583","1179.82624","1770.923933","1832.859638","1038.633456","1740.16439","1301.765558","1276.808337","770.8778391","1698.575155","1452.154891","1304.982112","908.5708035","1549.356543","1521.012575","1191.316418","357.6584005","647.0385853","757.4269928","1216.872388"
"M587.0289T41.9","587.0288685","41.94199998","12222.31943","10848.93556","16913.83717","10895.29249","13257.79004","11743.20554","20486.90655","5771.381712","11532.93612","34236.17033","8448.790264","16320.73263","12520.5612","14313.7154","11971.53703","13308.2693","30894.08401","41209.29868","16439.5331","18030.54876","19400.40426"
"M993.437T205.1","993.4370174","205.11799998","363.9489281","782.1109664","417.6531002","720.2448125","496.9458049","739.4815873","1872.978004","176.1758048","296.9001371","360.4566559","301.0568998","517.3698939","335.9833022","74.61671332","1054.378157","357.8054856","417.5713769","62.80424303","0","424.6057778","231.5138796"
"M662.2974T208.2","662.2974352","208.161","608.6402125","403.1310016","325.7505341","412.1036621","683.5423464","461.4558","616.2815291","228.6480991","134.598983","19.1927899","363.2718114","462.1371395","411.7978893","90.48100643","781.7291433","497.9287097","339.7135856","167.2132931","14.38684887","98.97875499","437.6097291"
"M909.9328T432.7","909.932829","432.71800002","2209.035471","2411.169585","1026.419296","1997.871822","2185.092325","1579.827492","2352.962782","3603.171155","3530.832528","2143.423992","3459.792555","1794.808055","1625.735022","5122.540388","2516.212103","1866.857739","2351.911357","2094.212293","4850.566977","1805.34201","2110.709904"
"M500.9939T44","500.9939174","43.971","425.8299498","376.9378834","593.0814698","333.0356623","392.3029413","453.8432106","395.7989353","301.3461126","305.7775563","550.616459","332.2309102","345.6773171","675.4531072","544.4807459","332.9500919","419.7773373","587.7168816","753.8435438","394.6904242","1117.357657","667.6219265"
"M725.4169T269.5","725.4169314","269.541","85.6790072","231.9726209","73.17814805","568.4417242","225.3763325","283.753585","985.8850575","190.2777745","192.2241762","0","978.5538261","664.0918439","235.8478937","37.22531264","307.2192307","337.402978","181.1399852","21.22715539","0","0","78.38589241"
"M271.2269T861.3","271.2269138","861.3469998","4141.412336","3945.380725","7628.57768","2853.249063","3579.453276","3627.804665","3962.063991","6674.957739","4458.511288","9511.728073","4181.288367","4013.761064","50487.19748","5784.245355","5478.712041","3831.140668","5018.228026","6779.485642","7986.273382","7032.723348","6174.848517"
"M995.4852T508.3","995.4851887","508.299","1031.20916","1509.717959","1428.837968","1516.872349","1524.629921","1353.616461","1205.427599","3615.406029","1568.619566","1379.502739","1450.658501","1369.904417","1333.424562","1879.85654","1695.140019","1462.91195","1407.909362","1545.386464","666.5262346","681.7984367","1440.25882"
"M722.8244T393","722.8243975","392.97199998","1518.620148","1266.900808","1951.840282","1314.468508","1822.794264","1541.442038","1110.287191","2883.63976","1323.512514","1671.164744","891.5230232","1073.497279","1133.255408","909.0858902","1188.901915","1317.692272","887.5482594","1045.469629","1104.950457","1096.133965","1113.552335"
"M512.295T865.4","512.2949976","865.4050002","1699.791078","2684.685254","2707.168691","3477.188667","2951.521369","1919.891975","3599.372948","3505.202392","4935.03742","5275.864106","3343.441904","2539.216308","4578.790825","2390.713365","1442.10641","5507.258375","2721.025128","3344.188108","1481.963599","1688.595066","3035.394584"
"M783.378T434.7","783.3779632","434.74600002","5774.772521","3797.280272","4596.34457","5997.337679","5218.36948","7508.573647","8191.786142","1984.291208","2514.059167","481.6916143","7897.535873","24372.19953","8113.127785","937.324747","3012.288197","5390.15701","1516.882065","737.6632636","245.165247","7589.145883","2567.490502"
"M746.8054T482.8","746.8053856","482.76700002","722.206929","1089.11556","1088.323305","989.0283123","1129.839021","706.1775571","426.5094602","895.8713088","632.371469","597.4573683","717.2182184","814.4754801","652.4908317","638.2201","1072.741185","623.1474697","545.4045296","500.5411922","445.18256","748.0117491","565.7531689"
"M613.2101T249.1","613.210081","249.081","511.3398047","610.5150681","803.7110745","544.7491989","916.5873614","718.013198","948.0003191","803.5441148","1147.231921","755.8976632","644.427969","632.8928891","673.7819789","743.2134507","1242.380492","708.0172015","718.7048184","717.6278298","1363.731644","1077.701318","726.0838234"
"M497.2774T756.2","497.2774142","756.1750002","280.0811143","447.9920814","1466.643018","816.2170697","1249.833608","744.3534075","459.3799398","871.9475286","332.8310382","490.989656","1094.543289","293.7979045","653.0243212","245.9973398","733.8828426","1573.431176","488.4854954","559.5667386","1520.5831","757.7555037","542.2402454"
"M861.3445T557.2","861.3444644","557.163","529.7950328","553.377762","676.918416","677.4050719","693.5158819","750.7034172","269.0960873","1716.543998","638.8389608","410.7457253","792.7725022","315.0541918","431.624137","578.5856393","954.8196017","367.3616079","375.2399101","306.6112827","22.55406909","285.9708315","482.353226"
"M335.0486T75.6","335.0486152","75.58999998","7043.251119","5693.907625","5441.216574","3325.03057","3531.019676","7574.042923","4277.7708","6178.029314","2030.431184","7046.766831","5836.717702","4102.150293","4378.97429","2400.646233","5695.562712","4960.952567","4063.018305","6755.376772","8678.23622","6663.246562","6992.804103"
"M586.2814T303.2","586.2814349","303.189","1125.592724","1179.836335","1138.044446","1390.579761","2065.265499","1035.243996","1929.228245","1499.020619","1136.514269","326.418019","1220.655803","1144.20117","1159.911792","1135.415102","2227.790303","1310.08996","201.1721195","308.2994001","815.5766707","1094.410009","570.1627124"
"M630.2867T421.6","630.2866799","421.55899998","2900.61187","3322.821455","1664.134599","2118.740687","3775.39098","1481.175949","1709.347386","811.9252006","1869.487298","1811.338748","910.2211151","2557.758117","3044.699101","353.2205695","887.9844331","2531.238518","1958.249937","262.8302047","280.6984769","3790.838747","742.6177999"
"M904.4371T302.2","904.4371321","302.17399998","1055.800887","1237.930794","941.9948421","1876.168153","1617.916147","1101.090487","1993.706157","1138.2698","1273.959354","887.0234703","1611.319036","1466.382962","1063.532176","1108.965165","1106.634122","1495.076863","1160.694891","642.7368194","1410.750216","925.928218","891.3344929"
"M602.2732T413.3","602.2732413","413.27200002","513.9376012","381.7406177","295.5594632","512.5781579","576.952169","189.3417917","168.5482504","397.3440554","448.9506972","281.8103678","361.0845225","265.4792258","378.6988872","192.8449559","327.3436593","320.4360358","349.2160052","45.72576582","147.5490221","303.2429561","160.9584409"
"M803.8917T395","803.8916542","395.013","428.7745886","819.6020939","914.6043026","535.4483539","874.881797","324.0227453","189.850458","226.5356595","375.9532493","0","459.1802367","396.4254363","373.9548868","180.6691176","291.8800601","288.0400099","69.11839685","0","1.586488862","898.238684","276.5396346"
"M624.3365T780.7","624.3365136","780.693","278.3581346","159.8494436","2156.996014","95.13410857","1466.624274","983.0622892","2390.968194","354.5055348","277.2890017","298.3267737","38.88390864","1076.371889","1232.741859","0","232.436868","1515.281674","1843.362837","1377.30422","631.221626","229.0624382","1036.413241"
"M549.0875T201.1","549.0875302","201.06","6674.847752","1486.215032","1632.090124","8526.554744","588.8906832","2082.607035","1183.990918","4474.406128","6307.34128","8611.713252","2479.126724","6532.793836","7548.457623","4553.857793","484.4751579","4680.616811","3197.979053","16316.11445","2576.361073","5404.195276","4762.051572"
"M572.2865T349","572.2864766","349.00900002","1129.222444","786.0789037","886.130421","1101.288993","1286.162397","790.7082155","883.578965","1257.586258","826.4620617","151.7624617","1377.472446","876.1404353","626.7481872","709.0563346","412.9588348","880.1659886","309.8227463","278.428961","1328.611681","596.7289574","467.3193877"
"M199.1694T879.6","199.1693777","879.606","990.6468527","646.7076911","924.089536","469.3069554","692.8752881","725.7793677","740.6807452","1046.752471","721.9746175","1083.684607","498.4158027","796.6406172","729.3473699","817.8192549","594.7603335","786.9619944","862.5156905","1147.916001","1139.086893","1405.803251","805.3785154"
"M676.2673T215.4","676.2673106","215.43400002","455.7915421","469.7505798","302.0599257","827.0801119","683.6186133","413.4474842","532.4518605","550.3113071","1090.358529","243.3925247","865.1176436","463.4281273","242.8979536","625.2439884","460.6149673","922.0157177","432.1543389","324.6024866","90.67607944","24.88607972","326.4874472"
"M683.2183T46","683.2182934","46.00000002","192.7568496","419.7143211","35.2099803","448.5024174","202.0152832","89.78078348","112.8080184","36.21383614","99.31950916","92.79887805","442.823926","81.75964817","199.8621682","32.95663383","17.3705964","138.8207977","133.3410723","18.13465082","246.3617485","36.13291861","75.02970456"
"M687.3999T213.4","687.3998715","213.405","273.3446162","315.2387043","184.3761146","323.4187755","542.2263717","351.0861101","475.7846678","142.6154785","207.0716442","0","385.6399429","275.7661199","258.6396789","251.3852076","238.5864872","243.4567588","254.5328192","50.88563401","0","37.15305429","43.91174053"
"M197.1285T227.6","197.1285096","227.607","9.4832121","13.54400153","19.074437","21.71675315","8.82292971","9.225561357","7.284105382","592.4031763","205.5293452","0","402.4437285","37.35735156","7.827982177","369.8925486","63.23709843","45.94776126","36.58786698","27.14804688","149.4421077","18.33919173","0"
"M893.987T451.1","893.9869929","451.149","461.8872862","570.1071652","513.3757013","645.2754914","626.2582623","336.3105987","366.5437357","973.4520168","534.6182578","215.1999043","750.1975601","551.3529862","533.9236207","365.9148259","784.7237302","714.6795781","406.4823898","294.4335979","19.49184563","0","434.8376424"
"M649.7926T316.4","649.7926044","316.37599998","3657.803664","780.4772137","1729.167676","1319.634567","2006.518778","1695.506416","792.2069202","295.6330818","1395.6677","61.42778355","1531.500326","2641.95942","2375.526212","181.8472967","729.5703647","1302.067113","502.9352273","184.2989805","0","628.5325263","1046.137701"
"M269.9049T648","269.9048532","647.961","873.0408792","817.8061821","1189.524415","412.8795127","618.8158176","837.3397854","668.5288217","252.4056858","800.3862514","486.0082544","361.1751696","1174.904251","1393.208202","1160.29787","1208.968654","1082.891224","771.2839709","1549.606661","2132.847039","2452.433926","403.8439009"
