"","mz","rt","NEG_SF.100109.114720","NEG_SF.100109.121711","NEG_SF.100109.124896","NEG_SF.100109.124904","NEG_SF.100109.130034","NEG_SF.100109.169058","NEG_SF.100109.199550","NEG_SF.100109.231142","NEG_SF.100109.244079","NEG_SF.100109.227718","NEG_SF.120831.00062","NEG_SF.100109.255622","NEG_SF.100109.239012","NEG_SF.100109.259700","NEG_SF.100109.142930","NEG_SF.100109.146730","NEG_SF.100109.199546","NEG_SF.100109.225118","NEG_SF.100109.252159","NEG_SF.110121.00073","NEG_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M719.353T376.6","719.3530028","376.57000002","1170.971236","1079.823834","1033.130768","592.8250546","1927.179322","730.7789511","634.7751589","567.5175264","369.7797076","28.37211783","446.0113897","276.0811978","225.227751","201.8518103","324.6533318","276.28948","173.8206784","18.23767461","417.0675518","21.16735543","102.632499"
"M558.1639T249.1","558.1639394","249.081","758.8768176","862.4086461","964.6884811","688.5737009","582.8273591","748.6886305","776.7664028","962.4946882","943.7806826","1257.75484","838.3893745","750.9110201","847.0806253","936.7665548","969.740041","779.9808162","1336.972489","1418.43981","1051.566528","1779.153506","1072.339984"
"M806.1311T364.4","806.1311268","364.39699998","1835.257742","3161.363338","2075.865018","2896.237789","2000.661107","3161.979511","4144.496859","4130.715128","7129.414496","12264.98426","5484.361439","3592.653539","3792.929527","6328.125977","2712.902222","4077.810913","5623.513214","7856.183453","8745.699574","8665.455848","7175.35645"
"M642.0716T180.8","642.0716136","180.77200002","500.6460636","403.5241091","94.99777414","454.2591256","183.3088461","230.2771183","366.8519554","474.3470793","534.7103257","1025.973647","421.3429438","597.2221191","634.7870771","776.4377581","447.158092","458.0827779","672.8893032","1272.528816","717.7936892","1143.527342","908.9152172"
"M490.8133T858.1","490.8132905","858.132","8523.824544","7965.147654","10097.31655","5672.370551","6655.263289","8065.619065","6784.575197","7225.931776","6982.355019","11282.63768","6237.486547","7875.955411","8226.948068","8332.766712","10474.9942","6661.363586","12762.56139","13654.40916","15067.46161","16331.74183","10814.27995"
"M653.3986T263.3","653.3986214","263.283","1102.939392","378.5678263","746.2614601","505.2971321","1098.533513","825.5362142","793.3707541","3.537702213","0","0","191.3969383","427.5804495","165.1149438","0","60.0326982","197.2312586","0","0","0","31.89438754","99.10735434"
"M332.8401T855.1","332.840086","855.0889998","420.8809912","403.9352476","524.7328269","296.5239725","350.8308288","426.3278465","338.26051","407.4840275","371.4686167","591.9261262","333.5462621","408.7696767","425.81045","437.467671","536.4523882","347.8910157","626.7959572","709.9990273","787.1871433","850.9680159","568.7928513"
"M691.0894T197","691.0894375","197.00299998","801.0095841","386.1245978","481.519221","2186.808328","113.8879331","641.9228537","478.5925834","7636.58514","4048.356179","5082.181162","3061.351189","1889.031641","3021.557653","6905.985938","156.6731755","1990.290519","3103.371132","6688.7321","1511.772337","4540.582373","4459.184575"
"M230.8965T811.3","230.8965136","811.2970002","1687.212111","1700.391337","1915.640575","1194.959099","1346.925638","1878.543715","1449.426508","1645.743227","1562.418896","2520.345711","1399.082048","1586.493225","1691.279875","1836.601545","1996.601473","1493.246491","2793.048373","2971.408497","3161.80573","3550.154391","2243.068114"
"M183.0111T899.1","183.0111065","899.052","8290.365944","8661.253528","10159.02582","6395.549671","7150.060494","8897.415273","7954.650454","8082.404206","8190.123784","12357.40042","7422.070053","8691.365825","9514.649367","9677.208092","9894.141021","7690.517826","12408.1518","14839.09389","15300.82699","16709.67039","11678.98606"
"M297.2427T895","297.2426754","894.9940002","3672.932531","3839.332036","4990.459052","2743.859456","3390.845797","3963.577941","3968.305296","3699.604338","4640.820351","5839.163547","4655.820811","5544.137014","4423.859725","7955.72112","5702.843431","4325.899693","5449.224303","8255.289997","8081.953989","7171.205532","5974.732213"
"M158.8455T41.9","158.8455061","41.94199998","1595.020195","1200.445172","1971.616643","676.468364","1109.641094","1503.952127","1239.451335","218.8086887","267.9220815","653.7760397","221.2873143","874.2634455","822.6848174","278.0007755","485.3937327","410.2868011","774.732553","533.4510382","97.25961087","741.0132388","295.0126816"
"M530.2733T237.8","530.2732586","237.75100002","99384.02533","23209.19326","64254.11434","53577.6804","143721.5851","51880.46432","58015.08394","574.7538383","1764.391618","62.70737492","14934.44283","55306.09357","18587.88875","336.9471464","2828.435008","13424.6761","1143.206486","577.3650986","38.87734847","7902.089894","5710.56595"
"M864.8614T436.8","864.8613741","436.77499998","3940.443476","1671.953386","1606.109304","3641.272293","3125.535412","2038.306557","3143.378732","1311.981477","1313.6366","425.665936","2107.270033","2660.501383","2021.623978","980.2372321","955.0102322","1916.944391","1133.090314","620.583407","734.0550745","674.0196864","784.6056914"
"M987.1561T389.9","987.1560762","389.92900002","92.18456402","366.9918563","128.5205445","322.3175355","179.0646413","289.4081866","599.0637777","182.4270014","476.4993393","927.1431673","349.735881","437.4549316","359.3856644","585.8253533","510.6838532","609.8502074","823.1118732","606.0632916","1673.529018","811.5278663","833.4306643"
"M564.8167T895","564.8166785","894.9940002","11053.3569","10035.14053","13290.77262","6671.138483","8254.493287","9967.534824","8842.628921","8575.004692","8561.620338","13567.41762","7300.740446","9642.622133","10192.24661","10173.49706","13399.75505","8399.650125","16011.48978","17312.6323","18938.77534","21164.62727","13379.94635"
"M796.3372T252.1","796.3372163","252.12499998","879.1679762","583.4305811","913.6190208","839.029578","801.0870154","610.9714526","801.6689715","592.7374289","495.3624395","378.6737383","1021.89605","567.8656208","534.4481451","629.4214995","576.176184","589.6538751","440.7633774","210.4153521","309.5131109","470.2081142","308.0625124"
"M464.8163T839.9","464.8162758","839.8729998","266.2245403","263.8364622","317.4723199","197.6568391","191.6417751","200.9106538","199.2244906","226.227178","226.8973856","303.0050036","214.2365183","227.6249054","248.2009692","273.1443831","325.8373062","183.8677423","456.8339888","371.2656176","413.2961193","443.7025276","350.4749095"
"M261.0378T253.1","261.0377942","253.13899998","635.153072","553.2325302","662.6596569","538.3986878","417.3503939","516.494043","619.9215938","703.1964628","670.318248","890.5664955","592.6849286","548.021197","749.2852099","742.7202205","784.9019639","550.6814808","848.5611505","845.6123711","1062.501496","1318.98059","838.2929258"
"M656.0516T172.5","656.0516124","172.485","834.0780331","1780.760907","1208.872219","1095.141533","1790.345014","1810.007858","2625.069068","2181.824455","3208.739543","3930.075932","2066.33424","1636.677514","2038.872878","3732.445279","918.9255329","4557.004848","5165.795969","10065.70379","7476.445866","7086.360104","12807.73144"
"M900.4289T465.3","900.4288534","465.34999998","8298.211079","3425.008942","6405.548293","4649.984059","9598.80083","4826.413009","4682.043619","1992.589366","4081.550656","502.0241509","3090.947473","5377.036712","3067.212777","1617.892638","1948.737182","2815.139129","769.9891365","354.8790236","114.8281236","2096.260215","1363.126759"
"M623.1363T41.9","623.1362969","41.94199998","3.122330473","137.9303998","0.864025111","131.7652397","12.0737749","52.67830278","41.20878744","50.03600022","85.30470694","73.70382852","43.6111828","209.5106102","179.8521123","89.31231835","121.4359901","296.8848698","124.7055249","198.1011639","193.0709823","1255.02567","713.1507123"
"M336.7883T772.6","336.7882518","772.578","10004.57365","11457.81153","13555.4842","7485.150085","7837.411026","11309.05065","8962.821709","11417.28164","9965.574977","18345.92971","9219.605737","9827.65876","10407.82503","10389.25432","14591.97978","8907.387136","20601.11954","20389.16086","19829.61224","19460.31336","16281.17081"
"M774.3458T338.9","774.3458138","338.865","32749.20054","10072.29876","27161.94275","18021.44275","33432.88332","17108.6205","11614.08404","3592.043982","4847.286278","749.2937512","10916.62884","19474.78766","11488.34394","1867.605059","5095.199529","9179.69192","1527.78235","802.0738318","343.241591","5112.423149","3858.245857"
"M124.0391T109.2","124.0391196","109.23700002","260.565396","266.9807306","274.7033346","124.7178027","232.4244435","246.0040377","276.8151784","190.7087928","208.389999","342.0606397","158.5133192","194.5966786","202.2381095","154.7036974","261.6157927","224.7660821","440.632009","585.878127","676.6145491","409.1361564","372.9565677"
"M199.804T40.9","199.8039599","40.92799998","4258.201337","2882.54687","5163.248836","1729.18469","2886.499143","3831.857096","3249.587028","554.4054537","699.0406168","1642.708662","587.2513623","2188.379218","2060.732087","709.1962621","1331.6935","1055.829577","2079.072056","1373.465378","253.4274636","1945.10755","752.5156838"
"M985.0122T319.4","985.0121796","319.419","431.2272792","627.6214223","165.8177447","916.5795587","450.3324174","620.1627511","1466.050705","1249.033967","1444.09023","841.8733734","3287.286161","1131.480247","1213.008214","1108.751098","1242.36906","1533.678078","2464.359214","1476.514274","1044.109197","1597.45129","2413.835713"
"M466.8164T855.1","466.8164459","855.0889998","6903.934578","5927.8982","8396.474659","4320.504888","5328.215201","6066.232549","5164.857924","5396.685159","5381.883137","8385.063873","4525.806661","6043.546395","6118.890059","6332.279931","8839.654946","4961.577701","10540.24405","10437.589","12131.75815","12982.71236","8106.292556"
"M458.835T795.9","458.8349523","795.909","3022.158622","2865.566404","3573.132616","2054.143366","2267.518865","2909.405831","2378.255218","2629.442791","2544.005997","4258.985113","2297.43723","2759.03404","2753.104439","2941.504717","3683.083783","2274.266548","4857.871921","5202.938248","5265.981098","5458.632949","3752.422243"
"M127.8693T41.9","127.8692734","41.94199998","936.624449","698.8899842","1178.256743","408.0899851","675.1306868","862.9729321","736.7207793","126.2186567","148.3393093","414.8611333","132.218645","470.0442817","473.0066829","169.7318054","337.9179754","245.3287506","482.9864729","297.8377529","63.91548842","480.4873208","229.1039245"
"M972.3809T465.3","972.3808801","465.34999998","2196.201293","1096.231127","2143.860233","1226.538034","2138.039963","1589.164157","1488.912925","991.0005014","465.4778561","130.3573179","775.6787605","1451.622741","1021.402917","292.1504399","455.342597","780.658133","204.1834943","161.3914773","39.5198045","894.6526012","376.3454729"
"M157.0106T41.9","157.0106328","41.94199998","2277.540033","3405.732707","2589.577487","1365.549018","2498.257927","2605.721887","2147.273083","168.7620393","398.0139402","521.2417018","265.6987232","1620.22412","1442.000316","168.1032207","163.9017187","745.3856955","523.1049596","417.3662036","65.96614673","1863.766661","946.8764015"
"M266.9073T833.8","266.9072968","833.7859998","2037.079333","1946.543672","2404.045747","1359.513574","1568.654627","1958.681483","1484.866033","1792.334365","1574.344899","2699.992906","1484.228532","1878.79001","1986.628227","1981.99486","2693.522702","1574.683923","2942.752973","3429.661624","3838.793029","3647.406846","2532.076471"
"M181.0598T71.5","181.0598118","71.532","544.6380947","797.8907409","646.9621055","350.3607228","571.1758223","736.8066558","954.1389155","1057.637557","1662.632423","2505.947117","907.7965037","723.7660165","832.5418305","1150.725924","1412.157893","855.0907646","1978.46724","1648.839637","2864.143133","967.2169606","1481.95154"
"M332.8383T864.4","332.8382637","864.39","4628.217047","4251.642695","5687.564587","3106.046127","3631.075678","4308.313348","3546.172155","3929.895798","3863.221721","6311.235449","3558.342804","4456.659367","4660.352643","4835.710599","5788.973283","3756.693113","6839.34669","7403.435836","8169.765957","9341.198941","5948.206974"
"M637.1578T890.9","637.1578277","890.937","395.901363","519.4074529","646.0358126","536.2440112","459.3659199","574.9535577","591.1886956","1746.26802","995.2075607","1960.181728","1373.123155","745.5955729","1062.299869","1163.404565","395.6990952","909.5934105","1210.137227","1538.697156","1530.649971","491.6950436","1344.138359"
"M282.8631T895","282.8630715","894.9940002","2021.290406","1917.175363","2509.534542","1387.265857","1537.414935","1930.16758","1742.50983","1768.414822","1758.868503","2805.507608","1591.080759","1938.165894","2107.98468","2094.587877","2487.330181","1723.831727","2956.106329","3263.277762","3602.327159","4102.33182","2581.411545"
"M328.7525T896","328.7525149","896.0089998","156.8636402","140.0530191","209.7278573","85.72324055","125.3535811","137.098278","99.48050821","122.7331722","117.6481599","223.50292","107.0799192","135.2549418","145.3348704","140.0585848","224.4798521","119.3076872","269.6333836","250.2644532","317.139295","336.9750502","209.9276802"
"M332.8425T803.2","332.8425081","803.1820002","135.3827989","172.2614134","205.3525468","115.5915962","112.4786422","159.0331229","104.7362141","170.0155578","145.8921701","261.9589237","141.6212329","164.4020172","161.3091222","185.4101264","230.9697623","131.5021482","256.6512128","303.872565","327.6584003","303.9218823","223.6864421"
"M526.8138T840.9","526.8137852","840.8869998","2505.741754","2229.21627","2723.237757","1491.775651","1790.556775","2084.304407","1744.276627","2056.440472","1836.910529","3003.101612","1558.959353","1918.053232","2262.443221","2156.177538","3163.953734","1760.460394","3529.498386","3855.841933","4223.616857","4418.542966","2847.131858"
"M344.8157T867.4","344.8157355","867.4339998","12784.69688","11239.09531","15459.70863","8131.269542","9722.421572","11761.41368","9149.911319","11098.31794","9741.807587","16427.9544","8789.203942","11600.59012","11994.86272","11912.96091","16369.5275","9340.509743","18795.33961","20972.11194","23273.95154","24045.56946","16270.4192"
"M180.9719T379.6","180.9719424","379.61299998","1264.182583","1206.857619","1449.683726","873.1098687","1010.705043","1298.194","1150.244923","1096.913313","1093.949399","1616.910897","951.9440611","1194.378451","1256.674772","1272.185749","1502.853346","1045.789502","1835.343765","2020.525035","2104.077562","2550.442711","1678.580667"
"M508.1997T196","508.1997191","195.98800002","256.7358529","304.0056211","415.4576238","478.8175735","452.0788326","407.8630025","466.332131","1232.740283","615.1486226","825.1830748","758.7257544","353.4209581","537.3666898","955.7317135","503.1742359","627.8294737","869.9800586","595.264838","782.9384785","1162.679934","738.364051"
"M295.1387T328.7","295.1387144","328.72099998","20.48032095","177.854515","0","0","9.089655037","26.63914866","12.4930223","28.66321146","313.6348819","431.1284866","38.84927986","277.9209876","506.0010333","385.1509666","125.8891511","120.0135187","20.85132575","281.1410655","373.013046","426.6387032","52.95851619"
"M304.9132T896","304.9132174","896.0089998","102330.8916","96560.13942","122730.897","67599.18055","79654.87196","98349.85364","87777.16861","83650.53783","83182.59037","132439.4071","74941.17823","93395.05652","98608.80054","100245.8734","121130.2666","82298.45567","147178.5152","161802.7509","172110.9866","197842.9899","129394.373"
"M471.1848T449.1","471.1848239","449.11999998","108.2827073","199.9694212","451.3254","587.4345906","239.8207009","234.7691062","139.5381805","3022.060554","710.9544596","268.1174833","498.8511635","257.6013154","377.7932505","392.8374536","76.81188087","321.1984941","255.5176905","114.0404199","36.45130441","62.53163237","116.623678"
"M479.5501T176.5","479.5500566","176.54299998","43.04892589","70.84652791","64.3684395","109.2735743","51.61449063","78.29720034","110.780923","98.42874969","248.7350688","309.3949462","80.32408536","92.60719333","126.6781279","180.0867678","38.31608987","316.0964546","471.1068599","831.8880477","397.6423784","356.3290823","819.1850648"
"M695.8068T558.2","695.8067586","558.177","1875.751591","1943.958262","1760.069775","1655.238423","1629.321178","1553.931668","2254.046656","471.2892725","705.8843269","1601.026767","431.2201092","885.9848931","984.0038322","347.3464048","1390.274128","659.1166474","1965.713446","837.2186383","506.4457751","369.2669427","794.7348685"
"M946.4039T465.3","946.4039024","465.34999998","25795.92087","11776.37699","22772.86113","14504.16764","27437.18731","16890.31245","15752.2237","7301.510543","8479.203251","1906.659228","9707.709219","18358.43942","10689.40116","4867.572247","8687.188418","9726.310093","4023.913666","2285.967536","1342.434118","9402.014253","5470.084316"
"M687.1264T54.1","687.1263998","54.11500002","235.660428","319.3617006","287.1548831","291.9627888","224.7207003","219.7145296","189.1264446","843.1408154","818.2923763","1185.02698","2389.695785","732.1458306","202.3536619","2489.179324","1221.153068","787.159056","517.4131867","616.9124533","6170.208463","653.1121677","781.5184361"
"M174.9551T896","174.9551167","896.0089998","172714.3502","165407.0021","205734.2879","116260.8816","135569.0925","166805.0857","149185.2598","144382.0573","139674.9504","224069.4721","129246.7785","157766.2241","165971.3669","169587.0567","202773.7016","139183.6726","245463.5752","271565.2621","285383.3577","328725.4258","221291.7727"
"M569.8171T280.7","569.8171272","280.69999998","420.39498","176.5227808","299.3432806","131.1869955","307.8966131","338.428479","320.0569741","0","8.103642271","0","52.1787113","118.7307459","77.92386161","0","6.000346284","62.90027579","15.63041528","12.78301281","0","90.61934185","73.6969526"
"M808.3518T465.3","808.3518359","465.34999998","1142.210617","553.4032498","760.3305778","821.7853166","1343.236064","659.3944348","863.9227384","385.0970723","370.364557","72.22160768","647.9241039","885.7864854","642.0013895","206.3275348","439.9286945","502.8966033","160.36434","80.78604881","25.64597527","167.6167296","137.3311685"
"M856.4531T115.3","856.4530581","115.323","2348.279949","1024.848168","1138.229485","2172.453746","3509.852575","1887.657875","1793.387913","11.19924494","57.58793936","0","439.3643475","675.6301558","457.8131959","11.88422348","510.6307401","455.0819111","262.574551","2.248050036","0","0","0"
"M785.8302T375.6","785.8301978","375.555","1280.568291","651.6619223","1217.835678","1029.72451","1287.461913","774.5532595","852.9275121","355.8523832","254.4583713","27.35642086","459.0607703","411.8683536","422.8707563","39.73609084","355.0778091","449.2994586","44.83539643","0","0","0","121.6852458"
"M953.8877T465.3","953.8876813","465.34999998","4275.840555","1626.6582","3371.952808","2175.375815","4215.592228","2502.146168","2591.441406","2241.906842","1189.366611","329.3007298","1592.301019","2815.195648","1443.893507","1234.37272","866.0461105","1334.442834","835.4695681","369.9373873","145.1468913","1350.460315","957.0048461"
"M418.8868T896","418.8867536","896.0089998","6447.820033","6234.821501","7900.67833","4226.677805","5184.429551","6106.822403","5614.00756","5250.703066","5462.360572","8921.971183","4803.939126","6091.83917","6467.645891","6737.29522","7884.716307","5334.679047","9751.988441","10691.28604","11449.92085","12903.03487","8519.840156"
"M707.3199T336.8","707.3198979","336.83599998","4739.044069","3768.333401","4386.722735","4744.329004","5582.542595","3660.217287","4622.050908","3412.32463","2846.331483","815.8770824","4213.395065","2800.919448","2860.4734","1751.058614","4112.915604","2956.087753","1288.760699","573.4214211","617.0355587","334.3603913","1321.173103"
"M942.3432T267.3","942.3432484","267.34099998","19688.4221","12429.13747","15154.13242","4754.232403","9411.555206","14919.46498","6974.621907","1539.992708","4385.383234","1737.327049","4886.195722","5913.030333","6460.48116","1352.038811","1603.16935","3425.623854","1323.402178","1354.240911","407.1536582","10383.45096","4204.89308"
"M157.076T147","157.0760452","146.95300002","175.5271262","274.6658941","131.3963454","199.8046456","155.1508497","215.2735641","132.6913902","258.8861031","303.6732826","736.4947623","648.0735957","359.4991622","888.8322112","1229.378524","117.6385259","612.1363523","602.748397","712.9058186","327.1984486","620.6388548","914.429498"
"M723.0411T110.3","723.041133","110.25100002","1373.138234","1773.395532","1580.674505","1207.076287","1503.091002","1695.857072","1710.787649","1531.113279","1621.428417","1328.648439","1382.239027","1273.824554","1232.627496","2057.579135","1551.164673","1401.092598","2751.879413","3062.793538","3839.152521","2738.383649","2499.92694"
"M268.897T844.9","268.8969746","844.9450002","3130.354132","3046.200209","3800.24348","2229.993136","2510.48198","3214.86808","2611.215691","2928.247901","2724.178377","4485.335484","2488.883174","3008.874973","3237.963072","3249.098097","3797.276421","2585.467328","4870.419439","5223.199746","5656.284007","6117.453662","4137.355249"
"M752.3513T579.7","752.3512502","579.65200002","2646.344083","1168.535403","1242.095118","970.6214183","1487.713804","1655.089354","4766.574261","437.6272216","339.3966468","598.6872327","384.3201647","723.1169467","628.7610086","143.9705808","770.8330033","961.1669886","1361.552382","623.184413","128.4165496","136.5806235","499.8489219"
"M198.9219T844.9","198.9218662","844.9450002","14438.60249","14258.64379","17547.51678","10159.27581","11355.35372","14432.30013","12178.0674","13285.18254","12614.2906","20751.28988","11806.1392","13952.40952","14853.33845","15084.19016","17707.39754","12074.53154","21300.1482","24008.1262","26065.60011","27773.79804","19257.65215"
"M876.3646T436.8","876.3645807","436.77499998","3744.910144","1691.121109","2007.122377","3998.003648","3296.266748","2252.620741","3594.155044","1675.566776","1662.700784","515.0538793","2327.936589","2921.956553","2381.540608","1112.811698","1241.748941","2227.331296","1303.472388","749.5340299","669.495168","576.1031097","789.1867431"
"M522.0423T157.3","522.0422987","157.269","96.31497954","162.388926","139.4410597","185.2371829","174.9863412","150.9098545","235.7769496","130.2304164","375.5001618","487.2494954","181.6366162","189.997481","198.3750571","374.1531894","107.1802929","402.1574802","613.0483527","1105.338026","648.802568","807.0890015","970.9365713"
"M543.0615T197","543.061483","197.00299998","460.6468487","471.7445819","571.4674957","316.1198847","361.3550947","451.7967177","439.3054642","385.4438272","426.7253173","629.7146526","369.2647978","477.4208722","536.380153","514.2871963","534.5638697","436.3012037","750.5381729","852.0655779","772.8028711","1097.593514","638.737129"
"M448.8105T896","448.8105259","896.0089998","13436.03071","12717.01173","16362.56891","8848.609186","10388.65978","12869.1587","11118.02395","11452.22346","11205.71998","17894.7581","9708.569153","12167.56228","12712.38921","13235.34576","16387.18877","10471.33433","20379.57245","21578.15948","23121.2181","25675.02023","16855.91036"
"M981.4847T520.5","981.4847249","520.47199998","17923.26575","9592.725777","16385.80713","13151.23351","24914.99609","10608.35634","11375.62009","9811.596279","8737.452145","6054.276994","10466.49169","13992.81276","9131.124528","9604.794029","11251.38499","8899.360303","7937.236272","6892.467082","6371.310961","7820.421018","7244.148074"
"M430.2412T169.4","430.2412066","169.44199998","2026.095922","1675.497153","1105.533439","755.1975777","3537.274188","1472.215634","1837.236683","35.38135654","90.94995679","0","234.7115585","414.4263161","372.6823206","8.003526472","214.0021283","217.7086739","187.3824626","29.35394165","0","66.03927857","112.8854457"
"M584.3235T280.7","584.323467","280.69999998","4002.75053","1888.68834","3161.98728","1612.076854","3390.769473","3716.881666","3268.748439","466.1915016","713.3577724","81.28018998","1840.464949","1656.524584","922.7506961","648.5608378","448.4143566","895.8099282","482.1390741","224.3630691","23.58368748","1156.535979","624.7918737"
"M262.9316T896","262.9316463","896.0089998","2047.970502","2020.970527","2422.569536","1301.941683","1620.691548","1964.631477","1832.162853","1522.995558","1612.746929","2528.623905","1429.570425","1821.517432","1971.955244","2021.109443","2388.848593","1651.217938","2953.439429","3151.324013","3383.977655","3925.717968","2567.054077"
"M750.3494T618.4","750.349427","618.3709998","2732.853245","7005.954149","1729.689525","3341.850186","5244.772862","7480.880657","11430.25695","3306.519345","6736.934891","2486.087365","4825.332333","5412.853271","3729.801118","5084.468338","1842.188146","3095.49859","2458.006395","1012.361034","1498.685369","1045.066829","2192.50757"
"M221.0921T250.1","221.0920932","250.09600002","252.3987925","447.5032934","404.1440116","1012.659371","383.8003612","680.8854695","790.9287002","3984.440349","2270.812638","504.3578962","2337.673677","1107.553637","827.5051648","2049.975752","982.9849906","977.5529326","1050.195379","944.6761419","1649.627071","1375.869218","1169.181247"
"M579.1169T162.3","579.1168653","162.34099998","1598.058722","1713.346423","1670.584852","1135.95254","1353.16687","1588.493675","1700.381957","1299.145072","1412.275163","1806.464543","1399.478754","1348.588726","1694.952865","1705.749199","1843.219884","1441.92129","2174.701128","2360.559964","2641.620064","2939.505154","1702.523566"
"M309.0451T248.1","309.0451184","248.067","1771.013621","1739.978716","1945.626063","1375.049631","1412.681748","1600.896573","1639.525599","1365.131803","1578.044179","2320.303526","1295.150927","1571.690205","1977.994666","1753.455629","2021.878213","1556.554676","2675.011209","3135.298498","2459.120448","3511.982996","2076.089737"
"M535.3199T246","535.3199418","246.03799998","231.4703757","176.4817632","209.8533971","321.677888","502.4943511","201.545135","452.4151846","0.762139732","23.80468908","0","117.2996407","238.9976698","57.02743842","0","373.4995582","93.63975643","0","0","0","0","0"
"M755.3691T385.7","755.3690666","385.69900002","3488.618034","1679.803787","2165.706671","1707.550065","2886.154873","1914.96266","1986.266362","1278.009996","1011.524766","526.008946","982.5194406","1460.588375","1121.514504","526.2393548","1705.846124","1217.139154","615.1727417","583.7849264","127.2112151","444.6714037","1090.64317"
"M325.1838T897","325.1837567","897.0229998","120314.1502","116343.3786","151375.9242","89531.63893","102614.5245","119595.4885","110525.6713","104524.915","106878.5023","172504.8353","91608.51929","112621.3948","125415.7231","121900.3065","145448.3886","100901.3195","175593.7453","202813.6919","203443.1732","229114.4058","159201.2696"
"M541.0532T899.1","541.0532078","899.052","238.7164445","250.1504847","311.371128","228.9637924","211.4988322","307.8944241","194.2364541","259.774095","312.3857559","351.7795294","222.2602922","371.351701","273.4305767","398.0475541","347.9697241","252.9616215","394.2404896","566.8697868","439.4316504","496.3986523","381.7485564"
"M908.4477T507.3","908.4477378","507.285","1160.570541","928.9557182","1308.985566","1037.616037","1882.72567","936.9946665","851.3935327","723.9873961","567.8756626","181.7835651","848.8512873","1441.94926","894.4409023","594.4321638","747.847838","623.1257724","144.469992","86.4826378","37.0369273","510.5220967","216.8068636"
"M815.379T312.3","815.3790373","312.318","2027.231458","1961.858013","2305.629044","2238.468221","3430.371078","2353.055787","2551.532935","2412.904032","1836.705349","393.2850794","2024.524506","1560.442157","1042.18883","1215.274357","2432.317748","1567.82784","294.3206242","172.5700002","362.7521819","102.3876307","638.416953"
"M784.1497T366.4","784.1496567","366.426","22553.18723","31355.62596","25986.3791","33524.5708","26603.26654","32103.11279","42100.05306","40933.11508","71060.34289","124532.5817","56681.91041","35546.97676","38510.08618","65320.29952","33844.11551","41940.79313","55249.95461","71575.6664","83283.1332","83676.85416","70034.66486"
"M935.3745T213.4","935.3745393","213.405","1412.193651","461.6676723","1111.91986","416.4600246","804.6064311","834.3836857","359.7177099","0","125.2745464","22.73522477","162.021235","561.8253396","304.2559297","0","200.5439078","121.2115695","0","0","0","0","43.50218159"
"M854.4401T277.7","854.4400868","277.65700002","1132.257797","512.7686983","1311.103398","904.1746039","1310.671384","626.0523853","706.0292318","449.3172295","305.1537717","43.29155139","534.9334367","457.2622259","242.6520627","70.13321714","111.4942879","522.9429266","94.81217197","0","0","0","159.1865831"
"M596.1324T102.1","596.1324093","102.13600002","1350.311681","1699.726536","1005.903277","1779.860931","855.0557764","988.3258193","1118.237993","2220.561367","1513.366043","1602.195851","1815.797211","1093.008179","1756.652397","1683.221013","1674.631029","1995.638756","1964.634293","2297.048563","1854.193969","1719.813714","2152.639929"
"M789.3617T396","789.3616703","396.027","4224.193355","4536.217388","4575.404037","4569.289661","5899.243544","3690.62259","4559.958339","4604.383913","4020.137961","1901.361903","4056.678778","3134.054941","2917.515009","3158.661693","3755.29255","3501.159006","2247.880376","1930.703527","3219.401024","1607.754012","2128.049179"
"M232.8901T894","232.890148","893.9800002","796.5627307","772.6011937","1003.171981","547.4298379","651.4216303","779.9318262","755.8302906","635.3538775","677.7288532","1031.426686","646.7780752","789.8906077","806.2903584","843.5107074","939.5496772","665.277697","1182.120959","1313.876886","1332.803581","1660.913875","1077.071069"
"M302.8749T838.9","302.8749368","838.8580002","6621.487938","6274.810256","8067.678226","4506.846889","5270.830839","6708.370923","5836.993307","5801.695987","5591.79133","9104.586429","5034.587145","6149.327273","6687.73475","6655.270857","7730.564073","5477.839536","9922.924911","11114.0675","11388.10758","12738.23459","8606.694726"
"M445.0912T102.1","445.0911557","102.13600002","1338.684425","1474.727301","1431.427442","1317.213494","1000.14309","1226.692405","1265.665192","1272.931273","1168.322462","1759.043667","1220.061894","1008.305333","1646.361545","1200.637944","1434.409874","1414.681899","1923.272456","2167.306049","1729.819621","2209.011078","1720.527975"
"M444.9735T776.6","444.9734968","776.6350002","740.3554979","818.6715332","997.6931282","548.1884292","521.0425546","763.3621204","628.9206222","781.7674685","688.609347","1179.845124","656.5880745","697.2369651","793.0506048","848.5448238","1023.88581","662.8178154","1213.033586","1396.542021","1373.812842","1531.311585","1053.073972"
"M397.0303T163.4","397.0303476","163.35499998","2867.724288","2998.436734","3344.994266","2133.328867","2461.025806","2941.393972","3048.458478","2695.42103","2866.037823","3999.945619","2566.677455","2654.583137","3265.87866","3518.648765","3594.182982","2561.16356","4746.111839","5086.763009","5233.76973","5859.837433","3669.013409"
