"","mz","rt","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","af21","af22","af23","af24","af25","af26","af27","af28","af29","af30","af31","af32","af33","af34","af35","af36","af37","af38","af39","af40","af41","af42","af43","af44","af45","af46","af47","af48","af49","af50","FA2","FA3","FA4","FA6","FA7","FA9","FA12","FA13","FC2","FC9","FC10","FC12","FC13","FC14","FC16","FC17","FC29"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M462.3703T530.2","462.37028","530.16","7565.788874","4375.626552","2382.74364","876.3509598","6651.307111","2317.274452","2644.537614","9745.676162","2800.993535","7376.28198","5251.531962","2630.662839","8425.273713","5563.409103","44510.72502","22887.02467","3244.272784","29017.44906","9211.418166","9890.322528","9944.705922","6477.278638","9277.942214","10028.28166","7353.933277","10567.59494","2879.674475","6339.255214","5586.27594","7496.50027","7961.319801","5694.798046","11594.25621","29978.69909","7639.643888","6685.107108","3004.379581","16126.00472","19641.44728","8385.247562","8839.210989","7916.733771","3507.753947","7811.86576","945.585866","4823.625645","13144.50622","3483.604489","11467.77556","20339.29759","3017.638543","4794.388534","12921.69019","4962.044237","1175.718787","2547.450884","21110.62225","4074.55121","8540.04529"
"M434.339T497.8","434.33897","497.82","12318.84951","12794.52743","29553.51357","14342.39079","5254.600298","12519.99151","2523.519419","5876.475095","3642.933423","8779.952295","15627.65798","18945.33519","11028.93348","4384.935753","2517.526493","7138.317928","44284.28535","10647.5016","10511.47203","1611.54778","15168.10397","5249.737763","34528.9058","2882.982633","8102.832037","2558.928353","2295.414227","1384.795086","6341.044979","18158.73463","1514.701836","13950.42084","13863.64737","10142.48912","3960.138974","4268.510892","6438.317884","2049.792806","8805.545663","2729.22757","4323.05991","3019.82377","5367.620838","11627.76527","19040.35298","8525.870549","40482.18745","9751.850512","3575.026519","4369.54384","21349.83698","6539.92371","4847.93933","5817.256383","10045.4942","13126.49498","936.9629191","11482.13868","4068.497308"
"M354.3132T745.4","354.31315","745.44","3037.702892","167.2403495","108.2814088","141.0430165","76.89933605","39564.48213","76.10350795","77.58782001","77.11896752","76.77728921","75.36817485","985.7724309","78.76258264","78.79741544","245.8804544","77.21413263","4823.278839","395.6395236","77.44876702","156.0777916","76.88995972","149.2363386","140.9442071","129.6271549","616.8862223","44223.81743","77.98749427","164.6123276","127.107996","78.91815233","370.5161744","76.19611794","79.27022964","2739.01956","750.4942468","78.60275365","77.64095417","77.31199236","77.40769937","5340.305591","115.0579087","768.100702","81.0246028","84.57326568","269.7829404","84.34958748","84.05017918","215.5090718","292.8016814","84.97407418","80.50075889","147.0747442","354.5754053","84.09192164","82.48535163","81.15601017","200.6783259","82.62950552","722.2226936"
"M472.3547T594.8","472.35472","594.84","147.7925234","111.0691378","90.56717333","89.6636064","602.4510441","92.42200492","179.0919621","251.723163","133.0226069","91.49160711","89.66889559","90.57870325","90.56446498","91.21596241","90.98003549","254.4582334","89.42276244","115.8371603","185.0402503","117.1926548","306.277593","44151.51103","137.5063531","114.5819999","140.257462","184.4226234","182.9774993","998.8541774","90.17946913","162.683594","92.87942675","141.3672217","238.0143109","117.445395","281.2626828","130.1748131","113.1440886","92.43568684","91.01865481","91.68840686","1098.687741","91.43838029","135.1253086","391.3021749","316.8039353","265.4985077","187.7931013","93.89814038","98.59360102","111.2453169","95.70083109","217.9520687","262.3232553","277.0165989","151.3897063","321.7895782","425.6422951","400.9056439","862.5588234"
"M382.0721T227.8","382.07207","227.82","75.71263324","75.41403769","108.3088705","74.37162425","3331.471479","74.85718149","72.59753814","75.12063843","75.89253293","1043.35262","75.31238382","74.0298362","6866.280256","2281.493531","77.35007121","76.08620553","75.87936334","78.5246746","76.65575958","75.27639094","73.2544705","93.62250803","75.63366238","153.2063096","75.08411634","77.23977443","74.82303474","75.12632123","77.10463549","75.57652903","75.17199067","124.3970984","75.39213827","115.3347623","75.03499273","2670.413856","75.22333402","75.66265435","239.3071597","74.50986569","82.87728364","77.53445994","84.13977842","79.44404531","79.30418861","81.1444369","163.4715971","44021.16868","81.2017996","81.84501614","82.20079675","426.9047763","127.5750115","82.59382696","106.5341338","99.80077856","103.4558154","25012.08361","82.47565217"
"M539.3597T414.4","539.35969","414.42","655.5697358","705.9069114","4659.506227","509.1735503","867.7494028","916.277164","176.9101103","2873.932797","1480.586369","7553.619285","435.9274594","43972.42799","649.9835477","5183.901585","945.7442643","1938.780782","18177.19265","1046.872961","1640.32858","326.5594688","359.2802688","1682.212154","570.0615428","3046.925144","3950.281593","1501.21128","1072.813926","86.04933229","88.24840662","612.031889","1189.917344","17127.13595","516.4636334","489.2980573","2081.171603","5694.29646","1099.566269","1154.52523","85.89869273","556.4718699","132.4171723","749.7368665","3107.297961","7276.923427","120.8844931","1086.459996","2941.691387","605.6367546","2794.050077","91.62636061","22845.91946","1619.026869","3117.819517","9967.733738","26347.38034","30806.80636","4870.651285","6033.444611","5018.491586"
"M316.2402T580","316.24016","580.02","74.96368667","76.69382891","77.20374063","76.51573556","77.9611721","77.10491519","77.41107496","76.45020538","77.9567218","77.27154217","76.43796074","114.0125664","76.43535322","78.20769852","78.40519113","76.61015478","78.56218946","76.66582816","76.03173526","75.88458193","77.57874107","77.42002017","78.22347754","77.03209318","75.80427786","77.94541241","77.60148821","76.90027559","76.45931927","77.92344575","77.10479429","77.6186919","76.94073896","77.05789688","77.59202476","79.22277989","77.14539939","78.3365721","78.02722154","76.11225658","76.32274354","78.8379314","83.17649534","81.94390951","82.84983237","2144.361042","81.22690036","83.91553447","43788.27741","82.66493132","981.4027485","82.87840716","81.27247463","82.21965422","111.0354396","146.8721172","83.88225076","505.8425844","83.06554398"
"M533.2031T266","533.20314","265.98","77.64530633","74.54177147","76.42508867","75.77997407","184.0376489","74.78251439","74.69173595","75.37227537","76.18672466","75.0191212","77.26339282","78.07595586","75.48428939","19385.58811","77.37203453","77.33947597","76.50609391","75.87818396","77.95522957","76.68437472","72.4963686","80.12343618","76.85084002","77.6190763","75.97757373","76.91764476","73.61063617","76.47726223","76.15876241","75.35037509","77.78216526","76.08568609","79.03683798","77.06849023","77.7036596","20637.15994","76.69282518","76.62659466","75.03786194","75.48525361","76.88530121","77.43105149","80.52905194","80.82009298","81.68826887","86.56359023","80.5579769","82.09672476","43667.94416","81.03548306","79.30530725","112.4109342","82.72610059","81.77204046","82.61672092","82.12805082","82.37458981","87.98692959","83.24179562"
"M436.318T353.3","436.31795","353.28","1206.006166","89.58370185","898.8804777","2645.834546","87.59025206","1082.288842","192.2937077","835.2984649","250.7685919","82.73149784","109.7392272","124.5377339","472.9694857","190.8211221","871.1607274","105.4415998","442.16109","88.1174265","421.8904148","598.0558404","1572.18405","1330.367812","1347.226332","87.47747453","88.47861559","164.7364473","413.7716658","109.553336","622.7464476","83.38120284","2985.208977","319.2165035","43656.33405","296.6320701","150.3229115","1270.968051","107.6348275","230.6383115","88.96239137","429.3244236","774.76491","683.6876051","93.83987559","2612.080755","140.6401141","5874.578936","506.6469197","265.9891849","244.7554672","410.6968607","112.6486413","229.4937367","322.4517202","136.1205211","154.8712597","124.1797838","354.6363304","106.6806715","727.5412382"
"M423.2072T529.9","423.20717","529.92","84.72860381","1604.013171","1738.983346","2964.440669","85.18921996","83.65276964","198.3405228","83.76715179","103.9680884","1383.624936","132.1134424","1484.348364","714.0075534","85.83965741","85.46905029","84.16305947","43591.6401","216.0937624","2026.697408","85.74343646","83.2629527","84.98583627","85.15931612","111.3714956","4267.708137","84.0796944","83.64273163","85.95903976","104.9279614","86.1320142","86.46212613","8789.290776","150.5994588","85.50861844","1031.789342","103.8186704","341.1207858","85.91882449","1283.43917","85.08536704","84.27215088","85.89805046","166.2452997","168.8203621","91.34317831","131.3300594","91.89678","89.71601863","89.46907078","89.38039653","143.5542893","164.8404671","151.8156723","358.9263429","554.7738348","590.4980237","152.2961677","90.8803325","90.80268035"
"M346.2176T399.7","346.21757","399.66","1100.992028","194.1292762","175.3103755","562.8767665","949.7044848","974.8709386","504.4155508","5875.727562","173.3087054","513.7516099","1206.44306","702.6351151","311.9807507","73.3915383","324.2285743","895.9417397","912.4897384","2311.370362","9426.196238","350.177734","4952.595729","6951.220787","1215.958936","760.1221148","767.3661172","209.3733845","15267.11304","440.4838998","6553.008295","697.2078772","552.2064771","795.797796","1286.488332","2895.207074","404.7273119","441.5647683","310.6596394","1568.622489","517.4485861","724.8192895","1150.739462","536.1078732","43574.58164","3065.090313","636.0715181","1739.602293","11230.88602","7559.114505","16207.03485","18674.99968","30330.40682","5792.357081","1785.198435","1995.844104","21466.72125","22758.80981","1848.770439","22330.68229","929.57541"
"M724.3861T440.9","724.38612","440.88","74.47526102","6542.467651","13823.62021","5085.12857","75.8989812","79.74402143","6313.193061","75.44870142","222.2294102","75.55281359","90.43694792","16844.69161","304.8752099","15268.30875","76.13743989","74.85130628","12354.99647","76.41472323","76.03783103","75.61911315","74.69825948","75.39017527","140.655847","76.19048721","6686.010914","77.40244521","75.33054136","74.00864733","136.9271752","74.75110981","73.87957667","34414.10623","121.8035172","75.7091932","83.52694081","8124.135391","74.86755671","76.95849729","93.15390708","2671.28824","75.14019171","75.67121095","2532.936576","1113.708903","2901.540564","3574.940052","898.1488042","317.0993825","354.5536648","113.6864186","927.6564022","1858.225868","1422.726133","10186.69276","816.6038957","43520.74873","602.6179219","1550.961766","120.5229316"
"M314.2458T460.9","314.24577","460.86","851.8149844","2591.256273","8798.611785","1614.535587","278.4235118","99.49003391","1407.560008","1795.236964","719.4807859","2042.419084","951.6110716","1996.928079","19976.49417","204.4361006","907.3558348","4900.301405","724.2868203","441.0318463","2149.996493","177.0545512","6644.255211","5014.973919","4852.750748","5722.230632","1111.303692","3376.794419","101.5017601","28118.61084","8063.416937","1143.442619","27530.90082","1680.186099","2637.973391","1694.182828","7827.735424","665.8466077","1827.282736","167.1655711","9604.044301","569.1339812","1632.86855","6756.008397","701.9585456","1507.429106","1610.366572","7557.864275","1664.215678","2943.933175","2433.890421","10751.62452","4897.032839","1967.791206","1883.230899","1246.884002","2509.067115","345.8039638","1527.250087","2100.396873","43482.47897"
"M346.1157T344.9","346.11571","344.94","92.22819822","90.76055838","89.3772324","93.8813036","91.5996137","92.05733788","89.70307184","89.94297475","91.99510817","92.25653487","90.97854094","8579.274804","91.03827355","90.14730348","36954.34679","34626.22822","91.31346787","91.34082315","91.36166658","94.09721499","90.95594608","43415.61298","91.35202396","119.9684789","93.0039126","94.54594412","91.80114989","91.4530484","140.1240855","91.55911877","95.15941713","13894.11422","92.33930295","92.55875792","91.46979909","93.57346026","91.64364653","93.74699756","92.87023072","91.42192853","96.41696376","94.66215315","97.88385036","97.41304795","93.3066616","97.20768585","126.4245416","98.16333894","98.05455409","96.66757027","106.7709391","97.80798734","97.06910149","138.673976","95.95155482","101.4862107","99.55387805","97.7539937","99.55677896"
"M162.0896T221.6","162.08955","221.64","248.735262","253.0565312","242.354779","2399.805668","79.0697849","83.52324206","976.8171611","78.42597803","79.26357435","80.62762976","23399.68376","85.06307309","714.5578827","324.059938","79.92145309","79.58854583","522.9095154","491.3543623","107.9630785","80.39352573","78.67015568","117.5168011","137.7734161","79.25568489","3413.700023","105.4134223","8631.784864","80.94029129","862.8129582","77.70858354","79.06153116","149.3388698","79.53446681","373.8405688","300.6839072","105.9883052","78.71452018","242.7518671","1525.221976","377.207891","98.31744534","79.51240151","1321.395115","43296.24727","2716.176007","433.9795243","1965.566195","1245.465252","2541.272314","378.2563853","186.7543501","637.4229586","1306.69939","8099.132732","2925.138605","29476.38841","4439.753752","1774.582027","94.23766249"
"M228.1361T224.5","228.13605","224.46","599.9269607","22884.89291","17276.14142","43221.31454","1620.398361","399.3516074","18240.54825","1068.12746","3625.368353","7429.660879","901.2798247","431.3767017","6923.424452","41631.14283","259.7859245","1240.519908","16064.64847","8353.035152","4034.97361","948.8726903","295.354546","4006.655099","2505.058215","666.3601518","16270.15587","2942.184365","1577.19032","2073.684728","1361.991414","652.655647","474.7049373","3802.27927","1338.650581","1980.39414","11383.20481","42304.68518","296.9788553","560.4527557","41799.3995","2281.351833","11413.03205","609.0349445","28880.76277","1519.488412","11576.92177","26331.44051","10562.35596","1283.024622","5768.155361","36311.37463","35402.44394","23700.10278","5509.567442","23440.17559","9718.539267","5977.623966","4155.157977","6264.672246","560.5539125"
"M314.2459T483.2","314.24586","483.18","934.4507406","411.5589572","298.5645038","521.6543905","142.7931073","529.4204676","566.5250671","77.40045046","169.0491148","102.835234","101.950876","262.6754144","139.4018172","1731.120318","454.738825","405.7304959","257.9364414","397.96351","351.3094202","104.7313372","450.3040575","407.3712676","429.7772561","297.3445845","355.975191","399.3925005","538.224936","999.4275427","112.948818","190.600748","598.2683771","252.936268","761.54069","488.587087","580.5685087","211.8811275","93.63528629","135.9832777","563.5465983","122.0813543","776.1994021","625.6817972","481.3891369","695.8978174","1405.944849","1255.120697","3814.672227","9064.785021","2840.167347","7452.595728","1873.17246","4898.124819","8431.889575","2726.889235","511.6507195","968.1226207","7893.475168","4388.302922","10218.92708"
"M420.1208T398.2","420.12077","398.22","80.38652832","78.15904732","76.57693604","80.76758452","80.14507221","79.294071","80.38951812","81.05331549","80.91092221","79.05434768","80.00027713","80.63416839","76.91161873","78.99603939","79.84247422","82.02367989","79.80457936","79.70631311","78.93452712","81.26115562","78.92125974","78.33064511","80.86557503","80.25107319","80.74342015","144.5441683","79.72698218","79.6171583","81.91972057","80.90132307","80.37908392","79.57766147","80.23968596","80.3448441","83.46235274","78.63026297","79.74672773","79.48993772","81.55961621","78.22141113","81.36140103","80.85494618","2699.709515","85.08228728","43136.00446","85.37556881","85.57445647","85.67790424","83.83272061","85.77780359","148.6869296","85.20606619","83.6883576","83.32525885","86.29538878","82.88014616","84.3332128","83.70483533","83.96393301"
"M274.0512T238.3","274.05125","238.26","248.2822929","77.92201475","113.293282","78.3703051","77.08270045","78.99143448","258.6471147","930.7760022","1640.888648","77.78859605","78.65725973","77.94235987","78.50396112","80.2183048","80.14610925","79.3828929","79.19161348","79.54081042","353.6945555","79.09869489","549.1495208","80.43966719","154.5064793","141.9840898","79.54585034","538.9894466","11405.05223","79.35109318","1507.589367","78.48337504","79.63727232","1006.629329","79.78540899","79.56190717","81.37378621","80.11405726","78.40454617","79.03279069","521.3936899","746.6675511","79.01382392","112.7299524","1201.810775","85.91931277","6368.855354","84.8879525","1281.124828","85.09557652","6941.177602","378.0512648","171.419984","43122.73797","94.44632734","97.26538341","83.23078932","235.8728584","10444.84848","15321.64228","105.7288747"
"M321.1609T285.3","321.1609","285.3","95.10871853","299.854784","94.86564856","92.92897096","95.15066687","93.10659428","91.32015822","97.36462283","96.13284726","95.99141464","93.2701041","200.8547114","93.93064685","90.26686602","95.48298985","97.25054956","93.11574944","155.4975454","886.3247529","94.73649241","96.65570275","99.91810005","22924.47872","95.49471191","95.12635815","98.04937586","93.169829","94.09257148","96.84507455","95.57615454","95.01199139","94.60067367","96.01699692","95.54434469","94.87838932","90.45293902","878.3672529","95.62230273","94.65072679","90.67039371","95.95166953","95.47110496","99.05263734","150.8590619","100.5009394","175.3598585","403.2382365","107.710779","43087.73074","238.4347373","117.3177188","100.482579","102.0923182","1473.647167","97.43953137","427.2232846","3563.936147","399.1156907","102.8464917"
"M338.2456T463.6","338.24559","463.56","6258.951978","2136.587173","1128.284889","124.4133119","5098.595885","4846.0118","309.1974962","1225.074255","1067.656071","1909.256308","383.9604605","310.8797149","557.3364672","137.4517179","4097.041408","2587.474363","116.5366052","360.4641797","30819.93932","1220.527627","922.5066441","116.009144","3916.243564","14687.56061","344.6844061","530.1654698","149.3496042","5174.640551","1527.620299","782.3707079","1742.427339","176.0380516","1092.288018","354.0803807","1080.13554","114.5161676","2302.887345","1121.00503","282.2133424","571.9716778","6068.863746","9203.821039","2005.937413","1473.319113","10377.34663","2256.884814","876.8845727","1492.404272","43076.00705","7308.891347","587.1294526","616.1858805","803.6850688","655.1930371","849.1247706","122.7431329","226.6558419","27675.87385","586.2526712"
"M424.2938T302.5","424.29381","302.46","1105.949326","89.33316613","7734.95166","2084.080713","25305.51856","4235.112326","28119.92428","2799.69229","736.1879853","206.6842665","451.0120679","1215.645948","22884.97116","9641.302283","6864.508658","14940.60231","14588.42763","142.3779864","9712.729553","6744.521069","1422.281555","2184.731703","6517.474352","28626.57039","2296.395312","11531.02108","3967.286527","3447.263236","24274.98874","4111.879701","22034.48042","12795.85316","4221.581318","2243.058378","19897.36027","5844.765179","5465.793794","4758.355039","12858.48775","88.62058507","18562.07188","12828.48931","420.6446387","122.7071131","107.2693426","94.06953823","595.1025405","1817.186138","10262.7765","152.8089187","432.680025","768.6600058","33127.17947","841.9625387","394.6826995","10530.03836","787.8578309","128.3956676","2699.715075"
"M156.0174T55.7","156.01742","55.74","578.0833418","76.74372934","77.45050865","76.43783092","2398.77618","76.56484294","75.74705145","761.8465075","77.57568132","451.5910129","76.58088271","77.80727728","75.78409233","204.3406751","78.25584641","421.4323489","77.69245501","76.95630908","563.4883115","434.6330631","430.8938736","148.5899837","291.0169259","2905.14178","101.2835943","707.9153908","90.37536948","83.3614273","5733.225045","4236.041856","1351.117416","105.0944907","83.91790412","477.2842064","78.96582505","135.190687","162.077136","167.367464","90.34172955","76.37023285","385.0360605","375.3266156","85.35670403","1922.98097","576.9034164","3398.902521","863.8871772","10587.86754","401.349722","495.9841235","644.4553941","2000.116919","6132.594371","1228.815049","20576.4769","81.71016616","7314.37955","407.8777788","42982.08481"
"M556.2844T726.2","556.28438","726.18","70.29730803","70.94911105","70.97856615","71.3766158","70.80304094","71.01702634","71.31973317","71.09027626","71.47942582","71.79353398","69.89554666","70.00648335","71.21688951","70.67132273","72.07453531","71.12031128","71.16580887","71.06282973","72.10112957","70.40893129","71.44511528","42878.96295","72.32512211","71.65588829","72.10236008","72.19455768","70.85327502","232.7259557","72.03660496","70.86693143","73.23112513","72.00238124","70.83637167","71.66487906","70.70766735","72.71687315","71.49965699","71.8867117","72.26275346","72.30605619","71.15456593","71.71038811","78.34071032","76.82618899","78.17273151","78.17851214","77.24489767","77.62711415","76.91679165","77.71888402","77.17232987","77.77859531","77.8921202","79.21175498","78.47614989","77.45863054","77.40633752","78.82462782","76.30855415"
"M480.3263T668.6","480.32625","668.58","583.4993642","2378.741859","8080.972169","3052.617607","1304.906397","42648.96021","11149.9681","1160.898633","2667.168994","5772.763262","854.7076764","5493.983169","92.33056118","471.7726976","1948.75346","1396.668252","2511.966988","97.45399494","1037.740713","410.3652193","173.9094379","1097.783832","99.51237954","98.33890181","103.743697","777.0152607","135.762729","93.89447971","95.03364966","206.4827848","95.4744355","95.71299473","175.5607123","155.9725699","95.65107076","98.95578635","95.29873362","98.62202125","93.891734","95.09139418","94.86943348","94.91967919","131.122868","101.9163943","118.938806","133.1596259","102.9108128","101.7589798","102.9960371","105.8551101","103.3137722","102.1848562","101.0822514","100.2194866","100.894463","104.7471479","101.6005342","102.7359591","125.5393639"
"M466.2562T300.4","466.25624","300.42","81.16603052","117.3211038","132.2126424","105.1102478","81.02425317","80.49355733","83.16596234","83.333622","490.7341595","83.79292919","81.79984488","80.79902869","89.89882251","78.37360777","140.7537079","207.6171323","81.503887","129.2901904","235.8471815","83.77938437","639.3875287","262.1846225","77.36284298","337.2197216","146.7879477","416.6494722","111.7781182","82.32786223","82.17889406","42647.91255","208.9089247","81.44513319","230.9743331","239.7899002","180.8471823","91.8184714","116.1335115","82.65916692","138.485157","79.76199683","83.64649304","166.4246294","120.9964849","104.3279713","81.58856355","188.336495","350.2530043","87.32265832","244.6974196","86.60598012","84.77630277","85.91462117","431.3604031","113.9394732","168.3016637","85.05974574","122.6177681","132.5495797","416.3050978"
"M204.1363T241.3","204.13632","241.26","262.416575","97.13661464","81.74258389","298.1154296","96.12918726","329.2393899","175.4959283","1257.24923","175.8976265","98.53046279","296.112913","135.3828126","164.5592347","802.1326969","157.4737183","66.18454742","3719.285459","132.141484","200.7665514","218.9467639","71.95916597","116.4636789","109.6169529","97.87672865","224.204418","107.2982586","65.04474419","67.41633364","587.0422678","66.32054964","502.2986245","102.215725","66.71174915","140.3325365","634.3227676","173.3035121","1015.750314","67.25260995","116.067935","820.0783254","166.6729467","441.0190913","5138.113628","9831.922406","42563.08653","4942.450724","5062.678161","9467.102442","858.2531825","8096.402503","3531.783868","2985.440077","3973.005065","2399.272018","2555.728071","14544.4622","1815.928896","13176.66737","70.17348773"
"M302.1515T262.2","302.15147","262.2","880.302773","2447.158514","1396.078902","2341.250863","2329.292136","1418.133277","79.79638209","1271.326967","3317.509893","2317.338923","525.4424713","79.84809623","1338.349562","81.48394478","18945.07611","1653.790546","81.50406233","4316.067696","1508.066387","296.1328162","234.3761736","3992.995714","343.6490268","653.231819","802.3045102","169.5665074","4383.37123","8317.984158","10782.90389","2321.154516","286.2103592","149.0543279","4183.240929","581.2219986","1402.879506","82.3349149","42503.60521","1448.350598","5759.169364","1283.95954","12895.12784","104.7311196","2541.65854","89.96118949","23439.39403","190.0458216","3675.35714","1664.1649","1486.509861","87.60524499","1236.145385","1097.878909","11350.50916","1169.591361","86.86508278","88.78518432","14867.11543","8669.737494","623.6515694"
"M344.2925T522.2","344.29252","522.24","91.29197638","127.398085","87.70269389","88.34034553","93.28345949","89.00017972","89.12233731","105.8769049","88.99637313","89.06646358","88.90999099","87.80659822","91.93996363","87.45830758","88.89209399","90.11689471","124.5165857","91.58773731","90.22716671","91.50902518","91.68236296","90.25566872","92.60644561","88.38501685","130.6148767","15626.54641","88.74671568","90.9991106","88.24634098","91.29195947","90.43555374","89.57343991","90.3689586","90.51171296","90.08473463","89.94228896","89.67298118","90.56973287","89.43201387","89.71923071","147.6515558","93.28626144","5976.434785","96.1315877","42343.10275","94.81599401","97.11981011","140.7562723","95.32311779","94.93655953","131.9121526","245.18463","94.58962227","101.3288165","95.12532811","94.83455478","98.05659571","94.53950698","161.0024779"
"M228.1362T234.9","228.13624","234.9","538.3510836","623.175631","499.8552059","11897.23971","413.4084546","254.5575452","827.7137199","12453.09681","546.8269778","422.8423494","17694.18232","407.687328","548.6819094","41631.14283","2932.63309","130.918417","2690.554493","316.6342084","2058.535262","750.7796368","490.2873449","686.7956881","343.8240096","470.5411322","610.4768294","703.4538207","86.42072401","19197.41657","547.2504726","226.0403581","417.9280616","332.5404258","3438.859251","355.200058","7997.047773","42304.68518","4889.135175","352.0234825","624.2230803","4978.548272","2623.086212","1527.453062","28880.76277","9907.938163","5288.188379","4427.170733","18744.14531","14339.88408","6340.608388","36311.37463","35402.44394","8503.409619","2355.825632","3906.556277","2898.536932","1682.341317","2900.307161","5615.263173","7733.695107"
"M145.053T255.8","145.05303","255.84","160.6453642","6684.317348","6894.969695","6279.074094","2779.132471","71.53117193","2052.688401","71.75929581","2221.896161","3054.298091","9206.90324","10494.37654","28703.93714","1089.570185","2563.303295","8577.384512","2234.457904","4362.081956","71.39046676","187.3247105","3814.055752","5586.210501","10586.23714","2065.131473","72.35682702","5806.426913","4296.444122","134.4129527","1828.260135","2865.852602","8847.614687","1336.207737","8801.557403","12568.3045","13627.4212","1238.323752","4943.460153","7965.593086","8815.578761","4003.110248","71.86507149","72.72455743","2192.658103","27607.04677","6428.742044","15893.44104","24208.52984","10242.64826","31174.06712","42293.45714","4163.028146","6495.077193","13608.22573","8025.899303","12664.28184","4197.399903","21379.18877","11163.18261","30432.69387"
"M228.1475T209.1","228.14746","209.1","453.1028838","136.6047247","186.176167","119.0437854","160.8585661","146.2516933","899.3742882","118.1460919","4754.945952","149.8943082","116.3191601","413.912093","516.1378416","336.1597143","576.9463344","10802.96325","270.4739258","1052.529762","922.7679774","810.7418795","119.1589436","807.649259","179.8776185","504.3918308","2162.092404","1118.41891","119.0136451","3944.340655","370.0820487","2692.756381","120.8293404","31204.03287","2572.838704","450.8247503","2183.268102","196.1425632","313.4870709","117.5350483","123.0626818","320.6361794","6017.894553","145.0814179","4144.454604","28003.67878","31659.493","42090.4723","31282.64696","22760.14525","5306.733135","15302.70892","18387.61802","23023.29738","25736.86251","22263.74442","22078.96911","8696.338099","15795.59507","4241.560568","11333.71119"
"M168.1518T305.5","168.15181","305.52","7450.676994","3166.293954","193.2252604","680.3018193","576.8232107","1375.334902","3381.998127","3042.329035","2048.408888","807.1267776","172.7859463","109.1950869","480.4402927","956.0066931","1685.104726","1755.878998","109.5432913","522.6869762","1280.782692","7545.802545","24558.57397","11889.66997","1530.527425","453.6863265","578.6307441","873.8561016","1139.317909","13355.0121","2111.578686","353.6376264","497.9209524","112.3392277","204.0503085","935.1281257","603.658668","1261.307033","1171.672034","418.3133166","110.4157041","109.6598778","5738.763637","865.7844795","1635.895653","116.8424723","2895.085357","6753.95093","6112.39193","41962.24905","8480.659236","20489.80691","1623.550022","18035.45256","1735.570154","117.4046856","1327.911599","8421.268008","3925.406727","5254.715954","4021.644288"
"M202.0839T207.7","202.08392","207.72","72.40854874","3034.587329","638.8412734","4481.79473","35114.12562","3929.0522","356.1980924","4148.677168","11993.44526","15123.60404","2137.100489","6433.870532","4257.000558","5103.088056","2648.62698","4060.995544","8451.380845","2706.863167","2586.307105","3387.940496","1578.090841","700.068136","101.6042069","2375.518351","3778.102477","1551.002756","5497.802962","1179.143277","6382.784309","1175.229813","1676.613327","1717.734432","3159.401887","5745.135738","5255.384999","4267.258696","2859.020027","2104.014251","4551.604211","2441.349131","5047.800176","2321.749357","9669.458844","21272.21474","26127.69026","11771.51678","2325.591493","1813.389836","5325.988796","34810.43506","2462.842728","11767.5827","13006.66401","18103.54312","41944.16648","2988.381205","12482.72078","19650.91027","3291.788586"
"M509.3345T292.9","509.33452","292.92","90.72175094","87.39455644","204.9013953","86.84402416","88.72584693","88.34764086","88.23589551","90.06179726","91.45634937","6895.080849","85.70888755","227.5607499","335.3474227","87.02640149","90.93929027","90.25099619","14361.81438","91.45479044","89.44319347","91.07170448","90.24444365","92.73357306","86.45979452","90.07400381","1839.259392","91.93274057","776.1731965","90.09490623","90.80140986","88.55363869","90.85124083","19852.58287","649.2645557","92.03023627","90.78686908","678.7866034","89.24610944","89.01365027","2272.722423","227.1796845","475.2273487","89.51352762","5050.418437","13452.39611","160.4042291","1897.536881","590.2026159","94.39176244","93.68317691","94.935862","18258.26519","142.0695443","191.2166699","1970.857191","9833.997261","41503.27585","95.65477296","129.7358711","115.4845523"
"M398.1758T315.1","398.17579","315.06","118.5414786","6785.87101","79.99020134","152.6231779","681.8996729","720.2567134","82.48932673","83.99334782","84.01885856","387.1666549","80.12365113","96.30231507","184.847628","553.0267647","404.1533562","207.7406635","140.120468","543.17156","84.73828167","255.0091326","148.6418965","1140.713448","803.7346082","607.9047223","147.3198917","86.05533955","83.31734878","1585.559836","328.2563925","5461.861553","286.909779","782.2516158","193.6590893","254.8364924","563.2830614","504.0952455","460.6838629","176.0338823","200.8461322","83.74957329","515.6675062","471.4373521","682.9190057","4653.095075","1816.413518","1017.3266","2907.860322","4797.410291","13357.47304","764.8968267","41475.60025","852.3467684","3332.120118","319.1116126","544.8451933","774.4755466","350.9546383","1280.83101","2346.307051"
