"","mz","rt","pos-Exp1_K-1-24_1-E,1_01_55180","pos-Exp1_K-25-48_1-E,3_01_55183","pos-Exp1_K-49-72_1-E,5_01_55186","pos-Exp1_K-73-96_1-E,7_01_55189","pos-Exp1_K-97-120_1-F,1_01_55192","pos_Exp2_K01_1-C,1_01_365","pos_Exp2_K02_1-C,5_01_370","pos_Exp2_K03_1-D,1_01_375","pos_Exp2_K04_1-D,5_01_381","pos-Exp1_P-1-24_1-E,2_01_55181","pos-Exp1_P-25-48_1-E,4_01_55184","pos-Exp1_P-49-72_1-E,6_01_55187","pos-Exp1_P-73-96_1-E,8_01_55190","pos-Exp1_P-97-120_1-F,2_01_55193","pos_Exp2_P1_1-C,2_01_366","pos_Exp2_P2_1-C,6_01_371","pos_Exp2_P3_1-D,2_01_376","pos_Exp2_P4_1-D,6_01_382","pos_Exp2_P5_1-E,1_01_387"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M342.9453T452.5","342.9453","452.52696","1806.38","6892.503","5596.967","3215.978","7007.016","3645.788","4452.084","4240.231","3800.949","771.0351","700.0272","618.009","814.5181","837.0368","602.2924","577.474","2342.608","251.9974","834.1662"
"M343.0935T257.3","343.0935","257.33753","4349.235","11819.19","15916.8","13467.69","27430.77","12733.04","15677.63","13448.78","8984.216","520.6368","1036.793","1338.406","1425.611","1248.01","2608.027","3100.691","3282.255","2784.321","2531.448"
"M343.1079T21.1","343.1079","21.07925","1372.753","1281.246","1384.221","722.7321","1163.598","597.4315","994.7478","949.0485","736.92","261.4333","79.61991","208.0848","126.8549","93.38362","538.492","879.8915","771.4927","539.8947","707.2657"
"M343.1167T358.2","343.1167","358.23373","7883.581","23147.3","24666.07","15470.6","25657.61","6053.376","13070.93","12254.61","7191.431","2499.253","5365.961","0","3161.587","5966.696","5339.006","2243.46","7101.682","2808.993","10318.95"
"M343.1284T225.6","343.1284","225.55742","1786.709","3222.081","1885.343","2529.12","2562.245","928.7035","1090.217","1206.936","1040.715","3620.054","17588.08","20408.02","5387.892","30162.04","21755.54","23067.71","31579.01","18060.76","20509.9"
"M343.1794T194.1","343.1794","194.0556","15154.1","31415.05","22529.85","25809.89","32226.2","5739.783","6457.629","7422.266","6920.556","38707.24","35406.74","35904.96","32703.31","30478.25","6056.175","6963.194","2227.528","9579.885","7000.331"
"M343.2121T185.7","343.2121","185.65105","5966.08","6941.542","6989.909","8780.546","8736.28","1919.212","2003.321","1951.436","1883.346","59991.47","53680.04","57772.33","68097.04","35922.61","8923.194","15522.71","3831.116","27584.23","19881.51"
"M343.2084T585.2","343.2084","585.24819","47301.89","8356.119","14097.36","7066.886","8683.742","7783.448","8078.737","12569.5","12056.36","13598.86","10776.76","9827.688","18059.08","9111.066","2773.367","2771.506","1476.793","3593.696","2312.967"
"M343.2162T263.9","343.2162","263.89522","7982.488","14934.3","8581.285","10470","4930.412","179.8508","142.4924","289.7486","321.3651","50285.87","59536.33","64880.83","55989.43","43495.93","6039.665","1086.21","1024.802","21797.88","14444.65"
"M343.2325T212.8","343.2325","212.81613","2359.935","2938.45","2226.096","2529.474","2666.255","621.9982","575.0512","546.5842","512.076","21895.33","30737.85","35107.99","27798.08","18466.42","11734.23","16587.85","2082.179","19046.1","9027.937"
"M343.4455T452.6","343.4455","452.61738","767.325","2506.408","1799.974","968.1467","2087.605","1688.116","1575.967","1393.261","1620.204","386.6277","259.9456","190.518","288.7899","311.2356","205.8576","106.4731","302.0751","90.12986","385.1667"
"M343.7061T236","343.7061","236.03067","912.126","1204.821","913.9421","1165.103","1229.606","213.1999","206.527","215.595","202.568","69501.56","75770.6","81311.24","72047.97","61823.76","36569.01","33897.81","9537.853","39992.67","29138.4"
"M343.9424T452.6","343.9424","452.64702","1489.75","6977.321","5056.988","2852.635","7343.879","3763.61","4194.732","2635.422","3355.446","568.1142","556.3093","396.21","452.7525","706.7712","416.9389","359.8364","2489.441","100.8119","924.9887"
"M344.1814T233.6","344.1814","233.64707","1734.845","1170.527","1062.644","1460.738","965.1889","342.4531","148.4854","219.6075","552.5266","16838.27","20070.2","17442.34","17801.05","15869.64","1934.169","2209.626","3705.136","15587.21","12250.96"
"M344.2021T175.8","344.2021","175.75775","5709.814","6681.755","5681.902","8032.283","8860.124","1813.586","1827.478","1924.403","1758.397","122230.1","117869","140392.1","129279.3","142696.8","41642.99","45646.54","6425.482","59008.88","38752.45"
"M344.2241T204","344.2241","203.97103","67867.91","44468.09","26424.99","123936.3","51350.44","31573.64","25965.09","34910.19","37379.04","153406.1","117920.2","154146.5","212707.6","142678.6","15239.86","19635.64","26381.86","24453.87","29048.85"
"M344.2525T242.6","344.2525","242.59799","69167.19","133539.3","89713.42","104846.8","136668.5","10059.3","9721.2","11664.65","10112.48","22980.79","5761.736","19779.55","15401.64","19825.26","4135.995","4032.536","2039.76","5274.767","4048.556"
"M344.2966T506.1","344.2966","506.07898","37197.52","39993.66","30215.45","41835.74","39029.52","6740.749","12761.81","9592.249","12045.57","31818.25","30030.28","39547.65","43976.42","39659.74","13983.68","6996.735","12906.71","12419.72","12048.25"
"M344.4428T452.6","344.4428","452.61738","453.9866","1732.093","1596.009","991.3614","1635.42","1325.691","1275.511","1449.484","1416.949","346.3924","188.4708","275.4574","229.4417","275.5274","131.4553","131.1722","608.7782","113.1582","231.6374"
"M344.685T159.3","344.685","159.31431","1193.279","1337.156","1193.528","1334.498","1408.693","241.3316","180.5685","221.5901","212.5796","223605.1","215654.5","227844.3","209913.1","228108.1","47914.4","55805.34","3222.541","71859.64","37763.88"
"M344.9414T452.6","344.9414","452.5557","1007.079","3510.098","2582.952","750.6475","3350.419","1829.901","2010.305","1736.552","1678.927","629.7877","409.3001","92.06925","256.7234","422.7861","196.8535","96.744","881.1621","109.5028","516.3113"
"M345.0568T272.5","345.0568","272.47878","7263.111","10457.25","12618.02","9678.338","13344.69","8483.471","10484.04","8273.596","8203.698","0","761.4771","1984.759","2187.701","2325.668","4768.954","4154.646","8665.312","1870.508","5404.939"
"M345.1217T230.9","345.1217","230.89931","3891.572","4096.269","4102.253","2875.179","4140.325","1519.05","3497.319","1960.874","2543.607","798.8955","0","0","617.2329","1528.709","2999.745","2482.299","4786.309","1810.431","2356.166"
"M345.1575T435.9","345.1575","435.87153","21998.59","14309.38","12530.84","50829.87","22284.67","1016.682","789.061","2040.631","2646.214","14603.96","13989.46","9049.442","13136.36","23724.59","6514.462","2155.798","825.2401","2668.133","5067.026"
"M345.1463T142.5","345.1463","142.53481","21148.78","33916.36","25990.71","31814.55","36415.7","1277.021","1668.667","1511.418","1368.761","22743.78","16585.81","22096.9","16631.02","18312.09","4600.522","5859.208","2099.383","9122.723","4338.668"
"M345.1873T426.1","345.1873","426.06969","312934.3","134931.8","223926.1","289631.8","181079.8","45302.66","28816.04","37606.57","59082.18","65951.28","25946.26","38879.36","59719.54","30743.97","1929.742","4142.674","2351.131","5465.041","4121.978"
"M345.1891T158.3","345.1891","158.28635","2251.948","2702.513","2220.104","2294.973","3006.903","4361.346","1681.523","3312.213","623.7227","129938.3","122182.3","125087.3","108921.8","108614.5","25451.73","29328.98","2233.955","41445.1","20773.42"
"M345.2201T203.6","345.2201","203.57696","10434.65","8250.839","3592.156","19313.79","10222.01","6086.834","4721.76","6337.395","6415.858","221264","28236.76","196370.9","33454.9","43408.7","2397.068","3701.564","4584.765","4426.86","5902.498"
"M345.2243T404.9","345.2243","404.90949","8284.52","2429.263","2096.231","9873.553","1772.587","909.9609","443.6534","922.1315","1523.812","1084503","1160734","1041227","693090.8","561320.8","126361.7","118465.8","18525.9","245207.7","77571.91"
"M345.2216T304.2","345.2216","304.17864","3380.895","725.5664","947.9918","2216.458","504.7776","139.7993","89.4182","104.13","540.8467","25031.19","32093.86","26357.37","20127.42","23392.85","3732.062","2914.159","337.3247","7131.338","441.0853"
"M345.2551T243.4","345.2551","243.40889","12782.61","26328.86","18642.46","21148.64","27532.24","1934.652","2067.078","2021.888","1618.086","164.6024","38.78567","51.2696","0","197.6773","46.0644","22.3646","17.69084","48.39032","11.0121"
"M345.298T506","345.298","506.01643","4835.729","5571.217","4164.378","4687.417","4955.133","914.1814","1524.929","1156.851","1313.575","2652.752","2975.821","4391.809","3916.687","4080.69","1832.821","598.0979","1802.931","1104.141","1740.61"
"M345.6992T231.2","345.6992","231.2288","1268.773","1696.745","1549.311","1493.122","1694.846","582.0077","462.8696","553.268","395.4866","62549.14","64462.52","69558.98","76544.02","55721.04","6178.166","15554.27","1780.441","32750.35","28965.68"
"M346.1934T142.8","346.1934","142.83262","2168.52","2444.7","3136.89","3056.02","3502.705","308.58","716.5728","384.3072","507.4056","25587.62","25064.47","21903.5","19924.14","19366.7","3501.1","2112.494","1432.414","1972.532","2901.816"
"M346.1914T425.9","346.1914","425.90195","64463.61","28043.23","45221.26","72804.85","36232.58","8053.855","4514.705","6865.357","10069.95","22510.73","13638.05","13588","20900.52","13891.66","3946.527","3270.274","2067.919","3555.412","3420.257"
"M346.2275T405.6","346.2275","405.56453","3145.243","1015.144","1130.244","3765.175","1038.253","422.1124","317.3079","272.0004","963.6018","221094.2","227720.4","209248.1","135527.5","118147.6","25174.76","23742.51","3733.823","46884.32","15629.03"
"M346.2263T234","346.2263","233.98536","1672.175","1703.411","1379.817","2113.232","2275.518","333.6","759.646","765.0699","536.7624","45073.49","51935.14","40951.08","35617.84","38919.48","2088.128","3066.871","725.3474","3057.464","3548.75"
"M346.2306T254.7","346.2306","254.74262","3470.8","2837.537","3541.44","4619.764","4386.172","498.9114","682.9611","646.5706","509.1957","65999.63","82010.26","76732.71","62298.25","59545.39","3601.196","5651.872","1832.209","5674.386","4039.314"
"M346.5357T220.3","346.5357","220.31027","360.8554","573.3216","338.2116","380.497","359.532","292.6935","189.2465","202.568","252.9598","80331.39","126272","132677.9","126860.7","175595.7","755.9845","2864.471","456.8627","11545.52","5449.372"
"M346.9076T21.6","346.9076","21.58846","343.5117","970.5157","554.9133","745.6082","291.967","1959.234","2416.016","2338.536","2648.831","2055.734","2567.462","2532.024","1567.415","2863.974","339.0087","1366.594","1550.919","1604.659","1253.473"
"M346.945T168.5","346.945","168.50489","291.3807","381.3732","214.122","361.6021","409.698","139.493","142.1726","142.5063","228.2771","16308.73","18673.56","22569.49","20486.73","23629.08","390.7537","4965.754","174.853","9794.753","4727.094"
"M347.1661T253.2","347.1661","253.17334","26904.01","46528.05","37612.05","61744.72","43304.83","14195.78","19398.87","15597.38","15853.31","722781.7","33964.78","16384.78","31109.58","18807.42","17964.59","12528.37","15750.45","13424.07","17143.14"
"M347.1762T241.5","347.1762","241.46114","7247.965","6067.577","5273.808","10736.35","6224.038","922.945","686.0872","919.919","1345.409","331524.8","17580.6","6933.523","9048.739","7218.958","5560.445","3328.485","1308.358","2796.995","5703.079"
"M347.2362T290.7","347.2362","290.74043","69095.68","55416.46","90298.13","57185.26","45241.94","6826.73","8839.18","10513.84","7257.802","104757.7","7077.04","8104.939","15537.21","10333.19","5041.206","3133.651","5584.112","2725.005","2657.458"
"M347.2257T405","347.2257","405.03661","6369.06","1383.778","1353.858","7172.991","1371.787","364.6248","281.892","274.9853","382.3056","38943.65","44223.22","33653.52","23547.1","21086.43","4078.927","5017.762","873.0115","9334.653","2167.845"
"M347.8209T358.7","347.8209","358.67811","147.3718","146.7588","133.6151","208.1218","52.28788","6.674118","10.67633","43.04806","71.74676","1288.578","3522.854","4014.128","1931.093","4868.644","4004.974","3664.909","1178.805","3188.027","2708.047"
"M348.2413T289.1","348.2413","289.08536","12568.96","10911.88","14119.18","10954.56","8869.034","1191.945","1030.184","1580.306","1769.145","9664.178","5792.697","3730.854","5084.582","5813.73","719.4572","1729.938","1125.461","2490.936","1852.052"
"M348.2685T412.3","348.2685","412.3322","176.4079","92.76667","569.3624","231.9707","103.8781","53.7418","0","25.03","36.0504","6482.859","4003.463","4689.134","16805.25","9435.274","3333.073","1797.648","2505.795","3288.942","3618.372"
"M349.1821T204","349.1821","203.97103","535081.1","313588.9","165793.1","520073.3","244211.3","67511.78","35236.83","49078.4","45219.12","309211.2","89595.56","121173.4","176840.6","123045.6","49649.78","32435.61","25410.82","25720.11","35069.35"
"M349.234T562.4","349.234","562.39609","10594.69","1878.204","1602.374","11410.53","1646.21","527.9925","404.1712","407.0652","399.165","24815.9","24794.32","32482.33","30990.49","36784.08","20755.5","16206.78","3093.643","13452.17","8686.561"
