"","mz","rt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group","mz","rt","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- "
"M332.0431T406.4","332.0431","406.366224","26.0123","25.88","26.4314","26.2209","26.3673","25.6314","26.2334","26.0593","25.9349","26.0468","26.2261","26.0836","25.837","25.9367","26.3405","26.2484","26.1367","25.843","26.4499","25.7825","26.2149","26.0424","26.0604","26.3788","25.8616","25.8654","26.1478","26.4862","25.7697","25.8332","25.7345","26.1129","26.1126","25.9816","26.2545","26.0693","25.3726","26.2806","25.508","25.8151","25.8377","26.13","26.336","25.6762","26.3102","26.4014","26.175","25.8821","26.132","26.1469","25.8584","26.3249","26.0426","26.0951","26.4151","26.3522","26.1174","26.2155","25.8021","26.2568","26.1498","26.1149","25.8914","26.1222","25.7593","25.975","26.4403","26.5339","26.1268","26.0757","25.6789","26.295","25.8709","26.0064","26.0629","25.953","26.0359","25.9615","26.4227","25.6254","25.7103","26.5162","26.037","26.0374","26.292","26.175","26.2513","26.1171","26.091","26.237","26.0905","25.9056","25.9363","26.2015","26.3452","26.4283","26.2633","26.548","26.1935","26.3299","25.5879","26.3812","26.1217","26.3575","25.8452","26.3594","25.961","26.1197","25.3518","25.6494","25.6857","25.5894","26.2305","25.7243","25.8257","26.1248","26.311","26.17","25.8068","26.4109","25.9536","26.0096","25.8523","26.3383","25.8711","26.3732","26.037","25.9565","25.9134","26.1263","25.7557"
"M390.06T406.4","390.06","406.386","26.1922","25.7033","26.3891","26.5022","26.5533","25.725","26.3535","26.1034","25.9616","26.3464","26.1346","26.3038","26.0224","26.0796","26.2063","26.4443","26.2839","26.3032","26.5873","26.0007","26.4062","26.4119","26.088","26.7525","26.2441","26.1133","26.4287","26.7883","26.0088","25.7827","25.6721","26.4151","26.1543","26.6412","26.3661","26.0068","25.4789","26.4723","25.4332","25.7116","25.7826","26.2089","26.4392","25.4548","26.5436","26.6266","26.3652","25.9362","26.4063","26.4792","26.0366","26.5436","26.313","26.2025","26.594","26.547","26.115","26.2976","25.725","26.4158","26.2491","26.1467","26.131","26.3026","26.1761","26.1124","26.5882","26.6678","26.4523","26.0889","25.8763","26.4805","25.9282","26.1208","26.2695","26.0584","26.3186","26.2291","26.4523","25.7471","25.8183","26.4619","26.1379","26.0397","26.5174","26.302","26.5412","26.3106","25.7306","26.5772","26.2837","25.8412","26.4054","26.4753","26.6451","26.5672","26.5221","26.7227","26.2173","26.2251","25.7315","26.5454","26.3712","26.4218","26.0862","26.4303","25.94","26.4837","25.4184","25.8574","25.4583","25.4809","26.566","25.6025","25.8724","26.3415","26.5702","26.2999","26.1203","26.3465","26.2389","26.0356","26.0819","26.3768","25.9028","26.5599","26.3652","26.2888","25.7989","26.4421","25.8646"
"M660.0768T406.4","660.0768","406.389144","32.4913","31.9288","32.6189","32.4611","32.2287","31.8451","32.5193","32.1074","32.0089","32.2777","32.433","32.3176","32.1584","32.0625","32.3527","32.4266","32.4392","32.3194","32.028","32.1388","32.4716","32.5481","31.763","32.6064","32.3286","32.1102","32.5759","32.8016","31.9902","31.9899","31.8216","32.5615","32.4496","32.6286","32.637","32.1001","31.7157","32.3049","31.6535","31.9325","31.9243","32.1891","32.3964","31.7275","32.6353","32.7438","32.4537","31.9426","32.4551","32.027","32.0954","32.6852","32.396","32.4217","32.5135","32.1277","32.2942","32.5712","31.8283","32.2778","32.4392","32.1597","32.2971","32.4619","32.2877","32.3018","32.3408","32.5779","32.3405","32.3471","31.949","32.4379","31.9904","32.279","32.3219","32.2058","32.3889","31.8431","32.4228","31.8362","31.9992","32.3642","32.323","32.3389","32.5131","32.538","32.3399","31.9528","32.4374","32.6947","32.557","31.8605","32.3034","32.3918","32.5498","32.5577","32.6694","32.6109","32.3071","32.1044","31.8322","32.6802","32.4203","32.4514","32.0816","32.6007","32.1118","32.5636","31.6913","31.9447","31.7224","31.7207","32.4164","31.8769","32.0032","32.5138","32.5754","32.5151","32.4356","32.3844","32.4026","31.8731","32.1375","32.3793","32.0752","32.3753","32.3732","32.4045","31.9672","32.5458","32.0283"
"M390.0584T406.4","390.0584","406.390056","26.23","25.7899","26.4873","26.516","26.4512","25.8212","26.5625","26.2291","26.0496","26.4393","26.3071","26.1972","26.0973","26.1611","26.325","26.443","26.3991","26.2478","26.6836","26.1456","26.5489","26.4955","26.2284","26.7995","26.2314","26.0362","26.5709","26.9112","26.1418","25.9252","25.7468","26.5472","26.2416","26.236","26.6055","26.0373","25.5623","26.2497","25.499","25.7752","25.8613","26.3822","26.5668","25.5356","26.6225","26.7794","26.4344","26.0066","26.5913","26.5958","26.0557","26.57","26.5245","26.2969","26.7351","26.6082","26.3621","26.4723","25.8299","26.436","26.3333","26.2624","26.1937","26.4031","26.2481","26.1785","26.6593","26.7619","26.5479","26.2515","25.9611","26.6296","26.0913","26.1806","26.225","26.1433","26.418","26.3132","26.5658","25.8525","26.0167","26.6196","26.3385","26.4369","26.6362","26.3949","26.431","26.4734","25.7584","26.7433","26.309","25.9801","26.2171","26.5986","26.5124","26.5472","26.6964","26.603","26.2597","26.4978","25.7898","26.5784","26.3421","26.5163","26.195","26.3061","26.0679","26.5724","25.4872","25.97","25.5175","25.556","26.4103","25.694","26.0203","26.4465","26.4295","26.3975","26.1273","26.4894","26.3887","26.1258","26.4075","26.3597","26.0036","26.5612","26.3139","26.4062","25.9334","26.5272","25.9601"
"M990.1126T406.4","990.1126","406.39062","27.1594","27.0839","27.4008","27.2002","27.1797","27.1259","27.4239","27.2541","27.0788","27.2067","27.2842","27.3144","26.9893","27.0076","27.3192","27.253","27.319","27.1896","27.3624","27.2269","27.3283","27.3787","27.1182","27.2798","27.1757","27.1985","27.326","27.3825","27.0044","27.1047","27.0132","27.1969","27.1246","27.3308","27.4448","27.3313","26.9501","27.0976","26.8187","27.0933","27.133","27.133","27.261","26.9629","27.4574","27.4167","27.3608","27.2168","26.9975","27.1883","27.2484","27.1577","27.3111","27.2642","27.3215","27.2957","27.0416","27.3537","27.036","27.1411","27.2484","27.0975","27.1351","27.1667","27.2415","27.1777","27.3201","27.2527","27.2814","27.1263","27.1673","27.1388","27.2441","27.0009","27.2206","26.9106","27.237","27.1672","27.3066","27.1073","27.1618","27.2634","27.1504","27.2774","27.3496","27.1243","27.2196","27.0421","27.2828","27.2074","27.2448","27.0672","27.239","27.0699","27.3033","27.2943","27.1706","27.3381","27.3044","27.3361","26.8757","27.3285","27.3751","27.3312","27.1414","27.3139","27.2166","27.1771","26.9146","27.0609","26.949","26.8441","27.1425","26.9975","27.1172","27.197","27.1457","27.2485","27.2527","27.3491","27.2901","27.012","27.2387","27.1907","27.3144","27.2982","27.2571","27.0837","27.2027","27.1271","26.914"
"M286.0474T406.4","286.0474","406.393602","22.0508","21.4514","22.3555","21.8604","22.2105","21.2966","21.8956","21.3489","21.3426","21.589","21.9933","21.6477","21.0982","21.811","22.0241","21.6652","22.1657","21.335","21.8914","21.3232","21.7331","22.2786","21.2212","22.0217","21.5344","21.0116","22.2218","21.8691","21.2163","21.341","20.8701","21.5654","21.8242","22.2103","22.1264","22.3281","21.0602","21.5065","21.1279","21.2041","21.2439","21.6058","21.7341","21.2301","22.2034","21.941","22.101","21.3237","21.7933","21.8991","22.3049","21.6428","21.8626","21.3755","21.8204","21.8053","21.5226","21.9231","20.9776","21.7461","21.4628","21.3664","21.4465","21.5443","21.6192","21.4941","22.1777","21.7269","21.3144","21.3696","21.1414","21.3339","21.3171","21.3787","21.5848","21.4338","21.8486","21.6024","21.9644","21.1117","21.3454","22.111","21.3889","21.5715","21.7302","21.5863","21.5832","22.1","21.981","21.6911","22.2239","21.3132","21.9234","21.4591","21.9504","21.6548","21.6521","21.9476","20.8943","21.7792","20.8536","21.7488","22.0314","22.1626","21.2967","21.7043","21.6064","21.972","20.8758","21.1852","21.2078","21.1966","21.7302","21.0552","21.101","21.7772","21.7438","21.4402","22.2836","22.0357","21.6438","20.9691","21.9394","21.6725","21.2779","21.6502","21.5374","21.7368","21.2972","21.9707","20.7725"
"M660.5751T406.4","660.5751","406.424472","22.0482","21.979","22.2016","22.028","22.0352","21.9626","22.3024","22.087","21.9107","22.1487","22.1131","22.2127","21.7755","21.7236","22.2057","22.1001","22.0802","22.0483","22.2476","22.1549","22.1498","22.2903","21.9933","22.0979","22.0967","22.0629","22.0374","22.1782","21.9232","21.9241","21.8738","22.1167","21.9966","22.2407","22.3077","22.2103","21.7241","21.9896","21.6106","21.9252","21.9634","21.9223","22.132","21.8765","22.3047","22.3","22.1955","22.1345","21.8673","22.02","22.119","22.0733","22.2343","22.1123","22.1901","22.1737","21.8783","22.1503","21.7474","22.0399","22.1762","21.9326","21.9841","21.9637","22.1248","21.9931","22.1212","22.1057","22.0711","21.9261","22.1279","21.8863","22.1584","21.8571","22.1471","21.6306","22.1196","22.0675","22.1421","21.9695","22.086","22.0936","21.9672","22.1503","22.1884","21.8518","22.0914","21.8631","22.1129","22.1253","22.1303","21.8581","22.1568","21.9814","22.0543","22.1517","21.9802","22.1664","22.1479","22.2629","21.7848","22.1883","22.1392","22.1543","21.9684","22.1155","22.1087","22.0624","21.7136","21.8504","21.8496","21.7128","22.0142","21.8236","21.9832","22.0274","21.9572","22.103","22.0878","22.1571","22.2008","21.8301","22.0651","22.0852","22.2322","22.1177","22.1409","21.9533","21.9948","21.9727","21.6723"
"M660.3866T406.5","660.3866","406.4862","24.9425","24.514","25.0401","24.9078","25.0916","24.7904","25.2524","24.6805","24.4803","24.7016","24.9193","24.9998","25.011","24.9123","24.8825","24.9442","25.1365","24.7426","25.1187","24.8494","24.864","24.92","24.6418","25.1292","24.7841","24.6172","24.8697","25.1483","24.7617","24.3811","24.5042","24.8694","24.8154","25.01","25.3323","25.1362","24.4764","24.91","24.2781","24.5649","24.6001","24.9153","24.8316","24.5155","25.328","25.1951","25.2139","24.6544","24.6295","24.8458","25.3144","24.9304","24.9836","24.8484","24.8617","24.9988","24.6955","25.0235","24.4582","24.9805","24.8757","24.6943","24.937","24.8458","24.6975","24.9053","25.171","24.9263","25.0025","24.9304","24.9035","24.866","24.6863","24.784","24.6869","24.8318","24.7893","24.9586","24.9795","24.5302","24.7882","25.3618","24.994","24.8318","24.9416","24.9075","24.8213","24.9854","25.1483","24.8413","24.9312","24.5155","24.8594","24.6743","25.3435","25.1263","24.9585","25.2643","24.8122","25.0759","24.7236","25.2588","24.8368","25.1311","24.5525","24.8922","24.6989","25.202","24.2956","24.7182","24.4353","24.4216","24.7698","24.4194","24.4632","24.9519","24.8989","24.9582","25.1668","24.845","24.9271","24.6699","24.8794","25.0374","24.6748","25.0013","24.7787","24.9082","24.6192","24.8219","24.7255"
"M1028.0634T406.5","1028.0634","406.50516","20.8971","21.5422","21.8226","21.2792","21.3754","21.2226","21.3884","21.5854","21.831","20.8947","21.6733","21.4174","20.9133","20.7091","21.3942","21.4712","21.6812","21.2399","21.3415","21.375","21.7448","20.9973","21.8509","21.5307","20.8635","21.4895","21.5697","21.7056","21.0955","21.5734","21.2714","21.1525","21.0942","21.0478","21.5719","21.1411","21.3814","21.2398","21.3001","21.4606","21.447","21.1431","21.464","21.3259","21.5268","21.8541","21.4982","21.946","21.0919","21.2834","21.1891","21.2734","21.2018","21.2758","21.6766","21.266","21.0006","21.833","21.8157","20.9979","21.1119","21.6973","21.1016","21.1689","20.8882","21.1217","21.3264","21.5099","21.4258","21.1175","21.173","21.3266","21.9386","20.9652","20.9039","20.6442","20.9101","21.3278","21.5607","21.7587","21.0214","21.2483","21.2278","21.2756","21.8168","21.2524","21.2465","21.0039","21.3585","21.339","21.1741","21.5184","21.2968","21.1883","21.5296","21.6189","21.2182","21.728","21.7218","21.2686","20.8867","21.6458","21.4626","21.3313","21.5049","21.8609","21.5666","21.0614","21.2295","21.1569","21.3995","21.272","21.3106","21.4584","22.0138","21.2016","21.3532","21.3543","21.4779","21.8149","21.2058","21.0327","21.233","21.2968","21.7305","21.2626","21.4121","20.8815","21.534","21.2362","20.6125"
"M994.1076T406.5","994.1076","406.523124","20.9042","20.5578","20.9367","20.8514","20.8583","20.8568","21.0765","20.8499","20.7296","20.9357","20.9057","21.0126","20.5423","20.507","21.0173","20.9201","20.9111","20.8348","21.0727","20.9566","21.0045","21.0878","20.788","20.9741","20.8581","20.8888","20.9568","20.9686","20.7244","20.6198","20.6413","20.9084","20.7819","21.0481","21.1424","21.02","20.3856","20.8121","20.2741","20.7278","20.717","20.7519","20.8921","20.526","21.0985","21.0676","21.1373","20.6388","20.6579","20.862","20.9322","20.9329","21.0683","20.8659","20.9681","21.0353","20.6858","20.9968","20.6319","20.8833","20.9341","20.6549","20.8109","20.7685","20.8706","20.8032","21.0407","20.8835","20.9597","20.68","20.8478","20.7715","20.867","20.562","20.8543","20.4614","20.9714","20.8729","20.9747","20.6797","20.8628","20.9991","20.7235","20.9566","20.9164","20.7092","20.9017","20.6317","20.9443","20.8933","20.899","20.6122","20.9192","20.7702","20.9137","20.9351","20.7697","20.8466","20.9178","21.0125","20.5402","21.061","21.0952","21.0195","20.5661","20.9095","20.8017","20.8548","20.2732","20.7635","20.4752","20.2547","20.8386","20.6728","20.7291","20.8859","20.7672","20.9097","20.8536","20.8387","21.0066","20.6033","20.8892","20.8953","20.9155","21.0043","20.9633","20.7536","20.5803","20.8292","20.4607"
"M1358.0938T406.7","1358.0938","406.656618","21.1962","21.2184","21.7073","21.2259","21.293","21.4478","21.4569","21.5236","21.4993","21.187","21.4131","21.254","21.0049","21.0619","21.4463","21.3535","21.5377","21.3412","21.2405","21.558","21.6378","21.3945","21.5166","21.3593","21.2539","21.3982","21.4091","21.5589","21.3201","21.3304","21.2475","21.2596","21.2897","21.1429","21.5604","21.4893","21.1937","21.2677","21.0033","21.3813","21.2636","21.3059","21.4678","21.1003","21.5483","21.5629","21.4917","21.5373","21.1167","21.3603","21.3318","21.101","21.424","21.4903","21.5519","21.3885","21.1697","21.6843","21.407","21.2145","21.4435","21.5812","21.2433","21.305","21.0047","21.3745","21.289","21.4662","21.493","21.2256","21.3279","21.2031","21.6945","21.248","21.0816","20.9064","21.2296","21.2791","21.5434","21.514","21.4491","21.3478","21.2677","21.3623","21.6237","21.2725","21.2536","21.142","21.2984","21.3256","21.2462","21.3251","21.3214","21.3173","21.3982","21.4831","21.2716","21.5653","21.4033","21.4708","21.1997","21.6023","21.6178","21.365","21.4272","21.6131","21.422","21.2739","21.1252","21.0534","21.1112","20.9523","20.998","21.2009","21.4954","21.2492","21.3084","21.4145","21.3091","21.566","21.4632","21.2347","21.3887","21.1044","21.5404","21.354","21.3378","21.2664","21.4399","21.4174","21.0852"
"M922.0046T406.7","922.0046","406.676076","21.4161","20.6475","21.4573","22.3715","21.4642","21.9814","21.5441","20.2725","21.2652","20.9696","21.585","22.0406","22.0898","22.8083","23.3128","21.4559","19.8812","22.3594","19.6068","22.3519","20.1309","22.2779","21.7483","20.396","21.8524","20.6841","21.3746","20.4832","22.3043","18.4006","20.5868","21.5853","21.9807","21.6135","22.0053","22.1481","20.8039","21.6096","21.411","21.0802","19.3196","22.2221","21.8654","20.4646","21.5243","21.1257","20.9997","21.493","23.3093","22.2545","21.6369","21.8749","21.7456","22.1954","20.7434","20.7489","21.6428","21.1359","21.7497","21.2326","21.5285","20.1246","22.1999","19.5256","21.9027","22.5896","20.4426","20.2931","22.1634","21.8082","22.4177","21.3558","20.9243","22.082","22.3277","22.5357","21.5906","22.3384","22.1204","20.2086","22.9337","20.8314","21.6386","22.2367","21.3388","22.1553","22.187","22.9406","21.54","21.4955","21.9234","20.8498","21.235","22.3569","21.9134","20.0292","20.3674","21.7654","21.8272","20.7412","22.7527","20.5943","21.9454","19.3783","18.6117","21.2029","19.7043","22.8104","19.4665","21.9896","19.1799","20.8667","22.1951","21.4127","19.7448","22.9559","21.4518","22.4572","21.8323","21.3109","22.1035","22.1531","22.1056","21.9991","18.8443","20.1688","23.5209","22.8559","21.2474","21.9037","23.1693"
"M1650.1833T406.7","1650.1833","406.70346","23.7294","23.6905","23.909","23.6968","23.6228","23.7054","23.9231","23.8263","23.5956","23.7896","23.8158","23.8446","23.3498","23.3228","23.8351","23.7718","23.7837","23.7159","23.8638","23.7938","23.8874","23.9196","23.6591","23.8437","23.7481","23.7688","23.8068","23.874","23.5288","23.6438","23.5484","23.6642","23.6073","23.8934","23.9917","23.892","23.4801","23.6406","23.3497","23.6234","23.6611","23.5528","23.7769","23.5189","23.9357","23.9076","23.9292","23.7932","23.476","23.7047","23.8018","23.718","23.9096","23.75","23.8497","23.8845","23.5206","23.8818","23.6017","23.7338","23.7189","23.6236","23.6194","23.5638","23.8213","23.6564","23.811","23.7234","23.8371","23.505","23.6965","23.5147","23.812","23.4432","23.7936","23.1772","23.7766","23.7156","23.7816","23.704","23.7132","23.6738","23.5492","23.7994","23.9263","23.559","23.717","23.4196","23.7603","23.7133","23.753","23.6002","23.7549","23.5609","23.7402","23.7978","23.5907","23.8361","23.8099","23.8717","23.3749","23.8526","23.9428","23.7799","23.7218","23.8272","23.7892","23.6289","23.4085","23.6398","23.5211","23.3763","23.6414","23.5662","23.726","23.7279","23.6143","23.7066","23.769","23.8574","23.8022","23.4908","23.7537","23.687","23.9667","23.7804","23.8013","23.5344","23.7746","23.6264","23.2656"
"M334.0301T406.7","334.0301","406.729176","23.782","23.2597","24.2733","23.9917","24.0761","23.1183","24.2825","23.5573","23.4146","23.9679","23.9998","23.8314","23.8874","23.6884","23.9598","24.1167","24.043","23.7268","24.1329","23.3734","23.8175","24.1394","23.6897","24.3639","23.7704","23.4978","24.2188","24.2856","23.6031","23.3184","23.1761","23.8804","23.7871","24.2055","24.2609","24.1304","23.08","23.9211","22.9816","23.2312","23.2636","23.8189","24.175","22.9679","24.3771","24.2226","24.2473","23.2879","23.9294","23.9535","24.221","24.1938","23.942","23.8114","23.9445","24.1946","23.5799","24.0487","23.1874","23.8344","23.854","23.6118","23.6355","23.8654","23.6579","23.7831","24.2325","24.157","23.7829","23.7647","23.2812","23.984","23.335","23.5521","23.9141","23.6072","23.9146","23.6758","24.2645","23.1486","23.2807","24.2712","23.4935","23.8699","24.0335","23.9198","24.0566","24.064","24.1599","24.1093","23.9005","23.3535","23.8998","23.8831","24.1517","24.1933","24.0733","24.289","23.742","24.0726","23.1876","24.2293","23.954","24.2504","23.2818","23.9538","23.5196","23.9163","22.915","23.2318","23.0853","23.0883","24.0733","23.1596","23.3228","23.9958","24.2159","23.8265","24.2383","24.022","23.94","23.4471","23.5931","23.9019","23.3952","24.1821","23.8485","23.7296","23.3635","23.9162","23.4287"
"M990.1103T406.8","990.1103","406.75074","26.9597","26.8675","27.1875","27.0088","26.9733","26.9307","27.2254","26.9952","26.8762","26.9832","27.0749","27.1068","26.8235","26.8194","27.0952","27.0132","27.1407","26.9783","27.1918","27.0168","27.1212","27.1636","26.9097","27.2096","26.9541","26.9631","27.0809","27.1676","26.8295","26.8928","26.813","26.9996","26.9136","27.1137","27.1906","27.0022","26.7378","27.0578","26.6078","26.8949","26.9084","26.9123","27.0362","26.75","27.258","27.1759","27.1755","26.9992","26.8093","26.972","27.2365","27.1028","27.0814","27.0312","27.0891","27.2172","26.8449","27.1352","26.8244","27.1477","27.0277","26.8943","26.9537","26.9506","27.0387","27.0059","27.1347","27.0689","27.0497","26.8937","26.9774","26.87","27.0552","26.7938","27.0106","26.6945","27.027","26.9863","27.1224","26.9001","26.981","27.1051","26.9192","27.0591","27.135","26.9043","27.0109","26.8885","27.1895","26.9985","27.0402","26.8452","26.9978","26.87","27.0826","27.111","26.9244","27.1443","27.0974","27.3114","26.7371","27.1487","27.1429","27.1488","26.9116","27.0902","26.9992","26.9994","26.6518","26.8692","26.7499","26.6517","26.9303","26.7796","26.8891","26.9835","26.9284","27.0122","27.2498","27.137","27.0865","26.7852","27.0225","26.9746","27.062","27.1011","27.061","26.9029","26.9807","26.9285","26.7073"
"M660.0756T406.8","660.0756","406.7781","32.2349","31.9104","32.5856","32.3388","32.215","31.8183","32.4912","32.0851","32.0048","32.2635","32.404","32.2979","32.1195","32.2737","32.5179","32.4051","32.3946","32.2913","32.1533","32.1302","32.3923","32.5253","31.7403","32.641","32.3024","32.0994","32.5611","32.7821","31.9685","31.8967","31.7912","32.5411","32.4305","32.6036","32.6252","32.262","31.6699","32.2808","31.6231","31.8713","31.8957","32.1805","32.3785","31.6999","32.599","32.739","32.4411","31.9303","32.4276","32.0132","32.13","32.4458","32.348","32.4074","32.4946","32.101","32.2787","32.5385","31.8071","32.2848","32.4293","32.1382","32.2636","32.4418","32.2654","32.2663","32.3096","32.4442","32.3187","32.3097","31.9142","32.4321","31.9656","32.2738","32.2726","31.9423","32.364","32.0734","32.3991","31.8191","31.9739","32.323","32.313","32.3147","32.4881","32.5141","32.2634","31.9159","32.0921","32.6706","32.3324","31.8358","32.291","32.3733","32.5322","32.5322","32.662","32.7917","32.284","32.0784","31.7941","32.6575","32.4002","32.4213","32.0626","32.3172","32.0625","32.5383","31.6442","31.9289","31.6952","31.6545","32.4494","31.7732","31.9875","32.2362","32.5657","32.5033","32.0865","32.3593","32.3803","31.8633","32.1184","32.3459","32.0589","32.3331","32.3448","32.3725","31.9472","32.5211","31.9984"
"M331.0403T406.8","331.0403","406.80339","28.2019","27.8633","28.4201","28.2","28.1322","27.7507","28.2917","28.2574","28.0268","28.0875","28.4784","28.3455","28.1133","28.178","28.3853","28.2029","28.2724","28.1297","28.5286","27.9988","28.3824","28.2933","28.1069","28.4171","28.1306","27.9736","28.3829","28.4677","28.0205","27.8739","27.7996","28.3851","28.2848","28.2722","28.4174","28.2233","27.6067","28.3401","27.6716","27.8543","27.9268","28.2973","28.5234","27.5608","28.3889","28.5584","28.4309","27.8869","28.2961","28.0338","27.9497","28.5186","28.3019","28.2789","28.3997","28.609","28.183","28.4497","27.8804","28.2291","28.3192","28.1962","28.1297","28.3446","28.1213","28.276","28.3529","28.7048","28.3164","28.2483","27.8269","28.349","27.9674","28.1996","28.1789","28.1159","28.3325","28.2093","28.5303","27.7267","27.8791","28.4022","28.2198","28.0643","28.3192","28.3903","28.4224","28.1969","28.3882","28.5082","28.2657","27.9533","28.1317","28.3068","28.5889","28.3973","28.5086","28.6892","28.3333","27.926","27.7373","28.5019","28.2159","28.3269","28.0451","28.4357","28.0681","28.3996","27.5479","27.7817","27.6458","27.5677","28.3024","27.7754","27.9333","28.1121","28.1644","28.3817","28.1157","28.334","28.2073","28.1376","28.169","28.3763","28.0141","28.4371","28.1876","28.2387","28.1042","28.3871","27.9386"
"M1688.1302T406.8","1688.1302","406.81014","21.1385","21.2801","21.4731","20.9768","21.1715","21.2059","21.3495","21.3982","21.2248","21.2327","21.4448","21.3783","20.7802","20.8789","21.2187","20.9964","21.3137","21.1716","21.3027","21.3457","21.5034","21.361","21.3361","21.254","20.9851","21.3594","21.2878","21.4034","21.1183","21.2861","21.0948","21.107","20.9234","21.2801","21.2119","21.2064","21.0735","21.1376","21.0166","21.2205","21.3264","21.1347","21.2358","21.0872","21.2654","21.4063","21.4094","21.3","21.0056","21.163","21.142","21.1878","21.3529","21.2526","21.427","21.3615","21.0803","21.483","21.2247","21.2196","21.2806","21.2061","21.088","21.141","21.3276","21.0902","21.2454","21.2943","21.1774","21.0212","21.2401","21.0487","21.4823","21.0139","21.225","20.6344","21.2056","21.238","21.3203","21.3159","21.3351","21.109","21.0912","20.9381","21.4949","21.0533","21.0202","20.9418","21.3116","21.2701","21.2288","21.1277","21.153","20.9619","21.2593","21.3579","21.1297","21.3479","21.4545","21.3271","20.9469","21.3799","21.1555","21.2564","21.335","21.4561","21.4101","21.0358","21.0265","21.1517","21.1578","21.0426","21.1438","21.1263","21.4014","21.1469","21.1455","21.2547","21.1367","21.4528","21.212","21.0888","21.1344","21.101","21.5109","21.232","21.2227","20.9998","21.3406","21.1348","20.8336"
