"","mz","rt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group","mz","rt","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- "
"M712.4922T218.9","712.4922","218.873748","20.1692","20.3959","20.6819","21.1458","19.814","21.2581","19.115","19.5921","20.5733","18.7431","20.051","20.406","19.5086","19.1276","19.4019","19.1289","20.984","19.6152","19.4463","20.2315","20.5731","18.4273","20.5144","19.2822","18.3696","18.7635","18.6139","20.3412","20.1157","20.5482","19.702","19.4443","18.7713","17.6895","19.4882","19.1171","18.9546","19.2481","19.9718","20.2615","19.4714","20.9335","20.5045","20.2112","19.8579","19.6836","18.1691","20.6793","20.4348","19.719","19.3223","18.7942","18.1803","19.9198","20.4554","19.7227","19.7766","21.1714","21.5215","19.4634","20.6005","21.1229","20.0337","18.8001","19.4041","20.1562","19.1811","19.8066","20.2202","20.3067","21.1061","20.4092","20.7569","19.1939","19.3753","20.1658","19.7707","21.0019","19.8039","20.6832","19.5062","18.8289","20.6331","19.1779","21.7097","19.5162","18.976","19.0698","20.7542","20.4284","20.5629","19.3303","19.0245","20.566","20.0697","20.1745","20.2238","19.5613","20.5964","20.1347","20.9791","19.5178","19.8797","18.9455","20.2335","19.3731","19.6428","20.1024","19.8875","20.8176","20.9736","20.3184","19.6498","19.351","20.2362","20.1624","20.1387","19.6055","18.9915","18.7698","20.6201","20.4765","19.1345","19.555","19.5517","19.0966","20.8331","20.9001","19.6449","19.5307","20.1306"
"M725.5524T219.1","725.5524","219.06792","22.9219","23.2214","20.9736","22.3531","22.8741","21.9983","23.1866","22.2626","20.3584","22.9889","21.7241","23.9055","23.9729","23.4523","21.5201","21.9259","23.0217","22.9584","23.3432","20.976","21.6992","22.3073","20.4882","23.5969","21.7906","21.5528","22.1207","22.9619","22.0382","23.0151","21.5673","22.0658","22.2422","21.5436","22.7289","22.7876","21.2261","22.7018","22.1292","22.4983","23.0885","22.9858","22.7413","22.9212","23.4884","23.226","23.311","20.6021","22.1812","22.644","22.2505","22.6917","22.4018","21.146","23.0047","22.9332","21.5968","21.7058","21.3096","22.1379","22.104","20.66","22.8711","21.5582","22.2911","22.5293","23.1886","22.6281","23.1268","24.3601","22.28","23.245","22.0236","23.0064","22.5835","23.3342","23.0252","22.0059","22.6309","20.7075","20.8801","23.2869","22.2507","23.0653","22.5147","20.9626","21.4372","23.4195","22.9645","22.7591","23.0153","22.2987","22.8129","21.9413","21.2599","22.9655","22.8897","23.1584","22.3564","22.8729","20.7833","22.6816","23.0809","23.5289","22.4521","20.9677","22.5606","22.7864","21.0314","21.9262","23.5049","22.77","22.0953","22.0781","20.8541","22.5865","21.4387","21.1739","22.9609","21.5303","23.429","22.6432","22.6573","22.2155","23.6522","23.3418","22.9054","22.3267","23.5884","22.0038","22.7614"
"M710.5291T219.3","710.5291","219.26964","18.8262","19.8387","17.7371","18.1578","19.0706","17.2331","19.6953","17.0777","18.7141","19.0708","17.0392","20.1016","20.4738","19.9063","17.9361","18.3066","19.4905","18.2916","20.1661","17.6881","18.7671","18.0874","18.7082","20.0377","18.375","19.1545","19.631","18.9652","16.473","19.0712","16.7421","18.9778","17.5585","17.9856","18.5964","17.5823","16.5449","18.9234","17.7468","17.6865","17.9455","18.8021","19.1172","19.2201","20.3413","19.102","18.9381","18.9928","18.4204","18.864","17.3376","19.0852","18.3043","18.3694","18.6201","18.6119","18.0784","18.7398","18.6561","17.2402","17.8644","16.6008","18.855","18.8192","19.6181","19.1046","20.0551","19.0068","18.7287","20.6427","17.1427","19.0288","18.8696","16.7457","18.6504","20.0873","19.3316","18.1158","18.782","18.9678","16.6222","19.1743","19.6545","18.2057","19.1988","16.8398","17.4588","19.6949","19.2319","18.8552","19.2294","17.5815","17.1187","18.7122","18.2197","19.5049","18.6443","19.2203","17.8184","18.6611","16.7038","19.2791","20.1059","20.0815","17.7135","16.8572","18.3084","19.229","17.7076","18.9747","19.7604","18.3222","18.5373","18.8595","19.1649","19.3661","17.1631","18.0857","19.2888","15.958","19.0433","19.7355","18.2421","17.6491","19.0179","19.9162","19.2804","18.9528","18.5274","18.1432","19.4482"
"M740.5216T219.3","740.5216","219.340566","23.9248","23.7394","24.1642","24.6522","23.515","24.8855","23.2038","24.1371","25.0859","22.8227","24.446","24.0781","23.4186","23.443","23.7594","23.9594","24.7942","24.2595","23.1127","24.3355","24.345","23.2387","24.4843","20.5501","22.7813","23.3225","23.0041","23.673","24.0782","24.6362","23.7989","22.781","23.246","22.4098","23.3405","24.0006","23.018","24.126","24.0765","24.532","24.9734","24.4286","24.5966","23.8613","23.2114","23.9973","23.3419","24.4715","23.8282","24.4604","24.3851","23.7052","23.2709","23.8996","25.0229","24.1883","24.5392","24.9585","25.2146","24.2573","24.155","24.7768","24.2417","24.1727","23.2246","24.3233","22.9759","23.9026","24.3534","23.9943","24.6795","24.4989","25.586","24.341","23.5078","23.4764","23.4546","25.0609","23.6965","25.2463","24.3417","23.7373","24.344","24.4096","25.0972","24.2899","23.8281","23.2906","23.5893","24.3642","24.2258","23.7359","24.0527","23.3716","24.3606","24.2325","24.3645","23.7635","24.7245","23.1125","24.7987","23.2828","23.384","23.2733","24.1895","24.0263","24.3427","24.3086","23.7942","24.5239","24.4847","24.9792","24.1114","24.56","24.773","24.1295","24.1873","24.1228","24.0509","23.3899","24.5586","24.2087","23.4475","23.6599","24.2256","23.0632","24.1836","24.5514","24.2734","23.5559","23.725"
"M696.5151T219.5","696.5151","219.48591","20.0125","20.906","19.8171","20.3064","20.1281","19.3047","20.9061","19.5346","19.0393","20.3125","18.824","21.0386","21.7992","20.9025","19.6845","19.6318","20.9328","19.9789","21.3723","20.0751","19.6925","19.767","18.8276","21.0091","19.2765","18.6942","18.0247","20.8508","17.9763","20.2881","19.2931","19.5056","17.7521","19.0332","20.3553","20.2511","18.4609","20.2209","19.6674","19.6662","19.0766","21.4464","20.3496","20.8988","21.6893","20.6812","19.574","19.3668","20.014","19.7826","20.5845","20.2072","19.6626","19.1793","19.9748","20.6772","19.3797","20.1713","19.7811","18.6383","20.35","19.0886","19.4552","18.0549","20.627","19.9918","21.0864","20.1938","20.5439","22.2922","18.8841","20.6597","18.4219","19.9066","20.295","21.8923","20.8628","19.2276","20.1624","18.6344","16.676","20.2015","20.9229","19.3422","21.0002","18.0869","19.0512","20.8949","20.2442","20.3848","20.5324","19.0851","19.0468","20.1289","19.3833","20.6694","20.1952","20.215","19.7941","19.4354","17.7527","20.3059","21.1534","20.9047","19.8551","18.8354","19.2806","20.2281","19.6964","19.1858","21.3672","19.7549","18.0439","20.344","18.2009","20.3507","19.6376","19.2517","20.478","17.8018","20.9464","20.9045","20.0666","19.2032","20.0685","21.127","20.9879","19.4789","20.5045","19.0832","21.323"
"M724.547T219.7","724.547","219.651018","24.2286","24.3751","22.6393","23.7755","24.4763","23.7964","25.0737","23.5938","22.1976","24.1679","22.6936","25.4585","25.8782","25.2887","23.7613","23.7849","24.9109","24.6693","25.3051","22.6708","22.9274","23.9753","21.8584","24.3399","23.709","22.84","23.8381","24.6994","21.9977","24.0828","22.7703","23.8759","23.0077","23.324","24.0748","24.3903","22.296","24.3728","23.0621","23.7337","24.6422","24.7943","24.4142","25.0707","25.414","25.11","25.2466","22.1622","23.8396","24.4796","24.8108","24.3259","24.4215","23.0115","24.7591","25.0966","23.5546","23.4556","23.5863","24.533","23.6843","21.8434","24.7192","22.9202","23.8952","23.7941","25.0904","24.4596","25.0151","26.4892","23.1233","25.1518","22.7817","24.5349","23.7997","25.1634","24.3332","22.997","24.3324","22.4977","22.6864","25.2972","24.8405","24.8285","24.5802","22.812","23.196","25.3591","24.6805","24.5964","24.6154","23.603","23.6392","22.1224","23.2348","24.8122","23.422","25.0865","23.564","23.8834","22.5647","24.4566","24.8539","25.4487","23.7993","22.6435","24.3881","24.6838","22.677","23.0066","25.3108","24.3163","22.3712","24.0005","22.7746","24.3932","22.7766","23.0477","24.7025","22.3807","25.1359","24.3447","24.0312","23.4649","24.2447","25.3008","24.8045","24.1191","25.3842","22.2445","24.6875"
"M724.5452T219.7","724.5452","219.674394","24.227","24.3836","22.6388","23.7457","24.4847","23.8009","25.0808","23.5904","22.2019","24.1793","22.6862","25.4714","25.8714","25.2667","23.7574","23.7809","24.8964","25.125","25.2955","22.712","22.9134","23.9821","21.8677","24.3812","23.7043","22.8466","23.8613","24.719","21.9922","24.0753","22.7614","22.9729","22.9826","23.3166","24.0901","24.3859","22.2998","24.3726","23.0688","23.7297","24.6399","24.8203","24.4061","25.0592","25.4041","25.1293","25.2495","22.1574","23.841","24.4876","24.8165","24.3318","24.3898","23.0099","24.7529","25.083","23.6091","23.4236","23.0347","24.5342","23.6999","21.8279","24.7129","22.9302","23.8948","23.7903","25.0836","24.4199","25.0111","26.4229","23.1289","25.171","22.7621","24.5504","23.7938","25.1673","24.3363","22.9994","24.3596","22.5069","22.6435","25.2459","24.8543","24.9597","24.5738","22.7985","23.2","25.3395","24.6973","24.6834","24.6151","23.5996","23.6907","22.1835","23.2292","24.8235","23.4214","25.0723","23.5564","23.8945","22.5549","24.4755","24.8533","25.4463","23.8082","22.6595","24.3904","24.6938","22.6777","22.9551","25.3071","24.3703","22.4996","23.6259","22.7824","24.4167","22.7788","23.0683","24.7128","22.3771","25.1468","24.3814","24.0506","23.4384","24.2564","25.2917","24.7832","24.1098","25.3932","22.2397","24.6731"
"M750.5633T220.2","750.5633","220.208988","20.4802","22.0819","20.1026","20.9918","21.5413","21.3069","22.0845","22.3195","20.3904","21.1649","19.4738","22.5475","22.797","22.0015","20.0634","21.1335","21.7332","21.866","22.0731","21.2818","20.27","20.5473","19.6955","21.2095","20.8576","21.0339","21.1587","21.2144","21.4103","22.1464","20.0036","21.2387","20.8157","20.4215","21.8686","21.3667","20.2126","21.4402","21.1971","20.9505","21.6769","21.7226","21.2173","21.7967","22.5876","21.7353","20.9872","20.9044","21.107","21.2237","21.7416","21.2959","21.2354","20.7464","22.142","21.1046","20.8967","21.1459","19.543","21.2359","20.5163","18.673","21.5625","18.3013","20.7328","20.7597","22.2885","20.8698","22.0683","22.9985","19.867","21.574","21.0555","21.0016","20.8136","22.3951","20.9777","20.7821","21.4761","20.7228","20.5638","21.914","21.9355","21.541","21.3102","17.4792","20.7359","22.0309","21.2186","21.8518","20.6443","20.6855","21.0871","20.6105","20.4748","21.3471","21.6426","21.2958","20.7891","20.9385","18.9604","21.8328","21.6897","22.5045","21.2733","19.6268","21.5122","21.6399","20.5467","19.9712","22.67","22.0888","20.4946","20.9542","20.2823","22.094","19.5926","19.3722","22.6941","19.4159","21.475","21.458","21.2706","20.5926","21.6662","22.5377","21.3278","20.2187","22.5394","20.6711","21.2898"
"M1503.1259T220.7","1503.1259","220.692672","21.1696","21.6127","20.5553","20.5257","20.7964","19.7879","21.8849","21.7772","19.7067","20.9293","18.3993","22.1452","22.4925","21.6866","20.3783","21.2366","21.2625","21.5065","21.6646","20.9167","19.6559","20.5638","19.4153","21.2733","19.9578","20.4646","20.4283","20.8954","20.536","21.311","20.0229","20.671","20.7967","20.1585","21.457","20.2981","19.9067","20.9951","20.7487","20.3286","20.9149","21.1256","20.8259","21.3718","22.2328","21.1676","20.4041","21.3247","20.7371","20.7465","21.1445","21.7705","20.209","20.7131","21.549","20.0101","20.4464","20.3247","19.4952","20.762","20.1209","19.6761","21.2114","19.1085","19.623","20.5712","21.9175","20.5441","21.7057","22.5058","19.5247","21.0858","20.5587","20.5852","20.7224","22.0474","20.4446","20.0645","20.9427","19.5848","20.8832","21.4601","21.5246","21.541","20.6325","17.4622","20.3846","21.6999","20.721","21.4649","21.2016","21.0815","21.1384","20.3644","20.3111","21.2097","20.9468","21.1215","20.2797","20.8822","18.5671","21.5236","21.1854","22.11","20.6395","20.9644","20.8692","21.4391","20.1626","18.9735","22.0177","21.441","20.2195","20.5774","18.3985","21.6967","19.3163","19.4924","21.153","19.3825","20.9967","20.9956","20.6122","20.2436","21.3567","22.1551","20.702","19.3084","21.9387","20.585","20.7573"
"M752.5766T221.1","752.5766","221.091042","20.7196","21.5065","20.0788","20.1667","20.7076","19.8924","21.3494","21.1675","19.4935","20.4405","18.5839","21.6969","22.0891","20.898","19.8433","21.0259","20.807","21.0712","21.2264","17.9146","19.734","20.3368","19.0986","20.7904","20.0083","20.1636","20.3474","20.5117","19.7342","20.9702","19.7323","20.3965","20.4133","19.4958","21.4704","19.2091","19.5609","20.6745","20.5019","20.1908","20.5129","20.4415","20.7402","21.0002","21.938","20.8849","19.8743","20.5577","20.1918","20.3992","20.8939","21.1328","21.1079","20.1698","21.2454","19.5798","19.9342","20.4357","19.359","20.6518","20.1768","19.654","20.4648","18.8127","20.0238","20.498","21.486","19.8486","21.1186","22.337","19.4855","20.7083","19.9009","20.1342","20.2456","21.5518","21.1026","20.3913","20.6676","20.6099","18.8565","20.9519","20.9552","21.0546","20.1984","16.9138","19.8837","21.3312","20.3879","20.9944","20.6814","20.7954","20.1576","19.8463","20.1562","20.6338","20.768","20.4544","20.1955","18.8608","17.8889","21.05","21.1666","21.7186","20.4275","19.2935","20.7651","20.8207","19.8178","17.8738","21.7321","21.0901","20.2712","20.3238","19.6654","21.0946","20.0845","19.6688","21.6488","19.2874","20.0047","20.533","20.9301","19.7752","20.9688","21.71","20.0449","19.8665","21.788","20.1486","20.3644"
"M315.2405T221.3","315.2405","221.287122","22.0288","19.2263","20.8903","21.3091","20.063","20.1169","21.3258","21.112","21.0858","20.9834","20.6387","20.7851","20.505","18.5253","24.4968","19.4453","20.9862","21.3138","22.1614","23.8164","20.8228","19.8317","21.7642","15.1033","18.4651","20.9237","17.745","18.8379","23.0244","26.5552","21.1398","20.4254","20.3952","22.6432","20.8916","22.6212","20.1219","21.8921","19.8537","23.4291","22.2879","19.8507","19.1093","20.7322","17.7618","18.5081","17.346","23.4809","20.1926","20.0789","22.9884","20.6978","19.9668","21.506","22.0032","21.962","21.2057","18.8827","21.5945","21.8867","19.1746","18.23","19.528","17.5725","22.6692","20.0954","19.1231","19.9515","22.6457","20.3632","23.5404","16.8657","25.4663","20.7623","22.0261","21.2896","20.7859","21.8021","20.3309","25.1304","23.3905","17.3438","19.186","22.4515","22.0932","18.6629","20.3631","20.0228","22.3849","21.6134","22.5668","19.8797","21.4944","18.5689","18.4682","21.4053","17.2694","20.0955","20.0769","21.6043","21.9695","20.9128","21.2225","18.3479","20.0361","19.4476","21.599","17.7428","19.9551","23.827","21.0855","20.7778","17.3819","21.6948","25.7269","23.2898","18.0792","19.3228","21.3013","21.019","20.2884","20.2251","20.9105","19.9284","19.4832","20.4007","21.4793","17.0936","22.8521","18.9782","20.9939"
"M313.2251T221.4","313.2251","221.377686","21.9885","18.7689","19.857","20.7586","19.6488","20.4439","20.1925","20.6243","20.4745","20.8752","20.0677","21.4737","19.9744","16.5629","21.9623","20.0557","20.4351","20.6568","20.8011","22.4062","20.7592","20.1285","20.9432","15.3576","18.44","20.2579","18.0108","18.2929","21.6641","23.3903","20.9396","19.4944","19.897","22.1816","20.8626","21.99","20.7507","17.5869","19.8424","21.6834","22.6111","17.9461","19.1491","19.3298","16.8602","19.1453","19.9359","22.3109","19.175","17.9115","21.4902","19.9805","19.94","19.7754","21.6392","21.3781","19.9018","18.5791","21.724","20.2575","18.3213","18.2288","19.29","17.9438","21.7399","20.4755","18.5967","20.0839","22.0379","19.3219","22.4999","20.9786","22.0454","20.1477","21.2179","20.5476","20.0193","20.6363","19.7654","23.1482","22.5264","18.1159","18.2911","21.5582","21.4683","17.366","20.1726","19.5084","21.3047","20.6401","21.5904","20.5669","21.0999","17.8239","18.5436","20.5369","20.6158","19.5618","20.2183","21.1917","21.1501","19.309","21.0389","18.1173","20.605","19.221","21.1806","18.534","19.4246","22.5346","20.5369","21.8377","18.3178","21.6956","23.0075","21.7718","18.3691","18.9898","20.6627","21.0277","20.548","18.2708","21.0508","19.7966","21.0248","18.8279","20.399","20.1244","18.9492","18.5366","20.0613"
"M1777.1562T223.2","1777.1562","223.234464","21.9458","21.9023","20.9597","20.4651","19.3096","21.18","22.3838","21.5874","20.1398","21.3375","20.8647","21.7467","22.5094","20.2217","20.8817","21.8371","21.2392","20.8534","22.6391","20.9839","20.867","21.3652","20.4275","21.7827","20.6795","21.0479","22.3796","22.1614","20.4351","21.8708","20.6292","20.4044","19.5967","21.6312","21.3282","21.0399","21.1105","22.5178","20.7824","20.0986","21.8761","21.9708","21.8119","21.3005","22.2965","20.611","22.5162","21.8526","19.8615","21.5417","21.7449","23.4039","21.0827","20.367","19.9406","21.0363","21.1121","21.1464","21.6366","20.926","21.4859","19.6865","20.8941","19.4803","21.3753","20.7634","22.225","22.1039","20.8555","21.9899","20.1568","21.2137","21.6273","21.3135","21.0439","21.8321","20.6721","20.8701","22.0722","20.7291","18.9868","22.1386","20.8342","20.7229","21.8629","20.9193","20.6606","22.0838","21.8366","21.2313","22.1865","21.3283","19.6178","19.7499","22.2316","21.9139","20.9003","21.9841","20.5098","21.3915","18.7608","20.6178","21.6812","23.0504","20.4314","20.7625","21.1208","20.5441","20.9174","19.6366","22.0125","20.7885","20.7487","21.8365","21.8204","20.791","19.9995","20.5129","23.3978","20.7326","22.3762","20.2952","20.9859","20.4286","21.7715","23.0891","20.7158","20.3493","22.0185","21.1075","20.7107"
"M863.5665T223.8","863.5665","223.823034","21.9432","21.3401","22.3243","21.3276","21.0647","21.3107","22.3803","21.6483","19.397","20.3836","22.1547","21.9522","22.7573","21.714","21.9421","21.7693","21.9821","22.3447","22.9926","21.2299","21.1943","20.3062","20.7601","23.3887","21.1182","21.9292","19.9221","22.4221","21.6606","20.757","20.9076","21.8983","20.1842","21.1664","22.3224","21.9629","20.0127","23.1897","21.2893","21.1782","21.4234","23.2134","21.2594","22.1711","22.9908","20.9711","22.5278","21.8671","21.5593","21.0393","23.0147","23.4474","21.0058","21.232","20.2786","21.8111","21.8313","21.025","19.7858","22.6567","22.6943","21.4667","20.4652","18.0519","20.9858","20.2126","22.5922","21.7862","22.3089","21.9475","21.356","21.0614","21.8444","22.0027","22.425","22.9403","22.0641","21.9234","22.3902","21.1905","22.1906","22.7031","21.7004","21.9244","21.9928","21.6807","20.2747","22.6244","22.6215","21.018","22.7848","20.8819","21.1667","20.6672","21.0119","21.8421","20.6211","21.6663","20.7671","22.3387","20.6459","21.6793","21.5985","22.7949","20.0712","20.5368","21.2234","21.0597","21.7008","21.754","22.4362","21.4515","21.2712","21.8714","20.9737","21.6501","20.1359","20.1119","23.5396","20.7686","23.178","21.6001","21.1715","20.8902","21.7799","22.9097","20.9913","20.3673","22.5032","20.7604","22.848"
"M889.5835T224.4","889.5835","224.404764","23.0302","22.9941","22.3367","20.5477","22.7453","21.4684","23.4658","22.8459","21.2318","22.4965","21.1476","22.6368","22.8833","20.3157","22.0688","22.9955","22.5185","22.3777","23.8155","20.7652","22.2076","22.4813","21.6237","22.6461","22.0124","22.3989","23.1733","23.1968","21.8352","21.6031","21.8015","21.692","21.2406","22.5672","21.9408","22.7795","22.2864","22.6209","21.9375","21.5188","22.9407","22.7626","21.5054","22.6545","23.6054","22.8205","23.6548","22.5816","21.06","20.9822","22.9462","22.3629","23.215","18.4996","21.5628","22.4349","21.8944","22.4526","20.8506","22.3708","21.775","21.3223","21.0342","22.0185","22.1056","21.3372","23.4827","23.009","21.2892","22.6143","21.2862","21.9894","21.5461","22.3138","21.9605","22.7241","21.7463","21.2444","23.0667","21.4005","22.0517","23.4343","21.8928","22.1412","22.8563","18.9023","22.1323","22.6265","22.9252","21.5366","23.3624","21.5167","22.856","20.9315","23.0379","23.1578","22.1639","23.2573","22.1783","23.036","20.2534","22.3436","22.9161","24.1247","21.9957","22.5055","22.3396","21.4019","22.4371","21.2541","23.3048","22.1921","21.6892","23.2478","22.2111","21.4279","22.5521","22.0744","22.7204","21.5037","23.2041","20.7954","21.6923","21.3178","23.0466","24.1757","21.5133","20.9386","23.2875","20.561","21.6956"
"M605.2874T224.6","605.2874","224.63484","18.1734","19.2172","18.3098","18.0328","18.0895","18.3824","18.6958","17.7873","20.0998","19.4397","19.2428","18.9927","16.9935","17.4331","17.6952","17.7124","17.7935","19.143","18.6326","17.0917","18.4638","18.6093","19.1498","17.8351","18.3459","17.6231","18.0097","17.3593","18.1901","17.7831","18.4395","18.4297","17.4344","17.3311","19.2242","18.5855","16.9815","18.7695","18.8179","18.5614","18.6571","17.682","20.2513","20.1725","18.6837","17.5934","18.465","18.8681","17.939","17.5629","17.3115","18.4232","17.1967","18.5485","17.8647","18.6943","17.3621","18.8838","19.4832","18.6076","19.12","19.7636","18.033","19.7845","17.7178","19.4156","18.4251","17.1292","18.3822","18.6261","18.1312","18.0487","19.4716","17.9685","17.2105","18.3205","18.3386","20.1259","17.9198","18.895","18.3663","18.3074","17.6697","18.4012","19.7292","18.9403","16.2513","17.4616","19.1752","19.0458","18.411","17.4179","19.4874","19.3439","18.4518","19.3157","18.4916","18.1362","18.2936","17.875","17.069","18.378","18.7116","18.4111","18.3398","19.0581","19.6944","18.5627","17.3346","18.7231","19.1603","17.1006","18.0078","19.9912","19.3793","18.8691","19.0299","18.1874","18.8849","18.1714","18.6879","17.9806","18.2502","19.9615","17.2861","18.2801","20.9468","18.5302","19.0037","19.926","17.8478"
"M567.329T224.8","567.329","224.771778","22.0128","22.8864","22.2708","22.7903","21.1031","23.2108","21.216","22.4942","23.303","23.434","23.7099","22.6099","21.8857","22.0448","22.2355","22.3824","21.4669","22.7209","20.5365","21.3781","22.5023","22.845","22.883","20.7673","22.6529","22.5683","20.8909","21.3171","22.3915","22.0894","22.4537","21.8859","20.7444","21.5172","23.4092","22.3071","21.7087","22.0786","23.3131","22.6918","23.3505","21.457","23.1197","23.4145","21.24","21.7276","20.5444","22.3603","21.3004","20.7783","22.1057","21.6352","21.3226","21.2799","22.348","22.7744","20.7939","22.9083","22.5185","22.7881","22.2566","22.6869","21.5884","22.6417","21.9303","23.2909","20.9185","21.0979","22.8616","22.2288","22.9378","22.6359","22.9417","20.1208","22.716","22.8001","22.8002","24.0288","22.1207","22.5838","22.6631","20.348","21.5621","22.413","23.8462","21.2162","21.1164","22.5927","23.2856","22.0977","22.6142","22.342","22.6489","22.2754","21.3687","23.0254","22.386","21.3954","22.3599","21.2678","21.497","22.1379","22.1455","19.3584","21.7165","22.5943","23.8895","22.4215","21.9044","22.5947","22.6758","22.2734","21.3658","23.4207","22.5336","23.2489","21.9194","20.9072","21.6014","22.422","22.3856","21.6768","22.1396","23.7846","22.3367","20.6524","24.2509","22.0098","22.1406","22.6632","22.0485"
"M589.3139T224.9","589.3139","224.888418","19.7595","21.0952","19.6005","20.4111","19.9765","20.0596","19.4742","19.7102","20.8169","21.7658","20.7738","20.9378","19.2131","19.7328","19.4101","19.7141","19.496","21.0501","18.3215","18.7688","19.7636","20.8955","19.8829","18.9375","20.7538","19.0194","19.0291","19.0141","19.6521","19.5744","19.3614","20.2143","19.0862","19.4483","20.9512","20.1794","18.3738","20.3492","20.5609","19.8262","20.2242","19.9019","21.4774","21.9307","19.5356","19.15","18.559","19.2306","19.6151","19.1291","19.1627","19.971","19.288","19.7389","20.0042","20.2409","18.7207","20.1156","19.7372","20.5162","20.3914","20.3143","19.7141","20.888","20.2444","21.6467","19.338","18.9346","20.1939","21.1714","19.8606","20.3902","20.0749","17.2547","20.1304","21.0467","20.803","21.7269","19.9484","19.5757","20.1413","18.3103","19.6901","20.5405","21.2681","19.7181","18.2723","19.7747","20.9158","20.4322","20.5867","19.1446","20.7997","20.5357","19.71","21.3184","19.9968","19.9199","19.6038","18.3618","18.6026","20.3795","20.3096","17.4179","19.5101","20.2921","21.1329","20.8188","18.5803","20.1889","21.1119","18.8811","19.241","21.8053","19.865","21.0173","20.3776","19.4043","20.6796","19.2245","20.7701","19.0493","20.273","21.8823","19.1199","18.258","22.8742","20.3021","19.8474","21.0202","20.0661"
