"","mz","rt","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","af21","af22","af23","af24","af25","af26","af27","af28","af29","af30","af31","af32","af33","af34","af35","af36","af37","af38","af39","af40","af41","af42","af43","af44","af45","af46","af47","af48","af49","af50","FA2","FA3","FA4","FA6","FA7","FA9","FA12","FA13","FC2","FC9","FC10","FC12","FC13","FC14","FC16","FC17","FC29"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M184.1455T307.7","184.14549","307.74","149715.8205","107572.556","4676.236657","12319.08949","16915.17985","28713.78153","56673.46171","77756.32318","38957.28685","8360.077741","6334.217454","2348.428827","9878.933974","11745.26387","28354.04093","29984.39179","6032.334712","11966.20949","25756.16688","209493.541","620170.5443","262816.2253","42914.6147","2096.307988","18442.82442","19190.66639","23772.92976","236528.1042","48643.91834","15605.87267","14019.52469","1599.768072","8606.083389","19836.88438","6332.194011","19037.84845","31191.89781","15463.7047","2112.200638","2894.444871","155576.7883","10656.51007","5186.091207","1507.049553","790.0251988","20517.5248","25362.93479","189129.1783","24922.7142","75213.86843","4510.793093","67081.91319","7819.93086","1062.295028","326.9315411","18748.98287","14890.90213","986.4802269","9296.706405"
"M267.1461T214","267.14606","213.96","510.2078888","5461.780912","746.5356954","637.0751772","426.62713","95724.29491","363.7510096","87062.76858","458.4635657","2753.336509","25581.66564","620135.6741","905.5863058","4270.629191","1197.237428","7285.446839","91635.38864","131168.0795","174845.5735","663.034069","530.9174562","1409.552084","984.2037653","802.3623302","350.1372822","2732.674355","10461.01046","281.297562","1206.691989","2136.780449","92935.74033","127902.0792","165783.5235","132622.2564","309.4543903","3524.560994","10373.30624","65818.12871","389.2892633","5288.71373","322.4390057","1647.747594","167.9679837","282.8734559","482.9869652","297.4455153","334.2637055","467.2216487","491.5246892","318.8595109","590.8496067","246.0132588","1046.030613","483.0798773","223.7679809","543.9564908","265.3322367","213.0501236","2001.398143"
"M318.1565T255.4","318.15654","255.42","100431.5042","107023.1048","254789.4328","279553.5877","63135.79015","46886.05517","99668.23792","30376.78133","37372.83272","53154.8487","473468.6809","81984.91424","115754.7308","36730.15369","49702.83781","7424.677522","312404.0432","620109.0905","150703.7439","38688.46801","35168.53837","36663.1715","103372.9317","44184.28311","138424.7796","46338.92636","48953.95459","40392.54213","108658.2253","78293.80494","185535.8801","67574.23762","185313.4515","69259.29799","247366.2874","79784.25269","83364.50412","52293.15626","355058.755","384233.1811","73092.35016","140473.1486","133290.4044","61532.65759","7595.815647","134965.9337","5455.861248","28448.19149","36212.09216","49205.304","95976.31128","124495.4352","63220.13314","124314.4609","53934.85208","67104.84614","70927.48086","270273.7002","7481.391792"
"M282.2547T512","282.25472","512.04","177101.246","33867.39991","13703.65638","27620.25146","39731.87442","35720.45456","26398.90512","23698.00262","7256.188761","8225.15311","58375.93162","8776.334213","9768.196845","20250.24109","53392.37425","10695.48404","619304.36","8436.828551","13169.08666","10118.58542","2660.618449","25681.61625","49105.28537","32157.50286","20626.51233","36533.42851","1545.847558","35818.03688","18499.9402","9195.032988","9379.759842","12724.91505","7724.803458","55272.34944","9992.206146","34715.75825","25785.0389","3532.196181","91690.91494","5893.187818","28028.67589","4848.990528","4599.656232","10217.51241","10606.81191","36958.26926","3209.879249","1027.308033","5496.399417","2890.352059","23772.5375","3601.261981","1093.124142","6529.808894","1506.23779","2131.360294","3284.756992","2772.802271","2696.528138"
"M264.2441T512.1","264.24406","512.1","148964.3552","34793.6483","14757.76588","29095.95829","39957.58188","42599.37624","24254.07943","23030.23229","8118.03334","9092.547557","49875.93328","8607.863035","11825.73994","17211.30891","60944.85825","10714.47097","618479.2996","7434.954251","14910.58153","12589.12914","10677.89339","27420.38338","31655.87082","9619.975113","12995.82735","35513.8544","2772.012127","58750.76336","34085.96251","6803.279744","14792.21373","12292.68869","41824.48507","20601.58949","12051.73877","33546.55791","11862.42202","5272.166053","87275.3512","3669.241402","27674.9283","8441.402165","3140.475611","31514.84469","5899.604664","28855.75349","4320.257682","4080.93542","2565.878305","3592.076843","20277.9808","259796.5296","4661.324386","1862.885124","2125.76521","2978.252782","2668.4987","2735.943516","3319.559865"
"M514.2239T372.8","514.2239","372.84","164972.6049","868.5121123","18823.77927","592.2969597","688.3447853","79107.87739","7785.709909","561.6989249","444.7678264","409.1091017","529.3829145","1067.91105","265870.27","253.4541289","717.1098075","524.0624441","863.9280832","698.7692381","619.7875836","313.6765159","428.3620234","313073.0126","698.2758928","321.7268753","585.5841286","361.4041735","242.934236","334.4893022","412.3192966","490.7505216","618428.1326","404.5795281","313614.446","649.1731833","12012.08177","300.3838525","641.6355958","627.2055644","430847.0393","12713.8594","815.7805873","696.9881515","237.780571","157.3090746","251.8371165","189.918722","343.8999398","204.508871","300.3087492","177.8773263","215.8926404","152.754863","200.5662956","378.5734296","128.4411907","180.684439","290.5633886","380.8620631","294.6253826"
"M200.1878T225.4","200.18785","225.42","11510.21743","8227.485308","603.1852487","1096.178781","36671.922","503.2179856","454.3449522","555.5622497","6794.436402","7157.267019","803.6463375","832.5458542","399.2523964","335.6952108","659.5203964","6072.556434","629.3746656","734.9151119","9937.618368","1226.249557","941.667615","59633.40762","2625.724332","469.6115067","8959.595379","46377.81766","585.3593841","464.4487379","589.885292","8264.706484","13240.37945","1067.71308","6096.970201","617237.1982","1525.692019","429.7216409","5014.72349","1216.675184","16847.38475","374.5865162","617.7206656","2978.850467","339.7661937","266.1265792","292.4172332","1540.085537","1154.409896","2785.426791","406.9529351","282.2564303","753.4048904","572.3389249","437.6939212","516.8453684","279.1363673","489.8769472","404.3348965","437.563663","709.6154869"
"M324.1461T329.9","324.14612","329.88","3390.211357","616547.9504","404650.3033","28229.47275","21994.82395","67952.54554","377.4424569","14436.90371","532.7879806","73170.59484","11594.57875","1479.432592","38998.84447","14314.67591","95382.99954","65243.2744","13783.35395","400756.3935","10974.24939","442.254048","6546.597547","85946.54796","216558.0812","536.4771333","816.4223024","10528.37731","6320.523357","36018.82674","479.5319812","74073.83317","808.7770872","46659.37646","10283.63171","23883.53578","30783.77379","9543.735833","19336.24413","15060.79466","7360.414686","538.2852803","40163.06647","1965.698815","350.5053658","205.2526648","195.0789399","267.9855907","400.0280567","5269.89409","296.5158335","2069.405048","392.6256021","561.5025781","294.5266489","447.2108403","192.8241864","857.1830221","376.9684102","461.4892525","344.6552513"
"M144.1255T65.5","144.12551","65.52","3397.780165","66463.36772","10712.44217","14397.42165","1920.261326","2506.409663","1803.604274","1790.976606","7601.715989","26074.62283","8086.616994","7728.78016","13553.40725","7585.044667","1668.717647","939.7347365","4334.288829","1467.089081","32476.79766","1151.879023","2013.642279","22280.7437","61107.2153","996.6625257","53069.58479","118614.501","17143.9922","296.2205549","9560.372514","275374.9417","10239.98817","25126.72402","11257.9745","1931.25088","28891.27911","18762.00737","11538.15901","199684.9888","36649.64433","4875.010999","3569.62725","4384.820604","7210.330047","71362.21238","197.4962459","615241.2017","138680.8247","1873.921181","8580.690689","11788.98034","73344.90486","20294.89023","5007.443606","28007.50998","3678.408816","16885.66093","4700.297196","39750.85454","1421.166984"
"M454.3426T545.7","454.34264","545.7","4943.103277","2470.267805","925.0159635","871.9399825","3821.244576","2408.508003","2360.694764","1960.263908","2579.937055","1012.953476","587.9117607","1497.082079","702.7697074","330.6589212","1224.074303","3327.330439","990.4172855","513.5169655","8034.707508","5407.518165","5130.187181","614286.9565","1558.300225","4213.558711","3389.700969","539.2069696","1055.385835","3529.018983","2469.584568","1813.157537","3777.551082","532.6735055","399.9439909","1899.229557","689.4944676","984.9725028","2043.892272","500.3693651","1125.856003","482.7785802","1994.177623","5930.312298","1313.64291","1946.576914","1345.348497","317.1863713","2278.728127","286.1943642","12032.38014","1574.357691","2417.688092","1286.292077","978.8424096","863.981977","209.0157687","846.955154","1783.901306","1354.541055","2018.176697"
"M320.2335T467.9","320.23348","467.88","2056.291359","2286.664075","24336.63719","2863.762919","6138.22444","7048.546856","930.8070687","3784.652654","6505.534751","1256.308433","7028.010608","25191.27483","12960.78618","8526.116251","4426.125222","36427.37241","12066.10971","3454.968251","9107.041399","613627.4346","13847.74553","5290.593523","6236.726444","2484.885036","12000.22474","8831.242864","2608.845286","83429.64816","13169.68329","6739.429906","32488.49428","2473.875291","5978.573825","6326.522945","25325.52259","12020.05224","55523.56255","11385.00388","46727.77502","507805.9119","9604.388044","133582.5341","12605.09257","11166.1901","66677.67377","53397.77504","14023.42908","5012.610614","532537.5765","31924.66829","15922.85557","5648.711921","4832.895097","9288.573505","1976.831722","8871.878531","3218.227412","341383.3837","3466.175051"
"M145.0479T44.4","145.04792","44.4","4277.485943","193365.3351","613138.8413","1693.579866","5027.82496","320063.7541","170608.2429","20089.03359","3500.049286","15699.27259","22034.73784","11233.99717","2681.088159","1168.856737","6961.622498","364.8457783","1508.662345","1946.339616","1629.131445","18424.86995","3691.06021","210.7320622","131.5090408","54439.43966","8645.288803","147228.9135","1239.187926","443.7951647","1012.052295","243.328179","131.8499738","26627.94027","132.4812521","739.4395448","2787.004938","858.4249708","666.9129354","23487.95076","1615.395603","695.3228551","466.9423843","111810.8234","946.4398892","1043.734025","200.9691327","1019.89272","2406.717666","1263.687445","19676.69607","901.0417346","2883.328512","35342.63027","360.8496167","1585.135183","1781.960474","8464.150544","1336.973221","974.1086366","1965.893216"
"M390.2753T283.5","390.2753","283.5","12764.03971","27627.23168","105216.9329","142505.2489","23093.69884","6827.98358","15124.57015","10589.62594","11267.35655","14950.66543","2108.568367","276290.0428","4615.225549","496389.1141","20414.09594","15066.35419","359809.4717","20194.93097","12857.29559","881.0188688","2878.358605","1957.169089","30424.05639","807.5295047","16978.86523","1986.907988","29936.15869","5697.911119","5521.930271","9906.465337","7651.722177","101289.1384","15298.90025","15591.20961","136408.6188","611834.3986","10387.0963","9529.269175","45599.93068","161866.3013","11094.4656","13664.37451","8640.178358","123982.6107","8168.651217","293596.3574","11017.75044","2776.500752","1527.087391","7586.170408","195502.1918","4132.884677","7965.216758","75998.6682","8924.883633","115775.0176","4993.311563","10862.47141","3753.557566"
"M210.0883T238.6","210.08835","238.56","7513.642476","5657.773","1848.521909","2475.318549","218879.3833","10593.76587","1603.465067","202350.4426","607838.0623","62543.66445","2762.679669","2693.523055","4610.274324","958.8304107","4320.982736","6013.256758","2696.192522","8105.402398","57842.52336","31953.02307","4958.210648","3750.960889","5994.849862","8127.366982","1768.981348","23248.77159","727.0765893","4671.612911","5942.022985","5420.073415","1573.783278","2892.226991","1708.421302","22412.05012","3866.996977","1202.420177","5990.063253","10056.071","8035.457485","6838.573184","9582.785234","9794.757064","1162.976489","1092.863412","3254.929723","2000.870012","13025.69707","3095.467182","1388.263667","4556.54621","1191.568086","2942.933334","6150.911885","3712.24998","1784.871711","6080.50172","4383.859343","22893.38232","11168.11374"
"M640.5008T854","640.50084","853.98","1682.242504","1477.183539","1574.251538","1921.30883","1527.161559","1620.203637","1412.296854","2099.506944","1243.649018","1724.636314","1296.701869","2376.473739","2423.568228","1760.050256","1262.858043","1254.332418","4702.633122","1385.108268","1278.72323","1316.308672","1288.051484","1271.218936","1222.620378","1367.325322","1081.587414","1636.71356","1283.420381","1117.644288","1115.41846","1294.788403","1176.843723","1186.995164","1148.071006","1132.498953","1145.658773","1277.843676","1525.305383","1271.515572","1561.411499","1230.24637","1443.74882","1216.309153","550.672071","495.5172305","779.8300293","760.5349459","1502.098918","552.7459871","2614.349949","4013.585939","1289.293353","709.6368656","5626.363301","613.5822341","471.0802249","489.5531477","2917.809861","2497.202247","1108.781421"
"M408.3333T429.4","408.33327","429.36","164694.6566","606523.7717","234619.215","45783.32665","163826.8065","28333.93532","71455.22149","118531.5349","135163.515","98772.96834","159909.5531","128446.212","160075.4005","60930.47071","168177.4385","1233.187857","388010.9025","122190.648","289718.6926","42997.7087","131566.6326","25959.04332","67830.97348","167336.0208","183521.7132","155897.9654","59442.41359","26904.16659","108116.9424","206348.735","24755.46108","252526.4404","76139.97077","457416.988","275325.6403","89453.16001","192392.1863","15993.01697","306159.8314","197358.2116","208887.1052","134552.881","1249.578905","196672.5978","98172.60848","99869.08082","194798.4425","209423.127","166406.2908","1217.007632","117265.9937","172057.8764","190735.0519","194128.7804","50627.62499","243185.3975","57075.29511","68529.9982","30136.71656"
"M526.4104T664","526.41045","664.02","76046.98984","36825.25699","3813.332442","2518.684294","76733.35829","15344.91824","3229.442232","77917.99911","44654.11227","42429.04804","1335.930301","1864.603252","35002.5992","2018.758181","174053.1726","57620.2892","1847.200641","24502.16792","135759.0457","90754.62525","56131.16146","25650.87686","130234.7891","170295.0311","2206.557884","68707.65477","1183.358292","36106.88943","19105.36357","173172.675","12184.40935","2599.062344","7231.366894","605923.0103","201093.0879","6457.60366","89896.74086","139218.4461","39217.37991","24753.57007","21567.13506","226012.2717","921.3197578","2206.17661","812.8166427","1325.485917","1097.956025","25588.09795","12985.75315","757.2265558","1204.038536","2650.40226","1226.699184","4211.834078","1085.277939","1259.555138","3598.22638","1072.60808","912.5490316"
"M155.0941T213.4","155.09408","213.36","64325.0241","19025.95868","4879.610685","1710.684654","118850.6494","302973.9169","1317.063659","83481.03308","64062.59265","18369.11611","6608.300493","1463.155119","42656.86854","1309.383671","133068.9093","166092.1709","1123.780373","8978.266188","135204.1841","54014.54361","82048.37708","39254.07167","87377.13485","129223.5633","1360.014678","36720.33385","859.3884729","31689.29444","27594.94222","144992.325","12741.31546","1869.494016","13867.59148","605391.809","91432.8104","892.6738936","100347.3428","246626.6003","34539.24657","21492.4944","62907.08014","239028.8661","4112.244163","476.2843058","1697.137329","2820.362328","136363.8874","92855.71543","105637.2571","51022.16806","1317.362874","5920.53314","17408.54731","1376.696343","788.496073","1199.983758","61512.26046","1489.55089","138735.7586"
"M393.2859T396.7","393.28593","396.72","3277.652355","3627.888358","25508.99838","2046.775521","1023.013386","496.9272903","3537.692144","1708.923983","1117.194092","5854.423936","2567.629947","9696.11557","498.8338316","2723.421511","859.6631582","1919.767979","355483.5571","817.4492992","843.4182062","1570.296694","1151.391271","2671.104158","713.7265374","552.3383353","604461.3854","2299.558299","517.8428694","1964.909547","1012.674677","3041.943615","747.5425947","37095.01181","5934.450065","852.7626139","2044.507193","496.5292629","4280.657865","641.6944533","5844.556688","5120.781441","871.479407","944.1304255","42794.92692","78820.19796","311.1553002","348.4885898","527.3085123","4029.268525","353.3465091","409.4574528","3603.666381","3560.275838","1568.891595","17817.49797","1025.911133","20652.41397","5833.967886","4630.18623","555.5385604"
"M298.1303T683.5","298.13031","683.52","7965.954204","13366.48299","25080.59434","19874.11479","11352.25937","1047.077059","10629.02921","4561.380245","2940.570378","10330.62758","2922.885796","49735.05381","18645.45967","10796.39333","7842.746716","4281.007678","36053.75687","66229.65598","4227.344593","10831.37235","1136.540354","1757.366602","14360.80995","9720.001566","49815.41242","5248.549567","1916.241494","7604.163303","1648.12753","2184.678882","10206.576","160491.1011","21551.99907","5533.625702","27940.40447","19318.34637","39122.84381","2348.905589","160109.8166","19373.55375","8433.620441","9518.15687","165874.4807","27946.88617","477.7663197","23268.39572","1546.299462","190349.0818","604042.5864","24167.85417","201845.2344","86971.64665","930.4117308","141727.204","289.3582987","373460.7567","140394.1757","389316.6099","21172.65154"
"M465.193T375","465.19298","375","533.3223962","938.2461223","297508.9766","591.4308148","726.4153807","603980.2634","346.7516909","782.2194824","501.6815875","471.7930373","1703.976088","1193.545323","387724.0084","304.8630346","824.7229873","741.4156073","1151.217204","899.1811544","1261.27998","362.0345052","1369.807434","414084.8861","799.8447775","420.1318815","1136.675163","993.6685228","398.9113726","860.651641","630.8815137","661.3137825","319846.3785","411.5761725","111257.4932","1107.037229","731.6462863","313.7719426","1564.585897","52118.94821","393808.7764","713.076165","1336.187919","1543.719182","458.0298879","185.6275751","484.5452169","189.6467848","510.40799","423.755504","407.5944043","286.9602085","262.5298409","280.8066109","431.8664676","509.0925389","151.2676284","191.8516925","458.8144518","576.6185414","550.4966537"
"M351.1683T353.8","351.16826","353.76","395.0247179","1237.206292","458.6034324","341.7327021","602741.8445","1115.572189","884.4259715","518.2790002","447.5752566","172483.6153","437.5697827","809.976814","317.5082575","349.2699374","1196.071584","553785.464","1053.882172","572.3735613","611.7856915","373.8891972","376.0976679","620.924975","565.2750505","433.4587663","533.4621556","458.095863","313.1907541","514824.9238","1675.707024","375406.595","741.2836488","539.9962116","652.6602302","618.8487233","559.5336308","346.0356234","399.7720076","169536.5053","431.5648119","350.0000782","604.0944667","480.2031372","252.935007","208.3037692","341.9379229","196.1530443","317.9571396","210.2608757","294.2284316","168.940229","318.4327728","182.934384","250.1381696","360.5093557","163.2334094","236.306335","322.0300023","317.6393669","348.862349"
"M608.3177T297.4","608.31768","297.36","169408.7881","305916.8885","27635.39028","811.3651033","116789.847","230960.9438","634.9868951","130127.1148","111570.5564","50049.74289","1882.059612","5168.007294","100970.7642","2857.572319","126364.026","158815.6412","6074.782182","100872.6271","231984.4177","84053.56617","79928.02798","52463.31753","60711.10981","101755.9053","2848.76565","112170.7533","828.4023964","29243.84256","53809.12046","224086.0531","3470.914384","1073.72414","74697.07873","351006.018","65033.36539","953.5638388","163102.2522","178654.1099","112046.9949","9715.648999","95395.84498","602520.9719","705.3252816","325.8127337","547.2953901","781.3626851","33383.9105","59978.25489","70799.64967","17913.43599","602.850673","5222.959759","5399.822046","512.595563","208.0265214","475.7793184","49646.55283","336.1918668","61679.87706"
"M383.2111T367.7","383.21109","367.68","594.5629254","7096.850478","57205.86877","90230.01998","15096.23882","808.8711612","27890.9837","1313.031526","75986.14382","57980.07999","1103.773643","567676.7806","3991.757177","4091.267743","1084.228881","776.8683064","25686.88251","75469.78347","2502.247108","424.5599031","672.1121859","25780.68294","889.6496377","1668.992349","16690.44714","4514.699871","37076.83506","4940.334598","2878.944472","734.1995393","750.0583834","1642.506795","30698.30245","1032.449783","125899.3366","5827.522729","6143.749756","1319.477262","19921.70825","165769.3245","3518.721419","735.4385881","248423.4118","118814.8331","550.7295509","298.791195","91581.98654","462.4562826","1883.21166","190.5797101","45517.7906","12769.89188","31358.2273","602225.4996","3562.314139","86815.82052","57339.92701","83162.06579","381.8159278"
"M535.4272T813.5","535.42723","813.54","5431.500592","1005.169984","56790.76233","133688.5369","24061.99853","118062.7491","1056.597531","9656.846427","10374.15393","600967.7892","19930.72097","69443.18072","20107.94108","27162.41197","26961.12743","4893.160089","27304.41141","963.3184971","50223.1328","137290.4334","34694.47029","35091.01643","21064.45919","132322.438","31793.26484","34481.51204","16263.43707","1219.429284","779.0120381","74502.14362","12092.6546","86880.78234","37917.25967","97425.88762","19658.52553","46484.14844","302129.7197","57510.97099","19993.41807","896.5402185","47412.08585","28408.02972","313.8107897","1717.015259","537.8909919","10193.04443","715.9617837","3364.832618","4956.596969","346.9795921","2150.294293","331.1700727","9959.015253","410.3917983","261.5977099","378.544295","3285.446261","1874.050606","72590.47672"
"M438.202T350.5","438.20195","350.52","679.0185623","1562.937857","988.9657254","618.8392525","1377.493119","459.8679607","313.0332272","1044.687633","805.2844023","513.3728339","676.3578255","1528.63715","382.1464071","456.1408871","1956.169445","976.2953594","1425.461732","917.6074311","824.4782299","600136.3253","336.2444015","630.592573","1171.487445","452.402472","772.1286165","460.3511611","307.1133142","1741.701887","472.8648775","717.9739925","410.0523874","13965.26672","886.7747249","686.2662224","735.6505211","506.5730744","442.2417118","379.4330993","451.7021591","509.314965","457.346311","446.7087555","275.3922423","207.7419026","324.3479518","207.2793221","298.0505037","167.0567294","544.3295578","162.0381109","331.1120713","193.1779553","228.5628407","398.2890314","157.8752642","259.2529263","303.7312548","232.144556","277.8299132"
"M368.3429T707.6","368.34294","707.58","10465.00261","11481.01204","53962.25284","18099.20378","8511.259619","599916.8951","10676.80634","1345.268437","20721.44012","12594.60664","17854.31639","2512.49348","14502.41719","12798.63786","12240.62925","11963.82805","16146.16958","4045.798073","12298.56781","45181.07558","23851.19933","31581.29671","13486.21597","20755.92263","28331.68527","10725.66273","26762.17246","12513.16376","26734.19083","12369.57012","18927.70381","8085.184525","12238.19948","17955.85345","41846.17804","11476.12664","14981.80819","18162.01796","26417.68071","7345.967478","15447.63417","26991.31513","1743.768606","8179.475917","651.5473209","26207.71497","827.1195814","44179.62511","2847.300724","8666.706732","30215.66206","6047.445484","6420.970275","9678.281809","530.3097648","15272.9329","34889.03878","12043.48712","2050.76046"
"M204.0678T304.1","204.06781","304.08","376.9194173","736.50082","553.7740492","538.9135463","936.847001","375.2801938","420.6938881","514.5800142","571.2459114","2427.699738","739.6636709","615.6993133","409.3218641","297.8516079","1557.640793","818.5266575","653.8220131","1218.887571","740.9246852","465.8942327","316.3591142","622.7872093","783.6199485","678.0972331","449.2905372","632.7331969","269.1881295","22254.17658","520.4348002","27584.58704","469.832134","1345.373887","312.340289","643.5960499","819.5198736","398.5434808","438.3336148","15104.04262","599885.9002","502.6319961","483.8877792","565.0924453","230.8063956","197.3833505","141.5570507","369.8664273","301.729329","240.285518","240.0155341","523.1484061","387.5111064","218.1133457","261.1371605","349.9487279","138.8433345","294.2740994","267.271293","213.9964503","306.2717601"
"M596.1817T652.7","596.18169","652.68","14864.59946","1546.341671","1723.449778","4390.351737","7655.492297","954.8298416","10038.04644","3032.298151","1163.067988","955.8607664","599329.4347","1171.323921","1425.126112","769.1053783","1834.088352","22479.54282","1295.597615","1085.148878","2013.39761","2358.185824","1599.870929","1155.094006","3247.365866","11726.42325","3556.922225","21354.30796","837.6222586","111972.9018","11845.91026","42035.84674","38312.71883","1192.894991","989.5659593","1891.288158","6820.842357","1022.225902","1263.840178","1267.41437","1409.590383","1001.821091","6674.062756","9559.965623","530.4171644","468.8551329","528.4849929","562.6850031","667.0937903","587.6255876","801.8147893","560.4730086","711.7926912","637.5825195","698.2448568","833.0034321","655.971472","527.8743765","647.9676665","597.5820429","685.6852775"
"M263.2597T651.8","263.25968","651.78","4388.91552","2156.949878","4620.806379","4824.102217","72995.71504","4174.722915","6758.176279","3255.060989","4902.587919","5642.494924","3052.380975","8215.385704","9640.839907","13527.26538","9240.180317","24798.95722","7438.001967","1289.98235","8285.061904","17430.64468","6261.335197","21342.83104","4480.474502","1244.658061","1651.012197","1348.540633","4432.76293","8145.195117","4505.712219","3666.345714","1642.976473","1628.313418","1176.357132","4703.629301","3107.687478","1215.181989","5533.973528","4525.569089","1675.665664","5230.801934","1217.533171","3312.125422","194738.9902","42430.53474","223995.6002","1371.271174","361000.4841","373876.6891","23784.5201","26615.27648","113789.7047","237143.93","166626.1153","365673.488","599016.9489","18931.9006","221023.1081","123847.8657","232956.6467"
"M502.0986T950.1","502.09862","950.1","3839.841153","655.032205","6476.131155","561.0842534","548.4294791","4793.679439","3010.487313","539.4844376","2339.730851","3518.25043","544.2483861","4898.049137","426.5067357","419.8128946","710.9920871","739.9959276","428.5906801","593.1413036","535.7150032","878.4718278","620.1875777","848.7874969","630.9846666","1710.265503","796.2446549","924.2438754","980.7468345","532.5214061","582.7636049","500.0101167","754.8807045","533.7335964","1274.999168","977.6272098","861.8077679","908.2838632","1091.971411","620.7185319","1592.997174","3232.6131","483.5247685","1634.319477","77070.98133","120410.4966","77605.45593","121215.2254","1294.568258","35197.30371","1698.342481","85055.29522","35945.54659","35661.38101","8500.887928","31296.58957","19058.2801","28598.25755","14669.89761","18991.2159","43254.58354"
"M706.4388T242.2","706.43875","242.22","8739.92448","969.4644365","740.6919694","640.577511","13878.53216","11144.80288","908.9993766","3570.329535","27827.98487","430.0849642","1130.653769","3428.598571","406.1945188","429.0605871","1783.329507","3529.827153","706.6081919","1066.681013","82748.00518","1188.680192","2212.460721","2752.70632","55087.68688","13810.51318","3196.226087","14693.06628","354.2539414","552.7402407","1243.700675","18954.63821","600.3907436","1707.382723","510.434774","596415.9641","3359.188197","1230.23712","12790.47911","26397.07154","673.2094526","1718.490969","651.136417","57873.71025","781.7325137","430.5044034","1080.383126","1253.150335","578.370971","1397.052712","1089.717819","1545.179168","1485.36399","376.7745489","502.0323576","515.3267376","1923.566625","449.7763177","617.0265167","425.0853609","583.5285978"
"M136.0382T71.1","136.03816","71.1","429373.1977","74479.86045","149508.1316","150119.9797","8025.833221","60534.74787","59298.68679","323323.5312","177638.2041","84899.03045","107156.3117","141728.6389","122912.2643","47761.92538","146426.6406","372146.0218","156237.5026","125303.8815","595801.4358","130341.661","261831.7991","143933.2967","249305.4911","308028.107","158457.6256","283063.0041","134693.3628","140323.7016","207072.2127","163273.1397","125938.1252","42693.13578","316244.013","103237.759","198685.3212","55298.65943","283650.8496","84116.98077","170466.5931","231878.6435","300178.0947","95681.94413","10526.40646","29164.29909","21077.72638","13275.23024","47626.30859","51554.07229","40008.83146","19235.79516","42681.75244","30366.48831","64905.4053","18863.74959","33069.68755","15720.34132","65228.45662","41968.51026","4757.723571"
"M438.1125T55.7","438.1125","55.74","13193.98081","78423.43343","515.3040932","505.1908297","480.8260297","5492.676492","515.3742391","194954.6992","907.4161523","36947.95533","1573.279548","436.9982317","399.8190809","26640.89647","17262.34533","2497.345679","27219.57335","412.279637","45453.67437","718.9570588","3417.101312","25760.35248","735.5348762","36884.32564","24490.35353","676.6674796","13401.57961","1343.894072","19697.42335","696.7543114","2610.23092","876.3447773","558.7121347","4134.63718","503.7596073","24330.40725","595.5543445","11730.65089","944.6952678","421.9283484","4138.999457","7529.602259","1967.034747","380.6467138","22552.67515","394.8182943","1667.86472","699.0548924","15685.09896","431.8884503","384.6527011","968.887847","2282.883005","348.6116126","9063.111824","337.8586819","338.4094351","267.351809","538.9304213"
"M230.1625T202.9","230.16253","202.92","93047.74293","43224.0655","23427.19965","95821.18741","11073.66821","109367.4927","8017.095814","61594.5145","126310.4152","41669.37482","172032.1415","97375.86662","112808.7109","50923.36178","182430.6518","71217.38405","128033.5214","73279.05679","82853.19101","49030.34093","205972.0791","13653.0718","91361.91101","46096.28184","91935.73658","16563.98622","50667.9991","93168.68514","37299.44852","62730.31555","16830.68237","114602.7318","593883.7149","87254.01766","37591.76","66560.27244","96448.8954","24271.02915","17984.93986","104488.0455","223328.6722","17161.03496","26683.4092","1301.979611","1084.555659","26512.97099","5774.292545","1982.034132","9192.022143","1791.121978","29527.66738","70439.50128","21751.94938","49652.51246","6102.095449","10391.4386","3405.412689","25510.2401","2985.782059"
"M230.1623T193.3","230.16227","193.26","129629.4994","22328.34338","16109.03956","19039.88312","15836.36302","28870.63691","9031.110032","98072.63481","27791.41093","18564.90438","172032.1415","36251.50704","97323.12798","21655.56752","246990.5363","163306.1845","128033.5214","86268.16168","115623.1102","101721.9319","205972.0791","31726.01918","51536.67562","48388.19709","120316.5063","20024.92251","43156.87786","126391.6313","11552.19596","49202.44905","14619.31504","24601.43982","593883.7149","51181.84175","67535.44405","20358.48309","72782.11463","28657.99832","17678.83967","101918.9275","437874.0583","23295.88516","28950.20496","2008.495247","7826.288803","102822.7556","5290.047474","5672.075774","14291.6498","5740.571082","120925.3349","93639.10527","49718.98711","57323.88159","70878.59","59431.12346","2231.548328","37566.14034","11779.98042"
