"","mz","rt","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","af21","af22","af23","af24","af25","af26","af27","af28","af29","af30","af31","af32","af33","af34","af35","af36","af37","af38","af39","af40","af41","af42","af43","af44","af45","af46","af47","af48","af49","af50","FA2","FA3","FA4","FA6","FA7","FA9","FA12","FA13","FC2","FC9","FC10","FC12","FC13","FC14","FC16","FC17","FC29"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M317.2917T397.4","317.29173","397.44","41848.67877","201983.9547","333952.9902","285883.6858","3268.672167","24375.13953","13275.42929","90938.16637","5324.571628","689.6429003","595913.7054","2021.846122","11086.97244","1528.791306","1653.622503","1351.971762","2935.122951","38435.73582","4105.7249","2788.655567","83906.45973","5412.412263","2399.8362","686.279966","66218.06575","930.5259428","2114.765054","2692.480306","1225.537302","2417.333843","4319.098911","4305.026007","1352.550904","661.1130352","4440.156001","2074.462027","3568.777782","1191.479941","1017.924936","7469.920279","12903.76568","1713.167249","2529.306053","10918.85294","3084.829435","11390.2018","1214.583903","2882.977445","1526.681793","1753.780705","27184.59709","1118.31716","8813.40118","4141.438108","2341.914492","6927.436201","3316.293769","4812.939574","5812.80266"
"M297.2657T386.1","297.26574","386.1","18456.16839","22123.13963","17350.74017","296598.9911","4095.609354","791.628351","11300.96424","43425.86086","73070.20006","67738.98514","1040135.086","93766.40945","63343.33461","25323.06571","9870.30148","41463.19251","220310.9295","40168.0172","60591.13199","281503.1529","29906.18306","336706.3269","341395.2317","5143.152062","254971.4959","4173.333833","3208.412964","2515.837163","8381.442809","51451.83783","36314.97015","125463.5799","47351.04595","2936.917817","111237.6901","32965.54156","206314.0482","4251.991333","20485.78165","29165.50081","21705.21803","9741.945777","36315.54999","60544.70357","33509.99753","29930.91457","3351.637662","6385.810387","3608.363547","812.2656517","72430.25862","85400.26217","245579.6507","13305.94314","50655.70905","44329.21444","41654.02175","37288.76353","9834.370074"
"M290.1408T354.4","290.14082","354.36","452.6166224","1072.854139","505.3627811","363.674219","6251569.734","12859.94716","1297.513594","565.8491133","747.3936735","1838225.424","1389.20109","999.1758942","552.875214","356.6259928","1303.667067","6157530.501","9015.08419","1121.461525","777.8383574","408.2065269","999.1226312","677.9164241","596.6404839","473.2436746","680.0922647","571.482886","686.7872069","5566545.887","21151.54736","3823955.617","6018.290241","1401.461568","1156.074116","726.8495961","588.8725264","1127.969775","577.2795038","1806523.658","3457.934522","420.3874186","2214.285952","677.3384109","276.1505856","307.9838656","314.9818559","214.1569042","347.1407589","229.5596194","321.2341172","181.7516905","394.7477012","209.2711669","273.0970412","393.5986199","178.2157485","259.3047212","351.5874484","346.7938196","380.8825956"
"M412.3682T613.9","412.36816","613.86","1798.475336","2123.071983","3609.254705","2241.56236","1837.338592","9458.639798","1497.412938","1737.573749","4557.28263","3211.593495","1537.255842","2817.054792","2324.989577","1536.81918","6258.434919","4237.777255","1626.452009","1076.805801","2684.841535","1825.817534","1621.656805","1966.091116","3368.963105","6014.700341","1900.15942","2903.06602","1361.836223","2024.998259","2055.788708","1982.715574","27900.08351","3945.242948","1722.128203","5547.06029","2356.732599","1854.264053","1924.485523","4002.357088","5396.127921","3461.62589","1919.792457","2060.301494","273861.1822","920837.4279","284606.4309","4018046.462","318387.9822","6207686.511","1468833.801","3170013.471","326356.2922","1851536.429","316255.1492","410123.9392","76757.54396","145951.9881","117500.6483","171144.3711","678456.3811"
"M356.27T336.6","356.26997","336.6","8551.98656","195287.7001","6094726.562","4859084.028","2925.212989","43776.47242","257791.3512","11491.02676","32077.02112","8327.904037","11783.16223","656596.0737","807602.9425","390314.0778","5095.724243","3235.801873","611063.9123","2095.081392","20561.08728","4324.713435","51703.81972","3835.71887","2749.006198","35072.17599","9389.261986","5379.892297","203413.9098","4367.202314","2329.752701","10293.45477","13195.12843","2906549.686","9506.952474","6821.70544","467769.4357","464245.2787","13939.10815","5884.908409","1362895.46","291310.7547","5026.548999","62149.9442","242879.5354","1760439.73","18397.58886","1216409.837","187866.0736","3729.295069","113909.605","13581.77872","2375272.318","366804.3786","2978.226198","2971157.117","197332.3555","2258924.363","7608.518555","188251.0816","82767.45789"
"M386.3531T662.5","386.35313","662.52","44434.38576","31395.54586","1735622.272","91278.00515","58566.33112","54850.86219","30501.0034","56847.63392","220091.5755","163730.6352","690793.9075","21786.91061","8774.550675","214599.4961","11194.99822","189084.171","264900.5438","5179.877316","27722.39922","5941127.992","4264912.029","3942693.845","4741779.114","6046029.989","1884888.254","21550.22183","1750926.1","17146.08318","4712415.234","953314.991","1427212.598","1458881.54","360311.6123","1591170.81","2064484.194","3214361.147","6560.289515","4462685.219","1892081.404","316763.369","12876.40449","2043652.676","5831.105794","2661.330731","2446.780737","11097.74726","26332.25039","19593.69286","69685.66923","50362.1238","32957.65922","2979.524471","3606.583734","47558.00162","51022.06693","3147.481881","10317.35622","25366.52434","18848.68817"
"M683.1922T793.8","683.19216","793.8","1913600.607","1626810.263","744752.702","5906180.386","450631.6813","1029567.85","6035214.052","2458.324985","3073176.06","4330817.384","15227.82959","3889.13578","3171.384278","2808.689964","2965574.63","4397.746045","3589.028563","679957.7387","214023.7177","1335606.003","48462.85439","43410.4471","3728.007215","11358.03036","17112.97164","7628.01911","31409.3611","31683.48421","41831.10133","3123.206848","31276.07491","12612.91159","3650.632173","8640.999339","8678.92608","3232.033247","13650.31426","17324.67141","15507.82961","2325.602523","3890.080223","10879.00491","1274.439503","1385.217784","1202.599335","1390.904615","1760.342164","1649.187987","1667.316644","1273.802137","2269.457571","1461.725704","1856.890661","1759.353324","1033.302323","1068.452247","1753.299059","1347.97681","1996.880525"
"M533.2224T243.6","533.2224","243.6","541.5758573","689.4891382","489.2654094","416.5273013","948.1498432","665.6339061","243.0035818","531.0746111","450.6595879","305.8534901","622.2164419","387.2716648","289.9054564","244.5519591","737.4354612","8200.621174","480.3419433","574.0164451","750.9571891","670.4441805","419.8667014","610.7206942","569.8702504","530.9866883","546.1234364","13356.81055","251.9476069","442.1067685","831.0213856","738.3667822","419.2857043","6022576.21","868.0666438","909.308627","588.4861928","313.8306524","514.2113787","552.8144476","487.2546184","2262.760046","473.2630632","838.1484656","231.5728231","200.8107736","121.7743404","253.2950282","377.013994","248.0077757","352.8969115","216.7056509","314.5007298","268.4825775","305.9850063","348.9512848","142.8076995","416.8077313","316.2497439","347.2530523","387.6672746"
"M616.5035T621.5","616.50353","621.54","218793.9869","274787.2643","43814.80396","1089042.576","65719.77254","1286112.944","15472.53889","3923.940209","216647.3901","92034.30362","348761.4502","116532.9421","23397.58936","200414.6281","3498.894186","64194.51551","16354.35941","2456.072555","13248.74289","4164.483822","15652.86206","4723.372106","4494.797193","4154.045155","8010.916135","5020.03833","26927.66591","8272.133141","4234.977386","7122.844397","13474.19549","4969.579839","9165.522701","6622.817284","5149.675937","4229.367124","6918.40278","9575.959691","6269.746745","6068.92303","13738.53271","4699.315281","1944.133368","2119.257617","1702.564868","2598.349062","2256.65437","2018.470533","2534.678409","2091.877285","2861.753106","2481.478132","2569.333365","2433.693923","1232.364407","1926.023238","2159.985873","2376.782187","2769.606548"
"M372.2648T371.3","372.26476","371.34","31266.82972","32325.18126","3285595.299","2349043.633","15902.63765","8537.465244","48367.56344","22061.79584","10827.89417","232508.9994","21640.44492","5909008.583","118572.9264","12982.5733","5777.53125","10725.94145","34222.44264","40258.27276","49560.72818","5891.793464","29732.47016","20700.16638","14616.37635","5766.139479","191660.6919","18000.70012","259437.1126","13750.27008","11764.66203","6016.883058","28950.3137","744650.7447","121124.7997","24054.09744","95803.93062","416715.013","132907.705","8333.453435","271068.4006","940167.8732","12581.38263","28208.75942","18739.46456","1075066.623","18415.44617","18942.28219","12973.48494","12688.57965","7693.44435","2272.26525","26942.20016","6493.004298","3949.371327","32345.88219","42900.93918","29663.38686","6823.322318","19038.24584","7690.155073"
"M306.1928T281.8","306.19284","281.82","995409.7842","558371.0928","810.4068828","2492.64035","2281420.255","2134769.858","1150.165461","1962754.637","376873.257","584149.1074","1034.144149","1461.72089","10126.66313","1556.895551","4079644.221","503774.6359","1647.556909","1741.198856","1192864.144","575382.6944","308293.516","1089870.8","2800310.364","536357.9043","805.1296625","155837.4328","327.9802546","375649.476","4701.446193","2299376.167","18077.42032","1058.617445","741.1898753","5878623.46","1246476.521","1741.170196","131337.6481","548086.1911","1315.568747","1111.786084","13391.65396","275778.9226","1404.070613","685.6085609","402.1102706","1517.745894","836.1520907","117434.1763","4641.408857","256.8480533","909.3893631","499.7833082","497.2586764","918.2094128","171.8647138","668.7052554","912.9800647","407.9396504","1199.983165"
"M871.563T924","871.56304","924","8380.400637","3524.386367","172689.926","14558.08052","2634.824376","7904.095903","3331.784641","5666.804922","3033.378209","3483.422622","2396.362422","43811.56727","13827.21154","5162.33971","2424.910859","2820.712182","2799.588209","2267.020687","2232.929786","2986.567656","2957.584665","2512.562284","2766.64328","7407.105896","2509.813201","2942.452582","2449.51387","2415.609696","2616.34653","2328.678635","2840.01243","2235.698584","3742.380569","2868.380577","6503.43514","3866.487021","7408.857885","2396.591769","2704.437881","2633.640841","4143.798403","4138.040879","122764.1572","5534250.15","491764.67","533678.6151","3620621.232","789412.7574","161278.8147","911100.5029","2134770.488","145413.5501","2658753.747","184900.51","1101549.787","905724.9299","942138.5374","254882.4365","5825272.226"
"M373.1869T233.9","373.18693","233.94","561.6735809","960.9165706","1964.039087","429.0602242","2874.932367","835.5252694","439.2583918","576.6588013","503.2175456","724.0684341","815.4900354","485.4670828","380.2438764","957.8191168","842.159004","5745194.915","1413.124951","656.2914751","1517.539838","49640.52274","466.93429","738.4215882","837.8262323","830.5186201","713.4117433","4833328.54","1597.737744","508.5534511","879.4315652","844.6312961","635.4276927","4923879.452","446.2185107","1902.946946","720.1697931","511.6643378","1466.577246","1206.77598","610.98011","247319.3314","775.0359834","799.3668112","1021.037178","1571.129937","655.8997988","803.3604471","1065.132502","1266.131409","407.1428663","648.0582269","443.2118897","374.6924745","872.0357778","894.4430325","568.5593183","432.874972","441.9091504","534.0085579","543.9989164"
"M784.5813T411.3","784.58132","411.3","3389936.576","5590320.197","32175.25453","7429.803353","3542751.801","3351752.176","6010.903831","3867325.22","2939635.794","2336829.743","3025550.058","51569.58931","3371495.271","1068.583856","1417995.055","1773339.852","19968.73061","1183438.22","5741103.795","107500.0489","3721296.694","1354779.056","107158.635","232767.1473","3432424.724","1327712.921","715617.0068","1546199.101","2492714.43","2712862.379","2982988.859","1849662.508","4131324.874","4258948.607","1776233.741","826.6782211","4043401.856","1799456.855","2422735.69","2801515.938","3615666.305","3490978.153","932393.2133","15251.6964","1492341.91","16106.02888","1753979.278","720595.6392","191053.2845","389076.4748","1902.730679","834507.8595","464150.5215","1637542.631","53350.47195","2226.982782","776620.3456","1597376.78","493616.2544"
"M368.2878T608.6","368.28782","608.58","33283.69918","20397.24681","1012.456485","3428.118349","9176.807784","896.1918509","1066.938344","20020.23707","905.086588","3202.482704","6456.388068","19034.8265","1917.941185","704.8775107","2883.293766","2873.889019","968.6189803","720.803989","6174.509719","66187.53917","6192.173864","2638.058737","157397.4597","4677.030236","1063.39516","1656.223177","804.3791362","924.5032089","1025.966275","5980.002875","17804.93101","2126.761276","1038.655233","1136.442734","1260.521595","1215.826645","91886.30832","825.2986678","809.2715228","1312.311254","18060.31787","18480.22849","74665.48456","112061.3776","75194.27122","5693015.028","230886.0874","22739.06873","876030.2224","577387.0473","2929303.007","91288.53164","536704.7554","206334.9216","384590.2276","213851.9895","74977.82129","2119567.232","31491.23092"
"M608.26T605.2","608.25996","605.22","197595.3156","79345.41599","707.2374656","268831.8517","741.54156","173779.5564","83159.67027","5836.700305","21730.34313","4112.398543","5683482.092","33611.84833","13998.04555","847.6544418","5139.552658","42453.75025","896100.225","1688.104599","46545.21954","815.7422446","588.1794402","725.2009382","11187.78168","771.2640438","49356.25079","86223.77668","488.5514138","104351.3317","920.733553","18935.741","5230.201542","7405.248941","3045.672896","869.9595132","41194.43229","1829.496129","1565048.218","3718.995995","166741.1947","1154.085122","2126.932794","81743.00294","298.2135877","1227.221791","4707.33694","394.1711115","421.7330213","380.477472","1832.038619","261.7116204","521.3927277","409.8245913","470.8978146","431.9885626","211.9394135","5782.95252","4145.56619","487.0042799","1602.912434"
"M593.3255T251.7","593.32552","251.7","496901.5606","5679264.824","1077256.24","2416.292244","1162931.588","278241.7343","683.3679666","454368.8457","986118.428","945016.6823","4510.621212","1833.15278","1893378.692","802.5409873","349802.238","207640.2428","2532.83246","1856902.727","4242487.713","163689.6065","347840.2396","269520.7422","2721353.54","485043.3502","3125.354944","318861.1524","934.8407634","81967.47293","2506147.389","453482.4083","259148.0034","3641.629348","1388552.609","603813.8824","3155600.089","734.5244813","2283661.336","243160.1872","2799612.153","1022752.421","2694417.26","948022.5145","77674.01199","329.5326653","7429.871416","108350.6046","430550.3314","931526.0615","290484.6982","532778.5996","975.0013435","613954.4725","305781.1295","634.0147686","384.4792054","533.8652907","339867.7896","1332.392354","135294.1812"
"M372.2646T299.9","372.26455","299.94","16143.617","59372.36831","1995636.847","2998289.591","27988.37946","10301.46526","160457.7531","4728.44576","92853.10749","314163.9408","308773.3479","5610705.082","176112.9634","1014797.714","13362.37884","19221.0009","4096523.634","165218.3811","20679.43232","12099.84467","4050.125376","7989.858673","20233.45164","4260.79971","51867.87331","14023.92959","61304.67242","11290.28011","11996.43992","20740.19816","8220.129679","2468453.507","211922.8153","12405.41216","926533.1467","1610544.798","45751.76387","6211.567338","298067.1649","682939.5613","15201.92531","27155.91609","360892.2915","1500870.222","332712.9087","1177698.43","132816.2015","8466.718049","7089.486565","120269.7225","2391330.67","64457.99915","17392.76679","833670.0468","913549.0618","1931612.248","25807.20148","222039.6887","6321.426298"
"M784.5814T415.9","784.58136","415.86","3384277.354","5590320.197","4209014.292","3959.482979","3542630.779","115376.4138","938680.3628","46567.56575","2941312.754","2327948.933","81201.22329","6059.653759","3371495.271","853.4482187","1416269.295","6638.022803","55218.13394","10439.36621","45891.85746","107678.6721","17004.2853","1354779.056","4857654.689","4459.958087","70438.08662","14254.08781","2210.126128","1172.50052","11114.86506","15935.762","12828.45268","8650.607774","4131324.874","40482.31047","7716.574681","913.4305823","97692.59006","16420.70653","19763.34612","4173.323576","8799.674209","22273.28369","2440.973942","562.2202709","10160.55505","642.1095991","4649.90935","732.1597951","501.2149575","551.3847748","795.6832323","925.8132679","1601.390808","1872.516949","898.0464588","1400.705464","1640.22017","2181.572167","1033.823518"
"M315.276T378.6","315.276","378.6","21275.58048","201938.0864","164088.6261","160437.6798","2583.46297","39842.63381","551176.9328","35906.05836","86103.43319","103569.5302","519000.3516","4592.444721","157740.7515","18754.00396","1376.068548","8011.166695","435510.3488","13215.2645","73747.38756","5513.395934","53663.48987","7213.130972","26827.9224","8595.579762","843994.6277","18161.82522","141253.079","13270.37553","11008.62159","3490.46411","7493.608039","339178.8324","11789.40065","3902.028221","14822.52677","23419.87894","52359.28142","740.9759511","30134.03772","126063.7684","26036.03834","8967.756479","34053.0264","40880.16237","21990.38927","67418.00131","17147.18934","8102.810679","5352.892939","2002.902048","40604.64832","10760.17683","16491.40426","2013.954061","138106.1147","69841.20349","27206.01589","17184.38076","1833.767915"
"M315.276T377","315.27596","376.98","21007.67233","203912.4026","164066.9346","156065.4715","2104.777355","42658.52158","551176.9328","38296.09381","218853.5238","34506.35535","519000.3516","61910.80493","122682.648","18992.5106","6055.536737","10773.5073","435510.3488","872476.0844","80219.58621","4479.352309","58507.34412","8144.034032","27098.59594","4798.336671","843994.6277","1289.954789","143576.6827","14218.99696","13441.5825","2852.616958","11402.52531","101051.4854","18031.99958","1472.600063","3814.760426","23185.7197","54275.49926","5656.857487","22747.42551","122546.3093","31871.35712","7981.4884","8045.713331","3995.262783","1788.442794","4886.429784","21270.40057","8268.095045","2003.026468","617.3836136","5277.156932","10787.09697","16639.59812","2754.936253","136355.4702","17269.85633","42309.83773","20410.51221","8645.711925"
"M442.3612T616.6","442.36117","616.62","285711.6335","2111067.815","62006.0449","6353.692549","1075609.43","11707.11248","3947.944562","5556915.387","55321.51734","1109558.522","9701.948252","3773.311549","20117.00755","3204.352852","53179.92136","190986.3564","11017.11757","4562.335188","264520.9237","1528069.712","322015.3467","114292.1612","748347.7189","20876.60307","6132.376971","317190.9022","3550.457558","43027.77233","22023.25745","9471.553669","4338.220759","4317.462227","4532.408355","90891.75033","89835.08564","4834.27134","7907.905674","6237.066645","7166.475766","4565.263456","98067.93349","23209.22398","12164.03193","2479.870289","9337.986526","25842.78583","8471.433188","2674.223758","5584.057312","2391.067531","2957.129568","10380.2041","11564.58601","3652.791996","1434.617472","2808.541479","2582.580763","11725.39015","9165.030635"
"M264.2441T518.5","264.24414","518.52","12301.52741","4439215.214","1898582.439","3861381.019","797658.5161","1561962.272","1952296.017","2324793.645","847695.0681","1421193.207","537742.4912","2222812.917","479994.6018","1010082.121","903130.2093","1966453.196","4083281.99","267533.2237","1739590.604","1314138.472","2072107.943","2968882.15","928899.6429","2072025.505","3186545.567","2971865.632","80759.9355","2904659.857","2506043.341","1637826.631","1656605.93","1463698.849","1223971.696","2403580.1","2256683.238","1096978.533","959019.3103","404657.9109","1909372.456","824487.1732","4727120.352","619958.8048","854638.6059","2100505.032","1709324.978","2198791.965","576545.3491","1617820.101","565434.6739","689229.8683","3123665.609","1348281.931","1183294.42","895260.3794","288965.1126","817456.7113","421960.4857","1247376.653","448035.2285"
"M322.1878T247.6","322.18776","247.62","1176839.539","320318.5604","14441.89246","2410.54612","2808945.056","1810026.073","14812.81651","1201124.558","491292.6006","214343.0836","2623.946242","1274.65835","95754.83963","2339.885182","2434106.584","1134345.312","5688.825442","26691.20297","984712.0149","819799.637","796991.5109","1325774.994","2014100.804","659896.1625","10375.03745","681506.1022","5688.316612","1279602.124","50294.09122","2694295.546","83085.44959","6346.792413","10120.48908","5451984.791","1558541.545","13386.19361","414071.2275","1524201.899","35610.4932","11760.04013","91620.82084","916954.5325","2675.03982","625.3058209","670.7607904","1719.557466","3671.418045","339887.6145","47567.443","3430.236841","5050.660623","3339.032787","2036.972299","2045.439962","540.456707","1537.717931","27707.84234","1138.004355","22482.99202"
"M535.1553T668.8","535.15527","668.76","990144.8179","728710.9567","77718.20665","1433644.588","1451636.276","7580.626162","1378118.801","1717857.898","3140.458822","4266.744176","3191.696167","4204.630767","5413806.097","2943.322834","3818.512652","2310393.281","121439.8823","98525.52649","108344.9588","55151.13049","3751.914271","22972.11641","45998.56904","24030.96772","19811.5093","51111.39046","81036.89805","4321.956038","38375.63246","36059.2816","3980.046155","27324.87597","34891.6132","9934.050846","9180.812529","22690.90173","20788.91582","3786.480083","4404.349636","50155.50649","4798.229564","12737.10392","2077.551563","1902.534771","1832.879923","2391.175207","2323.822802","2365.917145","2679.818864","1843.781294","2715.074892","2220.914165","2739.87248","2750.823111","1963.310082","1969.44941","2416.048477","2418.702708","2216.740051"
"M368.3428T672.8","368.34276","672.84","303007.5713","477986.5993","5401849.748","157782.7086","20681.92458","27907.1237","5376.369944","5798.248417","81991.77829","236739.0034","418813.3888","8657.75617","1158.417857","700059.9851","19396.64515","1387283.979","631502.8891","987.3720665","6779.481238","647937.3601","2687459.85","1052406.061","750398.1093","107395.7473","68518.96572","8148.45678","1189360.294","20887.09061","1048722.421","59006.89175","49637.88155","31434.54032","31338.18789","135794.9022","241097.0741","91672.73784","1460.458955","371590.2452","222222.3142","131914.0277","1891.186847","461959.5748","28519.05633","691.6081406","27503.60365","2153.750978","29180.99855","3304.080467","34246.986","726.7128189","17274.92135","20057.75196","994.620073","23477.63728","26832.61325","19709.51779","1111.470612","23090.30595","26570.13312"
"M288.1T208.8","288.10002","208.8","1453478.623","2391.169905","1736.089605","1597.870376","1875.725187","1478.179287","1544.123864","5561.267081","2684.093846","1430.704325","5401169.243","8973.069533","1618.894634","1450.05924","1889.619441","1748.800191","1889.903757","2400.145214","2154.037884","1507430.95","1101972.064","1921.168932","4168491.335","5794.059046","1985.187053","2050139.01","1595120.749","3896.290075","2088.465798","2400.300462","2080.285256","3160.601463","1973.093232","2105.08769","1934.284835","1787.394529","1617.444582","1756608.019","1637.147311","1539.299271","1910.120216","1823.38697","972.8328682","840.4921812","626.5235788","936.8588961","1131.53054","752.7566171","1161.811484","655.3460122","1346.271998","1175.611436","1190.258973","1578.802261","920.1446256","1859.413536","1175.661102","1261.629484","1021.612951"
"M683.1923T808.3","683.19231","808.32","1913600.607","464344.6164","1849839.062","1237686.655","491160.4669","4244695.841","301120.9696","2550.487956","1791801.078","4330817.384","9043.534037","4809.631667","3232.561267","3343.719596","722797.4841","3615.746592","3044.36826","134255.3798","43060.31759","24266.59935","22138.63363","21181.58124","3469.514795","10955.88789","16258.16077","8225.842989","8345.814944","20039.75271","16431.73501","2700.539572","9399.997078","11346.31649","2927.031554","5294.906769","2409.395989","4642.362197","3362.823843","7339.357267","7452.440317","3120.129487","2848.71026","2922.844879","1148.098107","1095.175046","821.1684004","1234.929566","1355.651593","1222.988962","1439.72138","1051.678469","1405.134962","1115.005746","1321.755313","1399.420429","862.3703997","1015.115724","1673.997379","985.7672348","1426.455015"
"M287.2812T404","287.2812","404.04","313397.3495","5359301.407","1907765.26","702875.829","1937649.263","176595.4355","422042.9598","222132.5339","855780.3505","498973.6631","2539364.072","74569.64106","427657.4303","2365967.228","394608.2054","1329909.886","326595.1762","394378.3862","1137255.856","216993.1944","2148312.8","2065997.007","3903291.259","361632.3425","1916188.354","76011.9423","231714.7415","869849.9268","68288.66556","372155.2994","2151393.163","367864.865","1142458.752","688370.9128","425285.5041","2752916.424","278937.3012","147533.5212","175466.1966","820194.1113","194205.4687","469096.8048","16457.76725","352579.9532","46698.52419","680157.2002","209278.0069","352904.7927","1079.035405","6244.754476","1421670.762","91490.48116","368952.6205","14404.63632","60499.86757","199191.192","137877.518","128510.7945","371514.1899"
"M287.2814T395.4","287.28142","395.4","90975.2121","5359301.407","1907765.26","627358.6072","1937649.263","59769.71675","424024.0474","105690.0866","235319.5735","499833.6989","1238248.537","73953.89962","416751.0776","2365967.228","335988.1574","671123.1107","340897.5972","382604.8125","438430.7394","167927.7881","1715121.289","2065997.007","3903291.259","292130.2195","826896.1339","65242.01237","231919.5938","361868.1254","74020.52579","372871.0817","2151393.163","367332.6163","1142458.752","546062.6628","427628.5588","2752916.424","277587.6498","148057.8738","175546.3158","589759.0837","199565.1756","489055.4154","492.4047832","496.2818428","5365.289924","802.105743","728.786981","759.304251","537.3228945","701.139463","1421670.762","61216.14236","275671.5789","792.8099223","39482.86554","1400.956256","137467.0799","628.7890077","919.2011905"
"M354.2544T380.2","354.25439","380.16","3641410.339","952778.4292","1012160.32","29591.47557","3262019.464","10837.52369","1226043.432","2506178.516","283891.5898","764817.5439","22204.02713","58059.64384","2619246.279","14668.04151","188450.1851","25168.76193","149730.8046","12296.25071","108303.7244","232864.2138","101282.4449","2351476.025","5314117.523","7370.418263","51750.4211","59362.24823","11596.09119","40406.1401","2052710.969","941939.0363","35120.05625","35031.55714","3232443.982","46682.09132","1794432.622","11658.78539","3416544.248","375785.1513","29506.50467","34673.87887","48154.41909","85034.27016","17375.89314","7972.988783","13340.85099","28022.46595","17624.46663","8064.766908","766.6932575","2611.071665","13145.79226","7259.007625","7082.084811","23016.26827","4878.220938","16833.18476","5708.686412","1233.723479","10721.79158"
"M548.3331T275.9","548.33308","275.88","1392002.445","390273.5577","2371.360396","5177.730981","2546903.902","162982.0652","340.1963813","1822990.394","781536.4454","416907.9557","1309.667607","586.1952858","648051.2899","445.3971937","4235933.756","1436586.19","1949.38286","1493.919098","857447.5936","293562.0546","1168762.928","1561739.995","443740.8794","1901342.339","823.0077047","153590.1177","335.1758022","772773.4457","202935.4855","2803965.306","6105.450546","1035.267208","887.3365807","5280009.777","287815.4795","602.6268329","824500.6912","531651.6739","118053.6836","19171.26937","31470.02142","1376089.386","1131.09027","330.6718737","577.2956937","2631.244512","91391.00494","1025148.459","178248.9295","8883.982802","1236.31687","8372.091547","44118.54757","455.5130231","174.554486","295.1741219","192516.8026","345.9562573","980764.8385"
"M372.2646T266.5","372.26458","266.46","5186.814337","11253.6129","506919.5372","718303.7751","6885.724364","4041.231882","115503.2862","2079.420433","8847.805777","17681.52438","2029.355908","930783.3714","8057.026634","3842202.919","5062.051248","12275.11575","1204745.743","150438.2131","10874.20252","12031.35677","1585.232705","2321.311214","9016.802694","3890.25502","66224.7217","2354.157711","136526.1101","4264.651284","2816.871073","7670.264158","5013.080717","176446.9803","9161.150918","5862.561994","328390.6272","5264547.735","5265.482852","3052.124495","204777.5438","950708.7736","3031.846409","3687.067977","4268.872036","1611072.332","17084.31004","3344507.844","3874.352832","1313.578712","1379.768856","1880.383127","2389069.445","28074.7447","31551.10377","321660.9979","20748.74938","529875.6726","1759.127049","93557.95247","1857.836431"
"M440.3632T557.6","440.36315","557.58","66821.66961","366028.9321","572895.4174","901223.7456","22820.15039","38280.26503","404202.7865","475834.7942","338525.2928","1088745.73","761147.1825","181031.6055","82267.38681","2579548.666","33328.6296","98713.67163","10749.40794","99609.48149","118938.5706","140677.8782","47228.89274","246123.3443","509901.7479","31262.2294","4288590.153","244574.3137","1251024.878","48882.22773","323109.3024","49443.07113","119878.8805","5258493.458","380019.6961","34314.28307","188855.1335","4149090.037","251065.2199","12258.02255","107275.4535","3090098.41","237587.1275","42530.69995","3369.950154","2623.937452","6474.910382","9531.437933","7359.224511","5812.96829","28746.67786","6609.67589","29925.44357","8852.618361","3401.061255","55053.42653","9243.610187","13227.39069","3450.752106","106253.7977","3140.552917"
"M440.363T538.2","440.36298","538.2","3885.509993","7547.081401","40058.30404","31203.15167","15115.35133","46757.67153","43759.19042","34716.76838","7209.677128","14329.79317","15134.31793","37732.62814","2323.002875","73441.37283","20460.26922","44844.13705","50287.51685","12941.19876","55183.62523","11271.55129","23407.23166","72532.61808","70918.25255","12291.36306","179433.0252","72406.79364","29113.37536","28934.64573","16539.08515","4783.229921","28550.78178","156802.7114","35165.44523","84922.58782","43594.48199","129994.3551","18787.28682","3820.185822","41168.59791","79222.16181","33514.28309","27655.97006","2358005.707","1132414.183","257766.9925","2671958.579","771161.5424","186029.12","1568469.592","778069.0915","5215207.479","398902.0207","797863.1992","3762562.591","2304967.766","3168753.867","66312.12311","3145973.181","84080.09469"
"M164.0619T284.6","164.06193","284.64","3697.089531","16921.06115","27822.56944","25206.61115","1088.625074","7119.128931","4931.006577","9059.690351","614.2355274","5583.733251","1119.230633","65402.41282","5187331.893","122492.0196","10098.37849","10075.60871","110305.8591","1822.037736","2309.270408","10949.948","6387.62105","19853.93431","3927.928485","17204.16864","18335.13832","1355.057556","6766.917257","28701.21792","754.6862085","4811.166643","2345.700846","23268.38221","43604.51251","10667.20806","481678.4227","194804.6558","3081.36749","13548.0526","88199.87627","40572.54913","1597.138778","854.9026082","3277.138898","73750.20799","5859.682606","147769.7114","3503.087947","424.0564349","20381.2622","4205.094654","106559.1206","7361.423488","459.5966539","36158.42571","7628.892105","53482.63194","3565.666718","4420.758798","1340.263507"
